filter,research_events,research_wr,research_pf,research_avg_r,research_total_r,oos_events,oos_wr,oos_pf,oos_avg_r,oos_total_r,score
sym=XAU/EUR/USD + w3<=1.3 + w2<=0.618 + w4<=0.5,52,26.923076923076923,1.1931697436805844,0.10678436865627648,5.552787170126377,7,42.857142857142854,2.0711971554418516,0.459084495189365,3.213591466325555,3.830235762968077
tf=H4 + long + sym=XAU/EUR/USD + w4<=0.5,33,33.33333333333333,1.338663472778661,0.19498806008468358,6.434605982794558,9,44.44444444444444,2.053397866581389,0.46817682959172835,4.213591466325555,4.055226229036462
sym=XAU/EUR/USD + w3<=1.3 + w2<=0.618,66,30.303030303030305,1.326380619276865,0.17536802686926464,11.574289773371467,9,44.44444444444444,2.053397866581389,0.46817682959172835,4.213591466325555,4.023323342319247
sym=XAU/EUR/USD + w2<=0.618 + w4<=0.5,116,25.0,1.1184672136047713,0.0655728243940804,7.606447629713326,16,37.5,2.0502424756015176,0.45948108307566393,7.351697329210623,3.6937635966760336
long + sym=XAU/EUR/USD + w2<=0.618 + early<=0.05,38,39.473684210526315,2.2798393972131317,0.5293454853099587,20.11512844177843,7,28.57142857142857,2.046035287628356,0.4483008375550098,3.1381058628850687,5.303521007706456
sym=XAU/EUR/USD + w2<=0.618 + w4<=0.5 + early<=0.05,55,30.909090909090907,1.436859298796318,0.2238493450333429,12.31171397683386,7,28.57142857142857,2.046035287628356,0.4483008375550098,3.1381058628850687,4.155044769013027
long + w2<=0.618 + w4<=0.5 + preATR<=5,98,27.55102040816326,1.1247419059155626,0.07151611211280079,7.008578987054477,15,40.0,2.0236088676658635,0.47768413824406947,7.165262073661042,3.6975510239382965
long + sym=XAU/EUR/USD + w3<=1.2 + w2<=0.618,25,44.0,2.63645580595702,0.6360521514453319,15.901303786133298,6,50.0,2.0,0.5,3.0,5.772507957402352
long + sym=XAU/EUR/USD + w3<=1.2 + w4<=0.5,30,46.666666666666664,2.6348516581092114,0.6539406632436845,19.618219897310535,6,50.0,2.0,0.5,3.0,5.788792321352895
sym=XAU/EUR/USD + w3<=1.2 + w4<=0.5,49,36.734693877551024,1.8355152792656195,0.3921806412879439,19.21685142310925,6,50.0,2.0,0.5,3.0,4.727695920553564
sym=XAU/EUR/USD + w3<=1.2 + w3<=1.3 + w4<=0.5,49,36.734693877551024,1.8355152792656195,0.3921806412879439,19.21685142310925,6,50.0,2.0,0.5,3.0,4.727695920553564
sym=XAU/EUR/USD + w3<=1.2 + w4<=0.5 + preATR<=5,47,36.17021276595745,1.8280387010504204,0.38759258347040954,18.216851423109247,6,50.0,2.0,0.5,3.0,4.71563128452083
sym=XAU/EUR/USD + w3<=1.2 + w2<=0.618,50,32.0,1.5760570599628978,0.28476708052708677,14.238354026354338,6,50.0,2.0,0.5,3.0,4.360824140489985
sym=XAU/EUR/USD + w3<=1.2 + w3<=1.3 + w2<=0.618,50,32.0,1.5760570599628978,0.28476708052708677,14.238354026354338,6,50.0,2.0,0.5,3.0,4.360824140489985
sym=XAU/EUR/USD + w3<=1.2 + w2<=0.618 + preATR<=5,45,31.11111111111111,1.5062278372491669,0.2555541180429336,11.499935311932012,6,50.0,2.0,0.5,3.0,4.261781955292101
long + w3<=1.2 + w4<=0.5 + preATR>=3,35,34.285714285714285,1.4833413377721554,0.2571227348521271,8.999295719824449,6,50.0,2.0,0.5,3.0,4.240464072624283
w3<=1.2 + w2<=0.618 + w4<=0.5 + preATR<=5,57,29.82456140350877,1.3441754748067969,0.18488215380455408,10.538282766859583,6,50.0,2.0,0.5,3.0,4.029057628611351
w3<=1.2 + w2<=0.618 + w4<=0.5,62,30.64516129032258,1.343207971377815,0.18610133494934808,11.53828276685958,6,50.0,2.0,0.5,3.0,4.029309306327163
w3<=1.2 + w3<=1.3 + w2<=0.618 + w4<=0.5,62,30.64516129032258,1.343207971377815,0.18610133494934808,11.53828276685958,6,50.0,2.0,0.5,3.0,4.029309306327163
w3<=1.2 + w4<=0.5,86,31.3953488372093,1.2843376434613216,0.16074639916571007,13.824190328251067,8,50.0,2.0,0.5,4.0,3.9450840426270313
w3<=1.2 + w3<=1.3 + w4<=0.5,86,31.3953488372093,1.2843376434613216,0.16074639916571007,13.824190328251067,8,50.0,2.0,0.5,4.0,3.9450840426270313
w3<=1.2 + w4<=0.5 + preATR<=5,79,31.645569620253166,1.2810081820212549,0.15871244008683014,12.53828276685958,8,50.0,2.0,0.5,4.0,3.939720622108085
w3<=1.2 + w3<=1.3 + w4<=0.5 + preATR<=5,79,31.645569620253166,1.2810081820212549,0.15871244008683014,12.53828276685958,8,50.0,2.0,0.5,4.0,3.939720622108085
w2<=0.618 + w4<=0.5 + early<=0.05 + preATR<=5,81,27.160493827160494,1.0843655196732158,0.04852832572704501,3.930794383890646,6,33.33333333333333,1.9838902024451626,0.4919451012225813,2.9516706073354877,3.6087291490680045
tf=H4 + long + sym=XAU/EUR/USD,39,35.8974358974359,1.4734757488428514,0.25899904409208657,10.100962719591376,11,36.36363636363637,1.8497526179643469,0.38625118998379404,4.248763089821734,3.968478600883079
tf=H4 + long + sym=XAU/EUR/USD + preATR<=5,35,34.285714285714285,1.371730299139728,0.21241731379413023,7.434605982794558,11,36.36363636363637,1.8497526179643469,0.38625118998379404,4.248763089821734,3.820151420881999
tf=H4 + sym=XAU,28,28.57142857142857,1.3854772244099745,0.19895966327711676,5.5708705717592695,6,33.33333333333333,1.8073025491802666,0.3136943077139752,1.8821658462838513,3.705433744581333
tf=H4 + sym=XAU/EUR/USD + sym=XAU,28,28.57142857142857,1.3854772244099745,0.19895966327711676,5.5708705717592695,6,33.33333333333333,1.8073025491802666,0.3136943077139752,1.8821658462838513,3.705433744581333
tf=H4 + sym=XAU + preATR<=5,23,26.08695652173913,1.0085561645235845,0.00520810014479059,0.11978630333018359,6,33.33333333333333,1.8073025491802666,0.3136943077139752,1.8821658462838513,3.134761121562617
tf=H4 + sym=XAU/EUR/USD + sym=XAU + preATR<=5,23,26.08695652173913,1.0085561645235845,0.00520810014479059,0.11978630333018359,6,33.33333333333333,1.8073025491802666,0.3136943077139752,1.8821658462838513,3.134761121562617
w4<=0.5 + early<=0.05 + preATR>=3 + preATR<=5,128,28.125,1.0595445518293802,0.03550663774525547,4.5448496313927,11,27.27272727272727,1.7717219829853843,0.350782719538811,3.8586099149269213,3.2175558920988307
sym=XAU/EUR/USD + w2<=0.618 + preATR<=5,113,26.548672566371685,1.0706260542404316,0.04116050042829272,4.651136548397078,16,37.5,1.7706577592076305,0.3853288796038151,6.165262073661042,3.2677731934801697
sym=XAU/EUR/USD + w2<=0.618 + w4<=0.5 + preATR>=3,100,24.0,1.1286947319525407,0.06976180587600186,6.9761805876001866,13,30.76923076923077,1.7252828882017706,0.3347459484008172,4.351697329210623,3.2584853744311304
tf=H1 + long + w4<=0.5 + early<=0.05,75,33.33333333333333,1.409467592628562,0.2170719820751135,16.280398655633512,8,12.5,1.6816817234921675,0.2556306463095627,2.045045170476502,3.5638519445054055
long + sym=XAU,49,26.53061224489796,1.1425268570924412,0.07782869458168293,3.813606034502463,11,36.36363636363637,1.6800053443750271,0.3090933383522851,3.4000267218751357,3.2094542344014365
long + sym=XAU/EUR/USD + sym=XAU,49,26.53061224489796,1.1425268570924412,0.07782869458168293,3.813606034502463,11,36.36363636363637,1.6800053443750271,0.3090933383522851,3.4000267218751357,3.2094542344014365
sym=XAU/EUR/USD + w2<=0.618,141,27.659574468085108,1.3241501967063423,0.16393978990820823,23.115510377057362,20,35.0,1.6351697329210624,0.31758486646053113,6.351697329210623,3.440844585996144
sym=XAU/EUR/USD + w2<=0.618 + early<=0.05 + preATR>=3,49,30.612244897959183,1.4403558931687195,0.22376593517435678,10.964530823543482,10,30.0,1.627621172577014,0.3138105862885069,3.1381058628850687,3.605553587208597
long + w2<=0.618 + w4<=0.5,121,27.27272727272727,1.271848244781424,0.1412432636435424,17.09043490086863,18,33.33333333333333,1.594633036578958,0.2973165182894791,5.351697329210624,3.305041063293404
long + sym=XAU/EUR/USD + w3<=1.3 + w4<=0.5,45,40.0,1.82564407439038,0.3989812365406147,17.95415564432766,8,37.5,1.5533978665813888,0.2766989332906944,2.213591466325555,4.054722110803078
long + w3<=1.3 + w2<=0.618 + w4<=0.5,45,31.11111111111111,1.364222246348891,0.19365153236720387,8.714318956524174,8,37.5,1.5533978665813888,0.2766989332906944,2.213591466325555,3.3879705785881775
sym=XAU/EUR/USD + w3<=1.3 + w2<=0.618 + preATR>=3,53,28.30188679245283,1.3486307345628423,0.18064697685606537,9.574289773371465,8,37.5,1.5533978665813888,0.2766989332906944,2.213591466325555,3.3593745112909907
sym=XAU/EUR/USD + w3<=1.3 + w2<=0.618 + preATR<=5,57,28.07017543859649,1.217270073919032,0.11992756243770418,6.835871058949138,8,37.5,1.5533978665813888,0.2766989332906944,2.213591466325555,3.1672944362288193
tf=H4 + w3<=1.2 + preATR<=5,35,25.71428571428571,1.2163642559602306,0.1212809694971987,4.244833932401955,6,33.33333333333333,1.541992244381681,0.2709961221908404,1.6259767331450425,3.1506335920299504
tf=H4 + w3<=1.2 + w3<=1.3 + preATR<=5,35,25.71428571428571,1.2163642559602306,0.1212809694971987,4.244833932401955,6,33.33333333333333,1.541992244381681,0.2709961221908404,1.6259767331450425,3.1506335920299504
tf=H4 + w3<=1.2,38,26.31578947368421,1.1963480651281677,0.11170615611584091,4.244833932401955,6,33.33333333333333,1.541992244381681,0.2709961221908404,1.6259767331450425,3.12104258781653
