strategy,period,label,trades,win_rate,total_r,avg_r,median_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,oos_trades,oos_total_r
CAP_NO_D1_RR2,OOS_2024_2026,CAP_NO_D1_RR2_OOS_2024_2026,54,51.85185185185185,27.053872257788186,0.5009976344034849,1.0694957454446448,2.019993658269849,7.11330273448073,4,1.5059644551493074,0.8812167867929908,54,27.053872257788186
SQZ_WIDE_RR2,OOS_2024_2026,SQZ_WIDE_RR2_OOS_2024_2026,30,56.666666666666664,18.56430511699735,0.6188101705665783,1.5884369528819824,2.404092730054397,4.087835833611212,4,1.998567502957367,0.7356634770663548,30,18.56430511699735
CAP_DEFAULT_RR2,OOS_2024_2026,CAP_DEFAULT_RR2_OOS_2024_2026,27,55.55555555555556,17.373517043392585,0.6434635941997254,1.9333931441975056,2.4161074256153743,3.050195819817425,3,1.674852119498218,0.7599678298272659,27,17.373517043392585
SQZ_DEFAULT_RR2,OOS_2024_2026,SQZ_DEFAULT_RR2_OOS_2024_2026,28,53.57142857142857,15.807195814093745,0.5645427076462052,1.5884369528819824,2.195561513627243,4.087835833611212,4,1.9980878248957883,0.7442262129468016,28,15.807195814093745
CAP_DEFAULT_RR15,OOS_2024_2026,CAP_DEFAULT_RR15_OOS_2024_2026,27,62.96296296296296,14.873517043392562,0.550871001607132,1.4700858625257536,2.4550173749891004,2.5339909767821656,2,1.3495639645368274,0.6863338949482283,27,14.873517043392562
SQZ_DEFAULT_RR2,VALID_2022_2023,SQZ_DEFAULT_RR2_VALID_2022_2023,23,52.17391304347826,12.273746381094007,0.5336411470040873,1.64565887452795,2.103739326312714,6.0536589318006495,6,1.3416437997028876,0.7990291636763355,0,0.0
SQZ_WIDE_RR2,VALID_2022_2023,SQZ_WIDE_RR2_VALID_2022_2023,25,52.0,12.079135581153112,0.4831654232461245,0.81194165493943,1.9960775459658568,6.0536589318006495,6,1.3081029101783486,0.8121683316595781,0,0.0
SQZ_DEFAULT_RR15,OOS_2024_2026,SQZ_DEFAULT_RR15_OOS_2024_2026,28,57.14285714285714,11.548398772642877,0.41244281330867416,1.4793709307432894,1.9456332218389414,4.087835833611212,4,1.772502713835861,0.730970027628328,28,11.548398772642877
SQZ_DEFAULT_RR15,VALID_2022_2023,SQZ_DEFAULT_RR15_VALID_2022_2023,23,56.52173913043478,9.12186808527154,0.3966029602291974,1.4249198766367874,1.9024482118037973,5.041422455580969,5,1.127134727404542,0.7465997657762711,0,0.0
SQZ_DEFAULT_RR2,DEV_2015_2021,SQZ_DEFAULT_RR2_DEV_2015_2021,84,38.095238095238095,8.28532302628918,0.09863479793201406,-1.0121466563249277,1.1604891044672192,13.145918968685285,9,1.1579572743965947,0.9616170479357449,0,0.0
SQZ_STRICT_RR2,OOS_2024_2026,SQZ_STRICT_RR2_OOS_2024_2026,10,60.0,7.87289966898051,0.7872899668980511,1.9815124410002827,2.940251327930147,2.0440575665238594,2,1.4758402326104156,0.6980143145006148,10,7.87289966898051
SQZ_WIDE_RR2,DEV_2015_2021,SQZ_WIDE_RR2_DEV_2015_2021,88,37.5,7.2439329866058655,0.08231742030233938,-1.0116725934568545,1.1325480242556436,15.16408808110338,9,1.1645599228653352,0.9565524769910063,0,0.0
CAP_STRICT_RR2,VALID_2022_2023,CAP_STRICT_RR2_VALID_2022_2023,16,50.0,6.4702496651649835,0.40439060407281147,-0.1344855935856643,1.7943369437205432,6.40460730367284,4,1.35712151167546,0.9542970016355334,0,0.0
