strategy,period,label,trades,win_rate,total_r,avg_r,median_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,oos_trades,oos_total_r
SQZ_STRICT_RR2,DEV_2015_2021,SQZ_STRICT_RR2_DEV_2015_2021,33,42.42424242424242,6.40627716508427,0.1941296110631597,-1.0097758505240912,1.3288731238704594,4.108064627161466,4,1.2219900412022224,0.9596214767616992,0,0.0
CAP_DEFAULT_RR2,VALID_2022_2023,CAP_DEFAULT_RR2_VALID_2022_2023,41,39.02439024390244,5.784563381319224,0.14108691173949325,-1.010576809293191,1.2246267374503024,14.552686778576403,11,1.3488383428288355,0.9523559497966576,0,0.0
CAP_DEFAULT_RR15,VALID_2022_2023,CAP_DEFAULT_RR15_VALID_2022_2023,41,46.34146341463415,5.284563381319197,0.1288917897882731,-1.0084522047592146,1.2337720499632279,13.05268677857641,5,1.1020493155225426,0.9028880426502626,0,0.0
CAP_STRICT_RR2,OOS_2024_2026,CAP_STRICT_RR2_OOS_2024_2026,7,57.14285714285714,4.947784289995349,0.7068263271421927,1.9841869373289542,2.6384413422535573,2.010818718443688,2,1.5482251012830925,0.7219032067151178,7,4.947784289995349
SQZ_DEFAULT_RR15,DEV_2015_2021,SQZ_DEFAULT_RR15_DEV_2015_2021,84,42.857142857142854,4.431989198272231,0.052761776169907515,-1.0100069522018362,1.0913509877360574,10.969809211745385,9,0.9849157226329772,0.9027777137693582,0,0.0
SQZ_STRICT_RR2,VALID_2022_2023,SQZ_STRICT_RR2_VALID_2022_2023,8,50.0,3.777549845313758,0.47219373066421977,0.45877759663323237,1.9370106291472335,3.022434934860507,3,1.231463875580228,0.7844849837081356,0,0.0
CAP_NO_D1_RR2,VALID_2022_2023,CAP_NO_D1_RR2_VALID_2022_2023,61,36.0655737704918,3.2720244555699027,0.0536397451732771,-1.009496872461982,1.0814753566794297,14.822854556196368,7,1.2911239282006521,0.9566230183271144,0,0.0
CAP_STRICT_RR2,DEV_2015_2021,CAP_STRICT_RR2_DEV_2015_2021,39,41.02564102564102,-4.348950729265491,-0.11151155716065361,-1.0097189778068711,0.8109670520681239,9.840270242215812,6,0.9292873667826851,0.9107436608709341,0,0.0
CAP_DEFAULT_RR15,DEV_2015_2021,CAP_DEFAULT_RR15_DEV_2015_2021,139,41.007194244604314,-9.0014633250532,-0.06475872895721727,-1.0125201412404887,0.8942667833556521,20.211538841789995,8,1.0078379127998536,1.0919672971092091,0,0.0
CAP_DEFAULT_RR2,DEV_2015_2021,CAP_DEFAULT_RR2_DEV_2015_2021,137,32.11678832116788,-22.4217719005152,-0.16366256861689926,-1.0166833665571609,0.7677374352436379,28.723436856209915,8,1.1457755874723559,1.1742205536540846,0,0.0
CAP_NO_D1_RR2,DEV_2015_2021,CAP_NO_D1_RR2_DEV_2015_2021,185,31.351351351351354,-32.60183811400348,-0.17622615196758637,-1.0179539612090425,0.7532091987377003,40.10069359603557,8,1.1314164795764714,1.1827115983814949,0,0.0
