symbol,timeframe,spec,period,event_time,h1_time,h2_time,h3_time,entry_close,break_level,h1_price,h2_price,h3_price,h12_drop_atr,h23_drop_atr,line_touch_error_atr,leg1_drop_atr,leg2_drop_atr,prev_leg_avg_atr,mfe_24_atr,mae_24_atr,fwd_24_atr,hit_3atr_24,hit_1atr_first_24,mfe_48_atr,mae_48_atr,fwd_48_atr,hit_3atr_48,hit_1atr_first_48,mfe_120_atr,mae_120_atr,fwd_120_atr,hit_3atr_120,hit_1atr_first_120,mfe24_vs_prev_leg_avg,mfe48_vs_prev_leg_avg,mfe120_vs_prev_leg_avg
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-01-14 02:00:00,2015-01-06 02:00:00,2015-01-06 11:00:00,2015-01-07 13:00:00,95.274,95.61782914505736,97.22,97.024,96.383,0.8187293613685579,2.6775791869247727,0.31236103186002356,2.8864387178861297,5.814649341964496,4.350544029925313,3.613049474235107,5.207872093721689,-4.057623921260146,True,True,3.613049474235107,5.899432344649495,-0.7056737254365537,True,True,3.613049474235107,7.462499646491431,-5.818279866224306,True,True,0.8304822223112021,0.8304822223112021,0.8304822223112021
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-02-10 09:00:00,2015-02-06 17:00:00,2015-02-09 15:00:00,2015-02-10 02:00:00,92.283,92.33026404049895,93.101,92.977,92.9,0.5560367407935788,0.34528087936375973,0.06726250896697032,4.443809759084336,2.847446212934992,3.645627986009664,0.19560431462087638,3.790997907175856,-3.4510189793824724,False,False,4.722447024418103,3.790997907175856,1.415802658208204,True,False,4.722447024418103,3.790997907175856,-1.7744105683464553,True,False,0.053654491179988946,1.2953727156311075,1.2953727156311075
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-02-24 02:00:00,2015-02-17 18:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,92.557,92.61254783450167,93.366,93.071,92.98,1.8473816015931648,0.5698702567625962,0.0212918557472592,4.640372090781446,2.792990489188281,3.716681289984863,0.7867806186847747,5.992547118253355,-5.631692849533301,False,False,0.7867806186847747,8.293732536812719,-4.88632173709504,False,False,0.7867806186847747,8.293732536812719,-2.8040151372676583,False,False,0.2116890196651699,0.2116890196651699,0.2116890196651699
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-03-27 14:00:00,2015-03-24 12:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,92.643,92.73392866840926,94.664,93.5,93.376,6.568107061722719,0.699695253997925,0.5318248200750697,10.61392558685603,2.082157651010033,6.348041618933031,5.555964909441323,0.027559349749187965,5.423680030645095,True,True,8.455208503058591,0.027559349749187965,5.583524259190589,True,True,13.493057637214742,0.027559349749187965,8.79694443994882,True,True,0.8752250289082321,1.3319396769298006,2.125546498777151
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-04-01 16:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,2015-03-27 11:00:00,90.997,91.00494176833585,93.5,93.376,93.148,0.7213450804281577,1.3263441801421978,0.20425183280947126,2.146583344177422,3.2460528619268754,2.696318103052149,3.9867842916124907,0.5816131697240339,1.7498105619047386,True,True,3.9867842916124907,3.0472553251352053,0.601497380654723,True,True,3.9867842916124907,7.948713319561514,-7.193113304193562,True,True,1.4786030947533877,1.4786030947533877,1.4786030947533877
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-04-14 08:00:00,2015-04-10 02:00:00,2015-04-10 20:00:00,2015-04-14 01:00:00,90.503,90.67887248325009,93.053,92.423,91.378,3.5163018565365944,5.832595936636149,0.16744294554944852,6.267947595064429,8.617730264273858,7.4428389296691435,0.17773359891185825,3.9545725757887054,-0.8343605060028433,False,False,0.17773359891185825,10.338171003372667,-9.67660705186744,False,False,0.17773359891185825,13.093041786506399,-9.222398965759382,False,False,0.0238798126079774,0.0238798126079774,0.0238798126079774
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-05-15 08:00:00,2015-05-14 01:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,95.826,95.9211746491623,97.292,96.823,96.438,2.0865682292472476,1.712854516546177,0.19983302693045055,5.169706359030429,3.8706063101173838,4.520156334573906,0.8775697104343018,1.6304321462279991,-0.24941454928134033,False,False,1.7782333606168539,1.6304321462279991,0.7251497080957049,False,False,2.6049964036049786,1.6304321462279991,1.912178211156811,False,False,0.19414587582334716,0.393400853642041,0.5763067050756198
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-05-22 12:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,2015-05-15 06:00:00,95.228,95.26817606466173,96.823,96.438,96.329,1.8445401081228803,0.5222204461958833,0.48389234005295434,4.168181543030976,2.323641434908096,3.2459114889695364,2.3080523509152298,0.4689376205034676,0.9305480906864303,False,True,2.3080523509152298,3.9420068723569135,-2.3227066515560315,False,True,4.7699748585581485,5.671214347963184,3.5609950556977354,True,True,0.7110644756514775,0.7110644756514775,1.4695332496797222
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-06-17 08:00:00,2015-06-16 01:00:00,2015-06-16 14:00:00,2015-06-16 22:00:00,95.155,95.16737384495465,96.002,95.838,95.705,1.2098887249941421,0.9811902464891102,0.23664333880038324,4.411667424063959,2.5599474852009543,3.4858074546324564,1.3571714630069969,4.097739924537879,-3.1667334136828993,False,False,1.3571714630069969,7.579179764425299,-2.648779087221261,False,False,1.3571714630069969,7.579179764425299,-5.861407188059017,False,False,0.3893420622540085,0.3893420622540085,0.3893420622540085
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-07-03 10:00:00,2015-06-25 15:00:00,2015-06-26 20:00:00,2015-06-29 02:00:00,92.469,92.5613453223546,95.807,94.847,94.72,2.6922268071809676,0.3561591713666328,0.20085327149838947,3.5083080581076826,6.110793971715882,4.809551014911783,7.109553430050144,0.7320728284408343,2.5012488305060283,True,True,7.358270480738353,0.7320728284408343,6.476028866976344,True,True,15.519005408036785,0.7320728284408343,4.5519913050486,True,True,1.4782156188815367,1.5299287725453763,3.226705644647671
