symbol,timeframe,spec,period,event_time,h1_time,h2_time,h3_time,entry_close,break_level,h1_price,h2_price,h3_price,h12_drop_atr,h23_drop_atr,line_touch_error_atr,leg1_drop_atr,leg2_drop_atr,prev_leg_avg_atr,mfe_24_atr,mae_24_atr,fwd_24_atr,hit_3atr_24,hit_1atr_first_24,mfe_48_atr,mae_48_atr,fwd_48_atr,hit_3atr_48,hit_1atr_first_48,mfe_120_atr,mae_120_atr,fwd_120_atr,hit_3atr_120,hit_1atr_first_120,mfe24_vs_prev_leg_avg,mfe48_vs_prev_leg_avg,mfe120_vs_prev_leg_avg
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-07-08 06:00:00,2015-07-06 14:00:00,2015-07-07 05:00:00,2015-07-07 19:00:00,89.886,90.20860903095424,92.416,92.021,91.639,1.4669480646554252,1.4186687612617352,0.0495172342499804,3.2384271199482115,5.8975025991717205,4.567964859559966,2.3520286404537467,3.683978561152746,-2.982268359028433,False,False,2.3520286404537467,5.077652990371912,-3.8366655032816417,False,False,2.3520286404537467,8.251592191647262,-7.748050148456186,False,False,0.5148963953895912,0.5148963953895912,0.5148963953895912
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-08-20 06:00:00,2015-08-19 08:00:00,2015-08-19 18:00:00,2015-08-20 00:00:00,90.697,90.73300227432816,91.483,91.39,91.31,0.5328636035839768,0.4583772934055443,0.13865913125514193,4.245719680168943,2.6070208562440786,3.4263702682065107,5.445820620349174,1.5003791505043362,5.134630870614951,True,True,20.84971323219395,1.5003791505043362,17.64890437778461,True,True,47.884322740355785,1.5003791505043362,28.901748006567328,True,True,1.5893847407214745,6.085073007333636,13.975232970200917
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2015-12-23 11:00:00,2015-12-22 08:00:00,2015-12-22 14:00:00,2015-12-22 21:00:00,87.34,87.34762926767245,87.721,87.679,87.613,0.25897222134047676,0.4069563478207492,0.10482208959016376,2.250591923554114,2.0039517127536306,2.127271818153872,1.5304362981694164,2.495788424706937,-1.5225879068967154,False,True,1.5304362981694164,2.605665902524191,-1.5775266458052868,False,True,1.5304362981694164,4.983728458141172,-2.071975295983098,False,True,0.7194361741216445,0.7194361741216445,0.7194361741216445
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2016-01-13 23:00:00,2016-01-08 01:00:00,2016-01-11 13:00:00,2016-01-12 01:00:00,81.429,81.63142967113014,83.883,83.02,82.625,2.344256203406268,1.0729793746760914,0.2915606402073355,8.15735965101857,3.7296219783045017,5.943490814661536,0.8509775298088893,4.389759559429256,-4.0943258509672615,False,False,5.995377540200742,4.389759559429256,3.8566943898131334,True,False,7.12573259866388,4.389759559429256,0.2793775286542491,True,False,0.14317806762814858,1.0087300085349187,1.1989137059126875
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2016-04-04 01:00:00,2016-03-31 14:00:00,2016-04-01 00:00:00,2016-04-01 09:00:00,85.161,85.24054783362315,86.701,86.473,86.305,1.0512028393827335,0.7745705132293653,0.17151204221507516,2.591122788303106,3.2319876772250318,2.911555232764069,4.7541928214243665,0.4738131359189634,4.665854779134421,True,True,9.46421662170376,0.4738131359189634,6.830136815238936,True,True,17.992853068245445,0.4738131359189634,15.326650337311555,True,True,1.6328705593233757,3.250570868517909,6.179808257033829
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2016-04-07 07:00:00,2016-04-01 09:00:00,2016-04-04 11:00:00,2016-04-06 02:00:00,82.381,82.79057717276397,86.305,85.214,83.666,4.182496451109203,5.934467925130161,0.33927675153364384,5.5779398133491265,9.239061821423546,7.4085008173863365,6.33622101398303,0.3203497984729767,0.08939994375990538,True,True,6.33622101398303,0.3203497984729767,3.2332979659831036,True,True,6.33622101398303,6.060571187390006,-5.222446714640946,True,True,0.8552635911321126,0.8552635911321126,0.8552635911321126
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2016-04-26 06:00:00,2016-04-22 14:00:00,2016-04-24 21:00:00,2016-04-25 06:00:00,85.263,85.42578006426912,86.38,86.22,85.952,0.6672734866633799,1.117683090161188,0.25976003587970803,2.097741023698046,3.0235829864434813,2.5606620050707636,3.964235876130547,5.629106483479406,3.660546123649976,True,False,15.179064592735013,5.629106483479406,13.812460706572404,True,False,28.432953075994867,5.629106483479406,26.8873891571204,True,False,1.5481292994859726,5.927789205555671,11.103750912728962
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2016-06-12 23:00:00,2016-06-08 21:00:00,2016-06-09 19:00:00,2016-06-10 13:00:00,78.495,78.54134013983602,80.274,79.742,79.292,2.822621221650494,2.387555544629208,0.07813818146065642,6.86554861055593,4.048233067893526,5.456890839224728,1.9137211638971823,1.7636253863365692,0.7786218460954715,False,True,4.634207132182376,1.7636253863365692,2.373389482676401,True,True,13.635263292767432,1.7636253863365692,3.6961085224289114,True,True,0.350698084363562,0.8492394788019559,2.4987238510903804
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2016-06-16 02:00:00,2016-06-14 00:00:00,2016-06-14 13:00:00,2016-06-14 20:00:00,77.477,77.83897561750005,78.562,78.345,78.137,1.0201892761219884,0.9778772784948073,0.428544591352193,4.959906388519338,2.317757203355475,3.6388317959374064,7.251783337932795,0.4184459416805885,0.7524349043064084,True,True,7.251783337932795,2.0999076155898337,-1.3666674792504085,True,True,7.251783337932795,5.762269343693488,-4.560676868959307,True,True,1.9928877575569963,1.9928877575569963,1.9928877575569963
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2016-08-23 17:00:00,2016-08-22 08:00:00,2016-08-22 21:00:00,2016-08-23 08:00:00,76.353,76.40973092825364,76.773,76.685,76.636,0.6933531239040238,0.386071625810274,0.20061178672390864,2.8049285467027945,2.111575422798771,2.458251984750783,1.9939156075614708,2.145453193736186,-1.347886950711643,False,False,1.9939156075614708,2.9270681119002746,-1.5472785114677223,False,False,1.9939156075614708,8.845009635142755,-7.967686767815713,False,False,0.8111111553780007,0.8111111553780007,0.8111111553780007
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2016-10-28 17:00:00,2016-10-26 02:00:00,2016-10-27 00:00:00,2016-10-27 08:00:00,79.344,79.54716536926482,80.312,80.032,79.92,1.8521692533156175,0.7408677013262094,0.06735160921139667,4.207070161102571,3.148687730636531,3.6778789458695513,0.7470600863618418,3.6277690557422577,-2.9599426149036234,False,False,0.7470600863618418,7.28949538813733,-1.7148424709671397,False,False,4.918145568549134,7.28949538813733,0.7300814480354345,True,False,0.20312253267629404,0.20312253267629404,1.3372233401190288
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2016-12-04 22:00:00,2016-12-01 16:00:00,2016-12-01 23:00:00,2016-12-02 07:00:00,83.783,84.31994592408469,84.85,84.736,84.642,0.7190016987511422,0.5928610498475367,0.22885517729663848,2.1506980638083895,2.302066842492949,2.226382453150669,-0.014919322398550885,8.742722925550465,-6.191518795398405,False,False,-0.014919322398550885,8.742722925550465,-6.286007837255847,False,False,-0.014919322398550885,11.477932031951344,-10.35400974459389,False,False,-0.006701149830496454,-0.006701149830496454,-0.006701149830496454
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2016-12-29 06:00:00,2016-12-22 14:00:00,2016-12-22 23:00:00,2016-12-26 10:00:00,83.892,83.89508217986881,85.0,84.914,84.556,0.5698955833556905,2.3723560330388724,0.15609543110004473,2.001261234574713,6.6730796795255,4.337170457050107,1.0913842593220417,4.604051478067275,-4.235438251408813,False,True,1.0913842593220417,5.073852649298612,-2.406827538769849,False,True,1.0913842593220417,13.13274966349806,-6.100187515681029,False,True,0.25163508562315956,0.25163508562315956,0.25163508562315956
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2017-04-11 14:00:00,2017-04-10 01:00:00,2017-04-10 13:00:00,2017-04-11 08:00:00,82.076,82.5382707445692,83.712,83.489,83.139,1.4971292477329785,2.3497544246930837,0.02070021755079107,3.5514859733217214,4.310120973294134,3.9308034733079276,0.9610190693940541,2.004264369324526,0.30320922510292786,False,False,1.161445506326514,4.21923345439861,-3.792684883491019,False,False,1.161445506326514,4.496746982458867,0.5498879167121093,False,False,0.24448413051424275,0.29547279944502325,0.29547279944502325
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2017-04-16 23:00:00,2017-04-13 14:00:00,2017-04-14 02:00:00,2017-04-14 12:00:00,82.094,82.18110853713105,82.897,82.693,82.492,1.5236086679488552,1.5012026581259716,0.23152876816862783,3.2862147740072993,3.0098739861929045,3.148044380100102,0.7037693001073241,5.5721115719841,-5.441515207015717,False,False,1.8573705239947,6.217838043216622,0.38453374129575757,False,False,4.411254994487335,12.667847401932658,-7.538312400119119,True,False,0.22355761708954863,0.5900077317002879,1.4012683627881588
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2017-06-21 00:00:00,2017-06-16 11:00:00,2017-06-19 01:00:00,2017-06-19 07:00:00,84.284,84.30544503802146,84.808,84.738,84.675,0.5043035000766511,0.45387315006895534,0.23774307860754804,3.4868984862439696,3.0474340076057405,3.2671662469248552,3.0816349608366647,1.5026784338731973,2.3035984113184877,True,False,4.263945403731897,1.5026784338731973,1.6933736665983852,True,False,4.263945403731897,7.963432918597486,-6.544660387123163,True,False,0.9432133928713247,1.305089818354128,1.305089818354128
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2017-10-26 19:00:00,2017-10-24 22:00:00,2017-10-25 11:00:00,2017-10-25 21:00:00,87.269,87.28696721829404,88.666,88.083,87.646,4.440629639999673,3.3285680148882535,0.08730093895769876,6.748538355128134,5.697411613584538,6.222974984356336,1.6778567135110822,1.3792550950047657,0.34125899257853204,False,False,3.5050142362752723,1.3792550950047657,1.884034021527245,True,False,4.116436597978442,5.886717621979375,-5.396157820147836,True,False,0.2696229243615751,0.563237719111257,0.661490140700641
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2017-11-07 15:00:00,2017-11-02 16:00:00,2017-11-06 01:00:00,2017-11-06 12:00:00,87.097,87.26986171739408,88.097,87.657,87.526,3.664714788680464,1.0910855393571457,0.1686601692518082,7.520994214041922,3.1733098511074203,5.347152032574671,1.311441736527203,1.531372959423211,-0.399134441551843,False,True,1.963089804366961,4.642992483357609,0.23622242459184567,False,True,6.451315871612492,4.642992483357609,5.30278615204517,True,True,0.24525985581444923,0.3671281071508503,1.2064956882301627
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2017-11-13 08:00:00,2017-11-09 03:00:00,2017-11-10 07:00:00,2017-11-10 20:00:00,86.762,86.77236121918027,87.667,87.251,87.026,3.9275919281834826,2.1242985188493364,0.30077369504982376,8.298926213637806,3.814296007178319,6.056611110408062,2.642415173835074,0.6029672208750947,0.3546866005148283,False,True,10.702668170533215,0.6916388710038334,9.789350174207724,True,True,20.03979292908471,0.6916388710038334,16.80327769938733,True,True,0.43628608898038396,1.7671050650983808,3.3087468493143084
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2017-11-27 16:00:00,2017-11-21 12:00:00,2017-11-22 13:00:00,2017-11-22 21:00:00,84.405,84.55136851376865,85.313,84.953,84.78,3.1657764655876206,1.5213314681851806,0.5082829991971269,5.5489026382938675,3.1306011715256177,4.339751904909742,0.11309681930024727,2.488130024605333,-1.8095491088038493,False,False,0.11309681930024727,3.8452918562083003,-1.5607361063433052,False,False,0.11309681930024727,11.71683047950519,-9.711246883914173,False,False,0.026060664705808673,0.026060664705808673,0.026060664705808673
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-01-02 13:00:00,2017-12-27 18:00:00,2017-12-28 04:00:00,2017-12-28 15:00:00,87.672,87.754635524133,88.146,88.111,88.028,0.36468817661060143,0.8648319616766368,0.46367496740494557,3.292613251684634,3.6468817661064583,3.469747508895546,0.13355380989127077,3.134586479213529,-2.498241855613767,False,False,0.13355380989127077,5.84494320936055,-5.21645469222502,False,False,0.13355380989127077,11.116390646834969,-3.1660109050703444,False,False,0.03849093040599436,0.03849093040599436,0.03849093040599436
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-02-02 20:00:00,2018-02-01 02:00:00,2018-02-01 23:00:00,2018-02-02 07:00:00,87.288,87.410882990557,88.127,88.001,87.953,0.8434523200375914,0.3213151695381663,0.0,4.26412006241259,2.7646492712346076,3.5143846668235987,6.923732243344812,1.367498717101969,6.905252530951542,True,True,14.161619597375212,1.367498717101969,5.149679853590994,True,True,20.19832564584316,1.367498717101969,14.937767517892546,True,True,1.9701122386248855,4.029615690924036,5.747329208586317
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-02-13 14:00:00,2018-02-06 22:00:00,2018-02-08 07:00:00,2018-02-09 13:00:00,84.366,84.3681551278874,86.728,85.985,85.443,2.6462679705724925,1.930386594953304,0.47531156011260295,5.107332799193773,5.7234894060700165,5.415411102631895,5.317489084800084,2.681599080013833,2.9558535313788195,True,False,5.317489084800084,2.681599080013833,-0.05586664750026563,True,False,5.317489084800084,2.681599080013833,-0.9954420827323863,True,False,0.9819178976487639,0.9819178976487639,0.9819178976487639
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-02-16 18:00:00,2018-02-08 07:00:00,2018-02-09 13:00:00,2018-02-12 04:00:00,83.935,83.95444203421701,85.985,85.443,85.203,2.0095355060290485,0.8898312203818449,0.11493653263267933,5.958161546473561,5.316741541781628,5.637451544127595,0.1517059207913202,2.9818060293469766,-1.9931019248793198,False,False,0.1517059207913202,4.577333816980063,-3.7769543038395184,False,False,3.468311223608876,4.844126988026911,2.4168322553654904,True,False,0.02691037246242033,0.02691037246242033,0.6152267911236836
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-02-22 00:00:00,2018-02-14 20:00:00,2018-02-15 08:00:00,2018-02-16 09:00:00,83.767,83.85477724262037,84.889,84.814,84.663,0.38650235844970465,0.7781580816786898,0.02705516509149763,3.1899327984047736,4.869929716466059,4.0299312574354165,1.5201713273183919,1.7877214809264965,-0.15201713273187376,False,True,3.009939228090357,1.7877214809264965,0.553342363143858,True,True,7.996101181694727,2.4079513824723375,7.363709909530281,True,True,0.37722016337464886,0.7468959234817901,1.9841780593506495
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-02-28 01:00:00,2018-02-27 02:00:00,2018-02-27 08:00:00,2018-02-27 16:00:00,83.44,83.56496273170491,84.163,84.089,84.02,0.5845131893594135,0.5450190549432719,0.23433186420257546,2.80408354354853,2.0142008552250226,2.4091421993867765,7.708957186949343,1.8757278316632313,6.977139131414095,True,False,9.343114009989334,1.8757278316632313,8.177889144865176,True,False,13.876122936508919,1.8757278316632313,6.074800363909453,True,False,3.1998763663313783,3.8781911720974924,5.759777459396523
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-04-19 16:00:00,2018-04-16 14:00:00,2018-04-16 22:00:00,2018-04-17 07:00:00,83.004,83.04930213919187,83.448,83.383,83.335,0.5447964763471336,0.4023112440717587,0.21058479181870698,1.6343894290414007,2.7323638659872027,2.1833766475143017,3.4749913861404567,0.9678013393176088,3.3905523431127125,True,True,3.754289759232063,0.9678013393176088,2.020041721662962,True,True,3.754289759232063,0.9678013393176088,2.7540118649038257,True,True,1.5915675337540196,1.7194879149716065,1.7194879149716065
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-04-27 01:00:00,2018-04-20 01:00:00,2018-04-23 05:00:00,2018-04-23 15:00:00,82.418,82.4746181015891,83.153,82.818,82.743,2.6780498073609844,0.5995633897076915,0.356882970064121,5.8117677908997,2.5261604153016646,4.1689641031006826,0.2694216592912045,2.8242822215342422,-1.978855635482896,False,False,1.7373051823255192,2.8242822215342422,0.4180680920034566,False,False,6.205988565740024,2.8242822215342422,0.7060705553836596,True,False,0.06462556467944186,0.4167234687948961,1.4886164553742012
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-05-01 13:00:00,2018-04-29 23:00:00,2018-04-30 14:00:00,2018-05-01 04:00:00,82.143,82.19967302102312,82.722,82.601,82.532,1.2487855398615653,0.7121173739707004,0.45341579656678005,3.1993679120420326,3.818600411147136,3.5089841615945843,1.0230939569406148,4.768181010328929,-1.6050373085949157,False,True,1.0230939569406148,4.768181010328929,-1.0324801400318584,False,True,9.085825232280435,4.768181010328929,8.485109514443646,True,True,0.29156414216349474,0.29156414216349474,2.5893035744429156
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-05-08 01:00:00,2018-05-02 07:00:00,2018-05-02 18:00:00,2018-05-03 10:00:00,81.731,81.81616773484679,82.651,82.614,82.576,0.31887326743099514,0.32749146384821454,0.1363241978696188,3.2490600492299975,3.5593151202441407,3.404187584737069,5.126653060952836,1.5860047094921204,2.606191522624753,True,False,5.126653060952836,2.4347315540311687,-1.465982731476538,True,False,5.126653060952836,9.06165934017921,-7.767136577296501,True,False,1.5059843011996668,1.5059843011996668,1.5059843011996668
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-05-29 01:00:00,2018-05-22 07:00:00,2018-05-23 23:00:00,2018-05-24 08:00:00,82.136,82.35800730587056,84.477,83.329,83.027,5.206154292044858,1.369563237105831,0.19817852139572337,9.042745346983757,3.5100726672845077,6.2764090071341325,6.943841350762388,0.5692698765039951,4.791876103318856,True,True,6.943841350762388,2.952696502306223,0.6380827187186415,True,True,6.943841350762388,12.799188651945855,-11.516767501579837,True,True,1.1063398422361597,1.1063398422361597,1.1063398422361597
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-06-15 00:00:00,2018-06-07 12:00:00,2018-06-08 01:00:00,2018-06-08 16:00:00,82.458,82.57846131290344,84.265,83.778,83.27,2.6494649008304636,2.7637128739669734,0.2933620116066091,4.738570695325145,6.484932570410608,5.611751632867877,2.798895846151574,2.560127480129154,1.9035144735674994,False,False,6.81816334086212,2.560127480129154,5.25953650710472,True,False,12.137391939472538,2.560127480129154,7.832928896457404,True,False,0.49875618688441536,1.2149795263440246,2.1628526587641836
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-06-19 01:00:00,2018-06-13 16:00:00,2018-06-14 13:00:00,2018-06-15 05:00:00,81.402,81.4214574461348,83.988,83.371,82.844,4.100519314021596,3.502388457843387,0.3781832662078942,6.592731214764039,6.672481995587706,6.632606605175873,4.530261162017047,0.5677459079013266,0.03511830358152879,True,True,4.530261162017047,1.521793155199553,-0.6789538692428622,True,True,4.530261162017047,3.102116816368265,1.7910334826578849,True,True,0.6830287746120473,0.6830287746120473,0.6830287746120473
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_BR24_BUF0.05,Research_2015_2024,2018-09-06 23:00:00,2018-09-05 13:00:00,2018-09-06 00:00:00,2018-09-06 12:00:00,79.443,79.55740604695727,80.378,80.286,80.213,0.5436152135024543,0.4313468541922151,0.16168792417412167,2.1390076879118296,2.90715962003493,2.52308365397338,4.410077622201532,0.669075100993693,3.089381553283629,True,True,4.410077622201532,0.669075100993693,2.4901229845676185,True,True,4.410077622201532,7.900904236081444,-6.202035283993235,True,True,1.74789195564582,1.74789195564582,1.74789195564582
