symbol,mode,r_after_cost,year,period,group
CHFJPY,none,1.96,2023,IS_2015_2024,fx
CHFJPY,none,0.8087612332100574,2024,IS_2015_2024,fx
CHFJPY,none,1.96,2024,IS_2015_2024,fx
CHFJPY,none,1.96,2024,IS_2015_2024,fx
CHFJPY,none,1.96,2025,OOS_2025_2026,fx
CHFJPY,none,-1.04,2025,OOS_2025_2026,fx
CHFJPY,align,-1.04,2015,IS_2015_2024,fx
CHFJPY,align,1.96,2015,IS_2015_2024,fx
CHFJPY,align,-1.04,2017,IS_2015_2024,fx
CHFJPY,align,1.96,2017,IS_2015_2024,fx
CHFJPY,align,-1.04,2017,IS_2015_2024,fx
CHFJPY,align,-1.04,2020,IS_2015_2024,fx
CHFJPY,align,-1.04,2020,IS_2015_2024,fx
CHFJPY,align,-1.04,2020,IS_2015_2024,fx
CHFJPY,align,-1.04,2020,IS_2015_2024,fx
CHFJPY,align,-1.04,2021,IS_2015_2024,fx
CHFJPY,align,-1.04,2021,IS_2015_2024,fx
CHFJPY,align,-1.04,2022,IS_2015_2024,fx
CHFJPY,align,-1.04,2022,IS_2015_2024,fx
CHFJPY,align,1.96,2023,IS_2015_2024,fx
CHFJPY,align,-1.04,2023,IS_2015_2024,fx
CHFJPY,align,-1.04,2023,IS_2015_2024,fx
CHFJPY,align,1.96,2023,IS_2015_2024,fx
CHFJPY,align,-1.04,2023,IS_2015_2024,fx
CHFJPY,align,-1.04,2023,IS_2015_2024,fx
CHFJPY,align,-1.04,2023,IS_2015_2024,fx
CHFJPY,align,1.96,2023,IS_2015_2024,fx
CHFJPY,align,0.8087612332100574,2024,IS_2015_2024,fx
CHFJPY,align,1.96,2024,IS_2015_2024,fx
CHFJPY,align,-1.04,2025,OOS_2025_2026,fx
CHFJPY,counter,-1.04,2015,IS_2015_2024,fx
CHFJPY,counter,-1.04,2015,IS_2015_2024,fx
CHFJPY,counter,1.96,2015,IS_2015_2024,fx
CHFJPY,counter,-1.04,2015,IS_2015_2024,fx
CHFJPY,counter,-1.04,2015,IS_2015_2024,fx
CHFJPY,counter,1.96,2016,IS_2015_2024,fx
CHFJPY,counter,-1.04,2016,IS_2015_2024,fx
CHFJPY,counter,1.96,2016,IS_2015_2024,fx
CHFJPY,counter,-1.04,2016,IS_2015_2024,fx
CHFJPY,counter,-1.04,2017,IS_2015_2024,fx
CHFJPY,counter,-1.04,2018,IS_2015_2024,fx
CHFJPY,counter,-1.04,2018,IS_2015_2024,fx
CHFJPY,counter,1.96,2018,IS_2015_2024,fx
CHFJPY,counter,-1.04,2018,IS_2015_2024,fx
CHFJPY,counter,0.3784925764307413,2019,IS_2015_2024,fx
CHFJPY,counter,0.1201802175652833,2019,IS_2015_2024,fx
CHFJPY,counter,-1.04,2019,IS_2015_2024,fx
CHFJPY,counter,-1.04,2019,IS_2015_2024,fx
CHFJPY,counter,1.96,2019,IS_2015_2024,fx
CHFJPY,counter,1.96,2020,IS_2015_2024,fx
CHFJPY,counter,1.96,2020,IS_2015_2024,fx
CHFJPY,counter,-1.04,2020,IS_2015_2024,fx
CHFJPY,counter,1.96,2021,IS_2015_2024,fx
CHFJPY,counter,-1.04,2021,IS_2015_2024,fx
CHFJPY,counter,1.96,2022,IS_2015_2024,fx
CHFJPY,counter,1.96,2023,IS_2015_2024,fx
CHFJPY,counter,1.96,2024,IS_2015_2024,fx
CHFJPY,counter,1.96,2025,OOS_2025_2026,fx
AUDJPY,none,1.96,2015,IS_2015_2024,fx
AUDJPY,none,1.96,2015,IS_2015_2024,fx
AUDJPY,none,-1.04,2015,IS_2015_2024,fx
AUDJPY,none,1.96,2015,IS_2015_2024,fx
AUDJPY,none,0.19795751775176418,2015,IS_2015_2024,fx
AUDJPY,none,-1.04,2016,IS_2015_2024,fx
AUDJPY,none,1.96,2016,IS_2015_2024,fx
AUDJPY,none,-1.04,2016,IS_2015_2024,fx
AUDJPY,none,-1.04,2017,IS_2015_2024,fx
AUDJPY,none,-1.04,2018,IS_2015_2024,fx
AUDJPY,none,1.96,2018,IS_2015_2024,fx
AUDJPY,none,-1.04,2018,IS_2015_2024,fx
AUDJPY,none,-1.04,2018,IS_2015_2024,fx
AUDJPY,none,-1.04,2019,IS_2015_2024,fx
AUDJPY,none,-1.04,2019,IS_2015_2024,fx
AUDJPY,none,1.96,2019,IS_2015_2024,fx
AUDJPY,none,-1.04,2019,IS_2015_2024,fx
AUDJPY,none,-1.04,2019,IS_2015_2024,fx
AUDJPY,none,-1.04,2020,IS_2015_2024,fx
AUDJPY,none,-1.04,2020,IS_2015_2024,fx
AUDJPY,none,-1.04,2020,IS_2015_2024,fx
AUDJPY,none,1.96,2020,IS_2015_2024,fx
AUDJPY,none,-1.04,2020,IS_2015_2024,fx
AUDJPY,none,-1.04,2020,IS_2015_2024,fx
AUDJPY,none,1.96,2020,IS_2015_2024,fx
AUDJPY,none,-1.04,2021,IS_2015_2024,fx
AUDJPY,none,1.96,2021,IS_2015_2024,fx
AUDJPY,none,-0.43034006899950394,2021,IS_2015_2024,fx
AUDJPY,none,-1.04,2021,IS_2015_2024,fx
AUDJPY,none,-1.04,2022,IS_2015_2024,fx
AUDJPY,none,1.96,2022,IS_2015_2024,fx
AUDJPY,none,-1.04,2022,IS_2015_2024,fx
AUDJPY,none,-1.04,2022,IS_2015_2024,fx
AUDJPY,none,0.8606168891456403,2022,IS_2015_2024,fx
AUDJPY,none,-1.04,2023,IS_2015_2024,fx
AUDJPY,none,-1.04,2023,IS_2015_2024,fx
AUDJPY,none,-1.04,2023,IS_2015_2024,fx
AUDJPY,none,-1.04,2023,IS_2015_2024,fx
AUDJPY,none,1.96,2023,IS_2015_2024,fx
AUDJPY,none,1.96,2023,IS_2015_2024,fx
AUDJPY,none,1.96,2023,IS_2015_2024,fx
AUDJPY,none,1.96,2023,IS_2015_2024,fx
AUDJPY,none,-1.04,2024,IS_2015_2024,fx
AUDJPY,none,1.96,2024,IS_2015_2024,fx
AUDJPY,none,1.4993561628216434,2024,IS_2015_2024,fx
AUDJPY,none,1.96,2024,IS_2015_2024,fx
AUDJPY,none,-1.04,2024,IS_2015_2024,fx
AUDJPY,none,1.96,2024,IS_2015_2024,fx
AUDJPY,none,1.96,2024,IS_2015_2024,fx
AUDJPY,none,-1.04,2024,IS_2015_2024,fx
AUDJPY,none,1.96,2025,OOS_2025_2026,fx
AUDJPY,none,1.96,2025,OOS_2025_2026,fx
AUDJPY,none,1.96,2026,OOS_2025_2026,fx
AUDJPY,none,-1.04,2026,OOS_2025_2026,fx
AUDJPY,align,1.96,2015,IS_2015_2024,fx
AUDJPY,align,-1.04,2015,IS_2015_2024,fx
AUDJPY,align,1.96,2016,IS_2015_2024,fx
AUDJPY,align,-1.04,2016,IS_2015_2024,fx
AUDJPY,align,-1.04,2018,IS_2015_2024,fx
AUDJPY,align,-1.04,2018,IS_2015_2024,fx
AUDJPY,align,-1.04,2019,IS_2015_2024,fx
AUDJPY,align,-1.04,2019,IS_2015_2024,fx
AUDJPY,align,-1.04,2020,IS_2015_2024,fx
AUDJPY,align,1.96,2020,IS_2015_2024,fx
AUDJPY,align,-1.04,2021,IS_2015_2024,fx
AUDJPY,align,1.96,2021,IS_2015_2024,fx
AUDJPY,align,1.96,2022,IS_2015_2024,fx
AUDJPY,align,-1.04,2022,IS_2015_2024,fx
AUDJPY,align,-1.04,2022,IS_2015_2024,fx
AUDJPY,align,-1.04,2023,IS_2015_2024,fx
AUDJPY,align,1.96,2023,IS_2015_2024,fx
AUDJPY,align,-1.04,2024,IS_2015_2024,fx
AUDJPY,align,1.96,2024,IS_2015_2024,fx
AUDJPY,align,1.4993561628216434,2024,IS_2015_2024,fx
AUDJPY,align,1.96,2024,IS_2015_2024,fx
AUDJPY,align,1.96,2025,OOS_2025_2026,fx
AUDJPY,align,1.96,2026,OOS_2025_2026,fx
AUDJPY,align,-1.04,2026,OOS_2025_2026,fx
AUDJPY,counter,1.96,2015,IS_2015_2024,fx
AUDJPY,counter,1.96,2015,IS_2015_2024,fx
AUDJPY,counter,0.19795751775176418,2015,IS_2015_2024,fx
AUDJPY,counter,-1.04,2016,IS_2015_2024,fx
AUDJPY,counter,-1.04,2017,IS_2015_2024,fx
AUDJPY,counter,-1.04,2018,IS_2015_2024,fx
AUDJPY,counter,1.96,2018,IS_2015_2024,fx
AUDJPY,counter,-1.04,2019,IS_2015_2024,fx
AUDJPY,counter,1.96,2019,IS_2015_2024,fx
AUDJPY,counter,-1.04,2019,IS_2015_2024,fx
AUDJPY,counter,-1.04,2020,IS_2015_2024,fx
AUDJPY,counter,-1.04,2020,IS_2015_2024,fx
AUDJPY,counter,-1.04,2020,IS_2015_2024,fx
AUDJPY,counter,1.96,2020,IS_2015_2024,fx
AUDJPY,counter,-1.04,2020,IS_2015_2024,fx
AUDJPY,counter,-0.43034006899950394,2021,IS_2015_2024,fx
AUDJPY,counter,-1.04,2021,IS_2015_2024,fx
AUDJPY,counter,-1.04,2022,IS_2015_2024,fx
AUDJPY,counter,0.8606168891456403,2022,IS_2015_2024,fx
AUDJPY,counter,-1.04,2023,IS_2015_2024,fx
AUDJPY,counter,-1.04,2023,IS_2015_2024,fx
AUDJPY,counter,-1.04,2023,IS_2015_2024,fx
AUDJPY,counter,1.96,2023,IS_2015_2024,fx
AUDJPY,counter,1.96,2023,IS_2015_2024,fx
AUDJPY,counter,1.96,2023,IS_2015_2024,fx
AUDJPY,counter,-1.04,2024,IS_2015_2024,fx
AUDJPY,counter,1.96,2024,IS_2015_2024,fx
AUDJPY,counter,1.96,2024,IS_2015_2024,fx
AUDJPY,counter,-1.04,2024,IS_2015_2024,fx
AUDJPY,counter,1.96,2025,OOS_2025_2026,fx
NAS100,none,1.96,2015,IS_2015_2024,index
NAS100,none,-1.04,2015,IS_2015_2024,index
NAS100,none,-1.04,2015,IS_2015_2024,index
NAS100,none,-1.04,2015,IS_2015_2024,index
NAS100,none,-1.04,2015,IS_2015_2024,index
NAS100,none,-1.04,2015,IS_2015_2024,index
NAS100,none,-1.04,2015,IS_2015_2024,index
NAS100,none,1.96,2015,IS_2015_2024,index
NAS100,none,1.96,2015,IS_2015_2024,index
NAS100,none,-1.04,2015,IS_2015_2024,index
NAS100,none,1.96,2015,IS_2015_2024,index
NAS100,none,-1.04,2015,IS_2015_2024,index
NAS100,none,-1.04,2016,IS_2015_2024,index
NAS100,none,1.96,2016,IS_2015_2024,index
NAS100,none,1.96,2016,IS_2015_2024,index
NAS100,none,-1.04,2016,IS_2015_2024,index
NAS100,none,-1.04,2016,IS_2015_2024,index
NAS100,none,-1.04,2016,IS_2015_2024,index
NAS100,none,-1.04,2016,IS_2015_2024,index
NAS100,none,-1.04,2016,IS_2015_2024,index
NAS100,none,1.96,2016,IS_2015_2024,index
NAS100,none,-1.04,2017,IS_2015_2024,index
NAS100,none,1.96,2017,IS_2015_2024,index
NAS100,none,-1.04,2017,IS_2015_2024,index
NAS100,none,-1.04,2017,IS_2015_2024,index
NAS100,none,-1.04,2017,IS_2015_2024,index
NAS100,none,1.96,2017,IS_2015_2024,index
NAS100,none,-1.04,2017,IS_2015_2024,index
NAS100,none,-1.04,2017,IS_2015_2024,index
NAS100,none,-1.04,2018,IS_2015_2024,index
NAS100,none,1.96,2018,IS_2015_2024,index
NAS100,none,1.96,2018,IS_2015_2024,index
NAS100,none,-1.04,2018,IS_2015_2024,index
NAS100,none,1.96,2018,IS_2015_2024,index
NAS100,none,1.96,2018,IS_2015_2024,index
NAS100,none,-1.04,2018,IS_2015_2024,index
NAS100,none,-1.04,2018,IS_2015_2024,index
NAS100,none,-1.04,2018,IS_2015_2024,index
NAS100,none,-1.04,2018,IS_2015_2024,index
NAS100,none,1.96,2019,IS_2015_2024,index
NAS100,none,-1.04,2019,IS_2015_2024,index
NAS100,none,-1.04,2019,IS_2015_2024,index
NAS100,none,1.96,2019,IS_2015_2024,index
NAS100,none,-1.04,2020,IS_2015_2024,index
NAS100,none,-1.04,2020,IS_2015_2024,index
NAS100,none,-1.04,2020,IS_2015_2024,index
NAS100,none,1.96,2020,IS_2015_2024,index
NAS100,none,1.96,2020,IS_2015_2024,index
NAS100,none,1.96,2020,IS_2015_2024,index
NAS100,none,-1.04,2020,IS_2015_2024,index
NAS100,none,1.96,2020,IS_2015_2024,index
NAS100,none,-1.04,2021,IS_2015_2024,index
NAS100,none,-1.04,2021,IS_2015_2024,index
NAS100,none,-1.04,2021,IS_2015_2024,index
NAS100,none,-1.04,2021,IS_2015_2024,index
NAS100,none,1.96,2021,IS_2015_2024,index
NAS100,none,-1.04,2021,IS_2015_2024,index
NAS100,none,-1.04,2021,IS_2015_2024,index
NAS100,none,-1.04,2021,IS_2015_2024,index
NAS100,none,-1.04,2022,IS_2015_2024,index
NAS100,none,1.96,2022,IS_2015_2024,index
NAS100,none,-1.04,2022,IS_2015_2024,index
NAS100,none,1.96,2022,IS_2015_2024,index
NAS100,none,1.96,2022,IS_2015_2024,index
NAS100,none,1.96,2022,IS_2015_2024,index
NAS100,none,1.96,2022,IS_2015_2024,index
NAS100,none,-0.2957875257829048,2022,IS_2015_2024,index
NAS100,none,-1.04,2023,IS_2015_2024,index
NAS100,none,-1.04,2023,IS_2015_2024,index
NAS100,none,1.96,2023,IS_2015_2024,index
NAS100,none,-1.04,2023,IS_2015_2024,index
NAS100,none,-1.04,2023,IS_2015_2024,index
NAS100,none,-1.04,2024,IS_2015_2024,index
NAS100,none,1.96,2024,IS_2015_2024,index
NAS100,none,1.96,2024,IS_2015_2024,index
NAS100,none,-1.04,2024,IS_2015_2024,index
NAS100,none,1.96,2024,IS_2015_2024,index
NAS100,none,1.96,2024,IS_2015_2024,index
NAS100,none,-1.04,2024,IS_2015_2024,index
NAS100,none,-1.04,2024,IS_2015_2024,index
NAS100,none,-1.04,2024,IS_2015_2024,index
NAS100,none,-1.04,2024,IS_2015_2024,index
NAS100,none,1.96,2024,IS_2015_2024,index
NAS100,none,1.96,2024,IS_2015_2024,index
NAS100,none,-1.04,2024,IS_2015_2024,index
NAS100,none,1.96,2025,OOS_2025_2026,index
NAS100,none,1.96,2025,OOS_2025_2026,index
NAS100,none,1.96,2025,OOS_2025_2026,index
NAS100,none,1.96,2025,OOS_2025_2026,index
NAS100,none,1.96,2025,OOS_2025_2026,index
NAS100,none,1.96,2025,OOS_2025_2026,index
NAS100,align,-1.04,2015,IS_2015_2024,index
NAS100,align,-1.04,2015,IS_2015_2024,index
NAS100,align,-1.04,2015,IS_2015_2024,index
NAS100,align,-1.04,2015,IS_2015_2024,index
NAS100,align,-1.04,2015,IS_2015_2024,index
NAS100,align,-1.04,2015,IS_2015_2024,index
NAS100,align,1.96,2015,IS_2015_2024,index
NAS100,align,1.96,2016,IS_2015_2024,index
NAS100,align,1.96,2016,IS_2015_2024,index
NAS100,align,-1.04,2016,IS_2015_2024,index
NAS100,align,-1.04,2016,IS_2015_2024,index
NAS100,align,-1.04,2016,IS_2015_2024,index
NAS100,align,-1.04,2017,IS_2015_2024,index
NAS100,align,1.96,2017,IS_2015_2024,index
NAS100,align,-1.04,2017,IS_2015_2024,index
NAS100,align,-1.04,2017,IS_2015_2024,index
NAS100,align,1.96,2017,IS_2015_2024,index
NAS100,align,-1.04,2017,IS_2015_2024,index
NAS100,align,-1.04,2017,IS_2015_2024,index
NAS100,align,-1.04,2018,IS_2015_2024,index
NAS100,align,-1.04,2018,IS_2015_2024,index
NAS100,align,1.96,2019,IS_2015_2024,index
NAS100,align,-1.04,2019,IS_2015_2024,index
NAS100,align,-1.04,2020,IS_2015_2024,index
NAS100,align,-1.04,2020,IS_2015_2024,index
NAS100,align,-1.04,2020,IS_2015_2024,index
NAS100,align,1.96,2020,IS_2015_2024,index
NAS100,align,1.96,2020,IS_2015_2024,index
NAS100,align,1.96,2020,IS_2015_2024,index
NAS100,align,-1.04,2020,IS_2015_2024,index
NAS100,align,1.96,2020,IS_2015_2024,index
NAS100,align,-1.04,2021,IS_2015_2024,index
NAS100,align,-1.04,2021,IS_2015_2024,index
NAS100,align,-1.04,2021,IS_2015_2024,index
NAS100,align,-1.04,2021,IS_2015_2024,index
NAS100,align,1.96,2021,IS_2015_2024,index
NAS100,align,-1.04,2021,IS_2015_2024,index
NAS100,align,-1.04,2021,IS_2015_2024,index
NAS100,align,-1.04,2022,IS_2015_2024,index
NAS100,align,-1.04,2023,IS_2015_2024,index
NAS100,align,-1.04,2023,IS_2015_2024,index
NAS100,align,-1.04,2023,IS_2015_2024,index
NAS100,align,-1.04,2024,IS_2015_2024,index
NAS100,align,1.96,2024,IS_2015_2024,index
NAS100,align,1.96,2024,IS_2015_2024,index
NAS100,align,1.96,2024,IS_2015_2024,index
NAS100,align,-1.04,2024,IS_2015_2024,index
NAS100,align,1.96,2024,IS_2015_2024,index
NAS100,align,1.96,2024,IS_2015_2024,index
NAS100,align,-1.04,2024,IS_2015_2024,index
NAS100,align,1.96,2025,OOS_2025_2026,index
NAS100,align,1.96,2025,OOS_2025_2026,index
NAS100,align,1.96,2025,OOS_2025_2026,index
NAS100,align,1.96,2025,OOS_2025_2026,index
NAS100,counter,1.96,2015,IS_2015_2024,index
NAS100,counter,-1.04,2015,IS_2015_2024,index
NAS100,counter,1.96,2015,IS_2015_2024,index
NAS100,counter,1.96,2015,IS_2015_2024,index
NAS100,counter,-1.04,2015,IS_2015_2024,index
NAS100,counter,-1.04,2016,IS_2015_2024,index
NAS100,counter,-1.04,2016,IS_2015_2024,index
NAS100,counter,-1.04,2016,IS_2015_2024,index
NAS100,counter,1.96,2016,IS_2015_2024,index
NAS100,counter,-1.04,2017,IS_2015_2024,index
NAS100,counter,1.96,2018,IS_2015_2024,index
NAS100,counter,1.96,2018,IS_2015_2024,index
NAS100,counter,1.96,2018,IS_2015_2024,index
NAS100,counter,1.96,2018,IS_2015_2024,index
NAS100,counter,-1.04,2018,IS_2015_2024,index
NAS100,counter,-1.04,2018,IS_2015_2024,index
NAS100,counter,-1.04,2018,IS_2015_2024,index
NAS100,counter,-1.04,2018,IS_2015_2024,index
NAS100,counter,-1.04,2019,IS_2015_2024,index
NAS100,counter,1.96,2019,IS_2015_2024,index
NAS100,counter,-1.04,2021,IS_2015_2024,index
NAS100,counter,1.96,2022,IS_2015_2024,index
NAS100,counter,-1.04,2022,IS_2015_2024,index
NAS100,counter,1.96,2022,IS_2015_2024,index
NAS100,counter,1.96,2022,IS_2015_2024,index
NAS100,counter,1.96,2022,IS_2015_2024,index
NAS100,counter,1.96,2022,IS_2015_2024,index
NAS100,counter,-0.2957875257829048,2022,IS_2015_2024,index
NAS100,counter,-1.04,2023,IS_2015_2024,index
NAS100,counter,1.96,2023,IS_2015_2024,index
NAS100,counter,-1.04,2024,IS_2015_2024,index
NAS100,counter,1.96,2024,IS_2015_2024,index
NAS100,counter,-1.04,2024,IS_2015_2024,index
NAS100,counter,-1.04,2024,IS_2015_2024,index
NAS100,counter,-1.04,2024,IS_2015_2024,index
NAS100,counter,1.96,2025,OOS_2025_2026,index
NAS100,counter,1.96,2025,OOS_2025_2026,index
SPX500,none,-1.04,2015,IS_2015_2024,index
SPX500,none,-1.04,2015,IS_2015_2024,index
SPX500,none,-1.04,2015,IS_2015_2024,index
SPX500,none,-1.04,2015,IS_2015_2024,index
SPX500,none,1.96,2015,IS_2015_2024,index
SPX500,none,1.96,2015,IS_2015_2024,index
SPX500,none,-1.04,2015,IS_2015_2024,index
SPX500,none,0.0506864681254443,2015,IS_2015_2024,index
SPX500,none,1.96,2015,IS_2015_2024,index
SPX500,none,-1.04,2016,IS_2015_2024,index
SPX500,none,1.96,2016,IS_2015_2024,index
SPX500,none,1.96,2016,IS_2015_2024,index
SPX500,none,-1.04,2016,IS_2015_2024,index
SPX500,none,-1.04,2016,IS_2015_2024,index
SPX500,none,-1.04,2016,IS_2015_2024,index
SPX500,none,-1.04,2016,IS_2015_2024,index
SPX500,none,1.96,2017,IS_2015_2024,index
SPX500,none,-1.04,2017,IS_2015_2024,index
SPX500,none,-1.04,2017,IS_2015_2024,index
SPX500,none,-1.04,2017,IS_2015_2024,index
SPX500,none,1.96,2017,IS_2015_2024,index
SPX500,none,1.96,2017,IS_2015_2024,index
SPX500,none,-1.04,2017,IS_2015_2024,index
SPX500,none,1.96,2017,IS_2015_2024,index
SPX500,none,-1.04,2017,IS_2015_2024,index
SPX500,none,-1.04,2017,IS_2015_2024,index
SPX500,none,1.96,2017,IS_2015_2024,index
SPX500,none,1.96,2017,IS_2015_2024,index
SPX500,none,1.96,2017,IS_2015_2024,index
SPX500,none,-1.04,2017,IS_2015_2024,index
SPX500,none,-1.04,2018,IS_2015_2024,index
SPX500,none,-1.04,2018,IS_2015_2024,index
SPX500,none,1.96,2018,IS_2015_2024,index
SPX500,none,-1.04,2018,IS_2015_2024,index
SPX500,none,-1.04,2018,IS_2015_2024,index
SPX500,none,-1.04,2018,IS_2015_2024,index
SPX500,none,-1.04,2018,IS_2015_2024,index
SPX500,none,-1.04,2018,IS_2015_2024,index
SPX500,none,1.96,2019,IS_2015_2024,index
SPX500,none,-1.04,2019,IS_2015_2024,index
SPX500,none,-1.04,2019,IS_2015_2024,index
SPX500,none,-1.04,2019,IS_2015_2024,index
SPX500,none,-1.04,2019,IS_2015_2024,index
SPX500,none,1.96,2019,IS_2015_2024,index
SPX500,none,1.96,2019,IS_2015_2024,index
SPX500,none,1.96,2020,IS_2015_2024,index
SPX500,none,1.96,2020,IS_2015_2024,index
SPX500,none,-1.04,2020,IS_2015_2024,index
SPX500,none,-1.04,2020,IS_2015_2024,index
SPX500,none,1.96,2020,IS_2015_2024,index
SPX500,none,-1.04,2020,IS_2015_2024,index
SPX500,none,1.96,2021,IS_2015_2024,index
SPX500,none,-1.04,2021,IS_2015_2024,index
SPX500,none,-1.04,2021,IS_2015_2024,index
SPX500,none,-1.04,2021,IS_2015_2024,index
SPX500,none,-1.04,2021,IS_2015_2024,index
SPX500,none,-1.04,2021,IS_2015_2024,index
SPX500,none,1.96,2021,IS_2015_2024,index
SPX500,none,1.96,2022,IS_2015_2024,index
SPX500,none,-1.04,2022,IS_2015_2024,index
SPX500,none,1.96,2022,IS_2015_2024,index
SPX500,none,-1.04,2022,IS_2015_2024,index
SPX500,none,1.96,2022,IS_2015_2024,index
SPX500,none,-1.04,2023,IS_2015_2024,index
SPX500,none,-1.04,2023,IS_2015_2024,index
SPX500,none,1.96,2023,IS_2015_2024,index
SPX500,none,-1.04,2023,IS_2015_2024,index
SPX500,none,1.96,2024,IS_2015_2024,index
SPX500,none,1.96,2024,IS_2015_2024,index
SPX500,none,-1.04,2024,IS_2015_2024,index
SPX500,none,-1.04,2024,IS_2015_2024,index
SPX500,none,-1.04,2024,IS_2015_2024,index
SPX500,none,1.96,2024,IS_2015_2024,index
SPX500,none,-1.04,2025,OOS_2025_2026,index
SPX500,none,1.96,2025,OOS_2025_2026,index
SPX500,none,1.96,2025,OOS_2025_2026,index
SPX500,none,1.96,2025,OOS_2025_2026,index
SPX500,none,1.96,2025,OOS_2025_2026,index
SPX500,none,-1.04,2026,OOS_2025_2026,index
SPX500,none,-1.04,2026,OOS_2025_2026,index
SPX500,align,-1.04,2015,IS_2015_2024,index
SPX500,align,-1.04,2015,IS_2015_2024,index
SPX500,align,-1.04,2015,IS_2015_2024,index
SPX500,align,-1.04,2015,IS_2015_2024,index
SPX500,align,1.96,2016,IS_2015_2024,index
SPX500,align,-1.04,2016,IS_2015_2024,index
SPX500,align,-1.04,2016,IS_2015_2024,index
SPX500,align,-1.04,2016,IS_2015_2024,index
SPX500,align,1.96,2017,IS_2015_2024,index
SPX500,align,-1.04,2017,IS_2015_2024,index
SPX500,align,-1.04,2017,IS_2015_2024,index
SPX500,align,-1.04,2017,IS_2015_2024,index
SPX500,align,1.96,2017,IS_2015_2024,index
SPX500,align,-1.04,2017,IS_2015_2024,index
SPX500,align,1.96,2017,IS_2015_2024,index
SPX500,align,-1.04,2017,IS_2015_2024,index
SPX500,align,1.96,2017,IS_2015_2024,index
SPX500,align,1.96,2017,IS_2015_2024,index
SPX500,align,1.96,2017,IS_2015_2024,index
SPX500,align,-1.04,2017,IS_2015_2024,index
SPX500,align,-1.04,2018,IS_2015_2024,index
SPX500,align,-1.04,2018,IS_2015_2024,index
SPX500,align,1.96,2018,IS_2015_2024,index
SPX500,align,-1.04,2018,IS_2015_2024,index
SPX500,align,-1.04,2018,IS_2015_2024,index
SPX500,align,-1.04,2018,IS_2015_2024,index
SPX500,align,-1.04,2019,IS_2015_2024,index
SPX500,align,-1.04,2019,IS_2015_2024,index
SPX500,align,1.96,2019,IS_2015_2024,index
SPX500,align,1.96,2020,IS_2015_2024,index
SPX500,align,-1.04,2020,IS_2015_2024,index
SPX500,align,-1.04,2020,IS_2015_2024,index
SPX500,align,1.96,2020,IS_2015_2024,index
SPX500,align,-1.04,2020,IS_2015_2024,index
SPX500,align,1.96,2021,IS_2015_2024,index
SPX500,align,-1.04,2021,IS_2015_2024,index
SPX500,align,-1.04,2021,IS_2015_2024,index
SPX500,align,-1.04,2021,IS_2015_2024,index
SPX500,align,-1.04,2021,IS_2015_2024,index
SPX500,align,-1.04,2021,IS_2015_2024,index
SPX500,align,-1.04,2023,IS_2015_2024,index
SPX500,align,1.96,2024,IS_2015_2024,index
SPX500,align,1.96,2024,IS_2015_2024,index
SPX500,align,-1.04,2024,IS_2015_2024,index
SPX500,align,-1.04,2024,IS_2015_2024,index
SPX500,align,-1.04,2024,IS_2015_2024,index
SPX500,align,1.96,2024,IS_2015_2024,index
SPX500,align,1.96,2025,OOS_2025_2026,index
SPX500,align,1.96,2025,OOS_2025_2026,index
SPX500,align,1.96,2025,OOS_2025_2026,index
SPX500,align,1.96,2025,OOS_2025_2026,index
SPX500,align,-1.04,2026,OOS_2025_2026,index
SPX500,counter,-1.04,2015,IS_2015_2024,index
SPX500,counter,1.96,2015,IS_2015_2024,index
SPX500,counter,1.96,2015,IS_2015_2024,index
SPX500,counter,0.0506864681254443,2015,IS_2015_2024,index
SPX500,counter,1.96,2015,IS_2015_2024,index
SPX500,counter,-1.04,2016,IS_2015_2024,index
SPX500,counter,1.96,2016,IS_2015_2024,index
SPX500,counter,-1.04,2016,IS_2015_2024,index
SPX500,counter,1.96,2017,IS_2015_2024,index
SPX500,counter,-1.04,2017,IS_2015_2024,index
SPX500,counter,-1.04,2018,IS_2015_2024,index
SPX500,counter,-1.04,2018,IS_2015_2024,index
SPX500,counter,1.96,2019,IS_2015_2024,index
SPX500,counter,-1.04,2019,IS_2015_2024,index
SPX500,counter,-1.04,2019,IS_2015_2024,index
SPX500,counter,1.96,2019,IS_2015_2024,index
SPX500,counter,1.96,2020,IS_2015_2024,index
SPX500,counter,1.96,2021,IS_2015_2024,index
SPX500,counter,1.96,2022,IS_2015_2024,index
SPX500,counter,-1.04,2022,IS_2015_2024,index
SPX500,counter,1.96,2022,IS_2015_2024,index
SPX500,counter,-1.04,2022,IS_2015_2024,index
SPX500,counter,1.96,2022,IS_2015_2024,index
SPX500,counter,-1.04,2023,IS_2015_2024,index
SPX500,counter,-1.04,2023,IS_2015_2024,index
SPX500,counter,1.96,2023,IS_2015_2024,index
SPX500,counter,-1.04,2025,OOS_2025_2026,index
SPX500,counter,-1.04,2026,OOS_2025_2026,index
