symbol,side,signal_dt,r_clean,r_after_cost,exit_reason,year,period,group
EURJPY,short,2020-12-28 08:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
EURJPY,short,2020-12-29 12:00:00,2.0,1.96,TP,2020,IS_2015_2024,fx
EURJPY,short,2021-12-16 12:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
EURJPY,short,2022-03-22 08:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
EURJPY,short,2022-07-21 08:00:00,2.0,1.96,TP,2022,IS_2015_2024,fx
EURJPY,short,2022-10-14 08:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
EURJPY,short,2023-01-24 12:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
EURJPY,short,2023-10-02 04:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
EURJPY,short,2023-10-31 08:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
EURJPY,short,2023-12-27 04:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
EURJPY,short,2023-12-27 12:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
EURJPY,short,2024-02-20 12:00:00,-1.0,-1.04,SL,2024,IS_2015_2024,fx
EURJPY,short,2024-04-23 04:00:00,-1.0,-1.04,SL,2024,IS_2015_2024,fx
EURJPY,short,2025-01-24 00:00:00,-1.0,-1.04,SL,2025,OOS_2025_2026,fx
GBPJPY,long,2015-03-26 04:00:00,2.0,1.96,TP,2015,IS_2015_2024,fx
GBPJPY,long,2015-04-13 12:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
GBPJPY,long,2015-06-25 08:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
GBPJPY,long,2015-08-20 08:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
GBPJPY,long,2015-08-23 20:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
GBPJPY,long,2015-08-24 12:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
GBPJPY,long,2015-12-10 12:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
GBPJPY,long,2016-03-22 08:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,fx
GBPJPY,long,2016-09-08 12:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,fx
GBPJPY,long,2016-10-06 20:00:00,-0.46493737980205707,-0.5049373798020571,timeout,2016,IS_2015_2024,fx
GBPJPY,long,2017-01-11 16:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,fx
GBPJPY,long,2017-12-13 16:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,fx
GBPJPY,long,2018-02-14 12:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
GBPJPY,long,2018-05-29 08:00:00,2.0,1.96,TP,2018,IS_2015_2024,fx
GBPJPY,long,2018-11-20 08:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
GBPJPY,long,2018-12-10 16:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
GBPJPY,long,2019-01-15 16:00:00,2.0,1.96,TP,2019,IS_2015_2024,fx
GBPJPY,long,2019-03-21 16:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
GBPJPY,long,2019-04-23 00:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
GBPJPY,long,2019-05-15 12:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
GBPJPY,long,2019-07-30 04:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
GBPJPY,long,2020-03-06 08:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
GBPJPY,long,2020-03-09 12:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
GBPJPY,long,2020-09-04 12:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
GBPJPY,long,2020-09-22 04:00:00,2.0,1.96,TP,2020,IS_2015_2024,fx
GBPJPY,long,2020-10-14 04:00:00,2.0,1.96,TP,2020,IS_2015_2024,fx
GBPJPY,long,2021-03-23 08:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
GBPJPY,long,2021-04-07 04:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
GBPJPY,long,2021-06-18 04:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
GBPJPY,long,2021-07-19 04:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
GBPJPY,long,2021-08-17 04:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
GBPJPY,long,2021-09-15 08:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
GBPJPY,long,2021-09-20 08:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
GBPJPY,long,2021-11-19 12:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
GBPJPY,long,2021-11-26 08:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
GBPJPY,long,2022-02-21 20:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
GBPJPY,long,2022-07-01 12:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
GBPJPY,long,2022-08-23 04:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
GBPJPY,long,2022-09-21 04:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
GBPJPY,long,2023-07-27 16:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
GBPJPY,long,2023-09-01 08:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
GBPJPY,long,2023-09-20 04:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
GBPJPY,long,2023-12-05 04:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
GBPJPY,long,2023-12-07 16:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
GBPJPY,long,2023-12-28 12:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
GBPJPY,long,2024-04-19 00:00:00,2.0,1.96,TP,2024,IS_2015_2024,fx
GBPJPY,long,2024-07-17 20:00:00,-1.0,-1.04,SL,2024,IS_2015_2024,fx
GBPJPY,long,2024-09-11 12:00:00,2.0,1.96,TP,2024,IS_2015_2024,fx
GBPJPY,long,2025-04-04 08:00:00,-1.0,-1.04,SL,2025,OOS_2025_2026,fx
GBPJPY,long,2025-06-13 00:00:00,2.0,1.96,TP,2025,OOS_2025_2026,fx
GBPJPY,long,2025-07-16 12:00:00,-1.0,-1.04,SL,2025,OOS_2025_2026,fx
GBPJPY,long,2025-11-05 00:00:00,2.0,1.96,TP,2025,OOS_2025_2026,fx
GBPJPY,short,2015-03-18 20:00:00,2.0,1.96,TP,2015,IS_2015_2024,fx
GBPJPY,short,2015-06-04 08:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
GBPJPY,short,2015-09-10 08:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
GBPJPY,short,2015-09-17 16:00:00,2.0,1.96,TP,2015,IS_2015_2024,fx
GBPJPY,short,2015-10-30 04:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
GBPJPY,short,2016-09-01 12:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,fx
GBPJPY,short,2016-11-01 08:00:00,2.0,1.96,TP,2016,IS_2015_2024,fx
GBPJPY,short,2017-07-06 08:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,fx
GBPJPY,short,2017-09-20 16:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,fx
GBPJPY,short,2018-09-18 04:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
GBPJPY,short,2018-09-19 08:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
GBPJPY,short,2019-01-14 16:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
GBPJPY,short,2019-10-17 08:00:00,0.08897196261681493,0.04897196261681493,timeout,2019,IS_2015_2024,fx
GBPJPY,short,2019-11-18 08:00:00,2.0,1.96,TP,2019,IS_2015_2024,fx
GBPJPY,short,2019-11-27 20:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
GBPJPY,short,2020-05-29 12:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
GBPJPY,short,2020-07-21 04:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
GBPJPY,short,2020-11-03 20:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
GBPJPY,short,2021-01-03 20:00:00,2.0,1.96,TP,2021,IS_2015_2024,fx
GBPJPY,short,2021-10-12 08:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
GBPJPY,short,2021-12-16 12:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
GBPJPY,short,2022-09-13 08:00:00,2.0,1.96,TP,2022,IS_2015_2024,fx
GBPJPY,short,2022-12-28 12:00:00,2.0,1.96,TP,2022,IS_2015_2024,fx
GBPJPY,short,2023-04-19 04:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
GBPJPY,short,2023-12-27 12:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
GBPJPY,short,2025-01-24 00:00:00,-1.0,-1.04,SL,2025,OOS_2025_2026,fx
GBPJPY,short,2025-09-18 08:00:00,2.0,1.96,TP,2025,OOS_2025_2026,fx
GBPJPY,short,2025-12-18 12:00:00,-1.0,-1.04,SL,2025,OOS_2025_2026,fx
CHFJPY,long,2015-01-04 20:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
CHFJPY,long,2015-01-27 08:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
CHFJPY,long,2015-03-04 12:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
CHFJPY,long,2015-04-13 12:00:00,2.0,1.96,TP,2015,IS_2015_2024,fx
CHFJPY,long,2015-06-28 20:00:00,2.0,1.96,TP,2015,IS_2015_2024,fx
CHFJPY,long,2015-08-24 12:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
CHFJPY,long,2015-11-12 08:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
CHFJPY,long,2016-03-09 08:00:00,2.0,1.96,TP,2016,IS_2015_2024,fx
CHFJPY,long,2016-06-01 04:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,fx
CHFJPY,long,2016-08-26 12:00:00,2.0,1.96,TP,2016,IS_2015_2024,fx
CHFJPY,long,2016-09-21 04:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,fx
CHFJPY,long,2017-01-09 20:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,fx
CHFJPY,long,2017-05-18 08:00:00,2.0,1.96,TP,2017,IS_2015_2024,fx
CHFJPY,long,2017-07-13 08:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,fx
CHFJPY,long,2017-11-09 08:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,fx
CHFJPY,long,2018-02-14 12:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
CHFJPY,long,2018-03-01 16:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
CHFJPY,long,2018-03-22 20:00:00,2.0,1.96,TP,2018,IS_2015_2024,fx
CHFJPY,long,2018-08-10 04:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
CHFJPY,long,2019-01-02 20:00:00,0.4184925764307413,0.3784925764307413,timeout,2019,IS_2015_2024,fx
CHFJPY,long,2019-02-10 20:00:00,0.1601802175652833,0.1201802175652833,timeout,2019,IS_2015_2024,fx
CHFJPY,long,2019-04-23 00:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
CHFJPY,long,2019-05-06 00:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
CHFJPY,long,2019-08-25 20:00:00,2.0,1.96,TP,2019,IS_2015_2024,fx
CHFJPY,long,2020-01-21 08:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
CHFJPY,long,2020-02-07 12:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
CHFJPY,long,2020-02-11 12:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
CHFJPY,long,2020-02-18 12:00:00,2.0,1.96,TP,2020,IS_2015_2024,fx
CHFJPY,long,2020-03-09 12:00:00,2.0,1.96,TP,2020,IS_2015_2024,fx
CHFJPY,long,2020-04-15 12:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
CHFJPY,long,2020-09-08 12:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
CHFJPY,long,2021-02-22 08:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
CHFJPY,long,2021-07-20 12:00:00,2.0,1.96,TP,2021,IS_2015_2024,fx
CHFJPY,long,2021-09-09 12:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
CHFJPY,long,2021-11-19 12:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
CHFJPY,long,2022-10-23 20:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
CHFJPY,long,2022-11-10 20:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
CHFJPY,long,2023-02-24 00:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
CHFJPY,long,2023-07-06 04:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
CHFJPY,long,2023-07-07 12:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
CHFJPY,long,2023-07-28 04:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
CHFJPY,long,2023-09-08 00:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
CHFJPY,long,2023-09-21 08:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
CHFJPY,long,2023-10-03 12:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
CHFJPY,long,2023-10-26 04:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
CHFJPY,long,2023-12-07 16:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
CHFJPY,long,2024-05-01 20:00:00,0.8487612332100575,0.8087612332100574,timeout,2024,IS_2015_2024,fx
CHFJPY,long,2024-08-19 04:00:00,2.0,1.96,TP,2024,IS_2015_2024,fx
CHFJPY,long,2024-11-18 00:00:00,2.0,1.96,TP,2024,IS_2015_2024,fx
CHFJPY,long,2025-02-20 20:00:00,2.0,1.96,TP,2025,OOS_2025_2026,fx
CHFJPY,long,2025-07-22 12:00:00,-1.0,-1.04,SL,2025,OOS_2025_2026,fx
CHFJPY,short,2015-03-18 20:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
CHFJPY,short,2015-05-29 12:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
CHFJPY,short,2016-03-30 12:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,fx
CHFJPY,short,2016-07-12 04:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,fx
CHFJPY,short,2016-12-15 08:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,fx
CHFJPY,short,2017-07-25 12:00:00,2.0,1.96,TP,2017,IS_2015_2024,fx
CHFJPY,short,2017-11-06 00:00:00,2.0,1.96,TP,2017,IS_2015_2024,fx
CHFJPY,short,2018-04-06 12:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
CHFJPY,short,2018-06-25 16:00:00,2.0,1.96,TP,2018,IS_2015_2024,fx
CHFJPY,short,2018-09-18 04:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
CHFJPY,short,2019-02-20 00:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
CHFJPY,short,2019-03-20 16:00:00,2.0,1.96,TP,2019,IS_2015_2024,fx
CHFJPY,short,2019-08-06 04:00:00,2.0,1.96,TP,2019,IS_2015_2024,fx
CHFJPY,short,2019-10-10 00:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
CHFJPY,short,2020-02-05 08:00:00,2.0,1.96,TP,2020,IS_2015_2024,fx
CHFJPY,short,2020-05-18 12:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
CHFJPY,short,2020-09-10 12:00:00,2.0,1.96,TP,2020,IS_2015_2024,fx
CHFJPY,short,2020-11-09 12:00:00,2.0,1.96,TP,2020,IS_2015_2024,fx
CHFJPY,short,2020-11-30 08:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
CHFJPY,short,2022-02-10 08:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
CHFJPY,short,2022-03-14 08:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
CHFJPY,short,2022-03-28 08:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
CHFJPY,short,2022-04-19 12:00:00,2.0,1.96,TP,2022,IS_2015_2024,fx
CHFJPY,short,2022-07-21 12:00:00,2.0,1.96,TP,2022,IS_2015_2024,fx
CHFJPY,short,2022-09-22 04:00:00,2.0,1.96,TP,2022,IS_2015_2024,fx
CHFJPY,short,2023-10-11 12:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
CHFJPY,short,2024-04-19 00:00:00,-1.0,-1.04,SL,2024,IS_2015_2024,fx
CHFJPY,short,2024-05-30 08:00:00,-1.0,-1.04,SL,2024,IS_2015_2024,fx
CHFJPY,short,2024-08-21 12:00:00,-1.0,-1.04,SL,2024,IS_2015_2024,fx
CHFJPY,short,2025-03-19 04:00:00,2.0,1.96,TP,2025,OOS_2025_2026,fx
CHFJPY,short,2025-10-21 04:00:00,-1.0,-1.04,SL,2025,OOS_2025_2026,fx
CHFJPY,short,2026-03-02 04:00:00,2.0,1.96,TP,2026,OOS_2025_2026,fx
CHFJPY,short,2026-04-10 12:00:00,-1.0,-1.04,SL,2026,OOS_2025_2026,fx
AUDJPY,long,2015-02-12 08:00:00,2.0,1.96,TP,2015,IS_2015_2024,fx
AUDJPY,long,2015-05-05 04:00:00,2.0,1.96,TP,2015,IS_2015_2024,fx
AUDJPY,long,2015-06-10 04:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
AUDJPY,long,2015-06-28 20:00:00,2.0,1.96,TP,2015,IS_2015_2024,fx
AUDJPY,long,2015-08-24 12:00:00,0.23795751775176419,0.19795751775176418,timeout,2015,IS_2015_2024,fx
AUDJPY,long,2016-02-09 12:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,fx
AUDJPY,long,2016-03-22 08:00:00,2.0,1.96,TP,2016,IS_2015_2024,fx
AUDJPY,long,2016-07-28 20:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,fx
AUDJPY,long,2017-05-18 00:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,fx
AUDJPY,long,2018-02-09 16:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
AUDJPY,long,2018-05-29 16:00:00,2.0,1.96,TP,2018,IS_2015_2024,fx
AUDJPY,long,2018-07-20 00:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
AUDJPY,long,2018-11-20 08:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
AUDJPY,long,2019-01-02 12:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
AUDJPY,long,2019-04-23 00:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
AUDJPY,long,2019-05-06 00:00:00,2.0,1.96,TP,2019,IS_2015_2024,fx
AUDJPY,long,2019-07-18 00:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
AUDJPY,long,2019-11-13 00:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
AUDJPY,long,2020-02-27 20:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
AUDJPY,long,2020-03-09 00:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
AUDJPY,long,2020-03-18 16:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
AUDJPY,long,2020-04-02 12:00:00,2.0,1.96,TP,2020,IS_2015_2024,fx
AUDJPY,long,2020-09-04 12:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
AUDJPY,long,2020-09-22 00:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
AUDJPY,long,2020-12-21 08:00:00,2.0,1.96,TP,2020,IS_2015_2024,fx
AUDJPY,long,2021-01-15 12:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
AUDJPY,long,2021-04-09 04:00:00,2.0,1.96,TP,2021,IS_2015_2024,fx
AUDJPY,long,2021-07-20 12:00:00,-0.39034006899950396,-0.43034006899950394,timeout,2021,IS_2015_2024,fx
AUDJPY,long,2021-11-26 08:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
AUDJPY,long,2022-05-10 00:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
AUDJPY,long,2022-08-15 12:00:00,2.0,1.96,TP,2022,IS_2015_2024,fx
AUDJPY,long,2022-09-21 04:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
AUDJPY,long,2022-09-22 00:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
AUDJPY,long,2022-10-13 12:00:00,0.9006168891456403,0.8606168891456403,timeout,2022,IS_2015_2024,fx
AUDJPY,long,2023-01-03 00:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
AUDJPY,long,2023-03-10 00:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
AUDJPY,long,2023-03-12 20:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
AUDJPY,long,2023-06-23 12:00:00,-1.0,-1.04,SL,2023,IS_2015_2024,fx
AUDJPY,long,2023-07-28 04:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
AUDJPY,long,2023-09-08 00:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
AUDJPY,long,2023-10-03 12:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
AUDJPY,long,2023-12-07 16:00:00,2.0,1.96,TP,2023,IS_2015_2024,fx
AUDJPY,long,2024-04-12 12:00:00,-1.0,-1.04,SL,2024,IS_2015_2024,fx
AUDJPY,long,2024-04-19 00:00:00,2.0,1.96,TP,2024,IS_2015_2024,fx
AUDJPY,long,2024-05-01 20:00:00,1.5393561628216434,1.4993561628216434,timeout,2024,IS_2015_2024,fx
AUDJPY,long,2024-05-30 04:00:00,2.0,1.96,TP,2024,IS_2015_2024,fx
AUDJPY,long,2024-07-31 00:00:00,-1.0,-1.04,SL,2024,IS_2015_2024,fx
AUDJPY,long,2024-08-05 04:00:00,2.0,1.96,TP,2024,IS_2015_2024,fx
AUDJPY,long,2024-09-11 12:00:00,2.0,1.96,TP,2024,IS_2015_2024,fx
AUDJPY,long,2024-11-26 00:00:00,-1.0,-1.04,SL,2024,IS_2015_2024,fx
AUDJPY,long,2025-02-20 00:00:00,2.0,1.96,TP,2025,OOS_2025_2026,fx
AUDJPY,long,2025-06-13 00:00:00,2.0,1.96,TP,2025,OOS_2025_2026,fx
AUDJPY,long,2026-03-03 12:00:00,2.0,1.96,TP,2026,OOS_2025_2026,fx
AUDJPY,long,2026-03-23 08:00:00,-1.0,-1.04,SL,2026,OOS_2025_2026,fx
AUDJPY,short,2015-03-06 12:00:00,2.0,1.96,TP,2015,IS_2015_2024,fx
AUDJPY,short,2015-08-06 00:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
AUDJPY,short,2015-09-17 16:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,fx
AUDJPY,short,2016-07-12 04:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,fx
AUDJPY,short,2016-11-25 00:00:00,2.0,1.96,TP,2016,IS_2015_2024,fx
AUDJPY,short,2016-12-14 16:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,fx
AUDJPY,short,2017-10-19 04:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,fx
AUDJPY,short,2018-09-26 16:00:00,2.0,1.96,TP,2018,IS_2015_2024,fx
AUDJPY,short,2018-10-17 08:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
AUDJPY,short,2018-11-27 04:00:00,-1.0,-1.04,SL,2018,IS_2015_2024,fx
AUDJPY,short,2019-02-21 00:00:00,2.0,1.96,TP,2019,IS_2015_2024,fx
AUDJPY,short,2019-09-27 12:00:00,-1.0,-1.04,SL,2019,IS_2015_2024,fx
AUDJPY,short,2019-12-03 08:00:00,2.0,1.96,TP,2019,IS_2015_2024,fx
AUDJPY,short,2020-07-22 04:00:00,-1.0,-1.04,SL,2020,IS_2015_2024,fx
AUDJPY,short,2021-08-06 12:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
AUDJPY,short,2021-10-15 04:00:00,-1.0,-1.04,SL,2021,IS_2015_2024,fx
AUDJPY,short,2022-03-28 08:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
AUDJPY,short,2022-04-19 08:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
AUDJPY,short,2022-06-07 04:00:00,-1.0,-1.04,SL,2022,IS_2015_2024,fx
AUDJPY,short,2024-04-09 12:00:00,2.0,1.96,TP,2024,IS_2015_2024,fx
AUDJPY,short,2024-05-29 00:00:00,2.0,1.96,TP,2024,IS_2015_2024,fx
AUDJPY,short,2024-11-06 00:00:00,-1.0,-1.04,SL,2024,IS_2015_2024,fx
AUDJPY,short,2025-01-24 00:00:00,-1.0,-1.04,SL,2025,OOS_2025_2026,fx
AUDJPY,short,2025-04-23 12:00:00,-1.0,-1.04,SL,2025,OOS_2025_2026,fx
NAS100,long,2015-01-06 16:00:00,2.0,1.96,TP,2015,IS_2015_2024,index
NAS100,long,2015-03-04 12:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,index
NAS100,long,2015-03-11 12:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,index
NAS100,long,2015-03-12 12:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,index
NAS100,long,2015-04-29 16:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,index
NAS100,long,2015-05-06 16:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,index
NAS100,long,2015-06-05 12:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,index
NAS100,long,2015-06-09 12:00:00,2.0,1.96,TP,2015,IS_2015_2024,index
NAS100,long,2015-06-15 12:00:00,2.0,1.96,TP,2015,IS_2015_2024,index
NAS100,long,2015-06-26 16:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,index
NAS100,long,2015-07-28 12:00:00,2.0,1.96,TP,2015,IS_2015_2024,index
NAS100,long,2015-12-14 16:00:00,-1.0,-1.04,SL,2015,IS_2015_2024,index
NAS100,long,2016-02-03 16:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,index
NAS100,long,2016-03-10 16:00:00,2.0,1.96,TP,2016,IS_2015_2024,index
NAS100,long,2016-04-12 12:00:00,2.0,1.96,TP,2016,IS_2015_2024,index
NAS100,long,2016-04-27 12:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,index
NAS100,long,2016-06-10 16:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,index
NAS100,long,2016-08-26 16:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,index
NAS100,long,2016-10-11 16:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,index
NAS100,long,2016-11-01 16:00:00,-1.0,-1.04,SL,2016,IS_2015_2024,index
NAS100,long,2016-11-04 12:00:00,2.0,1.96,TP,2016,IS_2015_2024,index
NAS100,long,2017-04-07 00:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,index
NAS100,long,2017-06-12 12:00:00,2.0,1.96,TP,2017,IS_2015_2024,index
NAS100,long,2017-06-29 16:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,index
NAS100,long,2017-08-18 12:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,index
NAS100,long,2017-09-05 16:00:00,-1.0,-1.04,SL,2017,IS_2015_2024,index
