n,wr,avg_r,total_r,pf,max_dd,group,side,period
86,45.348837209302324,0.27797882632638615,23.90617906406921,1.489078949755916,12.716072444244876,fx,long,IS_2015_2024
6,33.33333333333333,-0.040000000000000036,-0.2400000000000002,0.9423076923076923,2.08,fx,long,OOS_2025_2026
105,28.57142857142857,-0.19789258682834995,-20.778721616976746,0.7318087666740947,25.423163005000415,fx,short,IS_2015_2024
7,28.57142857142857,-0.3340952328029827,-2.338666629620879,0.5502564173806003,4.16,fx,short,OOS_2025_2026
11,45.45454545454545,0.3236363636363636,3.5599999999999996,1.5705128205128205,3.24,index,long,IS_2015_2024
2,50.0,0.45999999999999996,0.9199999999999999,1.8846153846153846,0.0,index,long,OOS_2025_2026
64,29.6875,-0.14937500000000004,-9.560000000000002,0.7957264957264958,12.440000000000001,index,short,IS_2015_2024
8,12.5,-0.665,-5.32,0.2692307692307692,5.2,index,short,OOS_2025_2026
