bucket,n,wr,avg_r,total_r,pf,max_dd,max_loss_streak,sharpe
short_control_naive,320,32.8125,-0.07964488900051189,-25.486364480163804,0.8780795452126164,56.8460893701457,18,-1.0700900572164531
short_structure_IS,187,34.22459893048128,-0.14727885041935423,-27.541145028419244,0.7455694573219334,33.61941236285665,9,-1.7702272093031648
short_structure_OOS,15,13.333333333333334,-0.6631861000314861,-9.947791500472292,0.03815242196336496,10.099320024709579,12,-5.774204112646287
short_structure_ALL,202,32.67326732673268,-0.18558879469748285,-37.488936528891536,0.6838740282567527,43.56720386332894,12,-2.3783826459286113
