trades,win_rate,total_r,avg_r,pf,max_dd_r,worst_year_r,worst_2y_r,is_r,is_trades,oos_r,oos_trades,oos_wr,symbol,direction,h4,retrace,recovery,body,hours,months
44,65.9090909090909,27.015444648598223,0.6139873783772324,2.733050087823237,2.081693961603568,-2.122314222163909,-0.20318971428424182,21.10159293244828,40,5.913851716149942,4,100.0,USDJPY,long,any,r50_886,rec25_85,any,ex_1_6_11_14,none
60,43.333333333333336,2.186266821197884,0.03643778035329807,1.061855061444305,4.155431457251268,-2.486310249903939,-2.016081849278227,4.202348670476112,58,-2.016081849278227,2,0.0,XAUUSD,long,any,r50_886,rec25_85,any,ex_1_6_11_14,none
29,51.724137931034484,6.774745609888003,0.23361191758234492,1.4665630473575975,8.085696402276891,-4.125473488979902,-3.1347818531629352,6.774745609888003,29,0.0,0,,AUDJPY,long,any,r50_886,rec_le75,any,ex_1,none
38,36.84210526315789,-6.134256996643825,-0.16142781570115328,0.7583655061400261,15.66486546562668,-4.285064223870496,-8.538244589565156,-6.5749755910452885,36,0.440718594401464,2,50.0,CHFJPY,long,any,r50_886,rec_le75,any,ex_1,none
48,35.41666666666667,-7.366649263779962,-0.15347185966208254,0.7710162652596416,11.786221926821845,-4.164927656145672,-5.213051397555792,-8.260447367041984,44,0.8937981032620239,4,50.0,EURJPY,long,any,r50_886,rec_le75,any,ex_1,none
52,48.07692307692308,9.211890733410003,0.1771517448732693,1.3381690043449015,5.895013430369488,-3.2182951371006867,-5.306494720345281,14.518385453755284,46,-5.306494720345281,6,0.0,GBPJPY,long,any,r50_886,rec_le75,any,ex_1,none
64,45.3125,-6.9425178462343204,-0.10847684134741126,0.8421216791533983,16.292784345796797,-7.43393036013814,-12.565341574956708,-8.715841720928813,61,1.7733238746944895,3,66.66666666666666,SILVER,long,any,r50_886,rec_le75,any,ex_1,none
36,66.66666666666666,22.773818904889463,0.632606080691374,2.8261964141119087,3.7850342923162774,-1.04735186632548,-0.847966700815959,18.33634151636641,33,4.437477388523053,3,100.0,USDJPY,long,any,r50_886,rec_le75,any,ex_1,none
54,44.44444444444444,2.818568249310349,0.05219570832056202,1.0884949138911566,5.369375524137753,-5.006798886408266,-3.9288225445730807,4.8308162659069644,52,-2.0122480165966152,2,0.0,XAUUSD,long,any,r50_886,rec_le75,any,ex_1,none
29,51.724137931034484,6.774745609888003,0.23361191758234492,1.4665630473575975,8.085696402276891,-4.125473488979902,-3.1347818531629352,6.774745609888003,29,0.0,0,,AUDJPY,long,any,r50_886,rec25_75,any,ex_1,none
38,36.84210526315789,-6.134256996643825,-0.16142781570115328,0.7583655061400261,15.66486546562668,-4.285064223870496,-8.538244589565156,-6.5749755910452885,36,0.440718594401464,2,50.0,CHFJPY,long,any,r50_886,rec25_75,any,ex_1,none
48,35.41666666666667,-7.366649263779962,-0.15347185966208254,0.7710162652596416,11.786221926821845,-4.164927656145672,-5.213051397555792,-8.260447367041984,44,0.8937981032620239,4,50.0,EURJPY,long,any,r50_886,rec25_75,any,ex_1,none
51,49.01960784313725,10.235629853182438,0.20069862457220466,1.3904232198242914,5.895013430369488,-3.2182951371006867,-5.306494720345281,15.542124573527719,45,-5.306494720345281,6,0.0,GBPJPY,long,any,r50_886,rec25_75,any,ex_1,none
64,45.3125,-6.9425178462343204,-0.10847684134741126,0.8421216791533983,16.292784345796797,-7.43393036013814,-12.565341574956708,-8.715841720928813,61,1.7733238746944895,3,66.66666666666666,SILVER,long,any,r50_886,rec25_75,any,ex_1,none
36,66.66666666666666,22.773818904889463,0.632606080691374,2.8261964141119087,3.7850342923162774,-1.04735186632548,-0.847966700815959,18.33634151636641,33,4.437477388523053,3,100.0,USDJPY,long,any,r50_886,rec25_75,any,ex_1,none
54,44.44444444444444,2.818568249310349,0.05219570832056202,1.0884949138911566,5.369375524137753,-5.006798886408266,-3.9288225445730807,4.8308162659069644,52,-2.0122480165966152,2,0.0,XAUUSD,long,any,r50_886,rec25_75,any,ex_1,none
32,43.75,0.4468508413276344,0.013964088791488576,1.0238594937595578,5.822356869609174,-2.0585857434761548,-3.1145848300504673,0.24898178394472303,31,0.1978690573829113,1,100.0,AUDJPY,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug_dec
54,42.592592592592595,-1.8839932839315012,-0.03488876451725002,0.9414056657106314,12.53729954248811,-5.650389891726028,-6.61453628205412,3.7663966077945266,48,-5.650389891726028,6,0.0,CHFJPY,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug_dec
49,40.816326530612244,-0.7335052449314745,-0.014969494794519887,0.9755511745411948,6.786373144043034,-3.1288323096385753,-4.176956051048695,-1.6352464521795766,45,0.9017412072481024,4,50.0,EURJPY,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug_dec
49,42.857142857142854,1.4011169211100742,0.028594222879797432,1.0479714114736933,5.580327885993703,-3.0712526342010316,-4.1468852339938636,5.548002155103938,45,-4.1468852339938636,4,0.0,GBPJPY,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug_dec
53,47.16981132075472,-1.877105482745599,-0.035417084580105646,0.9456082751234755,14.76538170888864,-3.6011051087849526,-3.7779259885732195,-6.14503446851353,50,4.267928985767931,3,100.0,SILVER,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug_dec
41,65.85365853658537,25.084321744091337,0.6118127254656424,2.720569874586928,3.128434542842495,-2.122314222163909,-0.20318971428424182,19.170470027941395,37,5.913851716149942,4,100.0,USDJPY,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug_dec
58,46.55172413793103,6.794763306417732,0.11715109148996089,1.2108036197725094,6.003543876542359,-4.983196123642275,-2.0775597369827845,8.81084515569596,56,-2.016081849278227,2,0.0,XAUUSD,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug_dec
33,42.42424242424242,-0.5857981397677611,-0.017751458780841244,0.9703559627525199,5.822356869609175,-2.0585857434761548,-3.1145848300504673,-0.7836671971506723,32,0.1978690573829113,1,100.0,AUDJPY,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug
56,41.07142857142857,-3.9541648820488193,-0.0706100871794432,0.8844599824630569,12.53729954248811,-5.650389891726028,-6.61453628205412,1.6962250096772082,50,-5.650389891726028,6,0.0,CHFJPY,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug
54,40.74074074074074,-0.9804243797039685,-0.018156007031554972,0.9704283179155463,7.033292278815526,-3.1288323096385753,-4.176956051048695,-1.8821655869520708,50,0.9017412072481024,4,50.0,EURJPY,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug
52,44.230769230769226,3.290309299227358,0.06327517883129535,1.1088107330095045,5.580327885993703,-2.636665786401811,-4.1468852339938636,7.437194533221222,48,-4.1468852339938636,4,0.0,GBPJPY,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug
56,44.642857142857146,-5.478502768345623,-0.09783040657760042,0.8562535410505624,17.199721854675005,-4.914394742366143,-4.89044946059359,-9.746431754113555,53,4.267928985767931,3,100.0,SILVER,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug
41,65.85365853658537,25.084321744091337,0.6118127254656424,2.720569874586928,3.128434542842495,-2.122314222163909,-0.20318971428424182,19.170470027941395,37,5.913851716149942,4,100.0,USDJPY,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug
62,46.774193548387096,7.571758903694134,0.1221251436079699,1.2206254801730676,4.560307557000298,-3.5399598041002136,-2.016081849278227,9.58784075297236,60,-2.016081849278227,2,0.0,XAUUSD,long,any,r50_886,any,any,ex_1_6_8_11_14,ex_aug
58,31.03448275862069,-14.252805789432376,-0.24573803085228235,0.6481859616924867,19.2423033798569,-4.164970085486761,-5.845501109660894,-15.72512207687686,57,1.4723162874444828,1,100.0,AUDJPY,both,any,r50_764,any,any,ex_1_6_11_14,ex_aug_dec
79,35.44303797468354,-13.95419071482874,-0.17663532550416128,0.7307942361524913,18.130537168767113,-5.409326806051815,-7.059062422664079,-9.328092255559927,74,-4.626098459268814,5,0.0,CHFJPY,both,any,r50_764,any,any,ex_1_6_11_14,ex_aug_dec
67,43.28358208955223,3.193510716155931,0.047664339047103446,1.0811890972938023,8.832743315595405,-5.201485979157293,-6.9457507456515675,0.8212886888500943,62,2.3722220273058365,5,60.0,EURJPY,both,any,r50_764,any,any,ex_1_6_11_14,ex_aug_dec
73,35.61643835616438,-10.364884200390065,-0.1419847150738365,0.7852605016613083,14.166320803118252,-3.3000746018781566,-5.767437047436935,-6.090836001022342,68,-4.274048199367723,5,0.0,GBPJPY,both,any,r50_764,any,any,ex_1_6_11_14,ex_aug_dec
92,52.17391304347826,7.9589243075848435,0.08651004682157439,1.1469942974360172,14.642186960553394,-4.676784104617228,-7.355339439157646,-2.662389258958463,81,10.621313566543307,11,81.81818181818183,SILVER,both,any,r50_764,any,any,ex_1_6_11_14,ex_aug_dec
61,63.934426229508205,34.67600182717484,0.5684590463471285,2.5394800531973347,4.163107198443356,-0.6777290821714685,1.4330686687676684,25.79364582787881,55,8.88235599929602,6,100.0,USDJPY,both,any,r50_764,any,any,ex_1_6_11_14,ex_aug_dec
88,42.04545454545455,1.4828522286949095,0.016850593507896697,1.028416427678191,10.945421095833538,-3.3366127578712046,-5.460134135882749,0.5255826640836889,84,0.957269564611221,4,50.0,XAUUSD,both,any,r50_764,any,any,ex_1_6_11_14,ex_aug_dec
