symbol,timeframe,signal_time,direction,grade,risk_weight,score,reasons,trigger_level,stop,wall_ratio,wall_level,wall_dist_atr,channel_level,channel_dist_atr,slope_atr_per_bar,retrace,time_ratio,wave3_vs_wave1,signal_body_ratio,pivots,entry_time,entry,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,weighted_r_after_cost,year,sample
XAUUSD,H4,2015-04-24 12:00:00,short,normal,1.0,11.0,"A-break,deep-retrace,wall-reaction,near-diagonal,gentle-channel,time-balanced,break-candle,wave3-strength",1184.304,1199.1756647471846,0.618,1196.9451900000001,0.183512977517864,1201.5205,0.6278714903239099,-0.06381276409213817,0.6685895868980679,0.8,1.1560415960212487,0.6442109903026815,2063-2065-2075-2080-2084,2015-04-24 16:00:00,1179.559,1120.7090057584462,2015-04-27 12:00:00,1199.1756647471846,SL,6,19.616664747184586,-1.0,-1.0178419728588353,-1.0178419728588353,2015,IS_2015_2024
EURJPY,H4,2015-05-06 12:00:00,long,normal,1.0,9.0,"A-break,half-retrace,wall-reaction,near-diagonal,time-balanced,break-candle,wave3-strength",135.24,132.96939556215375,0.5,133.265,0.2971697303285833,133.4231818181818,0.5657802917684688,0.19065174906796672,0.5443037974683536,1.375,3.4649122807017245,0.8750000000000178,2063-2070-2085-2093-2104,2015-05-06 16:00:00,135.51,143.13181331353871,2015-06-03 16:00:00,140.06,time_exit,120,2.540604437846241,1.7909124034504187,1.785992314429955,1.785992314429955,2015,IS_2015_2024
USDJPY,H4,2015-06-01 12:00:00,long,half,0.5,6.0,"A-break,half-retrace,wall-reaction,break-candle",124.46,123.53207396454384,0.5,123.6185,0.030039547613257042,124.01478947368422,0.982388068682617,0.2704191696721226,0.507427213309568,0.375,0.6277508392390878,0.6630036630036686,2229-2244-2248-2256-2259,2015-06-01 16:00:00,124.652,128.01177810636847,2015-06-10 04:00:00,123.53207396454384,SL,40,1.1199260354561602,-1.0,-1.0089291611083206,-0.5044645805541603,2015,IS_2015_2024
SILVER,H4,2015-06-18 08:00:00,long,normal,1.0,11.0,"A-break,deep-retrace,wall-reaction,diagonal-return,gentle-channel,break-candle,wave3-strength",16.267,15.888050874961825,0.764,15.951467999999998,0.33510563735479126,15.879666666666663,0.27452828302608634,0.031132073332849137,0.8595641646489066,6.0,1.546816479400753,0.5,2305-2308-2311-2312-2318,2015-06-18 12:00:00,16.301,17.53984737511452,2015-06-23 12:00:00,15.888050874961825,SL,19,0.41294912503817294,-1.0,-1.0847562033138216,-1.0847562033138216,2015,IS_2015_2024
CHFJPY,H4,2015-06-28 20:00:00,short,half,0.5,7.0,"A-break,deep-retrace,wall-reaction,channel-kairi,time-balanced,wave3-strength",131.318,133.07196201019897,0.764,132.915524,0.05610042290014446,131.85639999999998,2.2186169574640746,-0.22643532172166433,0.7771401243424274,1.0,0.9044117647058689,0.35690515806988576,2361-2367-2371-2378-2385,2015-06-29 00:00:00,130.319,122.06011396940303,2015-07-24 12:00:00,128.638,time_exit,120,2.752962010198985,0.6106150371027024,0.6033501348171324,0.3016750674085662,2015,IS_2015_2024
GBPJPY,H4,2015-07-07 08:00:00,short,half,0.5,8.0,"A-break,deep-retrace,wall-reaction,channel-kairi,gentle-channel,break-candle,wave3-strength",189.46,191.76837289448147,0.618,191.58592000000002,0.04859600359621431,192.8527272727273,1.7577939841146268,-0.005185232991487477,0.6279069767441855,0.4444444444444444,2.819672131147542,0.8457711442786193,3925-3926-3936-3945-3949,2015-07-07 12:00:00,189.02,180.77488131655562,2015-07-13 08:00:00,191.76837289448147,SL,23,2.748372894481463,-1.0,-1.0072770329092315,-0.5036385164546158,2015,IS_2015_2024
EURJPY,H4,2015-07-07 12:00:00,short,normal,1.0,9.0,"A-break,half-retrace,wall-reaction,diagonal-return,gentle-channel,too-fast-pullback,break-candle,wave3-strength",133.9,136.13160696184875,0.618,136.05064,0.08209866070836905,136.10199999999998,0.15163341027931893,-0.09612475115924107,0.6005747126436809,0.2,1.5746606334841526,0.48484848484847703,2340-2344-2350-2365-2368,2015-07-07 16:00:00,133.78,126.72517911445377,2015-07-10 08:00:00,136.13160696184875,SL,16,2.351606961848745,-1.0,-1.0053155141155738,-1.0053155141155738,2015,IS_2015_2024
USDJPY,H4,2015-07-08 04:00:00,short,half,0.5,7.0,"A-break,half-retrace,wall-reaction,channel-kairi,gentle-channel,break-candle,wave3-strength",121.851,123.00928240192357,0.618,123.004806,0.21065380468997394,123.58744,1.8086288176021204,-0.029840291058337888,0.5768612747723597,0.3333333333333333,0.9116210937500013,0.5229357798165211,2386-2398-2411-2420-2423,2015-07-08 08:00:00,121.66,117.61215279422927,2015-07-13 04:00:00,123.00928240192357,SL,18,1.349282401923574,-1.0,-1.0074113469394803,-0.5037056734697402,2015,IS_2015_2024
EURJPY,H4,2015-07-23 04:00:00,long,half,0.5,10.0,"A-break,deep-retrace,wall-reaction,gentle-channel,time-balanced,break-candle,wave3-strength",135.74,134.7500079611465,0.618,134.89952,0.17786565695138992,134.47999999999996,0.895468641153781,0.025584818318666994,0.6691176470588143,1.0,1.942857142857194,0.45454545454543105,2426-2429-2431-2436-2441,2015-07-23 08:00:00,135.97,139.62997611656047,2015-08-20 08:00:00,138.54,time_exit,120,1.2199920388534906,2.106571123542082,2.096325155042373,1.0481625775211865,2015,IS_2015_2024
USDJPY,H4,2015-08-05 12:00:00,long,half,0.5,7.0,"A-break,deep-retrace,wall-reaction,channel-kairi,break-candle,wave3-strength",124.582,123.74198349108796,0.618,123.8095,0.038626781180943925,124.26511111111108,1.8911310646008863,0.1459233955724099,0.6255999999999972,1.8888888888888888,1.5964240102171112,0.572149344096865,2517-2523-2526-2535-2552,2015-08-05 16:00:00,124.841,128.1380495267361,2015-08-19 16:00:00,123.74198349108796,SL,62,1.0990165089120296,-1.0,-1.0090990443900523,-0.5045495221950261,2015,IS_2015_2024
XAUUSD,H4,2015-08-12 12:00:00,long,normal,1.0,10.0,"A-break,deep-retrace,wall-reaction,near-diagonal,gentle-channel,break-candle,wave3-strength",1119.348,1100.2907859938246,0.736,1100.52848,0.1746089144808439,1096.2573548387097,0.7896721942821513,0.05950657267507729,0.6885803676183033,5.0,0.916126258464408,0.7142457057505459,2532-2560-2563-2564-2569,2015-08-12 16:00:00,1124.879,1198.643642018526,2015-09-09 00:00:00,1124.169,time_exit,120,24.58821400617535,-0.028875623085983064,-0.04311008517063198,-0.04311008517063198,2015,IS_2015_2024
CHFJPY,H4,2015-08-19 16:00:00,long,half,0.5,8.0,"A-break,half-retrace,wall-reaction,gentle-channel,break-candle,wave3-strength",127.965,126.91160005357328,0.618,126.890298,0.23551866781665842,126.56418181818181,1.0640493219047447,0.04295923027442332,0.5646923519263927,19.0,1.3124528301886937,0.8763557483731277,2578-2582-2589-2590-2609,2015-08-19 20:00:00,128.307,132.49319983928012,2015-08-24 12:00:00,126.91160005357328,SL,17,1.395399946426707,-1.0,-1.014332808347321,-0.5071664041736605,2015,IS_2015_2024
EURJPY,H4,2015-09-03 12:00:00,short,normal,1.0,11.0,"A-break,deep-retrace,wall-reaction,diagonal-return,gentle-channel,break-candle,wave3-strength",134.66,135.88369930118455,0.618,135.69824,0.13606964780946693,135.88166666666666,0.21173974366479592,-0.07900736703911448,0.6607142857142911,0.375,1.2923076923076862,0.8404255319148872,2601-2603-2607-2615-2618,2015-09-03 16:00:00,133.44,126.10890209644634,2015-09-10 12:00:00,135.88369930118455,SL,29,2.4436993011845516,-1.0,-1.0051151956355389,-1.0051151956355389,2015,IS_2015_2024
GBPJPY,H4,2015-09-04 00:00:00,short,half,0.5,6.0,"A-break,bad-retrace,wall-reaction,diagonal-return,time-balanced,break-candle,wave3-strength",182.48,184.84903972859877,0.5,184.89,0.2480416920206829,184.93857142857146,0.3054118792908365,-0.14680018507347886,0.45643153526971103,0.5833333333333334,0.8456140350877248,0.915584415584418,4164-4172-4185-4197-4204,2015-09-04 04:00:00,181.78,172.5728808142037,2015-09-08 08:00:00,184.84903972859877,SL,13,3.069039728598767,-1.0,-1.0065166963508527,-0.5032583481754264,2015,IS_2015_2024
XAUUSD,H4,2015-09-24 12:00:00,long,half,0.5,7.0,"A-break,deep-retrace,wall-reaction,channel-kairi,break-candle,wave3-strength",1141.639,1120.2042218855306,0.764,1121.583236,0.05026473929058183,1134.2842307692306,2.5515270643799184,0.1958587992434172,0.7737229057940627,2.1666666666666665,1.2101138616143454,0.917625161074781,2720-2728-2733-2739-2752,2015-09-24 16:00:00,1155.108,1259.819334343408,2015-09-30 08:00:00,1120.2042218855306,SL,23,34.90377811446933,-1.0,-1.0100275677564843,-0.5050137838782421,2015,IS_2015_2024
XAUUSD,H4,2015-10-14 00:00:00,long,half,0.5,7.0,"A-break,half-retrace,wall-reaction,channel-kairi,gentle-channel,break-candle,wave3-strength",1169.001,1150.5898235939924,0.5,1152.7849999999999,0.16793107879544708,1142.707947368421,1.5362484977399513,0.057677075878230136,0.5306179082387781,0.38461538461538464,1.3777400169923564,0.5418404907975477,2807-2820-2826-2839-2844,2015-10-14 04:00:00,1172.088,1236.5825292180227,2015-10-29 12:00:00,1150.5898235939924,SL,70,21.498176406007588,-1.0,-1.016280450648006,-0.508140225324003,2015,IS_2015_2024
SILVER,H4,2015-10-21 12:00:00,short,half,0.5,9.0,"A-break,half-retrace,wall-reaction,gentle-channel,time-balanced,break-candle,wave3-strength",15.738,16.002128814899073,0.618,15.992615999999998,0.14102352037291668,16.110999999999997,1.0887374415711808,-0.028382861110480245,0.5752427184466036,0.5714285714285714,1.5968992248061922,0.5384615384615372,2851-2861-2862-2869-2873,2015-10-21 16:00:00,15.706,14.817613555302778,2015-10-23 04:00:00,16.002128814899073,SL,9,0.29612881489907394,-1.0,-1.118191807885797,-0.5590959039428985,2015,IS_2015_2024
GBPJPY,H4,2015-11-04 00:00:00,long,half,0.5,7.0,"A-break,deep-retrace,wall-reaction,break-candle",186.93,185.7630203396827,0.764,185.87568000000002,0.032655180266665765,186.46076923076924,1.251162469989241,0.2370960890632649,0.7753623188405773,7.0,0.5267175572519057,0.545454545454583,4445-4454-4458-4459-4466,2015-11-04 04:00:00,186.96,190.55093898095194,2015-11-05 12:00:00,185.7630203396827,SL,8,1.1969796603173108,-1.0,-1.0167087216792638,-0.5083543608396319,2015,IS_2015_2024
SILVER,H4,2015-11-13 12:00:00,short,half,0.5,7.0,"A-break,deep-retrace,wall-reaction,time-balanced",14.255,14.50947385691039,0.764,14.464336,0.20074761877531247,14.326837837837838,1.418645105540002,-0.22383280014848123,0.8467153284671535,1.6666666666666667,0.23580034423407825,0.42512077294685446,2935-2968-2972-2975-2980,2015-11-13 16:00:00,14.248,13.463578429268829,2015-12-04 12:00:00,14.50947385691039,SL,91,0.26147385691039027,-1.0,-1.1338565943592402,-0.5669282971796201,2015,IS_2015_2024
CHFJPY,H4,2015-11-19 08:00:00,short,normal,1.0,10.0,"A-break,deep-retrace,wall-reaction,diagonal-return,gentle-channel,wave3-strength",121.127,122.50899377207223,0.764,122.408992,0.09672467725051638,122.45460000000001,0.022477092097814937,-0.07631756851802349,0.7860548271752048,0.3333333333333333,1.1485284052019256,0.4245014245013877,2979-2998-2999-3008-3011,2015-11-19 12:00:00,121.061,116.71701868378334,2015-12-03 12:00:00,122.50899377207223,SL,62,1.4479937720722234,-1.0,-1.0138122141032335,-1.0138122141032335,2015,IS_2015_2024
USDJPY,H4,2015-12-02 12:00:00,long,half,0.5,8.0,"A-break,deep-retrace,wall-reaction,gentle-channel,too-fast-pullback,break-candle,wave3-strength",123.34,122.59448535121386,0.618,122.70037,0.23316614655432735,122.34808333333335,1.198615700214451,0.015918320969227354,0.6734299516908261,0.2222222222222222,1.5310650887573871,0.9562841530054499,3055-3056-3067-3076-3078,2015-12-02 16:00:00,123.463,126.06854394635839,2015-12-03 16:00:00,122.59448535121386,SL,6,0.8685146487861317,-1.0,-1.0115139105759094,-0.5057569552879547,2015,IS_2015_2024
XAUUSD,H4,2015-12-03 00:00:00,short,half,0.5,9.0,"A-break,deep-retrace,wall-reaction,gentle-channel,time-balanced,wave3-strength",1052.708,1075.7065024203741,0.764,1074.401016,0.04404288492418872,1067.706142857143,1.3373859590567974,-0.09584691365671463,0.7720293019651975,0.5,1.3338657396533076,0.31533993850358977,3017-3025-3031-3049-3058,2015-12-03 04:00:00,1051.248,977.8724927388778,2015-12-04 12:00:00,1075.7065024203741,SL,8,24.45850242037409,-1.0,-1.0143099521787804,-0.5071549760893902,2015,IS_2015_2024
EURJPY,H4,2015-12-14 00:00:00,short,normal,1.0,11.0,"A-break,deep-retrace,wall-reaction,diagonal-return,gentle-channel,time-balanced,wave3-strength",132.76,133.83332838130758,0.736,133.81984,0.15423806431095496,133.95333333333332,0.4983181667799631,-0.052982103939251055,0.6944444444444455,0.7142857142857143,1.116279069767447,0.3571428571428354,3028-3035-3046-3053-3058,2015-12-14 04:00:00,132.74,129.4600148560773,2016-01-04 12:00:00,129.4600148560773,TP,79,1.0933283813075718,3.0,2.9885670213874453,2.9885670213874453,2015,IS_2015_2024
XAUUSD,H4,2015-12-14 20:00:00,short,normal,1.0,9.0,"A-break,deep-retrace,wall-reaction,near-diagonal,gentle-channel,too-fast-pullback,break-candle,wave3-strength",1062.381,1080.7694925539618,0.736,1079.285448,0.03158098312257666,1082.9597368421053,0.5356960609055417,-0.02837543640018413,0.7449059561128543,0.18181818181818182,1.0139502030725778,0.547103487064107,3079-3088-3098-3109-3111,2015-12-15 00:00:00,1061.481,1003.6155223381147,2015-12-21 16:00:00,1080.7694925539618,SL,29,19.28849255396176,-1.0,-1.0181455341323835,-1.0181455341323835,2015,IS_2015_2024
XAUUSD,H4,2016-01-14 16:00:00,short,normal,1.0,9.0,"A-break,half-retrace,wall-reaction,diagonal-return,gentle-channel,too-fast-pullback,break-candle,wave3-strength",1079.76,1096.8163673352944,0.5,1094.0805,0.20937601085264873,1098.0055714285716,0.3902706859923115,-0.09925909181819481,0.5478509828567435,0.14285714285714285,1.3822876447876467,0.48977272727273835,3214-3217-3221-3235-3237,2016-01-14 20:00:00,1076.319,1014.8268979941165,2016-01-15 12:00:00,1096.8163673352944,SL,4,20.497367335294484,-1.0,-1.0170753635954735,-1.0170753635954735,2016,IS_2015_2024
GBPJPY,H4,2016-01-15 08:00:00,short,normal,1.0,11.0,"A-break,deep-retrace,wall-reaction,diagonal-return,gentle-channel,time-balanced,break-candle",168.82,170.7178620607414,0.736,170.59376,0.06976626670854344,170.4281818181818,0.11140957384735704,-0.09748337711641904,0.7095435684647345,1.25,0.7953795379537939,0.5507246376811752,4754-4760-4765-4769-4774,2016-01-15 12:00:00,168.4,161.44641381777583,2016-01-28 12:00:00,170.7178620607414,SL,56,2.3178620607413905,-1.0,-1.0086286411683985,-1.0086286411683985,2016,IS_2015_2024
AUDJPY,H4,2016-01-20 12:00:00,short,normal,1.0,10.0,"A-break,deep-retrace,wall-reaction,diagonal-return,gentle-channel,wave3-strength",79.562,82.30950281012252,0.764,82.032776,0.17368527901652453,81.92618181818183,0.32272121579707236,-0.07600917173952851,0.8024118738404428,2.2,1.4502242152466382,0.4366952789699523,3256-3263-3267-3272-3283,2016-01-20 16:00:00,79.493,71.04349156963241,2016-01-21 16:00:00,82.30950281012252,SL,6,2.816502810122529,-1.0,-1.0044381280057892,-1.0044381280057892,2016,IS_2015_2024
XAUUSD,H4,2016-02-01 16:00:00,long,half,0.5,7.0,"A-break,half-retrace,wall-reaction,break-candle,wave3-strength",1127.99,1107.3355886058653,0.5,1110.1895,0.32546242147920973,1116.1549999999997,1.3820861359468573,0.12380856196679309,0.5516137187157624,0.25925925925925924,0.9319633507853478,0.5666666666666565,3243-3268-3273-3300-3307,2016-02-01 20:00:00,1128.442,1191.7612341824042,2016-02-08 12:00:00,1191.7612341824042,TP,29,21.10641139413474,3.0,2.98341736103479,1.491708680517395,2016,IS_2015_2024
AUDJPY,H4,2016-02-11 08:00:00,short,normal,1.0,10.0,"A-break,half-retrace,wall-reaction,diagonal-return,time-balanced,break-candle,wave3-strength",80.003,82.11306040842157,0.5,81.7415,0.23989441436046918,81.909,0.03223387479778445,-0.14982076126427993,0.5556514236410699,0.8571428571428571,1.366745283018871,0.6572016460905404,3357-3366-3370-3377-3383,2016-02-11 12:00:00,78.418,67.3328187747353,2016-02-16 00:00:00,82.11306040842157,SL,16,3.6950604084215684,-1.0,-1.0033828946264314,-1.0033828946264314,2016,IS_2015_2024
XAUUSD,H4,2016-02-24 12:00:00,long,half,0.5,8.0,"A-break,deep-retrace,near-wall,channel-kairi,gentle-channel,time-balanced,break-candle,wave3-strength",1239.879,1199.8703216376525,0.764,1206.055956,0.45720661454420486,1215.6798,1.5086119660321826,0.10442118917889903,0.8585304149443167,0.9090909090909091,1.6955572577556393,0.5377983438869924,3383-3384-3388-3399-3409,2016-02-24 16:00:00,1247.74,1391.3490350870425,2016-03-23 00:00:00,1241.63,time_exit,120,47.869678362347486,-0.1276382087581729,-0.13494972644481423,-0.06747486322240712,2016,IS_2015_2024
XAUUSD,H4,2016-04-10 20:00:00,long,half,0.5,9.0,"A-break,half-retrace,wall-reaction,gentle-channel,time-balanced,break-candle,wave3-strength",1243.2,1228.2614114322917,0.5,1229.8405,0.04360580046072312,1220.222,1.4001890075646557,0.05615466420775483,0.5108724128897064,1.0,0.9627774574805454,0.601704676341874,3583-3596-3603-3608-3613,2016-04-11 00:00:00,1244.618,1293.6877657031248,2016-04-14 12:00:00,1228.2614114322917,SL,21,16.356588567708286,-1.0,-1.0213981050236305,-0.5106990525118152,2016,IS_2015_2024
EURJPY,H4,2016-04-15 16:00:00,short,normal,1.0,10.0,"A-break,deep-retrace,wall-reaction,diagonal-return,gentle-channel,too-fast-pullback,break-candle,wave3-strength",122.72,123.63315844371569,0.618,123.49868000000001,0.1215795805717518,123.6969230769231,0.34806792807142417,-0.04191393898241384,0.6587301587301547,0.23076923076923078,0.9064748201438882,0.6071428571428608,3569-3575-3582-3595-3598,2016-04-15 20:00:00,122.65,119.70052466885296,2016-04-19 04:00:00,123.63315844371569,SL,9,0.9831584437156806,-1.0,-1.012714125662947,-1.012714125662947,2016,IS_2015_2024
AUDJPY,H4,2016-04-19 00:00:00,long,normal,1.0,10.0,"A-break,deep-retrace,wall-reaction,diagonal-return,gentle-channel,wave3-strength",84.769,82.35318382121581,0.618,82.48734400000001,0.0497756438552611,82.30769999999997,0.3030453695891452,0.07797084363374007,0.62486457204767,0.2916666666666667,2.066032456631239,0.36982248520709177,3637-3641-3647-3671-3678,2016-04-19 04:00:00,84.871,92.42444853635256,2016-04-28 08:00:00,82.35318382121581,SL,44,2.5178161787841873,-1.0,-1.0049646197785673,-1.0049646197785673,2016,IS_2015_2024
SILVER,H4,2016-04-19 04:00:00,long,half,0.5,6.0,"A-break,half-retrace,wall-reaction,break-candle",16.357,16.0723729560355,0.5,16.1235,0.16770569608800662,16.294040000000003,1.4979628779879868,0.24243223415885312,0.5460385438972156,0.4444444444444444,0.39145012573344357,0.6496350364963447,3611-3633-3636-3645-3649,2016-04-19 08:00:00,16.56,18.02288113189349,2016-05-16 16:00:00,17.132,time_exit,120,0.48762704396449763,1.1730276388067762,1.1012514720965714,0.5506257360482857,2016,IS_2015_2024
XAUUSD,H4,2016-04-21 08:00:00,long,half,0.5,8.0,"A-break,half-retrace,wall-reaction,channel-kairi,gentle-channel,time-balanced,break-candle,wave3-strength",1257.94,1240.8514423852132,0.5,1242.7945,0.06371879900774802,1230.2223333333332,1.657190676664041,0.035224427378430415,0.5153676009375728,0.6666666666666666,1.702602439435685,0.5651637900669472,3640-3652-3655-3661-3665,2016-04-21 12:00:00,1259.63,1315.9656728443608,2016-04-22 12:00:00,1240.8514423852132,SL,6,18.778557614786905,-1.0,-1.018638279210781,-0.5093191396053905,2016,IS_2015_2024
CHFJPY,H4,2016-05-23 04:00:00,short,normal,1.0,12.0,"A-break,deep-retrace,wall-reaction,diagonal-return,gentle-channel,time-balanced,break-candle,wave3-strength",110.843,111.6100919592001,0.618,111.511058,0.09253082403021866,111.61028571428574,0.1949158658919414,-0.07573164216181523,0.6475485661424615,0.5,0.891914191419142,0.8240343347639347,3809-3813-3816-3824-3828,2016-05-23 08:00:00,110.651,107.77372412239967,2016-05-30 04:00:00,111.6100919592001,SL,30,0.9590919592001086,-1.0,-1.0208530577367059,-1.0208530577367059,2016,IS_2015_2024
GBPJPY,H4,2016-05-25 08:00:00,long,half,0.5,7.0,"A-break,deep-retrace,wall-reaction,channel-kairi,break-candle,wave3-strength",161.59,157.8714200673237,0.764,158.0756,0.0954604458026051,159.21923076923082,1.7596601876367515,0.14104146542126164,0.7782608695652211,1.875,1.4330218068535772,0.5714285714285797,5308-5316-5321-5329-5344,2016-05-25 12:00:00,161.8,173.58573979802895,2016-06-01 08:00:00,157.8714200673237,SL,30,3.928579932676314,-1.0,-1.005090898070733,-0.5025454490353665,2016,IS_2015_2024
CHFJPY,H4,2016-06-13 00:00:00,short,normal,1.0,12.0,"A-break,deep-retrace,wall-reaction,diagonal-return,gentle-channel,time-balanced,break-candle,wave3-strength",110.257,111.47167343721532,0.764,111.30291600000001,0.14867695690616278,111.44388888888889,0.14617730180570035,-0.03462705559466909,0.8159240321402413,1.75,1.1811906816220816,0.48652694610777314,3902-3906-3911-3915-3922,2016-06-13 04:00:00,110.048,105.77697968835406,2016-06-24 00:00:00,105.77697968835406,TP,54,1.4236734372153137,3.0,2.985951834544915,2.985951834544915,2016,IS_2015_2024
