grade,timeframe,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_hold_bars
half,H4,224,33.92857142857143,-14.596414271461907,-0.06516256371188352,0.901351184835385,25.57414490552748,10,56.875
normal,H4,189,29.629629629629626,-27.81675171416536,-0.1471785804982294,0.790182380132726,28.824766236709905,14,52.05820105820106
