timeframe,risk_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_hold_bars
H4,all=1R,413,31.961259079903147,-42.41316598562726,-0.10269531715648247,0.8488155793564222,48.818869794164605,19,54.67070217917676
H4,normal=1R half=0.5R,413,31.961259079903147,-35.114958849896304,-0.08502411343800557,0.8299991612833351,36.03179734140086,19,54.67070217917676
