feature,bin,trades,win_rate,total_r,avg_r,pf
score,"(10.0, 20.0]",67,26.865671641791046,-24.141775678262054,-0.36032501012331425,0.4988975966804397
score,"(5.499, 6.0]",61,45.90163934426229,19.26841678214905,0.3158756849532631,1.587779450566206
score,"(6.0, 7.0]",71,28.169014084507044,-15.553426752926395,-0.21906234863276614,0.700690722937881
score,"(7.0, 8.0]",75,28.000000000000004,-13.504853092905693,-0.18006470790540924,0.7453518729790316
score,"(8.0, 9.0]",64,34.375,-2.663574120152567,-0.04161834562738386,0.9378996788370614
score,"(9.0, 10.0]",75,30.666666666666664,-5.817953123529603,-0.07757270831372803,0.8874473829286107
retrace,"(0.489, 0.55]",73,26.027397260273972,-16.380938576593955,-0.22439641885745143,0.6982610209877871
retrace,"(0.55, 0.618]",76,32.89473684210527,-1.5608650764994965,-0.020537698374993373,0.9700388924927423
retrace,"(0.618, 0.7]",97,30.927835051546392,-3.6223568853754964,-0.03734388541624223,0.9433355586021209
retrace,"(0.7, 0.8]",89,33.70786516853933,-8.42002362401622,-0.0946070070114182,0.8593264279326986
retrace,"(0.8, 0.886]",59,38.983050847457626,-6.534672629122816,-0.11075716320547145,0.8193872487080014
retrace,nan,19,26.31578947368421,-5.8943091940192645,-0.31022679968522443,0.584684691246787
wall_dist_atr,"(-0.001, 0.15]",250,30.8,-27.0778304792389,-0.10831132191695561,0.84419030849056
wall_dist_atr,"(0.15, 0.35]",141,34.751773049645394,-6.450075067946606,-0.04574521324784827,0.9294277332319429
wall_dist_atr,"(0.35, 0.6]",21,23.809523809523807,-10.15079479520917,-0.48337118072424623,0.3389119594073825
wall_dist_atr,"(0.6, 99.0]",1,100.0,1.2655343567674213,1.2655343567674213,inf
channel_dist_atr,"(-0.001, 0.25]",79,32.91139240506329,-2.146157320681315,-0.02716654836305462,0.9596969637240779
channel_dist_atr,"(0.25, 0.5]",67,22.388059701492537,-24.49390832456359,-0.36558072126214314,0.533987956203512
channel_dist_atr,"(0.5, 0.85]",73,30.136986301369863,-13.626140926890091,-0.18665946475191905,0.7282103224895291
channel_dist_atr,"(0.85, 1.5]",112,29.464285714285715,-19.96999747170809,-0.17830354885453653,0.7493567992073931
channel_dist_atr,"(1.5, 99.0]",82,43.90243902439025,17.823038058215825,0.2173541226611686,1.3967887868677134
time_ratio,"(-0.001, 0.45]",141,31.914893617021278,-15.475660436768283,-0.10975645699835662,0.8409891925747042
time_ratio,"(0.45, 0.8]",122,30.327868852459016,-16.623957546472443,-0.13626194710223313,0.8058649108413171
time_ratio,"(0.8, 1.2]",54,38.88888888888889,-0.1791450367061186,-0.003317500679742937,0.9945558296383129
time_ratio,"(1.2, 1.8]",55,30.909090909090907,-3.325863020029506,-0.0604702367278092,0.9074541262250971
time_ratio,"(1.8, 99.0]",41,29.268292682926827,-6.80853994565091,-0.16606194989392464,0.7631029862033376
signal_body_ratio,"(-0.001, 0.25]",8,25.0,-0.687545757408865,-0.08594321967610813,0.8741728667128197
signal_body_ratio,"(0.25, 0.45]",38,36.84210526315789,3.9493428661059964,0.10393007542384201,1.161456595734112
signal_body_ratio,"(0.45, 0.65]",116,25.0,-25.881387998166936,-0.22311541377730118,0.7022886567818908
signal_body_ratio,"(0.65, 1.0]",251,34.66135458167331,-19.793575096157454,-0.07885886492493009,0.879071393227061
