symbol,timeframe,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_hold_bars
AUDJPY,H4,58,41.37931034482759,5.613681143374559,0.09678760592025101,1.16953759879708,6.096248520466745,6,60.05172413793103
USDJPY,H4,61,36.0655737704918,4.148744960990603,0.0680122124752558,1.1108880067805225,7.683548247218547,7,61.01639344262295
EURJPY,H4,60,33.33333333333333,1.8658793307843442,0.031097988846405737,1.0461557251443598,12.157542851356844,11,51.18333333333333
CHFJPY,H4,64,34.375,-3.2970230186415264,-0.05151598466627385,0.9227793934425994,13.474384845795434,7,54.96875
SILVER,H4,52,32.69230769230769,-7.36866900252856,-0.14170517312554923,0.8013484941686164,11.142537181835726,10,53.69230769230769
XAUUSD,H4,56,25.0,-16.435476250811192,-0.2934906473359141,0.5968877237727532,17.8417346468116,8,52.0
GBPJPY,H4,62,20.967741935483872,-26.940303148795486,-0.43452101852895947,0.450499715477176,25.996772270860234,18,49.693548387096776
