timeframe,events,median_bars_after_h3,median_mfe_24,median_mae_24,median_fwd_24,pct_mfe24_ge_3,pct_hit1_first_24,median_mfe24_vs_prev_leg,median_mfe_48,median_mae_48,median_fwd_48,pct_mfe48_ge_3,pct_hit1_first_48,median_mfe48_vs_prev_leg,median_mfe_120,median_mae_120,median_fwd_120,pct_mfe120_ge_3,pct_hit1_first_120,median_mfe120_vs_prev_leg,median_prev_leg_avg_atr
H1,1551,18.0,2.1167881446030985,2.114322705503356,0.16097628251122298,35.07414571244358,46.74403610573823,0.533023998838449,3.1371363518373974,3.2210299728245624,0.08989120943481549,51.64410058027079,46.87298517085751,0.7655422075830287,5.048127356648739,5.016532171711894,0.5150172722848041,69.18117343649259,46.87298517085751,1.2439730883606084,3.954071567015488
H4,838,14.0,2.325514200491347,2.0352863349380668,0.27357077401995356,38.3054892601432,48.32935560859188,0.7101627539346513,3.338388512003224,2.7784228988871575,0.3987551756164103,54.17661097852029,48.32935560859188,0.9792518891225258,5.39344306315488,4.4698894132241405,0.7837114996451868,72.79236276849642,48.32935560859188,1.5708898006401966,3.2612733207949907
