symbol,timeframe,spec,period,event_time,h1_time,h2_time,h3_time,entry_close,line_reclaim_level,line_price,h1_price,h2_price,h3_price,bars_after_h3,h12_drop_atr,h23_drop_atr,line_touch_error_atr,leg1_drop_atr,leg2_drop_atr,prev_leg_avg_atr,mfe_24_atr,mae_24_atr,fwd_24_atr,hit_3atr_24,hit_1atr_first_24,mfe_48_atr,mae_48_atr,fwd_48_atr,hit_3atr_48,hit_1atr_first_48,mfe_120_atr,mae_120_atr,fwd_120_atr,hit_3atr_120,hit_1atr_first_120,mfe24_vs_prev_leg_avg,mfe48_vs_prev_leg_avg,mfe120_vs_prev_leg_avg
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-05-19 14:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,2015-05-15 06:00:00,95.447,94.711127318857,94.70170588235294,96.823,96.438,96.329,56,1.8445401081228803,0.5222204461958833,0.48389234005295434,4.168181543030976,2.323641434908096,3.2459114889695364,2.3351003841627285,0.9818035706138917,0.18043957513980471,False,True,2.3351003841627285,0.9818035706138917,-0.22289594576099733,False,True,2.3351003841627285,2.8339627389611763,-0.9234260610098461,False,True,0.7193974303051749,0.7193974303051749,0.7193974303051749
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-05-21 14:00:00,2015-05-15 00:00:00,2015-05-15 06:00:00,2015-05-15 15:00:00,95.405,94.54606790571397,94.53866666666667,96.438,96.329,96.179,95,0.5244664577989733,0.7217428318333498,0.06495685486511019,2.333635156261294,2.704129809935759,2.518882483098526,2.4387808425941246,2.81034025074553,-2.5603821034436964,False,True,2.4387808425941246,3.323767796554865,-2.0672214344426236,False,True,4.033108484843938,4.553291656256058,-3.364301550171389,True,True,0.96819953251417,0.96819953251417,1.6011499194209065
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-05-25 14:00:00,2015-05-15 06:00:00,2015-05-15 15:00:00,2015-05-17 23:00:00,95.099,94.21595132283136,94.20994117647062,96.329,96.179,96.092,135,0.8575456533220691,0.49737647892684717,0.2648863240261031,3.2129377144468543,1.898034379352999,2.5554860468999268,5.548949725723539,0.5241136922347758,1.4475521023625957,True,True,5.548949725723539,0.5241136922347758,3.161320683320712,True,True,7.512296255364764,4.342656307088023,-2.4708216919638244,True,True,2.171387213189835,2.171387213189835,2.939674143194
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-05-27 14:00:00,2015-05-19 05:00:00,2015-05-20 03:00:00,2015-05-20 19:00:00,95.479,94.83856726616291,94.8299736842105,96.058,95.887,95.753,115,1.0122487744993398,0.7932241858649516,0.05704325895634856,3.995718846707836,3.6997396728775636,3.8477292597926995,3.0429685950302194,4.352085103408481,-3.3280650790770685,True,True,3.0429685950302194,5.248102624698435,-2.816055066911321,True,True,8.773989753930385,5.248102624698435,8.069975987202575,True,True,0.7908478974412463,0.7908478974412463,2.280303306580124
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-06-17 18:00:00,2015-06-16 01:00:00,2015-06-16 14:00:00,2015-06-16 22:00:00,95.603,95.43165914202106,95.42214285714286,96.002,95.838,95.705,20,1.2098887249941421,0.9811902464891102,0.23664333880038324,4.411667424063959,2.5599474852009543,3.4858074546324564,3.719939078438664,3.441469062679782,1.602516128423443,True,False,3.719939078438664,3.441469062679782,-1.7443782119231508,True,False,3.719939078438664,3.441469062679782,-0.7828685348691446,True,False,1.0671671131734655,1.0671671131734655,1.0671671131734655
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-06-29 17:00:00,2015-06-25 15:00:00,2015-06-26 20:00:00,2015-06-29 02:00:00,94.299,94.26876717558464,94.25414285714285,95.807,94.847,94.72,15,2.6922268071809676,0.3561591713666328,0.20085327149838947,3.5083080581076826,6.110793971715882,4.809551014911783,0.5162633752849111,2.3351515584079907,-0.1538533237604136,False,False,2.3488274094088837,2.3351515584079907,-0.16411021201110784,False,False,2.3488274094088837,11.436430399523688,-8.161064084802076,False,False,0.10734128272769354,0.4883672929399141,0.4883672929399141
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-07-09 05:00:00,2015-07-06 14:00:00,2015-07-07 05:00:00,2015-07-07 19:00:00,90.913,90.74480669528307,90.72803448275862,92.416,92.021,91.639,34,1.4669480646554252,1.4186687612617352,0.0495172342499804,3.2384271199482115,5.8975025991717205,4.567964859559966,1.5978810166470825,2.724744867939239,0.9658833011075566,False,False,2.59655665205153,2.724744867939239,1.195429641185583,False,False,4.510436526468355,2.724744867939239,0.7154691119315547,True,False,0.34980151244005125,0.568427457715088,0.9874061349287276
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-09-30 04:00:00,2015-09-25 17:00:00,2015-09-28 07:00:00,2015-09-29 14:00:00,84.126,84.09889704350307,84.0858888888889,84.984,84.729,84.299,14,0.8478412036954673,1.4296930101531418,0.4476696551725222,2.4371278521912942,6.337197389190567,4.387162620690931,3.0596192296676956,1.1031541694907738,2.7982447226106624,True,False,3.5554620445259264,1.1031541694907738,0.51890527136321,True,False,8.609983761879008,3.2940875374688927,7.906578838475525,True,False,0.6974027393554513,0.8104240375675839,1.962540372055556
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-10-02 04:00:00,2015-09-28 07:00:00,2015-09-29 14:00:00,2015-09-30 00:00:00,84.261,83.56040440823641,83.54948780487805,84.729,84.299,84.209,52,1.5988758782482118,0.33464843963336505,0.18111797270478308,7.08711028823524,3.2237799684679778,5.155445128351609,3.1007813409370124,4.543537799423125,2.2488680035451356,True,True,7.699281291159613,4.543537799423125,7.607677706493842,True,True,14.62909247112663,4.543537799423125,14.290159207863216,True,True,0.6014575393082401,1.4934270658451108,2.8376002666920255
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-10-29 23:00:00,2015-10-28 17:00:00,2015-10-29 07:00:00,2015-10-29 14:00:00,85.798,85.79452151386302,85.78571428571428,86.25,85.986,85.925,9,1.2909000975594291,0.29827615890581644,0.34717388987386344,3.1245650088654657,2.312862674794009,2.7187138418297376,2.7477430573279378,2.1062245336129393,1.2546512720444027,False,True,4.479275355850766,2.1062245336129393,4.411149494925277,True,True,10.122367502511922,2.1062245336129393,6.494665408229693,True,True,1.0106775546037838,1.6475714681454459,3.7232191732615036
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-11-11 12:00:00,2015-11-09 12:00:00,2015-11-10 07:00:00,2015-11-11 03:00:00,86.888,86.87282944200642,86.86653846153845,87.269,87.09,86.942,9,1.3356327553700698,1.1043220547194519,0.3016071614595801,4.8127549006351895,4.6709838260427965,4.741869363338993,8.432707790158172,1.947232241836762,5.484041823948312,True,False,8.432707790158172,1.947232241836762,5.738374198392265,True,False,8.981111972553027,1.947232241836762,6.143716420162374,True,False,1.7783509295625706,1.7783509295625706,1.8940024037754102
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-12-23 05:00:00,2015-12-22 08:00:00,2015-12-22 14:00:00,2015-12-22 21:00:00,87.613,87.55307162850376,87.54653846153846,87.721,87.679,87.613,8,0.25897222134047676,0.4069563478207492,0.10482208959016376,2.250591923554114,2.0039517127536306,2.127271818153872,0.34439652498538004,3.5817238598478434,-1.1556416727286472,False,False,0.4515421105363509,3.5817238598478434,-1.6531033199297154,False,False,2.7704787121044676,3.5817238598478434,2.0128063571367405,False,False,0.16189587153195142,0.2122634760085415,1.30236234432363
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-01-12 12:00:00,2016-01-08 01:00:00,2016-01-11 13:00:00,2016-01-12 01:00:00,82.556,82.3557930946556,82.33670833333333,83.883,83.02,82.625,11,2.344256203406268,1.0729793746760914,0.2915606402073355,8.15735965101857,3.7296219783045017,5.943490814661536,2.1954689027803176,1.7238884702021933,0.8488447786405869,False,False,2.1954689027803176,3.646888678604014,-1.6872099921127586,False,False,2.1954689027803176,7.843954528549173,-2.2924048805880184,False,False,0.36939047627776017,0.36939047627776017,0.36939047627776017
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-01-26 09:00:00,2016-01-25 04:00:00,2016-01-25 15:00:00,2016-01-26 02:00:00,82.36,82.0694627371711,82.05449999999999,83.49,82.948,82.401,7,1.9930151370928113,2.0114008855899606,0.01838574849714938,3.956613076590121,3.8315899868093695,3.894101531699745,3.8562463097612336,0.3909712463102971,2.8103146850166243,True,True,6.37583878598307,0.3909712463102971,6.081774942604416,True,True,13.376563239145812,0.3909712463102971,8.8285985705279,True,True,0.9902788302692282,1.6373067661643803,3.4350833254486424
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-04-12 08:00:00,2016-03-31 14:00:00,2016-04-01 00:00:00,2016-04-01 09:00:00,82.864,82.83857527657449,82.82436842105275,86.701,86.473,86.305,167,1.0512028393827335,0.7745705132293653,0.17151204221507516,2.591122788303106,3.2319876772250318,2.911555232764069,4.026225220105961,0.8868957652681367,2.9422415070005274,True,True,4.026225220105961,0.8868957652681367,3.649646462631015,True,True,7.689949393296854,1.4148099112610253,7.281695787062332,True,True,1.3828434971105414,1.3828434971105414,2.641182728309929
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-04-14 08:00:00,2016-04-01 09:00:00,2016-04-04 11:00:00,2016-04-06 02:00:00,83.901,77.58794509729195,77.57599999999998,86.305,85.214,83.666,150,4.182496451109203,5.934467925130161,0.33927675153364384,5.5779398133491265,9.239061821423546,7.4085008173863365,3.633289787367212,0.5525279400143243,2.1682535827836387,True,True,3.633289787367212,6.023391709702,-2.0761655927812215,True,True,8.141415479757118,6.023391709702,7.630745717016572,True,True,0.49042172997275973,0.49042172997275973,1.0989288764942524
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-04-25 16:00:00,2016-04-22 14:00:00,2016-04-24 21:00:00,2016-04-25 06:00:00,85.804,85.69553967733472,85.6845,86.38,86.22,85.952,10,0.6672734866633799,1.117683090161188,0.25976003587970803,2.097741023698046,3.0235829864434813,2.5606620050707636,1.9067586272471124,2.558951601887492,1.6304824366008837,False,False,2.250971586085112,7.165064485285041,-5.856149418124878,False,False,2.250971586085112,23.397422965222702,-19.66995895043793,False,False,0.7446350293288393,0.879058455050926,0.879058455050926
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-06-14 01:00:00,2016-06-08 21:00:00,2016-06-09 19:00:00,2016-06-10 13:00:00,78.42,78.41851864758978,78.40820000000001,80.274,79.742,79.292,36,2.822621221650494,2.387555544629208,0.07813818146065642,6.86554861055593,4.048233067893526,5.456890839224728,0.20836063847455194,4.424029370402324,-1.7686426289121921,False,False,1.5505907979504039,4.424029370402324,-1.2695462158219224,False,False,1.5505907979504039,13.722728561861404,-2.369496563118032,False,False,0.03818303217224594,0.2841527975609458,0.2841527975609458
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-06-16 01:00:00,2016-06-14 00:00:00,2016-06-14 13:00:00,2016-06-14 20:00:00,78.158,77.5312531811538,77.52075,78.562,78.345,78.137,29,1.0201892761219884,0.9778772784948073,0.428544591352193,4.959906388519338,2.317757203355475,3.6388317959374064,0.1332929499644796,12.234388621737237,-4.351062723839618,False,False,0.1332929499644796,12.234388621737237,-1.9755919369731576,False,False,3.903579248958919,12.234388621737237,2.8467565742407914,True,False,0.036630698377785764,0.036630698377785764,1.0727561667777805
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-07-06 13:00:00,2016-07-04 14:00:00,2016-07-05 20:00:00,2016-07-06 07:00:00,75.517,75.26534580085807,75.24917073170732,77.402,75.955,75.524,6,5.03723965722317,1.5003802987305934,0.34660757558458516,6.046776285139325,4.908436708144187,5.477606496641756,2.34311208482421,0.757338338762403,1.1561001579475796,False,True,2.34311208482421,1.4590354934525056,1.134461919697209,False,True,14.92729321585222,1.4590354934525056,12.02467811341169,True,True,0.4277620318766489,0.4277620318766489,2.725148881177196
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-08-03 15:00:00,2016-08-02 02:00:00,2016-08-02 12:00:00,2016-08-03 02:00:00,76.917,76.88100276994163,76.87029166666667,77.47,77.346,77.081,13,0.6201892784953879,1.3254045064619715,0.4571395165684285,3.811163146883097,4.236292894238863,4.02372802056098,2.0352711985287284,1.3817437494599236,1.237034100023218,False,False,3.524380171764234,1.3817437494599236,2.6001056366525797,True,False,8.197101432606665,1.3817437494599236,5.704361019729667,True,False,0.5058172888745535,0.8758992043584676,2.0371907322562626
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-08-23 14:00:00,2016-08-22 08:00:00,2016-08-22 21:00:00,2016-08-23 08:00:00,76.643,76.60771863125717,76.60175,76.773,76.685,76.636,6,0.6933531239040238,0.386071625810274,0.20061178672390864,2.8049285467027945,2.111575422798771,2.458251984750783,0.08377130006125424,4.523650203305467,-0.6785475304958379,False,False,0.6450390104713124,4.523650203305467,-1.1141582908140741,False,False,6.341487414633743,4.523650203305467,4.666061413409492,True,False,0.03407758870161025,0.26239743300225843,2.579673464710593
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-09-18 23:00:00,2016-09-15 15:00:00,2016-09-16 02:00:00,2016-09-16 16:00:00,76.749,76.64885918708556,76.64084,76.893,76.834,76.696,7,0.35076031724101736,0.8204224369366828,0.3740002149935851,3.127117404555621,3.0973919539420014,3.112254679248811,1.7395778214374351,0.4676284466228778,0.41151303302821046,False,True,1.7395778214374351,0.5299789061726362,-0.02494018381983247,False,True,4.863335844878674,3.5851514241092026,0.542448998082641,True,True,0.5589445597226343,0.5589445597226343,1.5626407046008561
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-09-27 01:00:00,2016-09-23 13:00:00,2016-09-26 05:00:00,2016-09-26 13:00:00,76.989,76.75240656299556,76.743,77.082,76.98,76.856,12,0.647660354171093,0.7873518031100961,0.4635216260245044,2.4128522998533075,3.3716436084793053,2.892247954166306,2.700242374605124,2.0623898451708884,1.2066043681798042,False,True,6.266901101691879,2.0623898451708884,5.55463244382359,True,True,7.7818008590982926,2.631141683916457,7.56918334928683,True,True,0.9336137210211882,2.166792474574788,2.690571825935099
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-10-12 12:00:00,2016-10-10 15:00:00,2016-10-11 00:00:00,2016-10-12 06:00:00,78.593,78.5925746393027,78.58453846153846,78.978,78.916,78.637,6,0.36929479098748613,1.66182655944373,0.43084392281874795,1.3937900175979534,6.986819190779655,4.190304604188804,2.7127324257335204,4.3304168997948524,-2.4700797546244044,False,True,6.825384107866296,4.3304168997948524,6.601397026842415,True,True,8.853711563804742,4.3304168997948524,4.778391061842614,True,True,0.647383109815396,1.6288515400630674,2.112904048778268
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-10-27 15:00:00,2016-10-26 02:00:00,2016-10-27 00:00:00,2016-10-27 08:00:00,79.968,79.8365348995767,79.82853333333334,80.312,80.032,79.92,7,1.8521692533156175,0.7408677013262094,0.06735160921139667,4.207070161102571,3.148687730636531,3.6778789458695513,0.29994127737044124,2.1058377182049135,-0.6248776611884488,False,False,0.29994127737044124,4.724075118584272,0.0,False,False,4.149187670290956,9.329423481542802,-4.605348362958531,True,False,0.08155278675152994,0.08155278675152994,1.128146883396124
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-12-02 13:00:00,2016-12-01 16:00:00,2016-12-01 23:00:00,2016-12-02 07:00:00,84.697,84.56711491355853,84.55879999999999,84.85,84.736,84.642,6,0.7190016987511422,0.5928610498475367,0.22885517729663848,2.1506980638083895,2.302066842492949,2.226382453150669,2.2910641061845864,5.56229474598618,2.0745856079624128,False,False,5.075218124986289,5.56229474598618,1.3289374474194269,True,False,8.382528514491579,5.56229474598618,7.143790441331476,True,False,1.0290523548379493,2.2795805445753876,3.765089193291579
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2016-12-27 07:00:00,2016-12-22 14:00:00,2016-12-22 23:00:00,2016-12-26 10:00:00,84.383,84.34995224148399,84.34409090909091,85.0,84.914,84.556,21,0.5698955833556905,2.3723560330388724,0.15609543110004473,2.001261234574713,6.6730796795255,4.337170457050107,4.069040689139724,1.0492494858787067,2.815059596260149,True,False,4.069040689139724,5.476570487269738,-4.836784215392404,True,False,5.570405807145161,5.476570487269738,5.323021782019299,True,False,0.9381786419128316,0.9381786419128316,1.28434099196872
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2017-01-24 08:00:00,2017-01-20 16:00:00,2017-01-23 14:00:00,2017-01-24 02:00:00,85.69,85.6869039980499,85.67711764705884,86.883,86.27,85.858,6,2.9766625632506973,2.0006280196725355,0.3769938942630766,5.958181019752981,4.569395549786159,5.26378828476957,4.179290119200201,1.5889477103560343,-1.0116130117379143,True,True,4.179290119200201,1.5889477103560343,1.0218313249878415,True,True,7.1477101182898535,1.5889477103560343,1.3130532526093832,True,True,0.7939700255978581,0.7939700255978581,1.3579022809430406
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2017-04-13 02:00:00,2017-04-10 01:00:00,2017-04-10 13:00:00,2017-04-11 08:00:00,82.406,82.37248427516118,82.36267741935482,83.712,83.489,83.139,42,1.4971292477329785,2.3497544246930837,0.02070021755079107,3.5514859733217214,4.310120973294134,3.9308034733079276,2.50335076651935,0.12236337758954524,0.9228238059877721,False,True,2.50335076651935,2.085275893088452,-1.560133064266702,False,True,2.7786683660957543,4.690596140932398,-3.099872232268383,False,True,0.6368547253807835,0.6368547253807835,0.7068957746079821
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2017-04-17 05:00:00,2017-04-13 14:00:00,2017-04-14 02:00:00,2017-04-14 12:00:00,82.242,82.1863125902161,82.17904545454546,82.897,82.693,82.492,17,1.5236086679488552,1.5012026581259716,0.23152876816862783,3.2862147740072993,3.0098739861929045,3.148044380100102,4.878125523812297,0.6673881182085208,1.5136637732562999,True,True,4.878125523812297,4.2933008841452285,-3.5433492873954515,True,True,10.994703225743537,5.20149914809895,7.155501473575218,True,True,1.5495733016499538,1.5495733016499538,3.492550262393037
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2017-05-18 23:00:00,2017-05-16 13:00:00,2017-05-18 06:00:00,2017-05-18 17:00:00,82.69,82.68601997492905,82.67326923076924,84.401,83.081,82.852,6,4.1050800259605085,0.7121691863219379,0.38919374747236535,7.106142317666513,4.080200753075913,5.593171535371213,2.858656682554377,1.388154273832988,0.9019081440158008,False,False,2.858656682554377,1.388154273832988,0.6078076622715118,False,False,4.666394310342532,1.388154273832988,2.3528038539542555,True,False,0.5110976240360651,0.5110976240360651,0.834302020031436
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2017-06-19 15:00:00,2017-06-16 11:00:00,2017-06-19 01:00:00,2017-06-19 07:00:00,84.657,84.62822389557935,84.6218,84.808,84.738,84.675,8,0.5043035000766511,0.45387315006895534,0.23774307860754804,3.4868984862439696,3.0474340076057405,3.2671662469248552,3.3235284939243313,1.9147260175769472,-1.8213247484268467,True,True,3.3235284939243313,6.047732177468778,-3.3313119330200993,True,True,3.3235284939243313,7.254165237324204,-0.36582163750452296,True,True,1.0172511108219624,1.0172511108219624,1.0172511108219624
