symbol,timeframe,spec,period,event_time,h1_time,h2_time,h3_time,entry_close,line_reclaim_level,line_price,h1_price,h2_price,h3_price,bars_after_h3,h12_drop_atr,h23_drop_atr,line_touch_error_atr,leg1_drop_atr,leg2_drop_atr,prev_leg_avg_atr,mfe_24_atr,mae_24_atr,fwd_24_atr,hit_3atr_24,hit_1atr_first_24,mfe_48_atr,mae_48_atr,fwd_48_atr,hit_3atr_48,hit_1atr_first_48,mfe_120_atr,mae_120_atr,fwd_120_atr,hit_3atr_120,hit_1atr_first_120,mfe24_vs_prev_leg_avg,mfe48_vs_prev_leg_avg,mfe120_vs_prev_leg_avg
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-01-07 21:00:00,2015-01-06 02:00:00,2015-01-06 11:00:00,2015-01-07 13:00:00,96.328,96.2031658043268,96.19168571428571,97.22,97.024,96.383,8,0.8187293613685579,2.6775791869247727,0.31236103186002356,2.8864387178861297,5.814649341964496,4.350544029925313,4.037424779255468,0.3310078567674744,3.7369044882429727,True,True,5.753439194602489,0.3310078567674744,3.584466659468446,True,True,5.753439194602489,9.050451662667681,-3.175062205045584,True,True,0.9280275642503448,1.3224643067688386,1.3224643067688386
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-02-10 23:00:00,2015-02-06 17:00:00,2015-02-09 15:00:00,2015-02-10 02:00:00,92.898,92.78275949003641,92.77209090909092,93.101,92.977,92.9,21,0.5560367407935788,0.34528087936375973,0.06726250896697032,4.443809759084336,2.847446212934992,3.645627986009664,0.9326451241114703,2.0386966280828926,-0.41242598453168067,False,False,0.9326451241114703,7.6345673727517145,-3.205674697951003,False,False,2.1933563722822895,7.6345673727517145,0.9795117132628249,False,False,0.25582564312391637,0.25582564312391637,0.601640205939673
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-02-19 23:00:00,2015-02-17 18:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,92.756,92.75493934980189,92.74606060606061,93.366,93.071,92.98,20,1.8473816015931648,0.5698702567625962,0.0212918557472592,4.640372090781446,2.792990489188281,3.716681289984863,3.919473409084899,1.8808967221758226,3.654796325425446,True,True,3.919473409084899,1.8808967221758226,-0.12952282817376118,True,True,6.774607056220056,1.8808967221758226,2.2469394974495445,True,True,1.0545626873217482,1.0545626873217482,1.8227570586897557
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-02-23 23:00:00,2015-02-18 19:00:00,2015-02-19 03:00:00,2015-02-19 16:00:00,92.733,92.32638597513224,92.3182380952381,93.071,92.98,92.863,55,0.42057279771000755,0.5407364541986375,0.1426943420801002,2.0612688766887355,3.7343167093374894,2.8977927930131124,2.9762343474727944,1.896198790451726,2.1600711140420494,False,False,7.523429505158036,1.896198790451726,5.700869502685022,True,False,7.523429505158036,1.896198790451726,3.0191903071269843,True,False,1.0270694145726404,2.5962620665279545,2.5962620665279545
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-04-02 13:00:00,2015-03-24 12:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,90.889,90.85617645830425,90.84519298245615,94.664,93.5,93.376,112,6.568107061722719,0.699695253997925,0.5318248200750697,10.61392558685603,2.082157651010033,6.348041618933031,3.282203238628708,1.5295704413026843,0.10015044556151108,True,False,3.282203238628708,1.5295704413026843,-0.12746420344185264,True,False,8.895180483051995,1.6206163009040169,8.480921821865811,True,False,0.5170418588371473,0.5170418588371473,1.40124797804131
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-04-06 14:00:00,2015-03-26 12:00:00,2015-03-26 21:00:00,2015-03-27 11:00:00,91.179,90.90668457421789,90.89826086956519,93.5,93.376,93.148,147,0.7213450804281577,1.3263441801421978,0.20425183280947126,2.146583344177422,3.2460528619268754,2.696318103052149,5.9356307066115495,3.8344174364710657,5.152127453338795,True,False,8.13181406805785,3.8344174364710657,7.004044233801585,True,False,11.123371944190016,3.8344174364710657,-0.6647906391405468,True,False,2.2013836942653757,3.0158956611435745,4.125393043053304
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-04-08 14:00:00,2015-03-27 11:00:00,2015-03-31 01:00:00,2015-03-31 15:00:00,92.359,87.809875786285,87.80049999999999,93.148,92.064,91.722,143,5.529452776201728,1.744532148949242,0.2926346633355821,7.717769419181863,4.871427491948916,6.2945984555653895,2.581116854026282,1.0452456681593734,1.4772094391844415,False,True,3.7010229270541606,2.287808120614098,-0.18665101217130045,True,True,3.7010229270541606,10.08982042937526,-8.009994865180563,True,True,0.41005266217484915,0.5879680734490521,0.5879680734490521
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-04-10 14:00:00,2015-04-01 05:00:00,2015-04-02 13:00:00,2015-04-02 21:00:00,92.324,88.37956186038993,88.37022500000002,91.658,91.031,90.915,137,3.2625442261805113,0.6035966989424897,0.21203935760265666,7.6126031944212915,2.664150947056516,5.138377070738904,0.5301567971765238,7.738147191111557,-6.731384788392603,False,False,0.5301567971765238,9.944456286431988,-6.517180021856609,False,False,3.8235550826668976,9.944456286431988,0.894304900287646,True,False,0.10317592303522534,0.10317592303522534,0.7441172631025046
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-04-14 14:00:00,2015-04-10 02:00:00,2015-04-10 20:00:00,2015-04-14 01:00:00,91.107,90.92554959980741,90.91470212765958,93.053,92.423,91.378,13,3.5163018565365944,5.832595936636149,0.16744294554944852,6.267947595064429,8.617730264273858,7.4428389296691435,0.9080456594646996,2.9039023627550695,-1.1523422074424963,False,False,8.094051665076094,2.9039023627550695,7.453349397738086,True,False,9.439987363368937,2.9039023627550695,6.600616164230628,True,False,0.12200259444618466,1.087495207347702,1.2683315402324007
AUDJPY,H1,H1_P5R5_LOW0.2_TOUCH0.55_RECLAIMBUF0.05,Research_2015_2024,2015-05-15 14:00:00,2015-05-14 01:00:00,2015-05-14 13:00:00,2015-05-15 00:00:00,96.077,95.92873785009107,95.91817391304347,97.292,96.823,96.438,14,2.0865682292472476,1.712854516546177,0.19983302693045055,5.169706359030429,3.8706063101173838,4.520156334573906,0.48277455431825994,2.087289984846527,-0.5017068897816762,False,False,0.48277455431825994,3.085970680544059,-2.981842835495,False,False,0.48277455431825994,5.149595246061215,-4.974471143024244,False,False,0.10680483562606,0.10680483562606,0.10680483562606
