strategy,direction,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars,avg_fwd_4_atr,avg_fwd_8_atr,avg_fwd_16_atr,avg_fwd_24_atr,avg_mfe_16_atr,avg_mae_16_atr,hit_1atr_first_16
DONCHIAN20_FALSE_BREAK_6_Q,long,368,47.28260869565217,63.29275167754044,0.17199117303679468,1.3198537994647963,14.873384442017391,7,4.173913043478261,0.12053530023500338,0.2905902880959827,0.302116064430267,0.4719033816165877,2.295985157017689,-2.1476858368756946,57.065217391304344
RSI_70_30_REJECT_6_Q,long,163,50.920245398773,40.812020323518624,0.2503804927823228,1.4975245538618227,9.97564999322355,7,3.8404907975460123,0.4130432825832059,0.4973884727977438,0.5776943109966713,0.6252264248073175,2.547748143528732,-1.8915755943015007,61.963190184049076
DONCHIAN55_FALSE_BREAK_6_Q,long,174,46.55172413793103,24.58422431174356,0.14128864546979059,1.2577486486147071,14.45968238930817,7,3.7758620689655173,0.22768265975453353,0.33865196378691126,0.26843938728512384,0.23416982833431252,2.3431007990820865,-2.130769808443192,56.32183908045977
DONCHIAN20_FALSE_BREAK_6_Q,short,482,43.36099585062241,22.094473157718085,0.04583915592887569,1.0797957112603667,33.270279207294635,13,3.7095435684647304,-0.028843440380698256,0.03649721256358151,-0.16590795374046274,-0.24397593844137186,2.35047484358444,-2.3338623375630805,52.4896265560166
RSI_70_30_REJECT_6_Q,short,199,43.21608040201005,11.297993967767376,0.056773839034006915,1.0983650441652348,10.329387722587898,11,3.5376884422110555,0.013848481975124794,2.477714295378014e-05,-0.5425145662939588,-0.5712227253215006,2.2449250215996814,-2.5868719920127723,49.74874371859296
DONCHIAN55_FALSE_BREAK_6_Q,short,296,43.24324324324324,9.730507356590424,0.03287333566415684,1.0572415719380939,21.167640230039204,9,3.4932432432432434,-0.038907611204949635,-0.030457924015378623,-0.28300740049350787,-0.336094136315474,2.3697447472545212,-2.5206372675763578,51.689189189189186
