family,direction,lookback,pre_bars,trigger_atr,move_atr,wick_ratio,wick_max,close_location,range_atr,body_min,body_max,h4,rr,max_hold,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,worst_year_r,worst_2y_r,is_trades,is_r,oos_trades,oos_r,score
wick_sweep,short,24,6,0.05,0.8,0.65,1.0,0.65,1.0,0.0,0.65,not_oppose,1.0,12,116,47.41379310344828,-16.984006000953933,-0.14641384483580977,0.7299098683002901,23.832250434044816,11,-5.6443101247003895,-9.935195848004254,108,-16.42932446553344,8,-0.5546815354204948,-64.77188114810014
wick_sweep,short,24,6,0.05,0.8,0.55,1.0,0.75,1.0,0.0,0.65,align,1.0,12,78,44.871794871794876,-16.84769640912645,-0.21599610780931344,0.6168669614123493,19.213951076623736,6,-4.351754920846588,-7.036994231155501,71,-15.431022997403284,7,-1.4166734117231665,-65.14249697215
wick_sweep,short,24,12,0.05,0.8,0.55,1.0,0.75,1.0,0.0,0.65,not_oppose,1.0,12,106,44.339622641509436,-20.801095307460407,-0.19623674818358874,0.6465159229678268,25.37989745571093,7,-5.682204390617631,-9.17375624349089,98,-20.295043413398272,8,-0.5060518940621319,-65.28307072589574
wick_sweep,short,24,12,0.05,1.2,0.55,1.0,0.75,1.0,0.0,0.65,not_oppose,1.2,12,105,42.857142857142854,-15.398956479383608,-0.14665672837508198,0.7406368172345055,19.565120097350746,7,-5.282204390617685,-7.703840986996392,97,-13.492904585321424,8,-1.9060518940621882,-65.44934121812929
wick_sweep,long,48,6,0.05,1.2,0.65,1.0,0.75,1.0,0.0,0.65,align,1.0,12,43,41.86046511627907,-7.967988759884654,-0.18530206418336403,0.653264233502491,7.074375412093011,5,-3.3009806047663686,-4.472862667413388,37,-4.423849573807651,6,-3.5441391860770017,-65.53884065901184
wick_sweep,short,24,12,0.05,0.8,0.55,1.0,0.75,1.0,0.0,0.65,align,1.2,24,79,40.50632911392405,-15.442872264982274,-0.1954793957592693,0.69840782886022,19.61546740537867,6,-3.465023222141267,-5.7517940908125365,73,-13.469741301893816,6,-1.9731309630884573,-65.67183676305166
wick_sweep,long,48,12,0.05,0.8,0.65,1.0,0.75,1.0,0.0,0.65,align,1.0,12,45,42.22222222222222,-8.265975605245787,-0.1836883467832397,0.6581532738262315,7.372362257454142,5,-3.3009806047663686,-4.472862667413388,39,-4.721836419168785,6,-3.5441391860770017,-65.68204707901114
wick_sweep,long,48,6,0.05,0.8,0.65,1.0,0.75,1.0,0.0,0.65,align,1.0,12,45,42.22222222222222,-8.265975605245787,-0.1836883467832397,0.6581532738262315,7.372362257454142,5,-3.3009806047663686,-4.472862667413388,39,-4.721836419168785,6,-3.5441391860770017,-65.68204707901114
wick_sweep,long,48,12,0.05,1.2,0.65,1.0,0.75,1.0,0.0,0.65,align,1.0,12,45,42.22222222222222,-8.265975605245787,-0.1836883467832397,0.6581532738262315,7.372362257454142,5,-3.3009806047663686,-4.472862667413388,39,-4.721836419168785,6,-3.5441391860770017,-65.68204707901114
wick_sweep,short,24,6,0.05,1.2,0.55,1.0,0.65,1.0,0.0,0.65,align,1.2,12,105,44.761904761904766,-13.095006920387599,-0.12471435162273904,0.7821966667515614,22.129711941763944,7,-5.195596808895497,-8.818867194930803,97,-11.219340382134169,8,-1.8756665382534283,-66.181758866055
