signal_i,signal_time,entry_hour,atr,rsi14,bb_z,range_atr,body_ratio,ema20_dist_atr,ema100_slope_atr,h4_slope_atr,family,direction,lookback,move_6_atr,move_12_atr,trigger_atr,wick_ratio,close_location,h4_align,h4_oppose,h4_neutral,h4_context,stop_anchor,range_width_atr,entry_i,entry_time,entry,stop,target,risk,risk_atr,exit_i,exit_time,exit,exit_reason,bars_held,r_after_cost,sample,year
27175,2018-05-15 16:00:00,17,0.14316058732738815,74.81358713622382,2.140764528939151,1.4179880356020786,0.1921182266009897,2.392299283104301,1.3115171470175269,-0.007979756236022754,range_edge,short,96,4.086320201119188,5.071228147030014,1.0338040850694536,0.7980295566501949,0.9901477832511846,False,False,True,H4中立,110.422,9.730331692579645,27176,2018-05-15 17:00:00,110.224,110.45779014683184,110.03696788253454,0.2337901468318364,1.633062221917204,27188,2018-05-16 05:00:00,110.287,TIME,12,-0.35501923894044146,IS_2014_2024,2018
31765,2019-02-11 09:00:00,10,0.13555096594478858,58.80178573068053,0.7118980284600778,1.5639873793769443,0.3207547169811169,0.4978035402588321,0.3061946256590076,-0.14063639823303642,range_edge,short,96,1.3205365137192069,3.371425624411626,0.6492023084206678,0.6556603773585276,0.9764150943396445,True,False,True,H4順,110.129,9.76016652318705,31766,2019-02-11 10:00:00,109.922,110.1628877414862,109.72928980681104,0.24088774148620473,1.7771008845803504,31778,2019-02-11 22:00:00,109.914,TIME,12,-0.049815735437504144,IS_2014_2024,2019
31915,2019-02-19 15:00:00,16,0.13411880402257936,61.313319436036664,1.6078893179146734,2.3039274936271465,0.1941747572815534,1.3276280618868854,0.4896799790495378,0.12448019555676676,range_edge,short,96,2.1548059730039593,4.928466256593816,1.178060012922583,0.6990291262135923,0.6990291262135923,False,True,True,H4逆,110.561,6.524066527261089,31916,2019-02-19 16:00:00,110.349,110.59452970100565,110.15257623919548,0.2455297010056512,1.83068811860502,31924,2019-02-20 00:00:00,110.59452970100565,SL,8,-1.0814565403618925,IS_2014_2024,2019
32312,2019-03-14 03:00:00,4,0.132139364025996,70.38139328004692,1.9633761093772137,1.5059857557725833,0.06532663316585606,1.967779929522233,0.7778960606532246,0.041193264822112205,range_edge,short,96,2.6260153630808176,3.640096223751816,0.9535387197353423,0.7788944723617509,0.7788944723617509,False,True,True,H4逆,111.201,9.013211231784762,32313,2019-03-14 04:00:00,111.048,111.23403484100649,110.89917212719482,0.1860348410064887,1.4078684453929244,32317,2019-03-14 08:00:00,111.23403484100649,SL,4,-1.1075067438540325,IS_2014_2024,2019
32587,2019-03-29 14:00:00,15,0.15216248772387198,58.76236463487061,1.1109311501051622,1.123798661272577,0.07017543859649707,0.7824708933612976,0.511911876320624,0.09434124851946424,range_edge,short,96,0.9857882993618983,1.2420932571960162,0.118294595923439,0.7368421052632191,0.8070175438597161,False,True,True,H4逆,111.455,6.2761855059377645,32588,2019-03-29 15:00:00,111.318,111.49304062193097,111.17796750245522,0.17504062193097525,1.1503533134172992,32588,2019-03-29 15:00:00,111.17796750245522,TP,0,0.6857408081656786,IS_2014_2024,2019
32604,2019-04-01 07:00:00,8,0.12379755952121087,64.22287559944981,1.2515525426108143,0.7996926626250784,0.010101010101057949,1.3143423777263077,1.103978793342974,0.33182642220750724,range_edge,short,96,0.8158480699507994,3.1422267248600035,0.40388518314394073,0.7575757575757576,0.7676767676768155,False,True,True,H4逆,111.676,9.240892990333935,32605,2019-04-01 08:00:00,111.599,111.70694938988031,111.51264048809576,0.10794938988030367,0.8719831820417118,32605,2019-04-01 08:00:00,111.70694938988031,SL,0,-1.1852720059111646,IS_2014_2024,2019
33438,2019-05-20 01:00:00,2,0.11932956703347557,62.323512669697365,1.203613836206152,1.181601538539366,0.24113475177300675,1.2465412543219396,0.38356786906775225,-0.2219859902378856,range_edge,short,96,2.027996966854844,4.181696225043795,0.276545040934654,0.6312056737588952,0.872340425531902,False,False,True,H4中立,109.082,6.18455273363196,33439,2019-05-20 02:00:00,108.957,109.11183239175837,108.83313408659329,0.15483239175837582,1.2975190944499164,33443,2019-05-20 06:00:00,108.83313408659329,TP,4,0.6708280627013858,IS_2014_2024,2019
33704,2019-06-04 15:00:00,16,0.135127912176778,63.83385435472683,1.9566653526464117,1.139660914752604,0.11038961038958642,1.2022899568153875,0.6191405168584715,-0.02002332507617305,range_edge,short,96,2.419929344961742,2.1535151051494283,0.3034162175639886,0.7012987012987444,0.7012987012987444,False,False,True,H4中立,109.036,7.955425216617413,33705,2019-06-04 16:00:00,108.928,109.06978197804419,108.81457441756464,0.14178197804419312,1.0492427194368998,33707,2019-06-04 18:00:00,109.06978197804419,SL,2,-1.1410616516703997,IS_2014_2024,2019
33752,2019-06-06 15:00:00,16,0.15367235426347306,67.65940416750936,2.2531508026638623,0.7938968631327756,0.25409836065566993,2.160710197248989,0.31418654219269837,0.09210112117179797,range_edge,short,96,4.444520963276069,4.080109288395468,0.09761027005731228,0.7131147540983883,0.9672131147540582,False,True,True,H4逆,109.437,9.721982897707932,33753,2019-06-06 16:00:00,109.317,109.47541808856586,109.1902655291473,0.1584180885658668,1.030882160458459,33765,2019-06-07 04:00:00,109.354,TIME,12,-0.3598073964660734,IS_2014_2024,2019
33993,2019-06-20 16:00:00,17,0.1516017594318827,71.87014261347304,1.240431450261102,1.6490573786007368,0.10000000000002274,2.101515113599904,0.8412931487564103,0.07941664384073326,range_edge,short,96,1.952483936263315,6.213648202567624,0.31002278717701276,0.5880000000000223,0.688000000000045,False,True,True,H4逆,109.611,8.898313614929506,33994,2019-06-20 17:00:00,109.437,109.64890043985797,109.26747964811362,0.21190043985797047,1.3977439355061114,33997,2019-06-20 20:00:00,109.26747964811362,TP,3,0.7056160524564482,IS_2014_2024,2019
34773,2019-08-06 04:00:00,5,0.22890296207337069,69.93059065975194,2.5167703267565096,1.8697879491083633,0.21962616822428666,2.3189759065917457,-0.10173586031787632,-0.2254760125817712,range_edge,short,96,4.643889228743475,3.765787878811705,0.034949307459950264,0.7640186915887857,0.7640186915887857,False,False,True,H4中立,109.806,7.706322294923286,34774,2019-08-06 05:00:00,109.479,109.86322574051835,109.17161940758533,0.384225740518346,1.6785529424262733,34775,2019-08-06 06:00:00,109.17161940758533,TP,1,0.747947266695272,IS_2014_2024,2019
35431,2019-09-12 14:00:00,15,0.20716760352965696,56.951306522268624,0.7348858154188842,1.834263627737582,0.04736842105263217,0.6678885672155447,0.8236329101321924,0.2541712595903653,range_edge,short,96,1.16330930074933,1.9549388664044838,0.8495536802152889,0.7552631578947337,0.8026315789473659,False,True,True,H4逆,109.15,5.102149090838365,35432,2019-09-12 15:00:00,108.846,109.20179190088243,108.56136647929407,0.35579190088242285,1.7174109021900699,35432,2019-09-12 15:00:00,109.20179190088243,SL,0,-1.0562126342685343,IS_2014_2024,2019
35434,2019-09-12 17:00:00,18,0.21562799743245437,67.81831966707983,1.888495034429791,0.7095553537657787,0.07189542483657703,1.9098155575529787,0.9436998628873288,0.3052079379630341,range_edge,short,96,4.632979074588553,2.9077856654324474,0.454486435745421,0.9150326797386161,0.9150326797386161,False,True,True,H4逆,109.392,6.3859981838923385,35435,2019-09-12 18:00:00,109.254,109.44590699935812,109.10047440051352,0.1919069993581104,0.8899911033966051,35437,2019-09-12 20:00:00,109.10047440051352,TP,2,0.6957828528041761,IS_2014_2024,2019
36759,2019-11-29 00:00:00,1,0.06601777850827849,61.55448672620966,1.2623548353021223,0.984583266337065,0.0615384615385389,0.8775798696603533,1.3938118296405457,0.18397305615146703,range_edge,short,96,1.6813652702062798,1.0451730058038222,0.2726538276010533,0.7076923076922135,0.7692307692307524,False,True,True,H4逆,109.719,11.34542871517666,36760,2019-11-29 01:00:00,109.671,109.73550444462707,109.61939644429836,0.06450444462706173,0.9770768736026616,36760,2019-11-29 01:00:00,109.61939644429836,TP,0,0.4899438462629222,IS_2014_2024,2019
37796,2020-01-31 14:00:00,15,0.11074206498028255,67.33144634501288,2.0871338600671345,1.056509105377763,0.10256410256410256,1.9372927783093894,0.257496990227224,-0.3319464030704468,range_edge,short,96,3.5397570026330185,2.5193678666699224,0.8217293041826191,0.7863247863247458,0.8888888888888484,True,False,True,H4順,112.699,7.883183324741514,37797,2020-01-31 15:00:00,112.597,112.72668551624507,112.49325158700394,0.1296855162450754,1.17105922007293,37797,2020-01-31 15:00:00,112.49325158700394,TP,0,0.6457807735273955,IS_2014_2024,2020
38513,2020-03-13 10:00:00,11,0.4655162917055298,67.95769043279608,1.6845567689865248,1.022520604501423,0.008403361344548102,1.6389642250345609,-0.1504612475874032,-0.25387874205998145,range_edge,short,96,1.7657813800423825,4.253342010321061,0.4017045231970137,0.8214285714285843,0.8214285714285843,False,False,True,H4中立,112.751,6.4788280318829585,38514,2020-03-13 11:00:00,112.359,112.86737907292638,111.95229674165888,0.5083790729263882,1.0920757919423623,38515,2020-03-13 12:00:00,112.86737907292638,SL,1,-1.039340722435493,IS_2014_2024,2020
38520,2020-03-13 17:00:00,18,0.4913943117274738,67.23088027310062,1.4084774045756692,0.8221503390622354,0.014851485148515548,1.6225131486593858,0.30748636968347826,-0.08124864153723246,range_edge,short,96,1.0928087427634392,2.6679185507688272,0.5250366026684818,0.7648514851485155,0.7797029702970311,False,False,True,H4中立,113.212,5.732667091926565,38521,2020-03-13 18:00:00,112.897,113.33484857793187,112.54672113765452,0.4378485779318595,0.8910330613975226,38522,2020-03-13 19:00:00,113.33484857793187,SL,1,-1.0456778918741236,IS_2014_2024,2020
