signal_i,signal_time,entry_hour,atr,rsi14,bb_z,range_atr,body_ratio,ema20_dist_atr,ema100_slope_atr,h4_slope_atr,family,direction,lookback,move_6_atr,move_12_atr,trigger_atr,wick_ratio,close_location,h4_align,h4_oppose,h4_neutral,h4_context,stop_anchor,range_width_atr,entry_i,entry_time,entry,stop,target,risk,risk_atr,exit_i,exit_time,exit,exit_reason,bars_held,r_after_cost,sample,year
1001,2014-02-28 15:00:00,16,0.2341109821326721,71.92406087515093,1.6646506644808858,0.7902235013270829,0.22162162162160168,2.8608832800650568,0.03697572036316945,0.21148019164432752,range_edge,short,96,5.104416670734369,6.253444356447812,0.15377322187986872,0.7783783783783983,1.0,False,True,True,H4逆,116.037,7.9065064916562795,1002,2014-02-28 16:00:00,115.85,116.09552774553318,115.65357780357346,0.24552774553318102,1.048766458098232,1007,2014-02-28 21:00:00,115.65357780357346,TP,5,0.7185428108885027,IS_2014_2024,2014
1502,2014-03-31 11:00:00,12,0.20496773339052993,77.79447983937578,2.2278107659308493,0.7025496043596229,0.20138888888895468,3.0578109096192883,1.1011165475852687,0.1503192527415888,range_edge,short,96,4.376298577156678,4.337268043581098,0.4488511361186248,0.715277777777712,0.9166666666666666,False,True,True,H4逆,116.893,10.055241212396755,1503,2014-03-31 12:00:00,116.759,116.94424193334763,116.6108064533219,0.1852419333476263,0.9037614373901496,1505,2014-03-31 14:00:00,116.6108064533219,TP,2,0.6920330853895911,IS_2014_2024,2014
5059,2014-10-23 16:00:00,17,0.1712822834163681,76.23000520439643,1.6413712122170028,0.8991005778784463,0.32467532467540616,2.972002767984987,-0.27290893644428216,-0.3501334760693292,range_edge,short,96,4.086820808538422,6.737416018647716,0.04086820808533113,0.5649350649350074,0.8896103896104136,False,False,True,H4中立,113.511,8.121096778110084,5060,2014-10-23 17:00:00,113.374,113.55382057085409,113.23014354331673,0.17982057085409053,1.0498492153853813,5067,2014-10-24 00:00:00,113.23014354331673,TP,7,0.6887780196391199,IS_2014_2024,2014
7760,2015-04-02 15:00:00,16,0.26073839323940723,80.12115479064941,1.7933907854450317,0.7440407896579844,0.09278350515464144,2.6493367343349896,0.653876304840306,0.3429404350634652,range_edge,short,96,3.3903714332868535,4.7864067293461625,0.21093939912986426,0.6546391752576991,0.6546391752576991,False,True,True,H4逆,125.14,7.793251982396914,7761,2015-04-02 16:00:00,125.013,125.20518459830986,124.85925232135213,0.19218459830985068,0.7370782488998037,7761,2015-04-02 16:00:00,124.85925232135213,TP,0,0.6959333881283722,IS_2014_2024,2015
8698,2015-05-27 17:00:00,18,0.2713176705917027,71.31478883622762,1.4961004144634635,0.9177433945122851,0.11646586345380289,1.9270423854853904,0.7815785541488622,0.33688231904527943,range_edge,short,96,1.7507153108166207,4.186973880184627,0.2616858675115326,0.682730923694742,0.682730923694742,False,True,True,H4逆,130.498,7.249804245002752,8699,2015-05-27 18:00:00,130.328,130.5658294176479,130.1377364658817,0.23782941764790166,0.876571795450078,8699,2015-05-27 18:00:00,130.1377364658817,TP,0,0.71590611372729,IS_2014_2024,2015
9460,2015-07-10 11:00:00,12,0.4421003651635979,81.99251223762539,1.9858822482963951,1.264418770143158,0.07513416815742716,3.493259204197628,-0.18199111215754477,-0.4600166517154139,range_edge,short,96,5.387916834491925,6.308522271787598,1.0110826301501998,0.8550983899820793,0.8550983899820793,False,False,True,H4中立,131.194,8.106756479773024,9461,2015-07-10 12:00:00,130.715,131.30452509129088,130.2433799269673,0.5895250912908807,1.3334643844339027,9470,2015-07-12 21:00:00,130.2433799269673,TP,9,0.7660743871712361,IS_2014_2024,2015
10136,2015-08-19 15:00:00,16,0.18517102023433668,74.1992360948783,1.6164146001584754,1.1394871602099998,0.05213270142184468,1.8365692040387405,0.46393616188986186,-0.10317398102499381,range_edge,short,96,2.2627730811752316,4.736162272531376,0.08640660930512407,0.6492890995260293,0.701421800947874,False,False,True,H4中立,128.049,5.670433735641745,10137,2015-08-19 16:00:00,127.902,128.09529275505858,127.74736579595314,0.1932927550585788,1.0438607229898282,10138,2015-08-19 17:00:00,128.09529275505858,SL,1,-1.1034699929334386,IS_2014_2024,2015
10139,2015-08-19 18:00:00,19,0.1983238817255218,79.69127056285458,1.7259662427615556,1.1597191321532694,0.08260869565220132,2.3796962900846896,0.6542876513264589,-0.09633147133776399,range_edge,short,96,2.788368174264275,4.875862612140261,0.25715511191233953,0.6782608695652733,0.7608695652174746,False,False,True,H4中立,128.352,6.645694852948078,10140,2015-08-19 19:00:00,128.18,128.40158097043138,128.0027352236549,0.2215809704313756,1.1172682205668067,10142,2015-08-19 21:00:00,128.40158097043138,SL,2,-1.090260458563051,IS_2014_2024,2015
10145,2015-08-20 00:00:00,1,0.1949215492465557,75.2830772029141,1.2794821402834746,1.1132683935603769,0.23502304147458375,1.9671805706925554,1.1991315880890685,0.11668183654359338,range_edge,short,96,1.7186401467406123,3.657881864555274,0.4514636803377903,0.7142857142856769,0.7142857142856769,False,True,True,H4逆,128.512,7.392717765531844,10146,2015-08-20 01:00:00,128.35,128.56073038731165,128.18141569015066,0.2107303873116564,1.0811035933492614,10150,2015-08-20 05:00:00,128.18141569015066,TP,4,0.7050919980971146,IS_2014_2024,2015
10917,2015-10-05 04:00:00,5,0.2101245058605725,62.71411054599661,0.9269107404222512,0.7091033927231193,0.16778523489936598,1.1607256004513826,0.5456708931048322,-0.068557814832421,range_edge,short,96,1.546702031107479,1.4039295359283228,0.2569904913224809,0.7583892617449588,0.9261744966443247,False,False,True,H4中立,123.759,6.834043435908644,10918,2015-10-05 05:00:00,123.616,123.81153112646514,123.45957509882788,0.19553112646514137,0.9305488936872764,10920,2015-10-05 07:00:00,123.81153112646514,SL_first_same_bar,2,-1.102285504929957,IS_2014_2024,2015
11939,2015-12-02 19:00:00,20,0.21979173866301693,78.99028598684323,2.3420345012387664,1.2238858550203293,0.096654275092926,3.338057567332032,0.5780108209353685,-0.3718738390984527,range_edge,short,96,4.595259158254876,5.045685550994731,0.691563754509591,0.7026022304832681,0.799256505576194,False,False,True,H4中立,121.085,10.041323725018454,11940,2015-12-02 20:00:00,120.87,121.13994793466574,120.65404165226741,0.26994793466573697,1.2281987317076515,11952,2015-12-03 08:00:00,120.65404165226741,TP,12,0.7259116391285988,IS_2014_2024,2015
13053,2016-02-09 15:00:00,16,0.3889093883758067,66.26551371608628,2.136623758999533,1.0285172123782265,0.18499999999999253,2.2826877177113003,-0.49491046001970873,-0.1308994674312339,range_edge,short,96,3.3529661123529757,5.392001485892797,0.7122481695719143,0.7824999999999949,0.7824999999999949,False,False,True,H4中立,118.522,5.5231374304710235,13054,2016-02-09 16:00:00,118.209,118.61922734709395,117.88081812232484,0.4102273470939508,1.0548147186859484,13062,2016-02-10 00:00:00,117.88081812232484,TP,8,0.7512465462342106,IS_2014_2024,2016
13433,2016-03-02 11:00:00,12,0.2329754492873349,65.85673407897116,1.3031057602557075,0.8112442773611487,0.07407407407405459,1.405451764186898,1.3110061949731038,-0.15360299884983833,range_edge,short,96,2.794285844244045,1.5237657061545515,0.03433838211050706,0.7354497354497406,0.7354497354497406,True,False,True,H4順,114.636,9.760685114917045,13434,2016-03-02 12:00:00,114.497,114.69424386232183,114.33920491014254,0.19724386232182667,0.8466293891703606,13435,2016-03-02 13:00:00,114.33920491014254,TP,1,0.6986026750612868,IS_2014_2024,2016
14373,2016-04-26 14:00:00,15,0.21467631708760546,62.10030290108742,1.7792322513390648,1.2390747317108837,0.06766917293233203,1.4549409854810609,0.9750390686708933,0.07396617797296352,range_edge,short,96,2.832170815339125,2.971916085832836,0.5123993251435857,0.6917293233082473,0.7593984962405794,False,True,True,H4逆,114.453,10.313200962435488,14374,2016-04-26 15:00:00,114.252,114.5066690792719,114.04826473658247,0.2546690792719062,1.1862933123078518,14374,2016-04-26 15:00:00,114.5066690792719,SL,0,-1.0785332874222102,IS_2014_2024,2016
14943,2016-05-30 08:00:00,9,0.18364712862773674,78.37624087842988,1.5016454228427978,1.094490295067079,0.16417910447755285,2.866078992571684,0.6106393511449871,-0.05527629872328115,range_edge,short,96,3.076552321954813,7.242149713628164,0.7133245206656333,0.7860696517413256,0.9502487562188784,False,False,True,H4中立,112.127,9.224211740515821,14944,2016-05-30 09:00:00,111.937,112.17291178215693,111.74827057427446,0.23591178215693276,1.2845928162325884,14956,2016-05-30 21:00:00,111.988,TIME,12,-0.30095995778956763,IS_2014_2024,2016
16308,2016-08-17 05:00:00,6,0.2140050727175792,69.13722536227391,1.9775484897845677,1.4438910072369282,0.34627831715210416,2.14710559642875,0.49679805237810204,-0.2864710357970995,range_edge,short,96,3.971868466509355,3.817666514280161,0.6027894496232113,0.6537216828478959,0.6537216828478959,True,False,True,H4順,104.988,7.41103927986338,16309,2016-08-17 06:00:00,104.786,105.04150126817939,104.5815989854565,0.2555012681793869,1.1939028590998395,16313,2016-08-17 10:00:00,104.5815989854565,TP,4,0.7217225020348192,IS_2014_2024,2016
16535,2016-08-30 16:00:00,17,0.16961235838189562,66.52215832020053,1.895538735602893,1.0317644402182702,0.05142857142857421,1.9783370768241535,0.4749989489837631,-0.004499796089549464,range_edge,short,96,3.0009605718349053,4.516180349755505,0.6544334449384811,0.6514285714286067,0.6514285714286067,False,False,True,H4中立,104.911,8.183365960131274,16536,2016-08-30 17:00:00,104.797,104.95340308959547,104.67187752832362,0.15640308959547156,0.9221208353421845,16537,2016-08-30 18:00:00,104.67187752832362,TP,1,0.6721252882424561,IS_2014_2024,2016
17515,2016-10-26 13:00:00,14,0.13733536630260854,59.67905943348433,1.2703744356999425,1.2888158728903087,0.03389830508474576,0.8380372273957565,0.34398798267845376,0.030392362511442166,range_edge,short,96,1.4999777955672173,2.5921946369996824,0.09465879292418146,0.7740112994350015,0.7740112994350015,False,True,True,H4逆,105.212,8.71589039463076,17516,2016-10-26 14:00:00,105.074,105.24633384157566,104.93613292673946,0.17233384157566434,1.2548394941179186,17518,2016-10-26 16:00:00,105.24633384157566,SL,2,-1.116053816343606,IS_2014_2024,2016
17526,2016-10-27 00:00:00,1,0.13058369611124088,59.20389421995165,0.785358645172212,1.2252678149322465,0.30000000000001775,0.6624206697039635,0.8591998421942437,0.20542937817826204,range_edge,short,96,1.0874251857523605,2.1212449046015047,0.1301847053365226,0.6249999999999778,0.9249999999999956,False,True,True,H4逆,105.347,10.169722863937885,17527,2016-10-27 01:00:00,105.197,105.3796459240278,105.05088326077777,0.18264592402779556,1.3986885764988932,17527,2016-10-27 01:00:00,105.05088326077777,TP,0,0.6904985145085056,IS_2014_2024,2016
19420,2017-02-14 23:00:00,0,0.15588043641847538,64.47121563445302,1.2493476799771213,0.6607628408447707,0.20388349514564982,1.618796757788587,0.2913593082488779,-0.13572642798603704,range_edge,short,96,1.0969946192665707,4.509866768096124,0.15396415709005778,0.776699029126239,0.9805825242718889,False,False,True,H4中立,113.666,8.192176191833187,19421,2017-02-15 00:00:00,113.567,113.70497010910462,113.4566239127163,0.1379701091046286,0.8851021479965269,19426,2017-02-15 05:00:00,113.70497010910462,SL,5,-1.144958934437338,IS_2014_2024,2017
19829,2017-03-10 00:00:00,1,0.1885910658009734,70.0364353245215,1.423184096973257,1.028680755241807,0.15463917525773574,2.2286157223070124,1.280907154609759,0.34218488654197177,range_edge,short,96,1.1824526207160762,5.132798819969378,0.6681122430952104,0.7525773195876229,0.7525773195876229,False,True,True,H4逆,113.914,9.06193510674344,19830,2017-03-10 01:00:00,113.762,113.96114776645024,113.60268178683981,0.19914776645023835,1.055976674210038,19833,2017-03-10 04:00:00,113.96114776645024,SL,3,-1.1004279403003383,IS_2014_2024,2017
21519,2017-06-16 09:00:00,10,0.18424729338498635,72.86865260063806,1.6599893852271819,0.7001459702881944,0.3100775193797715,2.3192374828095064,0.8485624034024659,-0.02084313435160877,range_edge,short,96,2.073300470155687,4.05433364190125,0.22795450195429584,0.6744186046511628,0.9844961240309343,False,False,True,H4中立,114.411,10.171112777674598,21520,2017-06-16 10:00:00,114.286,114.45706182334625,114.149150541323,0.17106182334624975,0.9284360177211101,21522,2017-06-16 12:00:00,114.149150541323,TP,2,0.6830832057745454,IS_2014_2024,2017
21545,2017-06-19 11:00:00,12,0.16069671688859394,66.09613499786376,1.8617404325414961,1.1387911560561685,0.22404371584698604,1.712454368978021,1.0829153862770533,0.23288107139892097,range_edge,short,96,3.3043612233106017,2.9683244887366245,0.52894671182935,0.7595628415300618,0.7595628415300618,False,True,True,H4逆,114.496,11.923081174883619,21546,2017-06-19 12:00:00,114.353,114.53617417922214,114.20646065662227,0.1831741792221493,1.1398750563718005,21549,2017-06-19 15:00:00,114.20646065662227,TP,3,0.6908143053516892,IS_2014_2024,2017
22114,2017-07-21 04:00:00,5,0.1626090043867849,58.95210042975665,0.714246645893593,0.8425117693613671,0.08029197080288791,0.7717273058639244,0.7071981437990834,0.31171779440293784,range_edge,short,96,1.2852916773469183,1.7342213062766552,0.030748604721189707,0.8613138686130993,0.9416058394159872,False,True,True,H4逆,117.785,7.514958993865564,22115,2017-07-21 05:00:00,117.659,117.8256522510967,117.52567819912265,0.1666522510966928,1.0248648389746642,22117,2017-07-21 07:00:00,117.52567819912265,TP,2,0.6799896198917463,IS_2014_2024,2017
22583,2017-08-17 17:00:00,18,0.1919407072614052,56.936247536064144,1.2146706681863124,0.9065299512678191,0.17816091954027166,0.7419382655309091,0.7840970432458596,-0.15716702075503478,range_edge,short,96,2.1256564374556755,2.1412862642016735,0.25007722793597054,0.8160919540230007,0.9942528735632724,True,False,True,H4順,114.252,8.059780658686062,22584,2017-08-17 18:00:00,114.079,114.29998517681534,113.90221185854772,0.22098517681534702,1.1513200090191706,22585,2017-08-17 19:00:00,113.90221185854772,TP,1,0.7094961920603298,IS_2014_2024,2017
22719,2017-08-25 09:00:00,10,0.1206824497905993,72.45275418700032,1.7777297971720378,0.8451933166503326,0.10784313725499484,1.8706247023093436,1.108955717946218,-0.2716380483048172,range_edge,short,96,2.2952798893346484,2.9333179813157426,0.3894518223780552,0.6960784313725026,0.8039215686274974,True,False,True,H4順,113.843,10.20860947169786,22720,2017-08-25 10:00:00,113.761,113.87317061244765,113.67126351004187,0.11217061244765603,0.9294691369149989,22721,2017-08-25 11:00:00,113.87317061244765,SL,1,-1.17829981992247,IS_2014_2024,2017
22768,2017-08-29 10:00:00,11,0.19714550125554992,74.33382383358277,2.4781031948871792,0.9688275856339156,0.2251308900523864,2.549600214305096,1.3934167080993076,0.3077590172273544,range_edge,short,96,4.205016065395356,4.666604077398913,0.5326015523118516,0.6649214659685533,0.6649214659685533,False,True,True,H4逆,115.063,11.260718534593002,22769,2017-08-29 11:00:00,114.936,115.11228637531389,114.7949708997489,0.1762863753138788,0.8941942585104569,22770,2017-08-29 12:00:00,114.7949708997489,TP,1,0.6865482374097254,IS_2014_2024,2017
23517,2017-10-11 15:00:00,16,0.14092838521182915,62.79456957128932,1.905879773443616,1.2985318729433095,0.1092896174863214,1.2835586867759552,0.008889074737962884,-0.09903964000150194,range_edge,short,96,3.2711649914037575,2.3274232476798242,0.1773950646096883,0.5846994535519321,0.6939890710382535,False,False,True,H4中立,115.57,4.6690381005285975,23518,2017-10-11 16:00:00,115.441,115.60523209630296,115.30961432295764,0.16423209630295332,1.1653585333862757,23522,2017-10-11 20:00:00,115.60523209630296,SL,4,-1.1217788754465932,IS_2014_2024,2017
24532,2017-12-10 23:00:00,0,0.13216483648142252,69.07970311065108,1.282894481732564,0.7717635243648282,0.058823529411764705,1.7935052190208283,0.7259544760811092,0.24765735747926787,range_edge,short,96,1.3468030131071775,4.418724492441618,0.21185665374724358,0.5980392156863209,0.6568627450980856,False,True,True,H4逆,114.426,8.375904132076784,24533,2017-12-11 00:00:00,114.358,114.45904120912036,114.27716703270372,0.10104120912035341,0.7645090162431826,24533,2017-12-11 00:00:00,114.45904120912036,SL_first_same_bar,0,-1.1979390406560515,IS_2014_2024,2017
25139,2018-01-16 21:00:00,22,0.1820752839714573,58.3391155777019,0.9896997787060574,0.71948260709859,0.11450381679389728,0.9261760714975592,0.7166196723415729,0.08431088780806091,range_edge,short,96,0.9940942891972725,2.9548216993819727,0.09886020555553503,0.8854961832061027,0.8854961832061027,False,True,True,H4逆,115.216,7.90332421080049,25140,2018-01-16 22:00:00,115.1,115.26151882099286,114.9707849432057,0.16151882099286752,0.8870991024689969,25140,2018-01-16 22:00:00,114.9707849432057,TP,0,0.6761754210619615,IS_2014_2024,2018
25158,2018-01-17 16:00:00,17,0.1897090540549033,58.70908148052796,1.5556495258538747,1.0647883993008462,0.08415841584163501,1.049683140838441,0.7468237414698471,0.14920111746527925,range_edge,short,96,2.3509684459810867,1.1912979120890714,0.7274296985322205,0.8465346534653159,0.8465346534653159,False,True,True,H4逆,115.401,7.927929468061843,25159,2018-01-17 17:00:00,115.23,115.44842726351372,115.05525818918903,0.21842726351371766,1.1513802786160279,25160,2018-01-17 18:00:00,115.44842726351372,SL,1,-1.0915636614142454,IS_2014_2024,2018
26805,2018-04-24 06:00:00,7,0.10511025426822398,68.59453080794705,1.2068940023377401,0.9228405037674103,0.24742268041235904,1.6200207322651918,0.9890633141671967,-0.2565069416967745,range_edge,short,96,1.493669681355336,3.111019017854797,0.5803429972145737,0.6391752577318787,0.8865979381442378,True,False,True,H4順,111.337,9.43770906945549,26806,2018-04-24 07:00:00,111.251,111.36327756356705,111.16117794914636,0.11227756356704788,1.0681884878761125,26807,2018-04-24 08:00:00,111.16117794914636,TP,1,0.6218700213594842,IS_2014_2024,2018
27172,2018-05-15 13:00:00,14,0.12299574493689279,64.99656779830384,1.5394516359116068,1.5041170740900256,0.10270270270273094,1.1246343148477924,1.3825391791051589,-0.08815128351608822,range_edge,short,96,1.6667243253430826,2.9188001599909508,0.6666897301372562,0.7459459459459651,0.7459459459459651,True,False,True,H4順,110.043,8.780791567660568,27173,2018-05-15 14:00:00,109.902,110.07374893623422,109.76460085101262,0.1717489362342235,1.3963811213334674,27173,2018-05-15 14:00:00,110.07374893623422,SL,0,-1.1164490473043462,IS_2014_2024,2018
