candidate,rule,positive_symbols,positive_years,positive_windows,worst_window_total_r,all_trades,all_win_rate,all_total_r,all_avg_r,all_median_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_median_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_median_r,test_pf,test_max_dd_r,test_max_losing_streak
Current_0.60_1.10,"BB 0.60-1.10, slope>0.00, hist>0=False, body>=None, close>=None, none, none, none, trigger=all",7,9,4,-2.216567295303144,157,49.681528662420384,57.17460329300734,0.3641694477261614,-0.022104668109996,1.7807456254197755,11.89436693339602,13,88,42.04545454545455,16.40479279615046,0.18641809995625522,-1.0034562392729225,1.3469742289381728,11.89436693339602,13,69,59.42028985507246,40.76981049685687,0.5908668187950271,0.7901784127205201,2.5710183960627297,7.257423289123565,4
Strict_BB_0.70_1.05,"BB 0.70-1.05, slope>0.00, hist>0=False, body>=None, close>=None, none, none, none, trigger=all",7,9,5,0.9044226465874903,138,52.17391304347826,63.16814390753435,0.45774017324300253,0.2794096295403485,2.053737771883704,9.78433555066579,11,81,45.67901234567901,23.6027670265497,0.29139218551295926,-0.2883405508644905,1.588867928238836,9.78433555066579,11,57,61.40350877192983,39.56537688098466,0.6941294189646431,0.8830285519156242,2.9916986072315837,6.2305857587198386,3
T5_BB_0.70_1.00,"BB 0.70-1.00, slope>0.00, hist>0=False, body>=None, close>=None, none, none, none, trigger=all",7,9,5,4.951435647543427,110,53.63636363636364,56.79960105640727,0.5163600096037024,0.5664433750791378,2.268992685627253,6.738489869240111,8,66,46.96969696969697,24.585118032752458,0.3725017883750372,-0.2119446889996599,1.7942394135917823,6.738489869240111,8,44,63.63636363636363,32.21448302365481,0.7321473414467001,0.8640095960428269,3.3334856606760717,5.046620099163467,5
RobustTop1,"BB 0.75-1.05, slope>0.00, hist>0=False, body>=None, close>=None, none, none, bb_width_le_7, trigger=all",7,9,5,1.9078814917613884,129,52.71317829457365,64.52038568833225,0.5001580285917229,0.3734858996704182,2.172731962656649,8.780876705491893,10,76,44.73684210526316,22.57046333043828,0.2969797806636616,-0.31230469546038286,1.5928949245355906,8.780876705491893,10,53,64.15094339622641,41.94992235789398,0.7915079690168676,1.733086098247245,3.475078194257507,4.217620140809933,3
RobustTop2,"BB 0.75-1.05, slope>-0.02, hist>0=True, body>=None, close>=None, none, none, bb_width_2_5_7, trigger=all",6,9,5,3.8972154511891213,145,51.724137931034484,64.96834375338595,0.4480575431267997,0.1853333594102788,2.027757412544986,6.608427196799084,5,84,46.42857142857143,23.910335880164563,0.2846468557162448,-0.2119446889996599,1.5952924445078371,6.608427196799084,5,61,59.01639344262295,41.058007873221385,0.6730820962823177,1.648857047281676,2.7814131799780135,4.258286399788773,4
RobustTop3,"BB 0.75-1.20, slope>-0.02, hist>0=True, body>=None, close>=0.75, none, none, none, trigger=all",7,9,5,4.731914881619782,177,51.9774011299435,65.56452039383014,0.3704210191741816,0.1211936612468755,1.8393427558358197,7.365697361970319,7,110,47.27272727272727,24.740343840582916,0.22491221673257197,-0.20688175651443344,1.4706812584000832,7.092348507129918,7,67,59.70149253731343,40.82417655324722,0.6093160679589137,0.8449906401700296,2.597735134595609,5.2588204265773735,5
RobustTop4,"BB 0.70-1.05, slope>0.00, hist>0=False, body>=None, close>=None, none, none, bb_width_le_7, trigger=all",7,9,5,1.9078814917613884,133,52.63157894736842,64.44132464200734,0.48452123790982965,0.3734858996704182,2.129863563272941,8.780876705491893,10,79,45.56962025316456,23.498943266841206,0.2974549780612811,-0.2883405508644905,1.601332211177078,8.780876705491893,10,54,62.96296296296296,40.94238137516614,0.7581922476882619,1.6909715727644605,3.2800908789537213,5.22516112353777,3
RobustTop5,"BB 0.75-1.05, slope>-0.02, hist>0=True, body>=None, close>=0.75, none, none, none, trigger=all",7,9,5,3.68392290983476,137,52.55474452554745,62.87205554695275,0.45892011348140693,0.3734858996704182,2.0691777270768097,5.2598154863016235,6,81,48.148148148148145,27.68423520056463,0.3417806814884522,-0.1337934440297054,1.7418166354294906,5.2598154863016235,6,56,58.92857142857143,35.187820346388115,0.6283539347569306,0.8640095960428269,2.6378153555268815,4.922940418947871,5
