extra_groups,bb_lo,bb_hi,slope_min,macd_hist_pos,body_min,close_min,adx_mode,rsi_mode,width_mode,trigger_mode,positive_symbols,positive_years,positive_windows,worst_window_total_r,all_trades,all_win_rate,all_total_r,all_avg_r,all_median_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_median_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_median_r,test_pf,test_max_dd_r,test_max_losing_streak,score
width,0.7,1.0,-0.02,False,,,none,none,bb_width_2_5_7,all,6,9,5,2.9719953905240777,132,50.0,51.06038066220103,0.38682106562273505,0.045933965903121404,1.8623520091943915,7.191005544262456,6,80,46.25,22.606086893439183,0.2825760861679898,-0.2119446889996599,1.5920068898457047,6.625759316489793,6,52,55.769230769230774,28.45429376876184,0.5471979570915738,0.6956980621458899,2.3533495854105553,5.091529154711984,5,101.91421645920768
,0.75,1.15,0.0,True,,,none,none,none,all,7,8,4,-1.9709154294942057,155,49.67741935483871,52.84181421361012,0.3409149304103879,-0.022104668109996,1.7329626318769864,9.652202762685066,6,89,41.57303370786517,10.331868500653542,0.11608841011970272,-1.0033224814756307,1.214420164251427,9.652202762685066,6,66,60.60606060606061,42.50994571295657,0.644090086559948,0.8640095960428269,2.7780406387215706,6.250581906773976,4,101.90542330153289
body,0.7,1.1,0.0,True,0.65,,none,none,none,all,7,8,5,0.08146637908125731,119,49.57983193277311,45.65168307172326,0.3836275888380106,-0.022104668109996,1.8382790281649284,5.659308615575616,7,68,41.17647058823529,12.24765653006385,0.18011259603035074,-0.7276639468027575,1.340274071375835,5.659308615575616,7,51,60.78431372549019,33.40402654165943,0.6549809125815574,0.8830285519156242,2.8090151507003576,3.920904033930565,4,101.90397794650293
rsi,0.7,1.05,-0.02,False,,,none,rsi_ge_55,none,all,6,9,4,-0.22486180013521762,172,48.25581395348838,57.43646511421008,0.3339329367105237,-0.13885637651493185,1.702353695495203,12.087045063094731,7,103,43.689320388349515,20.996623915248897,0.20385071762377568,-0.4076305240235214,1.3977453559883408,12.087045063094731,7,69,55.072463768115945,36.43984119896119,0.5281136405646549,0.6012177115712597,2.257065876533719,7.280919449450424,5,101.84763550655674
close,0.7,1.05,0.0,True,,0.8,none,none,none,all,7,9,5,4.03203301047887,94,54.25531914893617,45.53245248713841,0.48438779241636604,0.452577469128717,2.1741365165979047,6.319478076494056,7,53,49.056603773584904,18.888255095849253,0.35638217161979724,-0.022104668109996,1.7758165047609207,6.319478076494056,7,41,60.97560975609756,26.644197391289158,0.6498584729582721,0.8449906401700296,2.846031542680144,3.0355015194464237,3,101.84540943771547
body,0.75,1.05,-0.02,False,0.65,,none,none,none,all,7,8,5,3.6225163612102715,142,48.59154929577465,50.803439443390864,0.35777070030556946,-0.13315637408898365,1.7682059981597074,7.605513676331731,5,87,44.827586206896555,23.341731056654496,0.26829575927189075,-0.2883405508644905,1.5478603896064627,7.605513676331731,5,55,54.54545454545454,27.461708386736383,0.4993037888497524,0.5316690385870159,2.1672264102181877,4.922940418947871,5,101.8421083928885
body,0.75,1.1,-0.02,True,0.65,,none,none,none,all,7,8,5,2.792175533558353,145,48.275862068965516,48.238315547383614,0.33267803825781805,-0.1337934440297054,1.7079123544039203,5.927510509954576,6,86,43.02325581395349,16.917546053065326,0.1967156517798294,-0.3719496820398983,1.3880816143131411,5.54618639160727,6,59,55.932203389830505,31.32076949431828,0.5308604999036997,0.6012177115712597,2.2758524514968865,5.927510509954578,6,101.8204504285798
adx,0.75,1.1,-0.02,False,,,adx_le_35,none,none,all,6,8,4,-0.9554120550302552,178,48.31460674157304,57.93082161800958,0.3254540540337617,-0.13885637651493185,1.6767154482797366,11.80663675882937,7,103,42.71844660194174,17.851618285691064,0.17331668238535014,-1.0034536333719466,1.3270340944385979,11.80663675882937,7,75,56.00000000000001,40.079203332318514,0.5343893777642469,0.7443295263116875,2.2920661592673452,7.300215997126313,6,101.79524796137983
close,0.5,1.25,-0.02,False,,0.75,none,none,none,all,7,8,4,-0.4351579071412839,209,49.282296650717704,58.50023713833431,0.27990544085327423,-0.0324501736927988,1.5875837778265778,12.632047802412675,9,129,44.96124031007752,20.51543661128293,0.15903439233552658,-0.4076305240235214,1.3112288840994548,12.632047802412675,9,80,56.25,37.984800527051384,0.4748100065881423,0.6374017669113587,2.129049960330078,8.283264735247142,5,101.78764965859908
close,0.55,1.25,-0.02,False,,0.75,none,none,none,all,7,8,4,-0.4351579071412839,209,49.282296650717704,58.50023713833431,0.27990544085327423,-0.0324501736927988,1.5875837778265778,12.632047802412675,9,129,44.96124031007752,20.51543661128293,0.15903439233552658,-0.4076305240235214,1.3112288840994548,12.632047802412675,9,80,56.25,37.984800527051384,0.4748100065881423,0.6374017669113587,2.129049960330078,8.283264735247142,5,101.78764965859908
close,0.6,1.25,-0.02,False,,0.75,none,none,none,all,7,8,4,-0.4351579071412839,209,49.282296650717704,58.50023713833431,0.27990544085327423,-0.0324501736927988,1.5875837778265778,12.632047802412675,9,129,44.96124031007752,20.51543661128293,0.15903439233552658,-0.4076305240235214,1.3112288840994548,12.632047802412675,9,80,56.25,37.984800527051384,0.4748100065881423,0.6374017669113587,2.129049960330078,8.283264735247142,5,101.78764965859908
width,0.75,1.15,-0.02,False,,,none,none,bb_width_3_7,all,6,8,5,0.9352022065712997,169,48.5207100591716,51.000610017178666,0.3017787574980986,-0.1337934440297054,1.633761736504629,8.578661437637805,6,100,43.0,13.137255834403488,0.13137255834403488,-0.727582124339457,1.2508667269305764,8.578661437637805,6,69,56.52173913043478,37.863354182775176,0.5487442635184808,0.7901784127205201,2.347192639327115,6.298135796851218,5,101.76479353791731
,0.5,1.1,-0.02,True,,,none,none,none,all,6,8,5,0.7150351307746312,182,47.25274725274725,53.018919856174264,0.29131274646249594,-0.2750583473190583,1.596015414061063,9.721917424703214,6,104,42.30769230769231,16.107840925077625,0.15488308581805407,-0.7276639468027575,1.2934855142840553,9.721917424703214,6,78,53.84615384615385,36.91107893109664,0.4732189606550851,0.5664433750791378,2.0833577069904754,7.298089548102405,6,101.76222404774714
,0.55,1.1,-0.02,True,,,none,none,none,all,6,8,5,0.7150351307746312,182,47.25274725274725,53.018919856174264,0.29131274646249594,-0.2750583473190583,1.596015414061063,9.721917424703214,6,104,42.30769230769231,16.107840925077625,0.15488308581805407,-0.7276639468027575,1.2934855142840553,9.721917424703214,6,78,53.84615384615385,36.91107893109664,0.4732189606550851,0.5664433750791378,2.0833577069904754,7.298089548102405,6,101.76222404774714
,0.6,1.1,-0.02,True,,,none,none,none,all,6,8,5,0.7150351307746312,182,47.25274725274725,53.018919856174264,0.29131274646249594,-0.2750583473190583,1.596015414061063,9.721917424703214,6,104,42.30769230769231,16.107840925077625,0.15488308581805407,-0.7276639468027575,1.2934855142840553,9.721917424703214,6,78,53.84615384615385,36.91107893109664,0.4732189606550851,0.5664433750791378,2.0833577069904754,7.298089548102405,6,101.76222404774714
close,0.7,1.1,0.0,True,,0.8,none,none,none,all,7,9,5,2.9856057161208183,104,52.88461538461539,45.09305022470654,0.43358702139140903,0.2794096295403485,2.0045290915718277,6.319478076494056,7,57,45.614035087719294,14.811270807340648,0.2598468562691342,-0.3362688400562753,1.5210965373000673,6.319478076494056,7,47,61.702127659574465,30.28177941736589,0.6442931790928913,0.8449906401700296,2.8389970613175253,3.220377896236609,3,101.74471528381645
rsi,0.75,1.0,-0.02,False,,,none,rsi_55_72,none,all,6,9,5,2.867784720604843,129,49.6124031007752,50.078691053426226,0.38820690739090097,-0.022104668109996,1.8597598918006533,6.957523159490163,5,77,45.45454545454545,21.512372068756914,0.2793814554384015,-0.2799700689991615,1.576210320233842,6.957523159490163,4,52,55.769230769230774,28.566318984669312,0.5493522881667176,0.6956980621458899,2.365955797206483,5.089412807166214,5,101.73841781860413
width,0.75,1.25,-0.02,False,,,none,none,bb_width_3_7,all,6,8,5,0.8531156758040639,188,48.93617021276596,54.780486041264446,0.29138556404927896,-0.08248473892053035,1.6178550066127577,11.629756464535646,8,115,44.34782608695652,16.103785935156168,0.14003292117527102,-0.3362688400562753,1.2751481565802663,11.629756464535646,8,73,56.16438356164384,38.67670010610828,0.5298178096727162,0.7901784127205201,2.283461656566367,7.32120580008956,5,101.71557359358842
rsi,0.7,1.1,0.0,False,,,none,rsi_55_72,none,all,7,9,4,-0.8058280686056671,138,49.275362318840585,52.482687300726084,0.38030932826613106,-0.07731198612912896,1.8103697574306339,10.718915288193505,10,77,41.55844155844156,13.294573932257888,0.17265680431503752,-1.0044481307293966,1.317598108635543,10.718915288193505,10,61,59.01639344262295,39.188113368468194,0.6424280880076754,0.8830285519156242,2.7109621564648125,8.99050938737081,7,101.64024082000714
close,0.75,1.0,-0.02,True,,0.85,none,none,none,all,7,10,5,4.167780673053567,82,53.65853658536586,42.051445485051815,0.512822505915266,0.4966196612660869,2.24987537026061,3.918648328551651,4,50,48.0,19.996385220899903,0.3999277044179981,-0.0779490560698507,1.8882141603283882,3.8385578328337338,4,32,62.5,22.05506026415191,0.6892206332547471,0.8640095960428269,2.981321740437383,3.9186483285516562,4,101.63172275038409
close,0.8,1.0,-0.02,True,,0.75,none,none,none,all,6,9,5,4.706371945349105,103,52.42718446601942,48.22621644811356,0.46821569367100546,0.3734858996704182,2.131778748203758,5.320005225440148,5,65,47.69230769230769,24.354979952988508,0.3746919992767463,-0.1337934440297054,1.8340447272394726,4.199865650858307,5,38,60.526315789473685,23.871236495125043,0.628190434082238,0.7231041758706447,2.7801143811620705,5.320005225440145,5,101.59767915809874
rsi,0.75,1.05,-0.02,True,,,none,rsi_ge_58,none,all,6,7,5,1.9161337178406943,138,49.275362318840585,50.52672835305497,0.36613571270329687,-0.07731198612912896,1.8083949727084911,8.262422891942917,6,84,42.857142857142854,14.592167591447192,0.17371628085056182,-0.3719496820398983,1.342323453823774,8.012922777317046,5,54,59.25925925925925,35.93456076160778,0.6654548289186626,1.2469238437258527,2.8079658810183044,3.9180908051845194,4,101.58922667690364
width,0.75,1.2,0.0,True,,,none,none,bb_width_ge_2_5,all,7,9,4,-2.35011166961812,166,50.0,54.562013834474755,0.32868683032816115,-0.0105035056025736,1.7185254647557158,10.657893429464009,7,99,43.43434343434344,13.075138124756524,0.13207210227026792,-0.4518742602335683,1.2563515831855587,10.657893429464009,7,67,59.70149253731343,41.48687570971823,0.6192071001450482,0.8449906401700296,2.66404253217877,7.273651910012319,4,101.587550123901
rsi,0.75,1.1,-0.02,True,,,none,rsi_ge_55,none,all,6,8,4,-0.17526792769955568,171,47.953216374269005,54.09918283337489,0.31636949025365435,-0.1439193090001583,1.6615730262020068,10.0356500249694,6,98,41.83673469387755,13.799509725912538,0.1408113237338014,-0.7276639468027575,1.266581245073831,10.0356500249694,6,73,56.16438356164384,40.29967310746235,0.5520503165405801,0.7443295263116875,2.3429276782520048,6.290548565374567,6,101.58261851904653
width,0.7,1.2,0.0,False,,,none,none,bb_width_3_7,all,7,9,4,-0.3831727206444424,153,50.326797385620914,52.16861303611836,0.34097132703345334,0.0010976569048488,1.7537174338246388,10.708418813046395,7,93,44.086021505376344,14.21790618212489,0.1528807116357515,-0.3362688400562753,1.3012626161246688,10.708418813046395,7,60,60.0,37.95070685399347,0.6325117808998912,0.8640095960428269,2.723411485661809,7.278413092086812,4,101.52895714160512
rsi,0.65,1.05,-0.02,False,,,none,rsi_le_72,none,all,6,8,5,2.9664835435106323,171,47.953216374269005,55.599548050587785,0.32514355585139054,-0.1439193090001583,1.6728697084131472,11.113481937248142,7,101,44.554455445544555,22.527434316681646,0.22304390412556085,-0.4076305240235214,1.4366339518857287,10.45646994303959,6,70,52.85714285714286,33.07211373390614,0.4724587676272306,0.4873518056208389,2.065568096407488,9.01400554769767,7,101.52782304450047
rsi,0.75,1.25,-0.02,False,,,none,rsi_le_72,none,all,7,9,4,-1.9276557644777348,207,47.34299516908212,58.13968296966175,0.2808680336698635,-0.2701466256389552,1.5717308618635117,11.343275454716444,9,127,43.30708661417323,19.088172034534555,0.1503005672010595,-0.7728120012140385,1.286428917369529,11.343275454716444,8,80,53.75,39.05151093512721,0.48814388668909015,0.4873518056208389,2.114206055047521,11.050905021693739,9,101.49878286505039
width,0.65,1.15,-0.02,True,,,none,none,bb_width_2_5_7,all,6,8,5,1.2560048514913011,183,48.08743169398907,52.61964088348033,0.287539021221204,-0.1439193090001583,1.593632719686695,9.633870313281996,7,107,43.925233644859816,14.650603704974943,0.13692152995303686,-0.4518742602335683,1.264119949429184,9.633870313281996,7,76,53.94736842105263,37.969037178505396,0.4995925944540184,0.4873518056208389,2.144660948435617,7.303031945050332,5,101.49788273906732
rsi,0.8,1.0,0.0,False,,,none,rsi_ge_55,none,all,6,9,5,2.962883969330065,95,52.63157894736842,47.878269870225154,0.5039817881076332,0.3734858996704182,2.2370676253771733,6.950463559491538,8,57,45.614035087719294,20.39782815940793,0.3578566343755777,-0.2799700689991615,1.7579307480528212,6.950463559491538,8,38,63.1578947368421,27.480441710817217,0.7231695187057162,0.8640095960428269,3.3307251919615313,4.039079116435628,4,101.49470017829785
width,0.65,1.2,-0.02,True,,,none,none,bb_width_2_5_7,all,6,9,4,-0.17415317227729288,198,48.484848484848484,56.519782726969574,0.2854534481160079,-0.13315637408898365,1.597771725585575,11.439302978044275,7,120,45.0,17.64870181367887,0.14707251511399058,-0.31230469546038286,1.2924044623293238,10.639560980060939,7,78,53.84615384615385,38.8710809132907,0.4983471911960346,0.4873518056208389,2.1367932667387017,8.326101948288674,5,101.45809996405922
width,0.75,1.2,0.0,False,,,none,none,bb_width_3_7,all,7,8,4,-0.3831727206444424,149,50.33557046979866,52.24767408244326,0.3506555307546528,0.0010976569048488,1.7775224957618396,10.708418813046395,7,90,43.333333333333336,13.289426245721957,0.14766029161913286,-0.3940715501449218,1.2877465230856509,10.708418813046395,7,59,61.016949152542374,38.958247836721306,0.6603092853681577,0.8830285519156242,2.8539939569477664,6.270872109358974,4,101.39440868629741
width,0.65,1.2,-0.02,True,,,none,none,bb_width_ge_3,all,6,9,5,1.4431662757426487,190,48.94736842105264,55.09919477984651,0.2899957619991922,-0.08248473892053035,1.6193627769518448,11.437705016003322,7,116,45.689655172413794,20.714558628336626,0.17857378127876403,-0.28415530993182603,1.3641083839730201,10.632075340573538,7,74,54.054054054054056,34.38463615150989,0.46465724529067415,0.452577469128717,2.072177404049631,8.32450398624772,6,101.38753172318958
,0.5,1.1,0.0,False,,,none,none,none,all,7,9,4,-2.216567295303144,157,49.681528662420384,57.17460329300734,0.3641694477261614,-0.022104668109996,1.7807456254197755,11.89436693339602,13,88,42.04545454545455,16.40479279615046,0.18641809995625522,-1.0034562392729225,1.3469742289381728,11.89436693339602,13,69,59.42028985507246,40.76981049685687,0.5908668187950271,0.7901784127205201,2.5710183960627297,7.257423289123565,4,101.3723802723178
,0.55,1.1,0.0,False,,,none,none,none,all,7,9,4,-2.216567295303144,157,49.681528662420384,57.17460329300734,0.3641694477261614,-0.022104668109996,1.7807456254197755,11.89436693339602,13,88,42.04545454545455,16.40479279615046,0.18641809995625522,-1.0034562392729225,1.3469742289381728,11.89436693339602,13,69,59.42028985507246,40.76981049685687,0.5908668187950271,0.7901784127205201,2.5710183960627297,7.257423289123565,4,101.3723802723178
,0.6,1.1,0.0,False,,,none,none,none,all,7,9,4,-2.216567295303144,157,49.681528662420384,57.17460329300734,0.3641694477261614,-0.022104668109996,1.7807456254197755,11.89436693339602,13,88,42.04545454545455,16.40479279615046,0.18641809995625522,-1.0034562392729225,1.3469742289381728,11.89436693339602,13,69,59.42028985507246,40.76981049685687,0.5908668187950271,0.7901784127205201,2.5710183960627297,7.257423289123565,4,101.3723802723178
width,0.5,1.0,-0.02,True,,,none,none,bb_width_3_7,all,6,10,5,4.457861130070352,121,50.413223140495866,48.192472803508885,0.3982848992025528,0.1139725999162388,1.9060818844034046,5.1714417208956185,5,72,47.22222222222222,22.847842251512155,0.31733114238211324,-0.13885637651493185,1.68921386698141,4.655228706419457,5,49,55.10204081632652,25.34463055199674,0.5172373582040151,0.6012177115712597,2.2648798861070447,4.081861722960238,4,101.3397902264269
width,0.55,1.0,-0.02,True,,,none,none,bb_width_3_7,all,6,10,5,4.457861130070352,121,50.413223140495866,48.192472803508885,0.3982848992025528,0.1139725999162388,1.9060818844034046,5.1714417208956185,5,72,47.22222222222222,22.847842251512155,0.31733114238211324,-0.13885637651493185,1.68921386698141,4.655228706419457,5,49,55.10204081632652,25.34463055199674,0.5172373582040151,0.6012177115712597,2.2648798861070447,4.081861722960238,4,101.3397902264269
width,0.6,1.0,-0.02,True,,,none,none,bb_width_3_7,all,6,10,5,4.457861130070352,121,50.413223140495866,48.192472803508885,0.3982848992025528,0.1139725999162388,1.9060818844034046,5.1714417208956185,5,72,47.22222222222222,22.847842251512155,0.31733114238211324,-0.13885637651493185,1.68921386698141,4.655228706419457,5,49,55.10204081632652,25.34463055199674,0.5172373582040151,0.6012177115712597,2.2648798861070447,4.081861722960238,4,101.3397902264269
width,0.75,1.2,-0.02,False,,,none,none,bb_width_2_5_7,all,6,8,4,-1.1352318372625798,199,48.743718592964825,58.196649395933875,0.2924454743514265,-0.1325193041482619,1.615769109536253,11.600639645046225,8,122,44.26229508196721,16.48943765653789,0.13515932505358927,-0.3940715501449218,1.2644112952860822,11.600639645046225,8,77,55.84415584415584,41.70721173939598,0.5416521005116361,0.7901784127205201,2.2973633978199444,8.328228397312582,5,101.31996156896702
width,0.7,1.1,-0.02,False,,,none,none,bb_width_2_5_7,all,6,8,5,0.903119060651681,175,47.42857142857143,52.62793979653493,0.30073108455162817,-0.2701466256389552,1.6151678945822834,10.68338776090653,7,102,42.15686274509804,13.934767617551634,0.13661536879952582,-1.003652074881937,1.2560548248487695,10.68338776090653,7,73,54.794520547945204,38.693172178983296,0.5300434545066205,0.7901784127205201,2.2429744434596532,7.302332344672083,5,101.31861545810607
close,0.75,1.05,0.0,False,,0.8,none,none,none,all,7,8,5,3.925200018050483,97,54.63917525773196,48.13084766165581,0.496194305790266,0.5316690385870159,2.2083743922292713,8.378805361218518,9,55,49.09090909090909,20.698598306670032,0.3763381510303642,-0.022104668109996,1.815042911576594,8.378805361218518,9,42,61.904761904761905,27.43224935498577,0.6531487941663279,0.8175845264452748,2.9003513987763987,3.042923977127888,3,101.27879192159442
width,0.75,1.2,0.0,True,,,none,none,bb_width_le_7,all,6,9,4,-2.3976146080888996,163,49.693251533742334,55.34569352723701,0.3395441320689387,-0.022104668109996,1.7370380047299256,9.65443458429011,7,100,43.0,13.226142849648976,0.13226142849648975,-0.6123431307238034,1.25401017576683,9.65443458429011,7,63,60.317460317460316,42.11955067758803,0.6685642964696513,0.9433253232009068,2.8294787293044807,6.2682272748302506,4,101.25252605495437
width,0.7,1.2,0.0,True,,,none,none,bb_width_ge_3,all,7,9,4,-0.3326473370620602,155,50.32258064516129,52.09158813177002,0.33607476214045173,0.0010976569048488,1.7434904399571598,10.657893429464009,7,93,44.086021505376344,14.55406722661513,0.15649534652274333,-0.3362688400562753,1.308716023629198,10.657893429464009,7,62,59.67741935483871,37.5375209051549,0.6054438855670145,0.7946600832408586,2.6377845410436302,7.274170295517134,5,101.24256334215471
width,0.55,1.0,-0.02,False,,,none,none,bb_width_le_7,all,6,8,5,4.136834922685707,143,49.65034965034965,52.77493960365335,0.36905552170386957,-0.022104668109996,1.8067695148040452,7.724007936228968,6,87,45.97701149425287,24.742453972280746,0.2843960226698936,-0.2799700689991615,1.5842571358463822,7.724007936228968,6,56,55.35714285714286,28.03248563137261,0.5005801005602252,0.6374017669113587,2.2152863154564075,5.091529154711984,5,101.23374696748434
width,0.6,1.0,-0.02,False,,,none,none,bb_width_le_7,all,6,8,5,4.136834922685707,143,49.65034965034965,52.77493960365335,0.36905552170386957,-0.022104668109996,1.8067695148040452,7.724007936228968,6,87,45.97701149425287,24.742453972280746,0.2843960226698936,-0.2799700689991615,1.5842571358463822,7.724007936228968,6,56,55.35714285714286,28.03248563137261,0.5005801005602252,0.6374017669113587,2.2152863154564075,5.091529154711984,5,101.23374696748434
,0.5,1.0,-0.02,True,,,none,none,none,all,6,9,5,3.792737692107227,136,49.26470588235294,50.619107288429404,0.37219931829727504,-0.07731198612912896,1.8217877123047084,6.669632036254655,5,81,45.67901234567901,23.683664269026906,0.29239091690156677,-0.2799700689991615,1.6129738595845864,6.669632036254655,5,55,54.54545454545454,26.935443019402506,0.4897353276255001,0.5316690385870159,2.17319680740477,5.087286358142307,5,101.1882287855768
,0.55,1.0,-0.02,True,,,none,none,none,all,6,9,5,3.792737692107227,136,49.26470588235294,50.619107288429404,0.37219931829727504,-0.07731198612912896,1.8217877123047084,6.669632036254655,5,81,45.67901234567901,23.683664269026906,0.29239091690156677,-0.2799700689991615,1.6129738595845864,6.669632036254655,5,55,54.54545454545454,26.935443019402506,0.4897353276255001,0.5316690385870159,2.17319680740477,5.087286358142307,5,101.1882287855768
,0.6,1.0,-0.02,True,,,none,none,none,all,6,9,5,3.792737692107227,136,49.26470588235294,50.619107288429404,0.37219931829727504,-0.07731198612912896,1.8217877123047084,6.669632036254655,5,81,45.67901234567901,23.683664269026906,0.29239091690156677,-0.2799700689991615,1.6129738595845864,6.669632036254655,5,55,54.54545454545454,26.935443019402506,0.4897353276255001,0.5316690385870159,2.17319680740477,5.087286358142307,5,101.1882287855768
rsi,0.7,1.1,-0.02,True,,,none,rsi_le_72,none,all,6,8,5,4.114326035685467,166,47.59036144578313,52.702951190308376,0.317487657772942,-0.20703296731955675,1.6547290634855796,10.120755644285026,7,95,43.15789473684211,16.42748209729991,0.17292086418210434,-0.4518742602335683,1.3320569636666626,7.306826285175085,6,71,53.52112676056338,36.275469093008475,0.5109220999015278,0.6012177115712597,2.169273518222475,9.031175646349649,7,101.18634027111352
width,0.75,1.25,-0.02,True,,,none,none,bb_width_le_7,all,6,9,4,-2.1722706963016907,207,48.309178743961354,58.69262964562485,0.2835392736503616,-0.1337934440297054,1.5890371115187008,11.58671672044066,8,128,43.75,15.937760726174709,0.12451375567323991,-0.6123431307238034,1.2397046187226468,11.58671672044066,8,79,55.69620253164557,42.75486891945013,0.5412008723981029,0.8449906401700296,2.2896430914618877,8.325796859751023,5,101.16884704855862
rsi,0.5,1.05,-0.02,False,,,none,rsi_ge_55,none,all,6,9,4,-1.3231104198743904,175,48.57142857142857,59.27518155928374,0.3387153231959071,-0.1337934440297054,1.7152327624260364,13.185293682833905,7,105,43.80952380952381,21.889253070022054,0.2084690768573529,-0.4076305240235214,1.4062038491524111,13.185293682833905,7,70,55.714285714285715,37.38592848926169,0.5340846927037384,0.6956980621458899,2.2897030673042678,7.280919449450424,5,101.153724273539
width,0.5,1.0,-0.02,True,,,none,none,bb_width_ge_2_5,all,6,9,5,4.8436994757519045,133,49.62406015037594,50.35625160130243,0.3786184330924995,-0.022104668109996,1.8458080271133683,6.669632036254654,5,78,46.15384615384615,23.420808581899927,0.3002667766910247,-0.2119446889996599,1.6403107932678094,6.669632036254654,5,55,54.54545454545454,26.935443019402506,0.4897353276255001,0.5316690385870159,2.17319680740477,5.087286358142307,5,101.14423211101925
width,0.55,1.0,-0.02,True,,,none,none,bb_width_ge_2_5,all,6,9,5,4.8436994757519045,133,49.62406015037594,50.35625160130243,0.3786184330924995,-0.022104668109996,1.8458080271133683,6.669632036254654,5,78,46.15384615384615,23.420808581899927,0.3002667766910247,-0.2119446889996599,1.6403107932678094,6.669632036254654,5,55,54.54545454545454,26.935443019402506,0.4897353276255001,0.5316690385870159,2.17319680740477,5.087286358142307,5,101.14423211101925
width,0.6,1.0,-0.02,True,,,none,none,bb_width_ge_2_5,all,6,9,5,4.8436994757519045,133,49.62406015037594,50.35625160130243,0.3786184330924995,-0.022104668109996,1.8458080271133683,6.669632036254654,5,78,46.15384615384615,23.420808581899927,0.3002667766910247,-0.2119446889996599,1.6403107932678094,6.669632036254654,5,55,54.54545454545454,26.935443019402506,0.4897353276255001,0.5316690385870159,2.17319680740477,5.087286358142307,5,101.14423211101925
rsi,0.75,1.15,-0.02,False,,,none,rsi_le_72,none,all,6,8,5,1.1247599253648486,190,47.89473684210526,54.61286565857736,0.28743613504514404,-0.20703296731955675,1.5891760949581375,11.133249125438931,8,114,43.859649122807014,17.45144991245339,0.1530828939688894,-0.727582124339457,1.29252315554245,10.281565303652226,7,76,53.94736842105263,37.16141574612398,0.48896599665952606,0.4873518056208389,2.1249013219265476,10.043669127503552,8,101.13544680424091
width,0.65,1.15,-0.02,True,,,none,none,bb_width_3_7,all,6,8,5,3.096537287607462,169,48.5207100591716,51.29470764707479,0.30351898016020584,-0.1337934440297054,1.637159346475668,8.622925828620698,6,100,44.0,15.254326524456758,0.15254326524456757,-0.3940715501449218,1.296966656400435,8.622925828620698,6,69,55.072463768115945,36.04038112261804,0.5223243640959135,0.6012177115712597,2.236878695187792,6.29600934782731,5,101.13036360272388
width,0.8,1.0,0.0,True,,,none,none,bb_width_3_7,all,6,10,5,2.5885467177207198,83,53.01204819277109,43.42591195581634,0.5232037585038113,0.3734858996704182,2.3286893595734384,4.681046795309928,6,51,45.09803921568628,17.539773046601294,0.3439171185608097,-0.2799700689991615,1.7366217402421769,4.681046795309928,6,32,65.625,25.886138909215063,0.8089418409129707,1.4288117535263418,3.9176783056621955,2.032741481813929,2,101.10956085417766
width,0.7,1.1,0.0,False,,,none,none,bb_width_ge_2_5,all,7,8,4,-1.0581994984485603,145,49.6551724137931,53.629655932179396,0.3698596960839958,-0.022104668109996,1.8002251903125672,10.796118313656848,12,80,41.25,12.4380372979333,0.15547546622416625,-1.0034562392729225,1.2885287321419683,10.796118313656848,12,65,60.0,41.19161863424611,0.6337172097576325,0.8449906401700296,2.7227982215546267,7.257423289123565,4,101.03702495910584
width,0.75,1.2,-0.02,False,,,none,none,bb_width_ge_3,all,6,8,5,1.4874306667255393,190,48.94736842105264,54.805097149950385,0.288447879736581,-0.08248473892053035,1.6162817333606398,11.439831465027227,7,116,44.827586206896555,18.59748793828336,0.1603231718817531,-0.31230469546038286,1.3212471713545464,10.587810949590647,7,74,55.4054054054054,36.207609211667034,0.4892920163738788,0.5664433750791378,2.166590554895671,8.326630435271628,6,100.98598011436181
width,0.75,1.15,0.0,False,,,none,none,bb_width_2_5_7,all,7,8,4,-1.9758220854000919,151,49.668874172185426,52.800170222295264,0.34967000147215405,-0.022104668109996,1.7523295785319826,10.708071202235631,7,87,41.37931034482759,9.877038560500118,0.1135291788563232,-1.0033224814756307,1.209379372825717,10.708071202235631,7,64,60.9375,42.923131661795146,0.6706739322155492,0.9131769375582655,2.8654685501594512,6.254824703343654,4,100.9780752393957
width,0.8,1.25,-0.02,True,,,none,none,bb_width_2_5_7,all,7,8,4,-2.296576950769991,191,49.21465968586388,57.51848101932407,0.301143879682325,-0.0324501736927988,1.6435292278341134,11.58671672044066,8,119,44.537815126050425,16.649874372959083,0.13991491069713516,-0.3362688400562753,1.276118864193239,11.58671672044066,8,72,56.94444444444444,40.868606646364995,0.5676195367550694,0.8545946107858537,2.4053811896264348,6.2682272748302506,5,100.97336907126133
body,0.5,1.05,0.0,False,0.65,,none,none,none,all,7,8,5,0.8833552613061573,121,51.2396694214876,49.939563500768095,0.4127236652956041,0.1211936612468755,1.9326385417540282,8.816884520039254,10,71,45.07042253521127,19.809846050599152,0.2790119162056219,-0.2883405508644905,1.5648999915872586,8.816884520039254,10,50,60.0,30.129717450168943,0.6025943490033788,0.7318821174859891,2.630514670997015,3.9153232446571273,3,100.95697976660855
