extra_groups,bb_lo,bb_hi,slope_min,macd_hist_pos,body_min,close_min,adx_mode,rsi_mode,width_mode,trigger_mode,positive_symbols,positive_years,positive_windows,worst_window_total_r,all_trades,all_win_rate,all_total_r,all_avg_r,all_median_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_median_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_median_r,test_pf,test_max_dd_r,test_max_losing_streak,score
body,0.6,1.2,-0.02,False,0.65,,none,none,none,all,7,8,4,-2.61957552225761,195,47.179487179487175,46.961265352844705,0.24082700180946004,-0.2701466256389552,1.4921936488263354,11.628715212994454,8,121,43.80165289256198,18.315711105366805,0.15136951326749426,-0.4076305240235214,1.2966299292558268,11.628715212994454,8,74,52.702702702702695,28.645554247477907,0.38710208442537714,0.250259067710059,1.8508704916472973,7.302512834664279,6,82.9316463638243
width,0.5,1.05,0.02,True,,,none,none,bb_width_ge_3,all,6,8,5,1.2510010154899998,82,50.0,32.41887812830992,0.39535217229646247,0.045933965903121404,1.8809038699594791,5.6563684126876925,7,45,42.22222222222222,8.908560174494841,0.19796800387766314,-0.3362688400562753,1.3938177061970982,5.6563684126876925,7,37,59.45945945945946,23.510317953815083,0.635413998751759,0.8830285519156242,2.6578967875343995,3.0223724661627838,3,82.90198288986142
width,0.55,1.05,0.02,True,,,none,none,bb_width_ge_3,all,6,8,5,1.2510010154899998,82,50.0,32.41887812830992,0.39535217229646247,0.045933965903121404,1.8809038699594791,5.6563684126876925,7,45,42.22222222222222,8.908560174494841,0.19796800387766314,-0.3362688400562753,1.3938177061970982,5.6563684126876925,7,37,59.45945945945946,23.510317953815083,0.635413998751759,0.8830285519156242,2.6578967875343995,3.0223724661627838,3,82.90198288986142
width,0.6,1.05,0.02,True,,,none,none,bb_width_ge_3,all,6,8,5,1.2510010154899998,82,50.0,32.41887812830992,0.39535217229646247,0.045933965903121404,1.8809038699594791,5.6563684126876925,7,45,42.22222222222222,8.908560174494841,0.19796800387766314,-0.3362688400562753,1.3938177061970982,5.6563684126876925,7,37,59.45945945945946,23.510317953815083,0.635413998751759,0.8830285519156242,2.6578967875343995,3.0223724661627838,3,82.90198288986142
rsi,0.75,1.15,-0.02,False,,,none,rsi_58_72,none,all,6,7,4,-0.2099077427638676,168,47.61904761904761,44.65015732407245,0.26577474597662176,-0.20703296731955675,1.547515984631397,13.042380984475633,11,103,42.71844660194174,10.227612170541597,0.0992972055392388,-1.0032899884453457,1.1873061796506623,10.682602038996288,6,65,55.38461538461539,34.42254515353085,0.5295776177466285,0.6012177115712597,2.2774304143574837,7.978755235524032,7,82.85367972472623
close,0.65,1.1,0.02,False,,0.75,none,none,none,all,5,8,5,1.8698985767097311,87,50.57471264367817,33.34657775469795,0.38329399718043616,0.1139725999162388,1.8592095709230552,5.058791480197593,6,50,42.0,7.807027376356663,0.15614054752713324,-0.3940715501449218,1.304505405174619,4.642126662595921,6,37,62.16216216216216,25.539550378341282,0.6902581183335481,0.9460872903004952,2.9388721485329103,2.9163339429238597,3,82.82760275163403
rsi,0.8,1.2,0.0,False,,,none,rsi_ge_55,none,all,7,9,4,-6.45810980967135,167,49.101796407185624,50.31095900504886,0.30126322757514284,-0.0324501736927988,1.6446916032068066,14.38132756550373,8,103,43.689320388349515,14.78515460992728,0.1435451903876435,-0.4518742602335683,1.2784135730175288,14.38132756550373,8,64,57.8125,35.52580439512157,0.5550906936737745,0.6727736189414736,2.4248054391190044,8.283319341764066,4,82.81286966299724
rsi,0.8,1.1,-0.02,True,,,none,rsi_58_72,none,all,6,7,4,-0.11691656139862916,136,47.05882352941176,40.52770458431745,0.2979978278258636,-0.20703296731955675,1.6205757954271622,10.010849521832245,8,80,41.25,8.936940623440806,0.11171175779301008,-0.7276639468027575,1.2108170043360753,7.707863020519147,6,56,55.35714285714286,31.590763960876636,0.5641207850156542,0.7231041758706447,2.3786255401442276,5.95872077164229,5,82.79003656093337
rsi,0.5,1.05,0.02,False,,,none,rsi_55_72,none,all,5,8,4,-0.463710561297777,83,51.80722891566265,36.87483221427807,0.4442750869190129,0.1211936612468755,2.0104900836353194,7.397078881150102,7,47,42.5531914893617,8.807166937711763,0.18738653058961197,-0.4518742602335683,1.3617177315606874,7.397078881150102,7,36,63.888888888888886,28.067665276566306,0.7796573687935084,1.8155880727409133,3.3112654389920366,4.04104881028999,4,82.75738423533271
rsi,0.55,1.05,0.02,False,,,none,rsi_55_72,none,all,5,8,4,-0.463710561297777,83,51.80722891566265,36.87483221427807,0.4442750869190129,0.1211936612468755,2.0104900836353194,7.397078881150102,7,47,42.5531914893617,8.807166937711763,0.18738653058961197,-0.4518742602335683,1.3617177315606874,7.397078881150102,7,36,63.888888888888886,28.067665276566306,0.7796573687935084,1.8155880727409133,3.3112654389920366,4.04104881028999,4,82.75738423533271
rsi,0.6,1.05,0.02,False,,,none,rsi_55_72,none,all,5,8,4,-0.463710561297777,83,51.80722891566265,36.87483221427807,0.4442750869190129,0.1211936612468755,2.0104900836353194,7.397078881150102,7,47,42.5531914893617,8.807166937711763,0.18738653058961197,-0.4518742602335683,1.3617177315606874,7.397078881150102,7,36,63.888888888888886,28.067665276566306,0.7796573687935084,1.8155880727409133,3.3112654389920366,4.04104881028999,4,82.75738423533271
rsi,0.65,1.05,0.02,False,,,none,rsi_55_72,none,all,5,8,4,-0.463710561297777,83,51.80722891566265,36.87483221427807,0.4442750869190129,0.1211936612468755,2.0104900836353194,7.397078881150102,7,47,42.5531914893617,8.807166937711763,0.18738653058961197,-0.4518742602335683,1.3617177315606874,7.397078881150102,7,36,63.888888888888886,28.067665276566306,0.7796573687935084,1.8155880727409133,3.3112654389920366,4.04104881028999,4,82.75738423533271
close,0.65,1.1,0.02,True,,0.75,none,none,none,all,6,7,5,1.8698985767097311,82,50.0,31.593343969861813,0.3852846825592904,0.045933965903121404,1.8584990351041837,5.058791480197593,5,46,41.30434782608695,6.999880881821028,0.15217132351784843,-0.3940715501449218,1.2962498693177216,4.051538005647316,5,36,61.111111111111114,24.593463088040785,0.6831517524455774,1.26594279959865,2.8670485545357267,2.9163339429238597,3,82.73636926149689
close,0.8,1.2,0.0,False,,0.85,none,none,none,all,5,8,5,0.11398684749489152,101,52.475247524752476,39.86832467657983,0.39473588788692904,0.1270322357496999,1.899632674092662,7.318036543355973,8,61,49.18032786885246,21.275472674805957,0.3487782405705895,-0.022104668109996,1.7572523974887988,7.318036543355973,8,40,57.49999999999999,18.59285200177388,0.464821300044347,0.5664433750791378,2.146248657743045,4.3882116940349345,4,82.73376195739628
adx,0.65,1.25,0.0,False,,,adx_le_35,none,none,all,7,9,4,-9.31342223866493,191,49.21465968586388,56.00481323785108,0.2932189174756601,-0.0324501736927988,1.6147487527587707,17.23663999449731,8,115,43.47826086956522,15.005602059783287,0.1304834961720286,-1.0032899884453457,1.2455747946513378,17.23663999449731,8,76,57.89473684210527,40.99921117806779,0.5394633049745762,0.7672539695161038,2.3667335004865833,10.298096218682089,5,82.72336900272519
close,0.65,1.25,-0.02,False,,0.8,none,none,none,all,6,9,4,-0.06433604282683292,178,48.87640449438202,44.961984841506336,0.2525954204579008,-0.08248473892053035,1.528708607578411,12.290219267971885,9,109,45.87155963302752,18.128254127829635,0.16631425805348288,-0.3362688400562753,1.3330969738011762,12.290219267971885,9,69,53.62318840579711,26.833730713676708,0.3888946480243001,0.3734858996704182,1.8764097493856056,6.263482363356694,5,82.6835121096681
adx,0.8,1.0,0.0,False,,,adx_14_35,none,none,all,6,8,4,-1.7283332995529155,81,51.85185185185185,39.42710318228992,0.4867543602751842,0.1211936612468755,2.182061331032438,6.45014931837562,7,48,47.91666666666667,20.848993860258886,0.43435403875539347,-0.08301198855507716,1.9668416472371357,6.45014931837562,7,33,57.57575757575758,18.578109322031025,0.5629730097585159,0.5316690385870159,2.575683093872125,4.039079116435628,4,82.65994400759865
close,0.8,1.1,-0.02,True,,0.85,none,none,none,all,6,8,5,2.131514526483098,104,49.03846153846153,34.733537838154874,0.33397632536687377,-0.07731198612912896,1.710412636412525,6.063259984130892,6,60,43.333333333333336,12.263780447155668,0.2043963407859278,-0.4297523921285449,1.3997574339317422,6.063259984130892,6,44,56.81818181818182,22.4697573909992,0.5106763043408908,0.6727736189414736,2.2336526787087476,3.9186483285516553,4,82.65741852512738
width,0.65,1.25,0.0,False,,,none,none,bb_width_ge_2_5,all,7,8,4,-7.5530919342006495,188,48.93617021276596,52.95414750101433,0.2816709973458209,-0.08248473892053035,1.593395006418134,15.86087369404654,9,112,42.857142857142854,11.953279826124415,0.10672571273325371,-0.8880509948296921,1.201766997619766,15.86087369404654,9,76,57.89473684210527,41.00086767488993,0.5394851009853938,0.7672539695161038,2.366864199493116,9.290860324491902,5,82.63894470252946
rsi,0.8,1.15,-0.02,False,,,none,rsi_ge_55,none,all,6,8,4,-4.340102076133149,188,47.340425531914896,49.276211945463395,0.26210751034820956,-0.2750583473190583,1.536090687907582,13.010389043446539,7,115,42.608695652173914,13.795979384915707,0.1199650381297018,-1.0032899884453457,1.2263826307474281,13.010389043446539,7,73,54.794520547945204,35.48023256054769,0.4860305830212012,0.5316690385870159,2.145384543354366,7.260249338525723,6,82.63039846549563
rsi,0.5,1.2,-0.02,True,,,none,rsi_ge_58,none,all,6,7,4,-2.515562898932276,185,48.10810810810811,47.886680745217014,0.258846922947119,-0.1337934440297054,1.5462856006779355,14.353859472263046,9,116,43.103448275862064,10.34007840133891,0.08913860690809405,-0.4297523921285449,1.1732237985669856,10.945807940839725,7,69,56.52173913043478,37.5466023438781,0.5441536571576536,0.6012177115712597,2.3425481276363245,7.266612691491222,5,82.59023478793308
rsi,0.55,1.2,-0.02,True,,,none,rsi_ge_58,none,all,6,7,4,-2.515562898932276,185,48.10810810810811,47.886680745217014,0.258846922947119,-0.1337934440297054,1.5462856006779355,14.353859472263046,9,116,43.103448275862064,10.34007840133891,0.08913860690809405,-0.4297523921285449,1.1732237985669856,10.945807940839725,7,69,56.52173913043478,37.5466023438781,0.5441536571576536,0.6012177115712597,2.3425481276363245,7.266612691491222,5,82.59023478793308
rsi,0.6,1.2,-0.02,True,,,none,rsi_ge_58,none,all,6,7,4,-2.515562898932276,185,48.10810810810811,47.886680745217014,0.258846922947119,-0.1337934440297054,1.5462856006779355,14.353859472263046,9,116,43.103448275862064,10.34007840133891,0.08913860690809405,-0.4297523921285449,1.1732237985669856,10.945807940839725,7,69,56.52173913043478,37.5466023438781,0.5441536571576536,0.6012177115712597,2.3425481276363245,7.266612691491222,5,82.59023478793308
rsi,0.65,1.2,-0.02,True,,,none,rsi_ge_58,none,all,6,7,4,-2.515562898932276,185,48.10810810810811,47.886680745217014,0.258846922947119,-0.1337934440297054,1.5462856006779355,14.353859472263046,9,116,43.103448275862064,10.34007840133891,0.08913860690809405,-0.4297523921285449,1.1732237985669856,10.945807940839725,7,69,56.52173913043478,37.5466023438781,0.5441536571576536,0.6012177115712597,2.3425481276363245,7.266612691491222,5,82.59023478793308
rsi,0.7,1.2,-0.02,True,,,none,rsi_ge_58,none,all,6,7,4,-2.515562898932276,185,48.10810810810811,47.886680745217014,0.258846922947119,-0.1337934440297054,1.5462856006779355,14.353859472263046,9,116,43.103448275862064,10.34007840133891,0.08913860690809405,-0.4297523921285449,1.1732237985669856,10.945807940839725,7,69,56.52173913043478,37.5466023438781,0.5441536571576536,0.6012177115712597,2.3425481276363245,7.266612691491222,5,82.59023478793308
close,0.7,1.1,-0.02,False,,0.85,none,none,none,all,6,8,5,3.2123655181167923,118,48.30508474576271,35.728983604722615,0.3027879966501916,-0.13315637408898365,1.6272025008808841,6.063259984130893,6,68,44.11764705882353,13.321709380251136,0.19590749088604612,-0.4297523921285449,1.3837484272557528,6.063259984130893,6,50,54.0,22.407274224471465,0.4481454844894293,0.5664433750791378,2.007026303767261,4.392525898006307,4,82.58642827027401
width,0.5,1.25,0.0,False,,,none,none,bb_width_ge_3,all,6,7,4,-4.5302845456764125,171,49.707602339181285,50.14523521483915,0.29324698956046286,-0.022104668109996,1.6321487002893016,14.85553063807836,8,100,43.0,11.412595539533264,0.11412595539533264,-0.727582124339457,1.2180140186805284,14.85553063807836,8,71,59.154929577464785,38.73263967530589,0.5455301362719139,0.7443295263116875,2.4357613745012867,8.283837727268882,5,82.56995146133401
width,0.55,1.25,0.0,False,,,none,none,bb_width_ge_3,all,6,7,4,-4.5302845456764125,171,49.707602339181285,50.14523521483915,0.29324698956046286,-0.022104668109996,1.6321487002893016,14.85553063807836,8,100,43.0,11.412595539533264,0.11412595539533264,-0.727582124339457,1.2180140186805284,14.85553063807836,8,71,59.154929577464785,38.73263967530589,0.5455301362719139,0.7443295263116875,2.4357613745012867,8.283837727268882,5,82.56995146133401
width,0.6,1.25,0.0,False,,,none,none,bb_width_ge_3,all,6,7,4,-4.5302845456764125,171,49.707602339181285,50.14523521483915,0.29324698956046286,-0.022104668109996,1.6321487002893016,14.85553063807836,8,100,43.0,11.412595539533264,0.11412595539533264,-0.727582124339457,1.2180140186805284,14.85553063807836,8,71,59.154929577464785,38.73263967530589,0.5455301362719139,0.7443295263116875,2.4357613745012867,8.283837727268882,5,82.56995146133401
adx,0.8,1.05,-0.02,True,,,adx_14_35,none,none,all,7,7,4,-3.028169306014784,125,48.8,43.795401143738104,0.3503632091499048,-0.1325193041482619,1.7663606643253782,8.85200897425103,6,74,45.94594594594595,19.893902669090398,0.2688365225552756,-0.2119446889996599,1.5643061539044807,8.85200897425103,5,51,52.94117647058824,23.901498474647713,0.46865683283622966,0.3734858996704182,2.0917163890827224,5.810162620033603,6,82.55999371353275
close,0.75,1.15,0.02,True,,0.75,none,none,none,all,6,7,5,0.29784758375178155,91,50.54945054945055,31.092229214086377,0.3416728485064437,0.0010976569048488,1.7613175914775698,5.058791480197593,5,54,40.74074074074074,3.363116869274706,0.06227994202360567,-0.727582124339457,1.1171972826161463,4.592893586892761,5,37,64.86486486486487,27.729112344811675,0.7494354687786939,1.648857047281676,3.283392354461763,2.916333942923858,3,82.54483558809906
body,0.7,1.0,-0.02,False,0.65,,none,none,none,all,6,8,5,2.9133827672513615,121,47.107438016528924,37.95890737925397,0.31370997834094194,-0.1439193090001583,1.6657602788730177,6.568870942423024,5,77,44.15584415584416,20.237111196471798,0.2628196259282052,-0.2883405508644905,1.5394176119093637,6.568870942423024,5,44,52.27272727272727,17.721796182782178,0.4027680950632313,0.24733978045864685,1.908843363697411,4.922940418947871,5,82.5232302347672
rsi,0.5,1.0,0.0,True,,,none,rsi_58_72,none,all,5,7,5,1.611741436765414,82,50.0,35.88808834292521,0.4376596139381123,0.045933965903121404,2.0148871766340073,8.085998215114385,8,49,40.816326530612244,9.797093384306311,0.1999406813123737,-0.4518742602335683,1.3829661993059084,4.392706244445438,5,33,63.63636363636363,26.090994958618893,0.7906362108672392,1.9771017464348235,3.6679226026636376,3.0223724661627838,4,82.49716701248255
rsi,0.55,1.0,0.0,True,,,none,rsi_58_72,none,all,5,7,5,1.611741436765414,82,50.0,35.88808834292521,0.4376596139381123,0.045933965903121404,2.0148871766340073,8.085998215114385,8,49,40.816326530612244,9.797093384306311,0.1999406813123737,-0.4518742602335683,1.3829661993059084,4.392706244445438,5,33,63.63636363636363,26.090994958618893,0.7906362108672392,1.9771017464348235,3.6679226026636376,3.0223724661627838,4,82.49716701248255
rsi,0.6,1.0,0.0,True,,,none,rsi_58_72,none,all,5,7,5,1.611741436765414,82,50.0,35.88808834292521,0.4376596139381123,0.045933965903121404,2.0148871766340073,8.085998215114385,8,49,40.816326530612244,9.797093384306311,0.1999406813123737,-0.4518742602335683,1.3829661993059084,4.392706244445438,5,33,63.63636363636363,26.090994958618893,0.7906362108672392,1.9771017464348235,3.6679226026636376,3.0223724661627838,4,82.49716701248255
rsi,0.65,1.0,0.0,True,,,none,rsi_58_72,none,all,5,7,5,1.611741436765414,82,50.0,35.88808834292521,0.4376596139381123,0.045933965903121404,2.0148871766340073,8.085998215114385,8,49,40.816326530612244,9.797093384306311,0.1999406813123737,-0.4518742602335683,1.3829661993059084,4.392706244445438,5,33,63.63636363636363,26.090994958618893,0.7906362108672392,1.9771017464348235,3.6679226026636376,3.0223724661627838,4,82.49716701248255
rsi,0.7,1.0,0.0,True,,,none,rsi_58_72,none,all,5,7,5,1.611741436765414,82,50.0,35.88808834292521,0.4376596139381123,0.045933965903121404,2.0148871766340073,8.085998215114385,8,49,40.816326530612244,9.797093384306311,0.1999406813123737,-0.4518742602335683,1.3829661993059084,4.392706244445438,5,33,63.63636363636363,26.090994958618893,0.7906362108672392,1.9771017464348235,3.6679226026636376,3.0223724661627838,4,82.49716701248255
adx,0.8,1.25,-0.02,False,,,adx_le_35,none,none,all,7,8,4,-7.5273239091561495,209,47.84688995215311,54.45564325654721,0.2605533170169723,-0.1439193090001583,1.5354413405584872,15.773143519479888,8,131,43.51145038167939,16.2386075314649,0.12395883611805268,-0.7728120012140385,1.2363880864305585,15.773143519479888,8,78,55.12820512820513,38.217035725082305,0.48996199647541416,0.5664433750791378,2.1578233749701328,9.290555235954251,6,82.49018409992983
rsi,0.5,1.2,-0.02,False,,,none,rsi_58_72,none,all,7,7,4,-1.8641507482338675,183,47.540983606557376,48.135855667854095,0.26303746266586936,-0.1439193090001583,1.5444988081890005,16.074622838331475,14,115,42.608695652173914,11.849650468726946,0.10304043885849518,-0.7728120012140385,1.1960249049829426,12.692143222167157,8,68,55.88235294117647,36.28620519912715,0.5336206646930464,0.6956980621458899,2.2980568507245795,8.986296218251868,8,82.43386467928906
rsi,0.55,1.2,-0.02,False,,,none,rsi_58_72,none,all,7,7,4,-1.8641507482338675,183,47.540983606557376,48.135855667854095,0.26303746266586936,-0.1439193090001583,1.5444988081890005,16.074622838331475,14,115,42.608695652173914,11.849650468726946,0.10304043885849518,-0.7728120012140385,1.1960249049829426,12.692143222167157,8,68,55.88235294117647,36.28620519912715,0.5336206646930464,0.6956980621458899,2.2980568507245795,8.986296218251868,8,82.43386467928906
rsi,0.6,1.2,-0.02,False,,,none,rsi_58_72,none,all,7,7,4,-1.8641507482338675,183,47.540983606557376,48.135855667854095,0.26303746266586936,-0.1439193090001583,1.5444988081890005,16.074622838331475,14,115,42.608695652173914,11.849650468726946,0.10304043885849518,-0.7728120012140385,1.1960249049829426,12.692143222167157,8,68,55.88235294117647,36.28620519912715,0.5336206646930464,0.6956980621458899,2.2980568507245795,8.986296218251868,8,82.43386467928906
rsi,0.65,1.2,-0.02,False,,,none,rsi_58_72,none,all,7,7,4,-1.8641507482338675,183,47.540983606557376,48.135855667854095,0.26303746266586936,-0.1439193090001583,1.5444988081890005,16.074622838331475,14,115,42.608695652173914,11.849650468726946,0.10304043885849518,-0.7728120012140385,1.1960249049829426,12.692143222167157,8,68,55.88235294117647,36.28620519912715,0.5336206646930464,0.6956980621458899,2.2980568507245795,8.986296218251868,8,82.43386467928906
rsi,0.55,1.2,-0.02,False,,,none,rsi_ge_55,none,all,6,9,4,-6.697091197919868,221,47.511312217194565,54.63366791059467,0.24721116701626547,-0.2701466256389552,1.5056700600179225,16.11817884635658,9,137,43.06569343065693,14.628156856334815,0.1067748675644877,-0.7728120012140385,1.2032516489116643,16.11817884635658,9,84,54.761904761904766,40.00551105425984,0.4762560839792838,0.5664433750791378,2.1090627807103997,10.341194015222488,6,82.42826653917639
rsi,0.6,1.2,-0.02,False,,,none,rsi_ge_55,none,all,6,9,4,-6.697091197919868,221,47.511312217194565,54.63366791059467,0.24721116701626547,-0.2701466256389552,1.5056700600179225,16.11817884635658,9,137,43.06569343065693,14.628156856334815,0.1067748675644877,-0.7728120012140385,1.2032516489116643,16.11817884635658,9,84,54.761904761904766,40.00551105425984,0.4762560839792838,0.5664433750791378,2.1090627807103997,10.341194015222488,6,82.42826653917639
rsi,0.65,1.2,-0.02,False,,,none,rsi_ge_55,none,all,6,9,4,-6.697091197919868,221,47.511312217194565,54.63366791059467,0.24721116701626547,-0.2701466256389552,1.5056700600179225,16.11817884635658,9,137,43.06569343065693,14.628156856334815,0.1067748675644877,-0.7728120012140385,1.2032516489116643,16.11817884635658,9,84,54.761904761904766,40.00551105425984,0.4762560839792838,0.5664433750791378,2.1090627807103997,10.341194015222488,6,82.42826653917639
adx,0.75,1.05,0.0,False,,,adx_14_35,none,none,all,7,7,4,-5.775346300508851,111,50.45045045045045,46.90872481024662,0.4226011244166362,0.1139725999162388,1.9467642896057873,9.495994999801301,10,64,45.3125,19.00442007153252,0.29694406361769565,-0.3081194545277184,1.5996156129717807,9.495994999801301,10,47,57.446808510638306,27.904304738714107,0.5937086114620023,0.6012177115712597,2.5630892886971584,5.223044775992,4,82.40601959034099
width,0.65,1.25,-0.02,False,,,none,none,bb_width_2_5_7,all,6,7,4,-5.282735333512576,219,47.48858447488584,53.87754510339351,0.24601618768672834,-0.2701466256389552,1.499923344047153,15.748143141296222,10,134,43.28358208955223,13.450010145742759,0.10037321004285642,-0.8880509948296921,1.1906301298699853,15.748143141296222,10,85,54.11764705882353,40.42753495765077,0.4756180583253032,0.6012177115712597,2.086292095616388,9.335769380040421,5,82.40179127499218
rsi,0.8,1.25,-0.02,False,,,none,rsi_55_72,none,all,6,9,4,-5.091475480804072,193,46.63212435233161,50.020916543252994,0.25917573338473054,-0.2799700689991615,1.523260698314597,13.014693236636454,8,120,42.5,14.654094059479977,0.12211745049566648,-0.8880509948296921,1.2303738768558663,13.014693236636454,8,73,53.42465753424658,35.36682248377302,0.4844770203256578,0.3734858996704182,2.1057458250212275,10.000571330963153,8,82.39962835393598
adx,0.5,1.25,-0.02,True,,,adx_le_35,none,none,all,6,8,4,-6.381819812587157,216,47.68518518518518,53.46120637641185,0.2475055850759808,-0.20703296731955675,1.5051985424296643,14.8120648544946,8,129,43.41085271317829,13.722027203829184,0.10637230390565258,-0.7728120012140385,1.2026755157287146,14.8120648544946,8,87,54.02298850574713,39.73917917258266,0.45677217439750184,0.5316690385870159,2.0425372207647334,10.338762477660929,6,82.39170884563937
adx,0.55,1.25,-0.02,True,,,adx_le_35,none,none,all,6,8,4,-6.381819812587157,216,47.68518518518518,53.46120637641185,0.2475055850759808,-0.20703296731955675,1.5051985424296643,14.8120648544946,8,129,43.41085271317829,13.722027203829184,0.10637230390565258,-0.7728120012140385,1.2026755157287146,14.8120648544946,8,87,54.02298850574713,39.73917917258266,0.45677217439750184,0.5316690385870159,2.0425372207647334,10.338762477660929,6,82.39170884563937
adx,0.6,1.25,-0.02,True,,,adx_le_35,none,none,all,6,8,4,-6.381819812587157,216,47.68518518518518,53.46120637641185,0.2475055850759808,-0.20703296731955675,1.5051985424296643,14.8120648544946,8,129,43.41085271317829,13.722027203829184,0.10637230390565258,-0.7728120012140385,1.2026755157287146,14.8120648544946,8,87,54.02298850574713,39.73917917258266,0.45677217439750184,0.5316690385870159,2.0425372207647334,10.338762477660929,6,82.39170884563937
body,0.5,1.25,-0.02,True,0.65,,none,none,none,all,7,7,4,-2.5926446877893894,190,46.8421052631579,45.37707474660128,0.23882670919263832,-0.2750583473190583,1.485627622342496,10.610941771996963,7,116,43.103448275862064,15.622378584530736,0.13467567745285117,-0.4297523921285449,1.2613458435005882,10.610941771996963,7,74,52.702702702702695,29.75469616207056,0.40209048867662917,0.250259067710059,1.883888282634408,7.300081297102719,6,82.36490859593742
body,0.55,1.25,-0.02,True,0.65,,none,none,none,all,7,7,4,-2.5926446877893894,190,46.8421052631579,45.37707474660128,0.23882670919263832,-0.2750583473190583,1.485627622342496,10.610941771996963,7,116,43.103448275862064,15.622378584530736,0.13467567745285117,-0.4297523921285449,1.2613458435005882,10.610941771996963,7,74,52.702702702702695,29.75469616207056,0.40209048867662917,0.250259067710059,1.883888282634408,7.300081297102719,6,82.36490859593742
body,0.6,1.25,-0.02,True,0.65,,none,none,none,all,7,7,4,-2.5926446877893894,190,46.8421052631579,45.37707474660128,0.23882670919263832,-0.2750583473190583,1.485627622342496,10.610941771996963,7,116,43.103448275862064,15.622378584530736,0.13467567745285117,-0.4297523921285449,1.2613458435005882,10.610941771996963,7,74,52.702702702702695,29.75469616207056,0.40209048867662917,0.250259067710059,1.883888282634408,7.300081297102719,6,82.36490859593742
close,0.5,1.1,-0.02,False,,0.85,none,none,none,all,6,8,5,3.2123655181167923,120,48.333333333333336,35.6649674731279,0.29720806227606583,-0.13315637408898365,1.6151706468436,6.063259984130893,6,68,44.11764705882353,13.321709380251136,0.19590749088604612,-0.4297523921285449,1.3837484272557528,6.063259984130893,6,52,53.84615384615385,22.343258092876763,0.42967804024763007,0.5664433750791378,1.9605444164349008,4.392525898006307,4,82.32940765481766
close,0.55,1.1,-0.02,False,,0.85,none,none,none,all,6,8,5,3.2123655181167923,120,48.333333333333336,35.6649674731279,0.29720806227606583,-0.13315637408898365,1.6151706468436,6.063259984130893,6,68,44.11764705882353,13.321709380251136,0.19590749088604612,-0.4297523921285449,1.3837484272557528,6.063259984130893,6,52,53.84615384615385,22.343258092876763,0.42967804024763007,0.5664433750791378,1.9605444164349008,4.392525898006307,4,82.32940765481766
close,0.6,1.1,-0.02,False,,0.85,none,none,none,all,6,8,5,3.2123655181167923,120,48.333333333333336,35.6649674731279,0.29720806227606583,-0.13315637408898365,1.6151706468436,6.063259984130893,6,68,44.11764705882353,13.321709380251136,0.19590749088604612,-0.4297523921285449,1.3837484272557528,6.063259984130893,6,52,53.84615384615385,22.343258092876763,0.42967804024763007,0.5664433750791378,1.9605444164349008,4.392525898006307,4,82.32940765481766
close,0.65,1.1,-0.02,False,,0.85,none,none,none,all,6,8,5,3.2123655181167923,120,48.333333333333336,35.6649674731279,0.29720806227606583,-0.13315637408898365,1.6151706468436,6.063259984130893,6,68,44.11764705882353,13.321709380251136,0.19590749088604612,-0.4297523921285449,1.3837484272557528,6.063259984130893,6,52,53.84615384615385,22.343258092876763,0.42967804024763007,0.5664433750791378,1.9605444164349008,4.392525898006307,4,82.32940765481766
rsi,0.8,1.2,0.0,True,,,none,rsi_ge_55,none,all,6,9,4,-5.389625131476159,159,49.056603773584904,46.606628499289194,0.29312344968106413,-0.0324501736927988,1.6301168070188778,11.317256804259397,7,96,42.70833333333333,10.071156672415874,0.10490788200433203,-0.6123431307238034,1.2012583601808644,11.317256804259397,7,63,58.730158730158735,36.53547182687332,0.5799281242360844,0.7443295263116875,2.5271392542688105,7.273651910012319,4,82.32054869273833
body,0.8,1.25,0.0,True,0.65,,none,none,none,all,7,7,4,-3.3575138159327964,146,48.63013698630137,43.21979352359716,0.2960259830383367,-0.08248473892053035,1.6305587454948913,9.81241094943001,7,90,42.22222222222222,11.878008585945933,0.13197787317717705,-0.6123431307238034,1.2525129566303017,9.81241094943001,7,56,58.92857142857143,31.34178493765122,0.5596747310294861,0.6727736189414736,2.457564046994253,5.242206623644294,4,82.27479140804711
close,0.75,1.2,0.02,True,,0.75,none,none,none,all,6,9,4,-1.1323104400168114,101,51.48514851485149,35.39660611526701,0.35046144668581203,0.1139725999162388,1.806158665452331,5.598584253671705,6,63,44.44444444444444,8.690563773693682,0.13794545672529654,-0.2883405508644905,1.28270409665163,5.598584253671705,6,38,63.1578947368421,26.70604234157333,0.7027905879361402,1.26594279959865,3.0282721637289094,2.916333942923858,3,82.24692545476654
rsi,0.8,1.25,0.0,False,,,none,rsi_55_72,none,all,7,9,4,-5.779325190573679,159,47.79874213836478,48.14214474423049,0.30278078455490876,-0.1439193090001583,1.626771903910475,13.70254294640606,8,97,42.2680412371134,13.631794160668893,0.14053396041926694,-1.0032899884453457,1.2627002320764076,13.70254294640606,8,62,56.451612903225815,34.5103505835616,0.5566185577993807,0.7231041758706447,2.384922771331418,10.000571330963153,8,82.23145510343744
