trades,win_rate,total_r,avg_r,pf,max_dd_r,adx_min,adjust_min,body_min,is_base
39,46.15384615384615,3.990829863466134,0.102328970858106,1.2028673397022989,9.256125630878136,0,0.0,0.0,True
39,46.15384615384615,3.990829863466134,0.102328970858106,1.2028673397022989,9.256125630878136,0,0.0,0.35,False
37,48.64864864864865,6.009463071494366,0.16241792085119908,1.3404123198606102,8.246138892210167,0,0.0,0.45,False
39,46.15384615384615,3.990829863466134,0.102328970858106,1.2028673397022989,9.256125630878136,0,0.5,0.0,False
39,46.15384615384615,3.990829863466134,0.102328970858106,1.2028673397022989,9.256125630878136,0,0.5,0.35,False
37,48.64864864864865,6.009463071494366,0.16241792085119908,1.3404123198606102,8.246138892210167,0,0.5,0.45,False
37,45.94594594594595,2.120511006048135,0.057311108271571216,1.108422404907917,9.141876797712998,0,1.0,0.0,False
37,45.94594594594595,2.120511006048135,0.057311108271571216,1.108422404907917,9.141876797712998,0,1.0,0.35,False
35,48.57142857142857,4.139144214076367,0.11826126325932478,1.2359934416525802,8.13189005904503,0,1.0,0.45,False
19,47.368421052631575,2.925156151298679,0.15395558691045677,1.3105545920655381,4.931883726822397,18,0.0,0.0,False
19,47.368421052631575,2.925156151298679,0.15395558691045677,1.3105545920655381,4.931883726822397,18,0.0,0.35,False
18,50.0,3.933802620658942,0.2185445900366079,1.4677257233618175,3.9232372574621337,18,0.0,0.45,False
19,47.368421052631575,2.925156151298679,0.15395558691045677,1.3105545920655381,4.931883726822397,18,0.5,0.0,False
19,47.368421052631575,2.925156151298679,0.15395558691045677,1.3105545920655381,4.931883726822397,18,0.5,0.35,False
18,50.0,3.933802620658942,0.2185445900366079,1.4677257233618175,3.9232372574621337,18,0.5,0.45,False
19,47.368421052631575,2.925156151298679,0.15395558691045677,1.3105545920655381,4.931883726822397,18,1.0,0.0,False
19,47.368421052631575,2.925156151298679,0.15395558691045677,1.3105545920655381,4.931883726822397,18,1.0,0.35,False
18,50.0,3.933802620658942,0.2185445900366079,1.4677257233618175,3.9232372574621337,18,1.0,0.45,False
12,41.66666666666667,-0.5535819220388818,-0.046131826836573485,0.921947919621926,3.910566046222519,22,0.0,0.0,False
12,41.66666666666667,-0.5535819220388818,-0.046131826836573485,0.921947919621926,3.910566046222519,22,0.0,0.35,False
11,45.45454545454545,0.4550645473213817,0.04136950430194379,1.0747991220743394,3.910566046222519,22,0.0,0.45,False
12,41.66666666666667,-0.5535819220388818,-0.046131826836573485,0.921947919621926,3.910566046222519,22,0.5,0.0,False
12,41.66666666666667,-0.5535819220388818,-0.046131826836573485,0.921947919621926,3.910566046222519,22,0.5,0.35,False
11,45.45454545454545,0.4550645473213817,0.04136950430194379,1.0747991220743394,3.910566046222519,22,0.5,0.45,False
12,41.66666666666667,-0.5535819220388818,-0.046131826836573485,0.921947919621926,3.910566046222519,22,1.0,0.0,False
12,41.66666666666667,-0.5535819220388818,-0.046131826836573485,0.921947919621926,3.910566046222519,22,1.0,0.35,False
11,45.45454545454545,0.4550645473213817,0.04136950430194379,1.0747991220743394,3.910566046222519,22,1.0,0.45,False
8,50.0,2.079000102698273,0.25987501283728415,1.5146447115478052,3.0254217309429703,26,0.0,0.0,False
8,50.0,2.079000102698273,0.25987501283728415,1.5146447115478052,3.0254217309429703,26,0.0,0.35,False
7,57.14285714285714,3.0876465720585364,0.44109236743693375,2.0186777003037175,2.016775261582707,26,0.0,0.45,False
8,50.0,2.079000102698273,0.25987501283728415,1.5146447115478052,3.0254217309429703,26,0.5,0.0,False
8,50.0,2.079000102698273,0.25987501283728415,1.5146447115478052,3.0254217309429703,26,0.5,0.35,False
7,57.14285714285714,3.0876465720585364,0.44109236743693375,2.0186777003037175,2.016775261582707,26,0.5,0.45,False
8,50.0,2.079000102698273,0.25987501283728415,1.5146447115478052,3.0254217309429703,26,1.0,0.0,False
8,50.0,2.079000102698273,0.25987501283728415,1.5146447115478052,3.0254217309429703,26,1.0,0.35,False
7,57.14285714285714,3.0876465720585364,0.44109236743693375,2.0186777003037175,2.016775261582707,26,1.0,0.45,False
