symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
AUDJPY,1334,41.754122938530735,-2.4026279276641915,-0.0018010704105428722,0.9966279339892361,51.017366597867294,10,1.7383671033542616,1.5000000000000107,31.26086956521739,25.63718140929535
