structure,filter,target_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
role_ab_5pivot,basic_role,fixed_2R,50,48.0,10.53128560286762,0.2106257120573524,1.4724074122987802,3.4615055177180913,5,2.0,2.0,35.9,26.0
role_ab_5pivot,observe_loose,fixed_2R,48,52.083333333333336,8.885962406916248,0.18512421681075517,1.4269402611007123,7.6083803384394475,3,2.0,2.0,34.229166666666664,22.916666666666664
role_ab_5pivot,basic_role,fixed_1_5R,53,49.056603773584904,7.991817765141429,0.15078901443663073,1.3429190132940843,3.9272088110694625,4,1.4999999999999998,1.5,31.58490566037736,32.075471698113205
classic_6pivot,diag_break,fixed_2R,12,50.0,4.810510999138016,0.4008759165948346,1.8584109730560876,2.041524595478011,2,2.0,2.0,31.5,33.33333333333333
role_ab_5pivot,context,fixed_1_5R,15,53.333333333333336,4.63337964495158,0.30889197633010534,1.72286639948509,3.0462381877678952,3,1.5000000000000002,1.5,28.866666666666667,46.666666666666664
role_ab_5pivot,observe_loose,fixed_1_5R,50,50.0,4.383280708423204,0.08766561416846408,1.1971052947918848,5.59646821174083,5,1.5000000000000009,1.5,30.62,30.0
ihs_5pivot,context,fixed_2R,39,46.15384615384615,3.990829863466134,0.102328970858106,1.2028673397022989,9.256125630878136,10,2.0,2.0,32.333333333333336,23.076923076923077
classic_6pivot,context,fixed_2R,8,50.0,3.418822338735991,0.42735279234199886,1.9557625353345236,1.022868193682661,1,2.0,2.0,28.125,37.5
classic_6pivot,diag_break,fixed_1_5R,13,53.84615384615385,3.1890365622107515,0.24531050478544242,1.5690671903607118,1.6629990324052872,1,1.5000000000000004,1.5,25.76923076923077,30.76923076923077
role_ab_5pivot,strict_synapse,fixed_2R,3,66.66666666666666,2.9631262298839864,0.9877087432946622,3.933461645445874,1.010112484164968,1,2.0,2.0,19.0,66.66666666666666
role_ab_5pivot,context,fixed_2R,14,42.857142857142854,2.8509446191054924,0.20363890136467802,1.3837203805442717,3.4295426747103646,4,2.0,2.0,32.714285714285715,35.714285714285715
ihs_5pivot,strict_synapse,fixed_2R,3,66.66666666666666,2.673316753339696,0.8911055844465654,685.0357597194458,0.003908153507115042,1,2.0,2.0,51.333333333333336,33.33333333333333
role_ab_5pivot,diag_break,fixed_2R,31,38.70967741935484,2.5624559479336426,0.08265986928818202,1.1615654578469186,4.380541005974054,5,2.0,2.0,36.03225806451613,25.806451612903224
ihs_5pivot,context,fixed_1_5R,40,50.0,2.506430155675306,0.06266075389188265,1.1282049596446075,7.646943787854793,5,1.4999999999999984,1.5,30.65,32.5
role_ab_5pivot,diag_break,fixed_1_5R,31,41.935483870967744,2.354754350528525,0.07595981775898468,1.1586744740595185,4.182765954799868,4,1.4999999999999993,1.5,32.70967741935484,32.25806451612903
ihs_5pivot,strict_synapse,fixed_1_5R,3,66.66666666666666,2.1733167533397,0.7244389177799001,557.0981034606252,0.003908153507115042,1,1.5,1.5,47.333333333333336,33.33333333333333
role_ab_5pivot,strict_synapse,fixed_1_5R,3,66.66666666666666,1.963126229883981,0.654375409961327,2.9434728910482115,1.010112484164968,1,1.5,1.5,16.666666666666668,66.66666666666666
classic_6pivot,context,fixed_1_5R,8,50.0,1.9188223387359915,0.23985279234199894,1.5364240436093783,1.022868193682661,1,1.4999999999999991,1.5,22.0,37.5
classic_6pivot,strict_synapse,fixed_2R,7,57.14285714285714,1.7296244722122225,0.2470892103160318,1.6734737523181353,1.5483582854474205,2,2.0,2.0,40.857142857142854,14.285714285714285
classic_6pivot,strict_synapse,fixed_1_5R,7,57.14285714285714,1.2296244722122227,0.1756606388874604,1.478785898642953,1.5483582854474205,2,1.4999999999999971,1.5,38.42857142857143,14.285714285714285
classic_6pivot,basic_role,fixed_2R,26,34.61538461538461,-0.6628681725310279,-0.025494929712731842,0.9595109422232693,4.137865979779592,4,2.0,2.0,24.076923076923077,23.076923076923077
classic_6pivot,observe_loose,half_wave,1,0.0,-1.0129091534849344,-1.0129091534849344,0.0,0.0,1,0.7476551393357486,0.7476551393357486,10.0,0.0
role_ab_5pivot,observe_loose,half_wave,1,0.0,-1.0258250356025747,-1.0258250356025747,0.0,0.0,1,0.781207326977823,0.781207326977823,2.0,0.0
classic_6pivot,observe_loose,fixed_2R,37,32.432432432432435,-1.9413170684887417,-0.0524680288780741,0.9135140988254932,6.10255606663528,6,2.0,2.0,31.81081081081081,18.91891891891892
ihs_5pivot,observe_loose,half_wave,7,42.857142857142854,-2.079872460624253,-0.29712463723203614,0.486886406865332,2.028382629510287,3,0.6361219154674219,0.6225241563673298,14.142857142857142,42.857142857142854
ihs_5pivot,diag_break,fixed_2R,69,39.130434782608695,-2.612546205859906,-0.037862988490723275,0.9328801323729179,11.67655309241248,8,2.0,2.0,31.08695652173913,18.84057971014493
classic_6pivot,basic_role,fixed_1_5R,27,37.03703703703704,-3.127897858502447,-0.11584806883342395,0.8088229725392759,5.31427613819072,4,1.5000000000000004,1.5,22.037037037037038,25.925925925925924
ihs_5pivot,diag_break,fixed_1_5R,70,42.857142857142854,-3.2475908915016287,-0.04639415559288041,0.9140593983242673,10.992686001379202,8,1.499999999999999,1.5,29.228571428571428,28.57142857142857
ihs_5pivot,observe_loose,fixed_1_5R,177,42.93785310734463,-5.701475763896014,-0.0322117274796385,0.9403103845909311,15.448479860600067,8,1.5,1.5,31.180790960451976,31.07344632768362
classic_6pivot,observe_loose,fixed_1_5R,44,34.090909090909086,-8.690993549501782,-0.19752258067049502,0.6719741725892735,9.975312845861533,6,1.5000000000000002,1.5,29.90909090909091,20.454545454545457
ihs_5pivot,observe_loose,fixed_2R,174,38.50574712643678,-11.64153493112692,-0.06690537316739609,0.8818285544619933,16.309435848923307,8,2.0,2.0,35.05172413793103,19.54022988505747
ihs_5pivot,basic_role,fixed_2R,130,34.61538461538461,-16.787696011145034,-0.1291361231626541,0.7829209028055857,25.486204688019402,9,2.0,2.0,31.361538461538462,17.692307692307693
ihs_5pivot,basic_role,fixed_1_5R,133,36.84210526315789,-20.63056904010069,-0.15511706045188486,0.7379416739152318,27.131124876791723,7,1.4999999999999996,1.5,28.32330827067669,26.31578947368421
