filter,target_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
context,fixed_2R,61,45.90163934426229,10.260596821307617,0.168206505267338,1.3344510031795644,6.8500425969085015,5,2.0,2.0,31.868852459016395,27.86885245901639
context,fixed_1_5R,63,50.79365079365079,9.058632139362878,0.1437878117359187,1.3066878754981335,7.041831079832559,5,1.4999999999999987,1.5,29.126984126984127,36.507936507936506
strict_synapse,fixed_2R,13,61.53846153846154,7.366067455435905,0.5666205734950697,3.0562774231760006,2.029967831778607,2,2.0,2.0,38.23076923076923,30.76923076923077
strict_synapse,fixed_1_5R,13,61.53846153846154,5.366067455435904,0.4127744196489157,2.4979666459217027,2.029967831778607,2,1.4999999999999987,1.5,35.46153846153846,30.76923076923077
diag_break,fixed_2R,112,40.17857142857143,4.76042074121175,0.04250375661796205,1.078830922035845,11.705727934922633,6,2.0,2.0,32.5,22.321428571428573
diag_break,fixed_1_5R,114,43.859649122807014,2.296200021237648,0.02014210544945305,1.0394313081469435,12.014066554339164,6,1.4999999999999991,1.5,29.780701754385966,29.82456140350877
observe_loose,half_wave,9,33.33333333333333,-4.1186066497117615,-0.4576229610790846,0.3239506812645562,3.1019148465426793,3,0.6646350971761694,0.6430464686357004,12.333333333333334,33.33333333333333
observe_loose,fixed_2R,259,40.15444015444015,-4.696889592699411,-0.01813470885212128,0.9668705157042135,19.058420401308506,10,2.0,2.0,34.43629343629344,20.077220077220076
basic_role,fixed_2R,206,37.86407766990291,-6.919278580808438,-0.033588730974798246,0.9403504336899423,15.81087470294865,10,2.0,2.0,31.54368932038835,20.388349514563107
observe_loose,fixed_1_5R,271,42.80442804428044,-10.009188604974586,-0.036934275295109176,0.9306130942128886,22.87769951003615,8,1.5,1.5,30.870848708487085,29.15129151291513
basic_role,fixed_1_5R,213,39.906103286384976,-15.766649133461703,-0.07402182691766057,0.8668263208388463,19.7434973198227,10,1.4999999999999996,1.5,28.338028169014084,27.699530516431924
