symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,period,open,high,low,close,atr,body_ratio,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr50,atr_ratio_50,atr_pctile_252,close_location,range5_atr,macd,macd_signal,macd_hist,macd_hist_slope3,stoch_k14,stoch_d3,cci20,roc10,williams_r14,chop14,aroon_up25,aroon_down25,ichi_tenkan,ichi_kijun,ichi_cloud_top,ichi_cloud_bottom,kc_mid,kc_pos,bb_kc_width_ratio,year,month
SILVER,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-01-16 13:00:00,long,rebreak,6189,6198,6203,17.206,16.815,3.884791709695304,9,0.43164352329947825,5,0.5555555555555556,16,0.8005115089514073,0.618,0.8,17.128,2015-01-16 14:00:00,17.124,16.78983777579219,17.80432444841562,2015-01-16 16:00:00,17.80432444841562,TP,2,0.33416222420780883,2.0359107018408564,1.9311711548050599,Research_2015_2024,16.978,17.157,16.97,17.128,0.10064889683124492,0.8021390374331425,16.98215080168055,16.93682693649415,16.656337768842754,0.035671738429565066,62.672022042468605,15.79172032268886,2.85469241751774,1.0034427573334084,17.188,17.206,False,False,0.11207118348028679,0.8980800746959986,54.761904761904766,0.8449197860962581,2.752141441395417,0.015163691066703677,0.014474443120302279,0.0006892479464013987,0.017614893381703224,89.75265017667851,57.55942872816894,111.68740874643483,0.5105334194002609,-10.24734982332148,52.929478212591334,20.0,36.0,17.0155,17.0105,17.012999999999998,16.884,16.98215080168055,0.8622722228242361,0.713673104379435,2015,2015-01
USDJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-01-20 11:00:00,long,rebreak,6439,6451,6460,117.248,115.853,5.721241918590062,12,0.47677015988250515,9,0.75,57,2.0301075268817113,0.618,0.8,118.685,2015-01-20 12:00:00,118.686,115.79204295519006,124.4709140896199,2015-04-14 11:00:00,119.876,max_hold,1440,2.8939570448099516,0.4112016804583034,0.40774620415193424,Research_2015_2024,118.381,118.744,118.374,118.685,0.24382817923976075,0.821621621621617,118.05428897435692,117.66741745296193,117.90546752169206,1.9807314521245099,73.23026163765253,36.80907917834574,5.979627928762212,0.9704726732956983,118.529,118.529,True,True,0.27670599720958217,0.8811814044459645,29.365079365079367,0.8405405405405493,3.125151499616916,0.28297605095836786,0.25214514126225956,0.0308309096961083,0.009552735706217785,95.04201680672288,85.56416741453877,99.56902419218105,0.49279019161241333,-4.95798319327711,40.715854295052765,100.0,4.0,118.363,117.95349999999999,118.15825,117.5275,118.05428897435692,1.1466756914742042,1.494906982190553,2015,2015-01
SILVER,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-01-27 14:00:00,long,rebreak,6349,6360,6366,18.153,17.523,6.054352754757078,11,0.5503957049779162,6,0.5454545454545454,14,0.8317460317460345,0.618,0.8,18.047,2015-01-27 15:00:00,18.041,17.496985658520433,19.147028682959135,2015-01-29 11:00:00,17.496985658520433,SL,42,0.5440143414795671,-1.0,-1.0643365391890403,Research_2015_2024,17.956,18.067,17.927,18.047,0.10405736591826269,0.6500000000000051,17.937100456381316,18.011330003337825,17.762244629508988,0.006576458058709437,57.299946392709685,31.405432040873592,2.5429684220336317,1.0778214903355958,18.021,18.461,True,False,0.10259342515580722,1.0142693428963134,50.39682539682539,0.8571428571428608,2.3448604320011555,-0.02041229747757356,-0.04749253296634365,0.027080235488770088,0.011210728123651606,93.84615384615397,88.24322932756651,90.21671274413507,1.0979777043302885,-6.153846153846036,53.42288779573075,4.0,44.0,17.945,17.838,17.991999999999997,17.8915,17.937100456381316,0.7640359542279107,0.6357421055084079,2015,2015-01
GBPJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-01-27 17:00:00,long,rebreak,12546,12568,12576,178.48,175.73,6.8497624426050745,22,0.31135283830023064,8,0.36363636363636365,42,1.2109090909090954,0.618,0.8,179.06,2015-01-27 18:00:00,179.05,175.62963155572757,185.92073688854487,2015-02-03 04:00:00,175.62963155572757,SL,80,3.420368444272441,-1.0,-1.0058473232711151,Research_2015_2024,178.73,179.08,178.67,179.06,0.40147377708972504,0.8048780487804692,178.34846605865442,178.07398868204103,178.29519815492216,0.195446916038913,64.8583437573735,24.20430690627738,3.2953460044921328,0.9799715770086215,179.0,179.0,True,True,0.41669863976592336,0.9634631332496052,36.11111111111111,0.9512195121950999,2.939170793554194,0.16153034100545938,0.1353398845412832,0.02619045646417617,0.11136189401677049,98.42519685039291,83.85006561679724,85.05190504021073,0.6237707221129707,-1.5748031496070922,57.812836396095385,100.0,76.0,178.445,178.445,178.445,177.405,178.34846605865442,0.9430762243697971,0.8238365011230332,2015,2015-01
EURJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-02-03 13:00:00,long,rebreak,6523,6538,6554,134.34,132.38,4.715201165294657,15,0.3143467443529771,16,1.0666666666666667,61,1.137755102040821,0.618,0.8,134.61,2015-02-03 14:00:00,134.62,132.27608078577717,139.2778384284457,2015-03-05 06:00:00,132.27608078577717,SL,512,2.3439192142228364,-1.0,-1.005332948304762,Research_2015_2024,133.17,134.69,133.03,134.61,0.4156768568913276,0.8674698795180898,133.16434989368616,133.211094920269,134.13176978861605,0.268294693088339,72.49656163156618,21.680718729317327,4.348201145183321,1.4073573811056017,133.43,134.17,True,True,0.31004764993306216,1.3406870104678112,80.55555555555556,0.9518072289156722,4.402458230861791,0.09362158919199715,-0.06436842741442679,0.15799001660642392,0.09753714989234868,96.53679653679723,80.43290043290054,205.485083392067,1.340058721674331,-3.463203463202771,33.28273978257383,100.0,24.0,133.54,133.51999999999998,133.52999999999997,133.51999999999998,133.16434989368616,1.3694554930994187,1.0870502862958302,2015,2015-02
AUDJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-02-05 18:00:00,long,rebreak,6766,6782,6795,92.365,90.716,5.408556488170477,16,0.33803478051065483,13,0.8125,21,0.7258944815039431,0.618,0.8,91.913,2015-02-05 19:00:00,91.915,90.63977818353165,94.4594436329367,2015-03-23 19:00:00,94.4594436329367,TP,769,1.2752218164683597,1.9952949362043968,1.9854927199636125,Research_2015_2024,91.431,91.929,91.376,91.913,0.3048872658733752,0.8716094032549759,91.4784332485047,91.38168405808689,92.20721108622709,0.8714453358153192,61.22210123830964,31.53309664604287,3.956288699660577,0.9380619657431278,91.872,92.365,True,False,0.35209757639919986,0.8659169682204836,51.19047619047619,0.9710669077757588,1.8761032815242729,0.11248650198777455,0.07560306510034617,0.03688343688742837,-0.008154653411160125,98.30328738069932,71.81968119612426,87.45423709222,0.5557682840107159,-1.6967126193006765,53.580061990365856,100.0,16.0,91.643,91.32249999999999,91.48275,91.3495,91.4784332485047,0.8563339635147132,0.9890721749151442,2015,2015-02
GBPJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-02-24 06:00:00,long,rebreak,13025,13028,13030,183.48,182.58,3.570906356437224,3,1.190302118812408,2,0.6666666666666666,19,1.7666666666666835,0.618,0.8,184.17,2015-02-24 07:00:00,184.16,182.5169907867804,187.47601842643914,2015-03-04 19:00:00,182.5169907867804,SL,154,1.6430092132195853,-1.0,-1.012172786274759,Research_2015_2024,183.83,184.32,183.78,184.17,0.25203685287841826,0.6296296296295926,183.64370220336164,183.39631720378065,182.73634733023505,1.1347077489532957,68.84959638482016,25.376605791276795,4.985733303072349,0.9329181642046003,183.98,183.98,True,True,0.2937180100668419,0.858091244799942,11.11111111111111,0.7222222222222076,2.6980181359748867,0.20430873929984728,0.18006312426347887,0.024245615036368406,0.013832954055015168,81.92771084337247,76.42488320629468,94.22737544818003,0.29406959647115816,-18.072289156627537,47.4048176651899,100.0,24.0,183.93,183.45,183.69,182.98,183.64370220336164,1.0220444853874493,1.2464333257680873,2015,2015-02
XAUUSD,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-02-26 08:00:00,long,rebreak,6924,6936,6944,1211.782,1201.069,4.365685444764723,12,0.3638071203970603,8,0.6666666666666666,14,1.2729394193969932,0.618,0.8,1214.706,2015-02-26 09:00:00,1214.718,1200.4555224524565,1243.2069550950866,2015-03-03 02:00:00,1200.4555224524565,SL,63,14.26247754754354,-1.0,-1.0245399159320967,Research_2015_2024,1211.662,1216.038,1211.661,1214.706,2.4539101901734273,0.6954535069682207,1208.1510252331318,1205.963045321356,1211.8400105634348,1.283678944317201,73.00098297883845,22.578734355429333,5.44991324544779,1.0922153640422627,1213.099,1213.099,True,True,3.014055879874421,0.8141555060603815,7.142857142857142,0.6956819739547357,3.1749328199534963,1.9347838523478913,1.1487723998643318,0.7860114524835595,0.3291453598353886,89.87995745327379,87.4218866213049,166.6683551732298,0.8399552378074437,-10.12004254672621,29.15596017758727,100.0,44.0,1209.7845,1208.5535,1209.1689999999999,1203.213,1208.1510252331318,1.1678091554773558,1.3624783113619474,2015,2015-02
SILVER,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-03-16 05:00:00,long,rebreak,7061,7087,7101,15.841,15.274,8.665052546694346,26,0.3332712517959363,14,0.5384615384615384,59,0.8641975308641976,0.618,0.8,15.764,2015-03-16 06:00:00,15.766,15.257641184027893,16.776717631944212,2015-03-20 15:00:00,16.776717631944212,TP,101,0.5083588159721071,1.9881973129775894,1.9193483053468836,Research_2015_2024,15.674,15.767,15.657,15.764,0.06543526388842345,0.8181818181818211,15.61073619469111,15.598012301886152,15.835331949212284,0.7696896240741218,67.99721264308221,23.310568468762188,3.8313186582676755,1.21618509218282,15.68,15.703,True,True,0.06949053119677515,0.9416428794180827,21.428571428571427,0.9727272727272716,3.835852185573678,0.02812777555234014,0.009946843689767762,0.01818093186257238,0.011890306770128558,99.00990099009897,96.37261604440737,220.4052699762892,1.3631687242798396,-0.9900990099010307,39.08606048074658,100.0,48.0,15.6415,15.6155,15.6285,15.5825,15.61073619469111,1.085555082234507,0.9578296645669189,2015,2015-03
CHFJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-04-07 07:00:00,long,rebreak,7804,7812,7819,125.282,124.467,3.832323747259984,8,0.479040468407498,7,0.875,12,0.8809815950920313,0.618,0.8,125.185,2015-04-07 08:00:00,125.185,124.41383382369621,126.72733235260759,2015-04-07 20:00:00,124.41383382369621,SL,12,0.7711661763037938,-1.0,-1.0259347474183456,Research_2015_2024,124.865,125.324,124.838,125.185,0.21266470521513284,0.6584362139917791,124.92548258569285,124.8381622752816,124.24092240635174,0.1317761994473989,60.109627317257164,25.048705061462634,3.434530997365758,0.8728760770681362,125.282,125.307,False,False,0.21351236922056016,0.9960299067987406,17.857142857142858,0.7139917695473362,2.821342636019601,0.02447988095602227,0.0009131542955055365,0.023566726660516735,0.01589171018888336,83.78063010501798,77.2188156994946,93.0829233821642,0.41309055907596814,-16.21936989498202,46.50410161611809,100.0,52.0,124.975,124.8955,124.93525,124.70949999999999,124.92548258569285,0.8050781440726441,0.8586327493414395,2015,2015-04
