symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,period,open,high,low,close,atr,body_ratio,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr50,atr_ratio_50,atr_pctile_252,close_location,range5_atr,macd,macd_signal,macd_hist,macd_hist_slope3,stoch_k14,stoch_d3,cci20,roc10,williams_r14,chop14,aroon_up25,aroon_down25,ichi_tenkan,ichi_kijun,ichi_cloud_top,ichi_cloud_bottom,kc_mid,kc_pos,bb_kc_width_ratio,year,month
GBPJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-01-27 17:00:00,long,rebreak,12546,12568,12576,178.48,175.73,6.8497624426050745,22,0.31135283830023064,8,0.36363636363636365,42,1.2109090909090954,0.618,0.8,179.06,2015-01-27 18:00:00,179.05,175.62963155572757,185.92073688854487,2015-02-03 04:00:00,175.62963155572757,SL,80,3.420368444272441,-1.0,-1.0058473232711151,Research_2015_2024,178.73,179.08,178.67,179.06,0.40147377708972504,0.8048780487804692,178.34846605865442,178.07398868204103,178.29519815492216,0.195446916038913,64.8583437573735,24.20430690627738,3.2953460044921328,0.9799715770086215,179.0,179.0,True,True,0.41669863976592336,0.9634631332496052,36.11111111111111,0.9512195121950999,2.939170793554194,0.16153034100545938,0.1353398845412832,0.02619045646417617,0.11136189401677049,98.42519685039291,83.85006561679724,85.05190504021073,0.6237707221129707,-1.5748031496070922,57.812836396095385,100.0,76.0,178.445,178.445,178.445,177.405,178.34846605865442,0.9430762243697971,0.8238365011230332,2015,2015-01
GBPJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-04-15 19:00:00,long,rebreak,13860,13876,13880,176.47,174.85,5.049570934979468,16,0.31559818343621676,4,0.25,35,1.2407407407407491,0.618,0.8,176.86,2015-04-15 20:00:00,176.87,174.76979516572496,181.04040966855013,2015-04-27 14:00:00,181.04040966855013,TP,182,2.100204834275047,1.985715679008839,1.9761927983480652,Research_2015_2024,176.47,176.91,176.45,176.86,0.320819337100092,0.8478260869565392,176.31768473408653,176.27312450566873,176.9214282292863,0.31759124282821655,63.8216030488588,18.706866400122625,3.445556318627141,0.9821779197189742,176.65,176.65,True,True,0.2908596228584229,1.1030040331732538,88.09523809523809,0.8913043478261259,2.6182960403597275,0.07430851315999121,0.037148505806205524,0.03716000735378568,0.054872090287153744,95.96774193548528,78.92802282203256,105.41864592300088,0.6201285771178178,-4.032258064514724,54.82711446618206,100.0,60.0,176.44,176.29,176.365,175.88,176.31768473408653,0.922601759930928,0.8613890796567852,2015,2015-04
USDJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2015-09-10 09:00:00,long,rebreak,10496,10507,10511,121.196,119.977,3.9938777010689943,11,0.3630797910062722,4,0.36363636363636365,8,1.0098441345365057,0.618,0.8,121.208,2015-09-10 10:00:00,121.207,119.90069571058262,123.82260857883475,2015-09-14 15:00:00,119.90069571058262,SL,53,1.306304289417369,-1.0,-1.0076551842331094,Research_2015_2024,120.868,121.325,120.83,121.208,0.3052171576695297,0.6868686868686874,120.6524368933612,120.3867914756703,120.23878844189737,0.42695522066606556,69.20421724957009,30.874610458680138,3.8257653168084156,0.9830052314578753,121.31,121.31,False,False,0.22539127173434104,1.354165826036405,82.93650793650794,0.7636363636363569,2.6833353873466224,0.13486130581225098,0.08820392393692902,0.04665738187532195,0.05242953453037853,91.32047477744774,74.97629229265739,108.55074637772807,0.8000266121118482,-8.679525222552265,45.56787383921853,100.0,68.0,120.65100000000001,120.65100000000001,120.65100000000001,120.218,120.6524368933612,0.9550555994957584,0.9564413292021039,2015,2015-09
XAUUSD,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2016-02-03 10:00:00,long,rebreak,12494,12497,12499,1130.951,1122.272,3.8524521158635348,3,1.284150705287845,2,0.6666666666666666,16,0.8901947228943468,0.618,0.8,1129.998,2016-02-03 11:00:00,1130.044,1121.708787289045,1146.5764254219102,2016-02-04 09:00:00,1146.5764254219102,TP,21,8.335212710955147,1.9834437338571131,1.9414532037846022,Research_2015_2024,1127.722,1130.612,1127.618,1129.998,2.252850843820202,0.7601870407481495,1127.2569190340803,1125.558080372495,1115.968678533541,0.21013481879304458,59.43780143848516,14.35209308301618,2.497159110749519,0.9492219397768876,1130.951,1130.951,False,False,2.2823356809816446,0.9870812880825836,10.714285714285714,0.7949231796927175,2.7933495984709578,0.5355551626132637,0.5431377982193847,-0.0075826356061209355,0.30282555799323363,90.24312728428379,63.80104488313725,99.13318968234366,0.2510717124687867,-9.75687271571621,57.56600455966753,24.0,36.0,1127.4655,1126.6115,1127.0385,1125.2694999999999,1127.2569190340803,0.8041791441096584,0.6242897776873797,2016,2016-02
EURJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2016-07-14 02:00:00,long,rebreak,15406,15415,15422,116.41,114.91,4.311617302030275,9,0.479068589114475,7,0.7777777777777778,24,0.9000000000000057,0.618,0.8,116.26,2016-07-14 03:00:00,116.25,114.82302567604425,119.13394864791151,2016-07-26 04:00:00,114.82302567604425,SL,187,1.426974323955747,-1.0,-1.0087597932143146,Research_2015_2024,115.9,116.31,115.88,116.26,0.34789729582300194,0.8372093023255668,115.72066858751158,115.2106067952585,113.96046987003055,0.34708310058426056,63.61618211319714,22.068184543876324,3.0278864678039863,0.9988639031018474,116.21,116.41,True,False,0.3656575753652939,0.9514292038813927,75.0,0.8837209302325666,2.7019468426056323,0.12926079011666047,0.13520814283708635,-0.005947352720425875,0.05900894063344814,94.68085106383008,61.48091860857844,136.54976687613734,0.405907245876147,-5.319148936169923,58.39981623399803,100.0,4.0,115.84,115.61,115.725,114.84,115.72066858751158,0.8875651082689171,0.7569716169509966,2016,2016-07
GBPJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2016-09-14 01:00:00,long,rebreak,22561,22572,22574,136.01,134.46,4.9985212548474225,11,0.45441102316794746,2,0.18181818181818182,10,0.8580645161290315,0.618,0.8,135.79,2016-09-14 02:00:00,135.82,134.38247707266942,138.60504585466114,2016-09-16 10:00:00,134.38247707266942,SL,56,1.4375229273305763,-1.0,-1.0139128215764328,Research_2015_2024,135.31,135.99,135.25,135.79,0.3100917093223996,0.6486486486486268,135.33220108798523,135.50541542212343,135.7603963964811,-0.014643742276160342,59.204274252476495,13.849177384175043,3.8895517137142157,0.9361099939215862,135.98,136.33,False,False,0.2849364899367832,1.0882836009919172,87.3015873015873,0.72972972972971,2.8378701317843595,-0.04084060264682421,-0.10555911258058907,0.06471850993376486,0.04256808828635643,86.9281045751623,74.51767082006721,109.1833749634349,0.9065913650887936,-13.071895424837706,40.198897870852015,16.0,60.0,135.405,135.235,135.32,135.32,135.33220108798523,0.8690834826051468,0.9723879284285539,2016,2016-09
GBPJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2017-04-27 06:00:00,long,rebreak,26363,26368,26374,143.45,142.46,3.9390594333961624,5,0.7878118866792324,6,1.2,10,0.9090909090909326,0.618,0.8,143.36,2017-04-27 07:00:00,143.35,142.3971677416437,145.28566451671264,2017-05-03 14:00:00,145.28566451671264,TP,102,0.9528322583562954,2.0314850801250266,2.010495026708402,Research_2015_2024,143.11,143.4,143.11,143.36,0.2513290334252272,0.8620689655172651,142.94120847612749,142.43851385546742,140.42974514191596,0.7175229883330273,63.207061936652146,31.302534133922116,3.6082319111282386,0.9179286132343372,143.45,143.45,False,False,0.27006583512849175,0.9306213549953479,53.96825396825397,0.8620689655172651,1.7506930815094306,0.18196439117460272,0.17899141513724995,0.002972976037352776,0.03538933279674092,95.74468085106467,80.48391718604522,103.82535549769385,0.48363355996356994,-4.2553191489353335,47.92801177588901,40.0,12.0,143.015,142.89499999999998,142.95499999999998,141.99,142.94120847612749,0.9165769451354807,0.9020579777820597,2017,2017-04
AUDJPY,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2017-05-09 10:00:00,long,rebreak,20840,20846,20847,83.829,83.202,3.7178569548164995,6,0.6196428258027499,1,0.16666666666666666,4,0.8102073365231249,0.618,0.8,83.71,2017-05-09 11:00:00,83.711,83.15983861458227,84.81032277083544,2017-05-17 07:00:00,83.15983861458227,SL,140,0.5511613854177284,-1.0,-1.0226793827193006,Research_2015_2024,83.553,83.727,83.511,83.71,0.16864554167091184,0.726851851851808,83.492948168675,83.46798359719278,83.46976540404853,-0.18432482500796335,60.88611891616649,14.580463002726624,3.48667381282248,0.8388536324142679,83.829,83.829,False,False,0.16544845251149098,1.0193237779555466,65.87301587301587,0.9212962962962524,3.113038120061719,0.028990303507256954,0.014297008031305984,0.01469329547595097,0.030693458808301134,81.0207336523125,63.79585326953807,78.70580750704309,-0.0167216090965705,-18.979266347687506,50.30533991797228,60.0,12.0,83.4645,83.5035,83.48400000000001,83.3385,83.492948168675,0.8217574404494783,0.87166845320562,2017,2017-05
XAUUSD,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2018-05-18 14:00:00,long,rebreak,26043,26051,26057,1294.348,1285.081,3.98956606718048,8,0.49869575839756,6,0.75,27,0.747922736592209,0.618,0.8,1292.012,2018-05-18 15:00:00,1292.001,1284.5002977479282,1307.0354045041433,2018-05-21 06:00:00,1284.5002977479282,SL,14,7.500702252071733,-1.0,-1.0466622975073387,Research_2015_2024,1288.732,1292.868,1288.218,1292.012,2.322809008286272,0.7053763440860363,1289.188221021522,1291.2569171431103,1303.0741026848498,-0.23368682536620683,58.5254418526989,17.11865322671123,2.490919507163511,0.9734156604218007,1291.748,1296.829,True,False,2.2895032326159495,1.0145471625441944,59.12698412698413,0.8159139784946194,2.9404053349349555,-0.38135956904011437,-0.6251021850894427,0.24374261604932834,0.3396450002527527,87.46705710102484,55.332524201887395,133.60058578221785,0.2734988606801103,-12.532942898975163,57.51457622000126,100.0,92.0,1289.453,1289.453,1289.7145,1289.453,1289.188221021522,0.8039185495239345,0.6227298767908778,2018,2018-05
XAUUSD,H1,REC1.20_T5_STAG_OR_REBREAK_BROAD_H1,V候補後トリガー,2018-08-21 20:00:00,long,rebreak,27603,27612,27614,1196.319,1187.638,3.818120335469531,9,0.4242355928299479,2,0.2222222222222222,5,0.9771915677917447,0.618,0.8,1196.121,2018-08-21 22:00:00,1196.798,1187.0695920376215,1214.2238159247572,2018-08-23 07:00:00,1187.0695920376215,SL,32,9.72840796237847,-1.0,-1.0359771096518207,Research_2015_2024,1193.802,1196.959,1193.802,1196.121,2.2736318495138526,0.7345581248020511,1192.4273881177314,1189.4693103785098,1192.5141085687344,0.1735237692850895,63.919785945055246,31.007488100788237,3.2830709610762905,0.8820620301996995,1196.319,1196.319,False,False,2.1801463783548005,1.0428803644045217,62.301587301587304,0.7345581248020511,3.5234376232514855,1.203762851829424,1.2668399305578504,-0.06307707872842627,0.45661696832719434,91.00954833172457,73.97204197165057,58.03801851958165,0.19207121963968898,-8.99045166827543,48.3035307160757,100.0,80.0,1192.2984999999999,1192.2984999999999,1192.2984999999999,1186.6885,1192.4273881177314,0.9061356594580577,0.8207677402690726,2018,2018-08
