symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
AUDJPY,1,0.0,-1.0226793827193006,-1.0226793827193006,0.0,0.0,1
EURJPY,4,25.0,-1.0459325657166483,-0.26148314142916207,0.6560925221616212,2.032559843947486,3
GBPJPY,11,54.54545454545454,6.907473778214701,0.627952161655882,2.36508983281311,3.0403271931264815,3
SILVER,3,33.33333333333333,-1.6259122244634832,-0.5419707414878278,0.18866136831561675,1.00184073077972,2
USDJPY,3,33.33333333333333,-0.01631639212902347,-0.0054387973763411574,0.9918902704764735,1.0042975056425814,2
XAUUSD,9,33.33333333333333,-0.3084857511911683,-0.034276194576796475,0.9501468853696503,3.2060502916216462,3
