symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
AUDJPY,1,0.0,-1.0226793827193006,-1.0226793827193006,0.0,0.0,1
EURJPY,2,50.0,0.9731967437718143,0.48659837188590715,1.9520699985363383,0.0,1
GBPJPY,7,42.857142857142854,1.9644630132731147,0.28063757332473066,1.4845453170381837,3.0403271931264815,3
USDJPY,3,33.33333333333333,-0.01631639212902347,-0.0054387973763411574,0.9918902704764735,1.0042975056425814,2
XAUUSD,5,20.0,-2.188192873071749,-0.4376385746143498,0.4701258092467122,4.129646076856352,4
