case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak
H1_LITERAL_RECOVERY16,H4上位条件を数値そのままH1へ適用。回復<=16時間。,18,33.33333333333333,-0.28952889087514455,-0.016084938381952477,0.9763470479614441,7.199220567055873,6,14,21.428571428571427,-5.2688403423724095,-0.3763457387408864,0.5310922367604421,7.199220567055873,6,4,75.0,4.979311451497265,1.2448278628743163,5.958004399613981,1.0042975056425814,1
H1_TIME_EQUIV_RECOVERY64,H4の回復<=16本を時間換算。H1では回復<=64時間。,31,38.70967741935484,2.888147461995076,0.09316604716113148,1.1494287817592506,4.164508694974625,4,24,33.33333333333333,-0.46525176503870647,-0.019385490209946104,0.9714912881844584,4.164508694974625,4,7,57.14285714285714,3.3533992270337825,0.4790570324333975,2.1147213666791904,2.0039871897730306,2
