rule_name,rule_label,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak
NORMAL_LIVE,BB 0.75-0.95 / recovery<=16 / MACD>0 / BB width<=4ATR / weak rebreak guard,20,80.0,25.49073504589488,1.274536752294744,9.256481787199776,1.0539842287562833,1,16,75.0,20.772494954799292,1.2982809346749558,7.728237767965809,1.0539842287562833,1,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0
STRICT_A_PLUS,BB 0.85-0.95 / recovery<=16 / MACD>0.02 / BB width<=4ATR / weak rebreak guard,11,81.81818181818183,16.845457482178652,1.5314052256526047,17.416611066556154,1.0040180446645142,1,10,80.0,14.887608730847557,1.4887608730847557,15.508604619610534,1.0040180446645142,1,1,100.0,1.957848751331096,1.957848751331096,inf,0.0,0
