symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,period,open,high,low,close,atr,body_ratio,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr50,atr_ratio_50,atr_pctile_252,close_location,range5_atr,macd,macd_signal,macd_hist,macd_hist_slope3,stoch_k14,stoch_d3,cci20,roc10,williams_r14,chop14,aroon_up25,aroon_down25,ichi_tenkan,ichi_kijun,ichi_cloud_top,ichi_cloud_bottom,kc_mid,kc_pos,bb_kc_width_ratio,month,year,trade_id,rule_name,rule_label
SILVER,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2015-10-12 04:00:00,long,stagnation,2820,2825,2829,16.11,15.385,4.607562565680536,5,0.9215125131361072,4,0.8,11,0.8427586206896565,0.618,0.8,15.996,2015-10-12 08:00:00,15.994,15.345662498356496,17.296675003287007,2015-11-02 12:00:00,15.345662498356496,SL,94,0.6483375016435033,-1.0,-1.0539842287562833,Research_2015_2024,15.798,16.035,15.788,15.996,0.157350006574011,0.8016194331983826,15.779599814960113,15.514998399512567,15.081711971752124,0.756269572677173,65.13860478449236,22.272725429586117,3.2275800384302165,0.8325721387401661,16.11,16.11,False,False,0.1498138773327667,1.0503032788111153,77.38095238095238,0.8421052631578959,1.7159198520465424,0.1071500770162181,0.1267470530494447,-0.0195969760332265,0.0101448227521133,94.00000000000004,72.6802684240618,53.117618119476845,1.982786101370726,-5.999999999999951,45.539618325937695,36.0,56.0,15.8125,15.7475,15.78,15.25,15.779599814960113,0.8438197902745274,0.8068950096075541,2015-10,2015,SILVER|2015-10-12 08:00:00|stagnation|2820-2825,NORMAL_LIVE,BB 0.75-0.95 / recovery<=16 / MACD>0 / BB width<=4ATR / weak rebreak guard
GBPJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2016-08-23 20:00:00,long,stagnation+rebreak,5731,5738,5742,132.12,130.32,3.963218703317223,7,0.566174100473889,4,0.5714285714285714,15,1.1166666666666702,0.618,0.8,132.33,2016-08-24 00:00:00,132.33,130.20645592542664,136.57708814914676,2016-09-01 08:00:00,136.57708814914676,TP,39,2.123544074573374,2.0,1.9905817824836056,Research_2015_2024,132.2,132.37,132.18,132.33,0.454176298293457,0.6842105263159233,131.67786972736917,131.62406835402058,135.11204482226844,1.068340977917027,65.52920321009505,16.01020345016611,3.4997096776302112,0.9388213277666424,132.25,132.5,True,False,0.5824667245826092,0.779746342795661,0.3968253968253968,0.7894736842105656,1.7173947714374551,0.27746308065025,0.2080137616670044,0.0694493189832455,0.0129242970789549,97.20279720279775,93.70563850905266,97.3573077797322,0.4097427725927804,-2.7972027972022273,48.33089378037672,100.0,4.0,131.85000000000002,131.19,131.52,130.86,131.67786972736917,0.8589631796513711,0.8749274194075528,2016-08,2016,GBPJPY|2016-08-24 00:00:00|stagnation+rebreak|5731-5738,NORMAL_LIVE,BB 0.75-0.95 / recovery<=16 / MACD>0 / BB width<=4ATR / weak rebreak guard
CHFJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2019-06-03 16:00:00,long,rebreak,8697,8703,8708,108.995,107.92,3.9686573127421942,6,0.6614428854570324,5,0.8333333333333334,8,0.8316279069767338,0.618,0.8,108.814,2019-06-03 20:00:00,108.814,107.85228188305976,110.73743623388046,2019-06-30 20:00:00,110.73743623388046,TP,118,0.9617181169402328,2.0,1.9792038855796523,Research_2015_2024,108.44,108.918,108.43,108.814,0.270872467760946,0.7663934426229417,108.53209446287296,108.69173083567831,109.19926778309538,-0.6252999394022407,56.159306474454546,21.44146493575559,3.659279166614601,0.7927770298321565,108.995,109.626,False,False,0.2256120379134248,1.200611768175638,100.0,0.7868852459016117,2.517790034688538,-0.0741339388896449,-0.1256641804216995,0.0515302415320546,0.0377869060115842,89.57915831663198,64.12328533034979,74.80053032370023,0.5507401726145167,-10.420841683368028,53.27245666150285,44.0,68.0,108.419,108.4575,108.773,108.43825,108.53209446287296,0.7601829003306427,0.9148197916536502,2019-06,2019,CHFJPY|2019-06-03 20:00:00|rebreak|8697-8703,NORMAL_LIVE,BB 0.75-0.95 / recovery<=16 / MACD>0 / BB width<=4ATR / weak rebreak guard
XAUUSD,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2021-01-20 00:00:00,long,rebreak,11223,11231,11235,1857.392,1802.948,5.475639561616916,8,0.6844549452021145,4,0.5,13,0.8406252295937083,0.618,0.8,1848.715,2021-01-20 04:00:00,1848.715,1800.46226297388,1945.22047405224,2021-02-04 12:00:00,1800.46226297388,SL,70,48.25273702612003,-1.0,-1.0072534745502764,Research_2015_2024,1840.845,1850.385,1839.292,1848.715,9.942948104480976,0.7094564139547316,1840.306657700918,1851.588905290108,1866.377717286804,0.0328627255388808,55.57306393843206,31.769494028321457,3.946160531986972,0.7955783275818565,1856.848,1927.518,False,False,13.501708502566649,0.7364214760369653,35.714285714285715,0.8494546110159504,1.7642654689200563,-2.1562541816240355,-4.706846435288479,2.550592253664443,0.336779197774713,96.47954128633752,90.42771224277855,78.53357562803042,0.8185613280216719,-3.520458713662492,40.44907534431826,16.0,48.0,1841.614,1830.17,1860.468,1835.892,1840.306657700918,0.7114147185202724,0.9865401329967428,2021-01,2021,XAUUSD|2021-01-20 04:00:00|rebreak|11223-11231,NORMAL_LIVE,BB 0.75-0.95 / recovery<=16 / MACD>0 / BB width<=4ATR / weak rebreak guard
AUDJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2021-01-29 08:00:00,long,rebreak,11355,11363,11364,80.441,79.201,4.015199027479994,8,0.5018998784349993,1,0.125,6,0.9112903225806462,0.618,0.8,80.331,2021-01-29 12:00:00,80.33,79.12379336643629,82.74541326712743,2021-02-19 12:00:00,82.74541326712743,TP,93,1.2062066335637098,2.0024871360482828,1.992124069180496,Research_2015_2024,80.012,80.401,79.923,80.331,0.3088265342548296,0.6673640167364149,79.97673528234535,80.03805388898397,79.39652325505729,-0.3845392837073406,57.31987940911596,18.749057878074193,3.9800172350555374,0.7948008322419725,80.441,80.515,False,False,0.2369876215414541,1.303133607764443,100.0,0.8535564853556611,1.9234098567121576,-0.0176731559389509,-0.064441212149654,0.0467680562107031,0.0353885549216901,94.16666666666724,70.82437275985693,77.09512101193799,0.6477560327762255,-5.833333333332751,52.22077436337224,44.0,76.0,79.80099999999999,79.821,79.858,79.81099999999999,79.97673528234535,0.7867829334269073,0.9950043087638843,2021-01,2021,AUDJPY|2021-01-29 12:00:00|rebreak|11355-11363,NORMAL_LIVE,BB 0.75-0.95 / recovery<=16 / MACD>0 / BB width<=4ATR / weak rebreak guard
USDJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2024-04-08 00:00:00,long,stagnation+rebreak,16498,16507,16510,151.953,150.81,5.236536032351582,9,0.5818373369279536,3,0.3333333333333333,7,0.837270341207343,0.618,0.8,151.767,2024-04-08 04:00:00,151.769,150.7554314840508,153.79013703189838,2024-04-15 04:00:00,153.79013703189838,TP,31,1.0135685159492027,1.9940803212554312,1.9842141900145391,Research_2015_2024,151.679,151.816,151.67,151.767,0.2182740637968476,0.6027397260272933,151.56190687218535,151.4248472271628,150.29652199802257,-0.2431345682691367,59.787847848057964,16.251263302393607,3.194081033262759,0.7751780187529389,151.953,151.97,False,False,0.2322159891800313,0.9399613892548336,9.126984126984128,0.664383561643825,2.501442409154787,0.031404540606303,0.0110934323943099,0.020311108211993,0.0313870753563523,95.12922465208682,89.93890821736163,81.49495664990498,0.0692328994738256,-4.870775347913179,46.189566454446116,36.0,72.0,151.313,151.38150000000002,151.39,151.34725,151.56190687218535,0.7349032269879993,0.7985202583156897,2024-04,2024,USDJPY|2024-04-08 04:00:00|stagnation+rebreak|16498-16507,NORMAL_LIVE,BB 0.75-0.95 / recovery<=16 / MACD>0 / BB width<=4ATR / weak rebreak guard
CHFJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-08-18 12:00:00,long,rebreak,18669,18674,18676,183.626,181.467,4.765842860565414,5,0.9531685721130828,2,0.4,15,0.7725798981009654,0.618,0.8,183.135,2025-08-18 16:00:00,183.134,181.35374616100623,186.69750767798743,2025-09-18 08:00:00,186.69750767798743,TP,140,1.7802538389937297,2.001685152945217,1.990450799977167,OOS_2025_2026,182.769,183.318,182.756,183.135,0.4530153559750081,0.6512455516013839,182.68572451435463,182.79998605817616,182.6911810151411,-0.0358140868190804,58.01511147518269,16.778684895870295,3.5173871856075944,0.8455438011218405,183.626,183.626,False,False,0.5017194330301741,0.9029256715032664,5.952380952380952,0.6743772241992575,2.2846907645601395,0.0129086588109146,-0.0473258765751511,0.0602345353860658,0.0490373459779164,88.21635544108061,82.4230657157815,107.30978358720104,0.3633434170722038,-11.78364455891939,54.159614403307806,20.0,40.0,182.753,182.5465,182.64975,182.5465,182.68572451435463,0.7479361238640396,0.8793467964018986,2025-08,2025,CHFJPY|2025-08-18 16:00:00|rebreak|18669-18674,NORMAL_LIVE,BB 0.75-0.95 / recovery<=16 / MACD>0 / BB width<=4ATR / weak rebreak guard
GBPJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2026-02-19 00:00:00,long,rebreak,20561,20568,20574,209.678,207.229,3.812738810402139,7,0.5446769729145913,6,0.8571428571428571,9,0.8436096365863568,0.618,0.8,209.295,2026-02-19 04:00:00,209.294,207.06841989460972,213.74816021078053,2026-04-01 04:00:00,210.548,max_hold,180,2.225580105390293,0.5634486024398033,0.5544621813482675,OOS_2025_2026,208.745,209.449,208.639,209.295,0.6423204215611301,0.6790123456789894,208.67470443489725,209.49027274092128,210.6514339527437,-0.2760519366004689,56.10479344020108,23.416799174641685,3.7922340833068335,0.793534514959688,209.678,214.41,False,False,0.7927717478557436,0.8102211302287853,59.523809523809526,0.8098765432098465,1.8184070765821776,-0.1570131323021826,-0.354055292105878,0.1970421598036953,0.0477286820646747,91.41592920353904,76.96165191740347,78.20626384791139,0.758717305590717,-8.584070796460956,52.07024273390389,36.0,64.0,208.533,208.4535,210.8195,208.49325,208.67470443489725,0.7414276209664731,0.9480585208267084,2026-02,2026,GBPJPY|2026-02-19 04:00:00|rebreak|20561-20568,NORMAL_LIVE,BB 0.75-0.95 / recovery<=16 / MACD>0 / BB width<=4ATR / weak rebreak guard
SILVER,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2026-03-24 20:00:00,long,rebreak,18708,18716,18720,74.353,60.683,4.763862796477056,8,0.595482849559632,4,0.5,10,0.8810534016093642,0.618,0.8,72.727,2026-03-25 00:00:00,72.714,59.965619977525954,98.2497600449481,2026-05-06 00:00:00,75.496,max_hold,180,12.748380022474043,0.218223805306684,0.2154783584390588,OOS_2025_2026,69.483,72.884,69.313,72.727,2.8695200898961977,0.9084290114813782,70.21254069017068,73.99941314454577,79.65530299390049,-0.3905656617363566,54.67618803193311,37.928405399848685,3.6704909804100545,0.8289375115044015,74.353,87.393,False,False,2.302367433910381,1.246334554438409,58.333333333333336,0.9560347241669008,2.4694024708000315,-1.2924878089062588,-2.144520710607163,0.8520329017009041,0.2554060184909605,98.7132202278502,87.17024812512902,47.15329240623016,13.933232027321306,-1.2867797721497949,48.71004210815482,4.0,60.0,69.34100000000001,68.605,73.1245,68.97300000000001,70.21254069017068,0.719066187991062,0.9176227451025136,2026-03,2026,SILVER|2026-03-25 00:00:00|rebreak|18708-18716,NORMAL_LIVE,BB 0.75-0.95 / recovery<=16 / MACD>0 / BB width<=4ATR / weak rebreak guard
