bucket,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
common_kept_by_strict,11,81.81818181818183,16.845457482178652,1.5314052256526047,17.416611066556154,1.0040180446645142,1
normal_only_removed_by_strict,9,77.77777777777779,8.645277563716228,0.9605863959684697,5.194216683426563,1.0072534745502764,1
removed_losers,2,0.0,-2.06123770330656,-1.03061885165328,0.0,1.0072534745502766,2
removed_winners,7,100.0,10.706515267022786,1.5295021810032552,inf,0.0,0
strict_only,0,0.0,0.0,0.0,,0.0,0
