symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
AUDJPY,1,100.0,1.9931960788653929,1.9931960788653929,inf,0.0,0
CHFJPY,2,50.0,0.9632248009458575,0.48161240047292875,1.9593700093982993,1.0040180446645146,1
GBPJPY,1,100.0,2.0083771993652144,2.0083771993652144,inf,0.0,0
SILVER,1,100.0,1.957848751331096,1.957848751331096,inf,0.0,0
USDJPY,3,66.66666666666666,3.966909610850279,1.3223032036167597,180.46026563757334,0.022104668109995895,1
XAUUSD,3,100.0,5.955901040820812,1.9853003469402708,inf,0.0,0
