symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
USDJPY,53187,42.00086487299528,-891.6314216558162,-0.01676408561595533,0.9690912145262217,1689.5941895566198,76,1.7241454847533062,1.5000000000000633,61.93708989038675,27.437155695940735
