structure,filter,target_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
ihs_5pivot,context,fixed_2R,1368,40.49707602339181,39.67666746446338,0.029003411889227615,1.0519050476961715,40.245904015602406,16,2.0,2.0,64.02412280701755,24.415204678362574
ihs_5pivot,context,fixed_1_5R,1383,44.540853217642805,35.33748247576712,0.025551325000554678,1.0491624783496387,37.00314790095595,15,1.5,1.5,57.10195227765727,33.76717281272596
classic_6pivot,diag_break,half_wave,31,64.51612903225806,16.469264432410508,0.5312665945938874,2.3298094886818723,3.9135451912281836,2,1.8060187496306472,1.4786766389865837,24.612903225806452,64.51612903225806
classic_6pivot,context,fixed_1_5R,286,44.75524475524475,15.4524797429227,0.05402964945077867,1.1086326371070143,18.710044079751007,10,1.4999999999999996,1.5,54.89510489510489,33.91608391608392
role_ab_5pivot,basic_role,fixed_2R,3229,40.10529575720037,15.355881084948372,0.004755615077407362,1.0084795292568869,91.52378475340547,16,2.0,2.0,64.50387116754413,23.536698668318365
classic_6pivot,context,half_wave,18,61.111111111111114,10.435090163159503,0.579727231286639,2.358417000799906,2.4301788952629573,2,2.019050339808471,2.1980977820591185,27.055555555555557,61.111111111111114
classic_6pivot,basic_role,half_wave,72,50.0,3.9191262416524033,0.054432308911838936,1.1017671323249751,8.070427002290776,4,1.3414060465100268,1.049305009476944,24.055555555555557,50.0
ihs_5pivot,diag_break,fixed_2R,2558,39.83580922595778,1.3778907430119567,0.0005386593991446273,1.0009444014671622,89.30986855734437,17,2.0,2.0,63.75645035183737,24.00312744331509
ihs_5pivot,strict_synapse,fixed_1_5R,123,43.08943089430895,0.37133707733290655,0.0030190006287228173,1.0068199825644566,11.068124005443593,8,1.499999999999999,1.5,79.3739837398374,22.76422764227642
ihs_5pivot,strict_synapse,fixed_2R,123,40.65040650406504,-0.1603873131062683,-0.001303961895172913,0.9971615886015217,11.535723186960105,8,2.0,2.0,83.97560975609755,13.008130081300814
classic_6pivot,context,fixed_2R,279,38.70967741935484,-0.42871786574992043,-0.0015366231747308977,0.9972723283551321,27.49555590000392,10,2.0,2.0,61.9426523297491,23.297491039426525
classic_6pivot,strict_synapse,half_wave,1,0.0,-1.064126977102418,-1.064126977102418,0.0,0.0,1,1.2119998672367565,1.2119998672367565,22.0,0.0
role_ab_5pivot,context,half_wave,1,0.0,-1.0946185025737487,-1.0946185025737487,0.0,0.0,1,2.5263140187213513,2.5263140187213513,45.0,0.0
classic_6pivot,observe_loose,fixed_2R,1600,40.4375,-1.7201311013284055,-0.0010750819383302534,0.9981031016296572,106.36999118503635,9,2.0,2.0,62.801875,24.25
role_ab_5pivot,diag_break,half_wave,2,0.0,-2.5775360408497425,-1.2887680204248713,0.0,1.4829175382759938,2,2.096189762887726,2.096189762887726,22.5,0.0
classic_6pivot,observe_loose,fixed_1_5R,1673,44.59055588762701,-3.3947566867452394,-0.002029143267630149,0.9961616692166717,92.71968345564467,10,1.5000000000000002,1.5,55.66049013747759,32.39689181111775
ihs_5pivot,context,half_wave,17,35.294117647058826,-4.513241976393129,-0.2654848221407723,0.5693307725574368,6.647993095220434,4,1.4806353439634554,1.2902609142923438,58.1764705882353,29.411764705882355
classic_6pivot,strict_synapse,fixed_1_5R,114,43.859649122807014,-4.72528878118015,-0.04144990158929956,0.9147707596588166,13.041629842179582,9,1.4999999999999991,1.5,65.02631578947368,27.192982456140353
ihs_5pivot,basic_role,half_wave,88,48.86363636363637,-5.035588185942479,-0.05722259302207362,0.8936024627385278,17.92191569309673,8,1.196186127973994,0.9829869698897529,35.04545454545455,47.72727272727273
role_ab_5pivot,basic_role,half_wave,59,47.45762711864407,-5.664142358619951,-0.09600241285796526,0.8333980696739343,8.35136310261236,6,1.12904865932526,1.0560068448352848,20.88135593220339,47.45762711864407
classic_6pivot,observe_loose,half_wave,388,55.412371134020624,-6.312340948475011,-0.01626891997029642,0.9656621018395581,31.00654336880409,8,1.0075330163030933,0.8208226656682847,18.15721649484536,55.412371134020624
role_ab_5pivot,strict_synapse,fixed_2R,134,38.059701492537314,-6.335084276566672,-0.047276748332587104,0.911625619997486,15.574431557854135,7,2.0,2.0,70.58208955223881,18.65671641791045
classic_6pivot,strict_synapse,fixed_2R,113,40.707964601769916,-6.908224990134834,-0.06113473442597198,0.878033980893436,11.600419637164748,10,2.0,2.0,73.10619469026548,15.04424778761062
ihs_5pivot,diag_break,half_wave,42,38.095238095238095,-7.0259768687199315,-0.16728516354095074,0.7376384214543628,13.270749746454765,8,1.518246726743723,1.3248761719021098,45.285714285714285,35.714285714285715
role_ab_5pivot,observe_loose,fixed_2R,3306,40.139140955837874,-7.925234913582624,-0.0023972277415555427,0.9956815140498623,122.62297220279656,16,2.0,2.0,66.62855414398064,22.53478523895947
classic_6pivot,diag_break,fixed_1_5R,444,43.69369369369369,-7.979247867417065,-0.017971278980669067,0.9661916465203584,49.017946456121194,10,1.4999999999999984,1.5,56.20945945945946,31.53153153153153
role_ab_5pivot,strict_synapse,fixed_1_5R,135,40.74074074074074,-9.951299634616293,-0.07371333062678735,0.858898239314465,17.503664777550465,7,1.5000000000000022,1.5,64.77777777777777,25.925925925925924
role_ab_5pivot,context,fixed_2R,537,40.78212290502793,-13.058320490001908,-0.02431717037244303,0.9550570862129986,49.10048640145072,10,2.0,2.0,68.43016759776536,20.48417132216015
role_ab_5pivot,diag_break,fixed_2R,1355,40.29520295202952,-16.382936264495864,-0.012090727870476653,0.9779648647237617,64.50030771690844,11,2.0,2.0,67.43837638376384,21.771217712177123
classic_6pivot,diag_break,fixed_2R,425,38.11764705882353,-25.529293592944338,-0.0600689261010455,0.8984828347850538,59.67886173269971,10,2.0,2.0,62.072941176470586,22.58823529411765
role_ab_5pivot,observe_loose,half_wave,281,53.02491103202846,-32.1459592737086,-0.11439843157903416,0.7713961227163679,31.09463399462918,5,0.8689120728624419,0.6915947917893266,20.71174377224199,53.02491103202846
ihs_5pivot,diag_break,fixed_1_5R,2607,43.22976601457614,-38.415315788900145,-0.014735449094323031,0.9725940820364319,91.88167205141121,13,1.499999999999999,1.5,57.16839278864595,32.527809742999615
classic_6pivot,basic_role,fixed_1_5R,1066,43.33958724202627,-39.4977007239972,-0.037052252086301314,0.9329234414113088,106.32907327060984,11,1.4999999999999998,1.5,51.68198874296435,32.36397748592871
role_ab_5pivot,context,fixed_1_5R,547,42.413162705667276,-41.4166478490942,-0.07571599241150676,0.8563958138650067,67.21172297139735,10,1.5,1.5,62.49908592321755,26.142595978062154
ihs_5pivot,basic_role,fixed_2R,3869,39.932799172912894,-43.30035090198849,-0.011191613052982292,0.9800455791778244,143.75077331802518,22,2.0,2.0,67.5740501421556,22.07288705091755
ihs_5pivot,observe_loose,half_wave,535,54.76635514018692,-47.01297213246245,-0.08787471426628496,0.8151770293472582,59.55465521620407,9,0.8380971310768025,0.6927764339802327,27.8392523364486,54.39252336448598
classic_6pivot,basic_role,fixed_2R,1010,37.722772277227726,-60.54140843379742,-0.05994198854831428,0.901022142647992,111.81020038667816,13,2.0,2.0,57.87326732673267,24.15841584158416
ihs_5pivot,basic_role,fixed_1_5R,3970,43.27455919395466,-78.7493302731254,-0.01983610334335652,0.9625276637417861,153.60777726773992,18,1.5000000000000002,1.5,60.70251889168766,31.05793450881612
role_ab_5pivot,diag_break,fixed_1_5R,1379,42.422044960116025,-80.74740699975806,-0.05855504495994058,0.8894254303980844,114.57583458576782,12,1.4999999999999987,1.5,61.83031182015954,27.628716461203773
role_ab_5pivot,observe_loose,fixed_1_5R,3500,43.114285714285714,-86.42358016256514,-0.024692451475018612,0.9530191035804372,181.36672266635668,17,1.4999999999999998,1.5,60.28142857142857,30.314285714285717
role_ab_5pivot,basic_role,fixed_1_5R,3357,43.04438486744117,-98.38846579338582,-0.02930844974482747,0.9450129444307609,150.01662093514102,13,1.5,1.5,58.457551385165324,30.622579684241884
ihs_5pivot,observe_loose,fixed_1_5R,5702,43.511048754822866,-105.27954368896573,-0.018463616921951198,0.9645949572807543,161.37714626230596,17,1.5,1.5,63.41616976499474,30.094703612767447
ihs_5pivot,observe_loose,fixed_2R,5460,39.76190476190476,-140.32146342319027,-0.025699901725859023,0.9536261923717216,161.6723437918568,26,2.0,2.0,70.45311355311355,20.567765567765566
