symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,year
SILVER,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-05-04 12:00:00,long,rebreak,7911,7915,7916,16.264,15.9,4.1398896928093505,4,1.0349724232023376,1,0.25,23,1.6813186813186862,0.618,0.8,16.512,2015-05-04 13:00:00,16.511,15.87801873799728,17.77996252400544,2015-06-11 07:00:00,15.87801873799728,SL,636,0.6329812620027191,-1.0,-1.055293895887632,2015
CHFJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-05-28 02:00:00,long,rebreak,8691,8694,8695,130.319,129.504,3.574565662216098,3,1.191521887405366,1,0.3333333333333333,13,1.4699386503067617,0.618,0.8,130.702,2015-05-28 03:00:00,130.702,129.4470000679093,133.2119998641814,2015-06-02 13:00:00,133.2119998641814,TP,82,1.2549999320906977,2.0,1.9840637441576081,2015
GBPJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-06-02 09:00:00,long,rebreak,14676,14680,14686,189.96,188.51,4.482791080929829,4,1.1206977702324572,6,1.5,23,1.1586206896551634,0.618,0.8,190.19,2015-06-02 10:00:00,190.2,188.42913520093717,193.71172959812566,2015-06-17 08:00:00,193.71172959812566,TP,258,1.7708647990628208,1.983059124549853,1.9717652075830885,2015
USDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-06-05 07:00:00,long,rebreak,8827,8834,8838,124.57,123.779,5.508390603065954,7,0.7869129432951363,4,0.5714285714285714,23,1.1757269279393308,0.618,0.8,124.709,2015-06-05 08:00:00,124.709,123.7431002219614,126.64079955607721,2015-06-10 04:00:00,123.7431002219614,SL,68,0.9658997780386045,-1.0,-1.0103530409959274,2015
CHFJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-06-16 06:00:00,long,rebreak,9001,9006,9011,132.961,131.489,5.694049332829717,5,1.1388098665659434,5,1.0,17,1.183423913043465,0.618,0.8,133.231,2015-06-16 07:00:00,133.233,131.42437112545227,136.84425774909545,2015-06-25 09:00:00,131.42437112545227,SL,170,1.8086288745477361,-1.0,-1.011058100576318,2015
USDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-07-13 22:00:00,long,rebreak,9467,9471,9476,122.877,122.163,4.790507972471998,4,1.1976269931179995,5,1.25,25,1.980392156862751,0.618,0.8,123.577,2015-07-13 23:00:00,123.578,122.12573881579453,126.47952236841093,2015-08-21 15:00:00,122.12573881579453,SL,688,1.4522611842054687,-1.0,-1.00688581372879,2015
GBPJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-07-17 06:00:00,long,rebreak,15457,15461,15466,193.85,193.01,3.8985538899341448,4,0.9746384724835362,5,1.25,19,1.523809523809519,0.618,0.8,194.29,2015-07-17 07:00:00,194.28,192.95613387273104,196.9577322545379,2015-07-17 13:00:00,192.95613387273104,SL,6,1.323866127268957,-1.0,-1.0151072677123634,2015
EURJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-08-07 07:00:00,long,rebreak,9709,9715,9720,136.46,135.79,4.053075330675505,6,0.6755125551125842,5,0.8333333333333334,19,1.0895522388059715,0.618,0.8,136.52,2015-08-07 08:00:00,136.51,135.74867335631976,138.06265328736052,2015-08-07 12:00:00,135.74867335631976,SL,4,0.7613266436802348,-1.0,-1.0164187081901717,2015
XAUUSD,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-08-10 14:00:00,long,rebreak,9643,9648,9649,1097.569,1082.779,5.055066908007264,5,1.0110133816014528,1,0.2,25,1.3751859364435424,0.618,0.8,1103.118,2015-08-10 15:00:00,1103.118,1082.0475556754664,1145.258888649067,2015-08-20 13:00:00,1145.258888649067,TP,184,21.070444324533582,2.0,1.9833890546108413,2015
CHFJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-08-11 00:00:00,long,rebreak,9962,9966,9969,127.011,126.04,5.595144921748638,4,1.3987862304371594,3,0.75,11,0.8238928939237959,0.618,0.8,126.84,2015-08-11 01:00:00,126.84,125.99661417114392,128.52677165771217,2015-08-20 06:00:00,128.52677165771217,TP,173,0.8433858288560856,2.0,1.9762860611173385,2015
AUDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-09-14 22:00:00,long,rebreak,10555,10560,10564,86.096,84.933,5.190036331641061,5,1.0380072663282123,4,0.8,16,0.8340498710232173,0.618,0.8,85.903,2015-09-14 23:00:00,85.902,84.87697919755833,87.95504160488336,2015-09-22 12:00:00,84.87697919755833,SL,133,1.0250208024416736,-1.0,-1.012194874455438,2015
USDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-09-16 10:00:00,long,rebreak,10578,10586,10593,120.651,119.4,7.649662604038514,8,0.9562078255048142,7,0.875,26,0.9184652278177534,0.618,0.8,120.549,2015-09-16 11:00:00,120.55,119.35911584390207,122.92876831219587,2015-09-18 07:00:00,119.35911584390207,SL,44,1.1908841560979226,-1.0,-1.0083971223807,2015
AUDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-10-05 01:00:00,long,rebreak,10897,10903,10906,84.663,83.269,5.343729385028788,6,0.8906215641714648,3,0.5,12,1.1040172166427626,0.618,0.8,84.808,2015-10-05 02:00:00,84.807,83.2037833741401,88.01643325171982,2015-10-09 09:00:00,88.01643325171982,TP,103,1.6032166258599005,2.001871238079511,1.9940744127482593,2015
GBPJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-10-05 02:00:00,long,rebreak,16784,16786,16788,182.54,180.63,5.515602401760566,2,2.757801200880283,2,1.0,10,1.0104712041884871,0.618,0.8,182.56,2015-10-05 03:00:00,182.58,180.54342740734037,186.59314518531926,2015-10-30 16:00:00,186.59314518531926,TP,462,2.0365725926596383,1.9705387373785315,1.9607183165047226,2015
USDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-10-05 07:00:00,long,rebreak,10902,10904,10906,120.403,118.684,8.983300272418338,2,4.491650136209169,2,1.0,17,0.8627108784176829,0.618,0.8,120.167,2015-10-05 08:00:00,120.163,118.63616123395992,123.22867753208016,2015-10-14 19:00:00,118.63616123395992,SL,179,1.526838766040072,-1.0,-1.0065494800252723,2015
EURJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-10-20 10:00:00,long,rebreak,10912,10917,10920,135.69,134.94,4.224711900700098,5,0.8449423801400195,3,0.6,46,1.5999999999999848,0.618,0.8,136.14,2015-10-20 11:00:00,136.16,134.89561827542158,138.6287634491568,2015-10-22 12:00:00,134.89561827542158,SL,49,1.2643817245784135,-1.0,-1.0098862548841068,2015
XAUUSD,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-10-28 05:00:00,long,rebreak,10960,10961,10962,1168.729,1160.678,4.355142752602379,1,4.355142752602379,1,1.0,15,1.2598434977021349,0.618,0.8,1170.821,2015-10-28 06:00:00,1170.821,1160.2158452293447,1192.0313095413103,2015-10-28 18:00:00,1160.2158452293447,SL,12,10.60515477065519,-1.0,-1.0330028186829106,2015
CHFJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-11-02 15:00:00,long,rebreak,11373,11380,11384,122.707,121.667,4.950102104924141,7,0.7071574435605915,4,0.5714285714285714,27,0.9221153846153948,0.618,0.8,122.626,2015-11-02 16:00:00,122.623,121.61447583090431,124.64904833819139,2015-11-15 22:00:00,121.61447583090431,SL,222,1.0085241690956934,-1.0,-1.0198309575644018,2015
AUDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-11-02 23:00:00,long,rebreak,11386,11391,11393,86.26,85.626,4.20345723884404,5,0.840691447768808,2,0.4,25,1.2886435331230168,0.618,0.8,86.443,2015-11-03 00:00:00,86.456,85.58829294340495,88.15241411319009,2015-11-19 00:00:00,88.15241411319009,TP,288,0.8677070565950515,1.9550539554754174,1.9406481719739674,2015
GBPJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-11-05 08:00:00,long,rebreak,17323,17328,17329,187.25,186.46,3.7186154843751473,5,0.7437230968750295,1,0.2,17,1.1265822784810067,0.618,0.8,187.35,2015-11-05 09:00:00,187.32,186.4068888351512,189.2362223296976,2015-11-05 13:00:00,186.4068888351512,SL,4,0.9131111648488002,-1.0,-1.0219031381609418,2015
EURJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-11-06 05:00:00,long,rebreak,11250,11253,11255,132.69,132.0,4.810417749601055,3,1.6034725832003516,2,0.6666666666666666,12,0.782608695652165,0.618,0.8,132.54,2015-11-06 06:00:00,132.54,131.96414032855787,133.69171934288423,2015-11-06 13:00:00,131.96414032855787,SL,7,0.5758596714421174,-1.0,-1.0217066771991257,2015
EURJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-11-09 02:00:00,long,rebreak,11271,11273,11275,132.7,131.51,5.195930887237278,2,2.597965443618639,2,1.0,11,0.9831932773109396,0.618,0.8,132.68,2015-11-09 03:00:00,132.67,131.4527436572086,135.13451268558282,2015-11-15 23:00:00,131.4527436572086,SL,114,1.2172563427913872,-1.0,-1.0102689955768265,2015
USDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-11-17 01:00:00,long,rebreak,11626,11632,11641,122.987,122.223,6.181190641544206,6,1.0301984402573676,9,1.5,26,1.4659685863874485,0.618,0.8,123.343,2015-11-17 02:00:00,123.343,122.19209980437809,125.64480039124383,2015-12-09 13:00:00,122.19209980437809,SL,395,1.1509001956219151,-1.0,-1.008688850725746,2015
EURJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2015-12-02 08:00:00,long,rebreak,11675,11677,11679,130.77,130.29,4.1443279218150915,2,2.0721639609075457,2,1.0,15,0.9375,0.618,0.8,130.74,2015-12-02 09:00:00,130.75,130.26104476231998,131.69791047536006,2015-12-03 12:00:00,130.26104476231998,SL,27,0.4889552376800168,-1.0,-1.025564712343196,2015
AUDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-01-28 07:00:00,long,rebreak,12839,12843,12848,84.216,82.976,3.813000338073238,4,0.9532500845183095,5,1.25,11,0.7903225806451678,0.618,0.8,83.956,2016-01-28 08:00:00,83.958,82.89469919420027,86.07860161159947,2016-01-29 03:00:00,86.07860161159947,TP,19,1.0633008057997273,1.9943571941568563,1.9826013486502905,2016
XAUUSD,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-02-03 10:00:00,long,rebreak,12494,12497,12499,1130.951,1122.272,3.8524521158635348,3,1.284150705287845,2,0.6666666666666666,16,0.8901947228943468,0.618,0.8,1129.998,2016-02-03 11:00:00,1130.044,1121.708787289045,1146.5764254219102,2016-02-04 09:00:00,1146.5764254219102,TP,21,8.335212710955147,1.9834437338571131,1.9414532037846022,2016
EURJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-02-09 14:00:00,long,rebreak,12770,12777,12783,129.67,128.27,4.204721216845245,7,0.6006744595493207,6,0.8571428571428571,10,0.9642857142857258,0.618,0.8,129.62,2016-02-09 15:00:00,129.64,128.1867602364224,132.4864795271552,2016-02-10 16:00:00,128.1867602364224,SL,25,1.453239763577585,-1.0,-1.0086014712184974,2016
CHFJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-02-15 03:00:00,long,rebreak,13113,13116,13120,115.953,114.787,3.796937642691833,3,1.2656458808972777,4,1.3333333333333333,21,1.2958833619210977,0.618,0.8,116.298,2016-02-15 04:00:00,116.298,114.71022760407692,119.47354479184617,2016-02-17 20:00:00,114.71022760407692,SL,64,1.587772395923082,-1.0,-1.0125962638293524,2016
AUDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-02-15 14:00:00,long,rebreak,13078,13095,13114,81.935,77.584,14.6122885300703,17,0.8595463841217823,19,1.1176470588235294,54,0.972420133302688,0.618,0.8,81.815,2016-02-15 15:00:00,81.814,77.50955923065976,90.42588153868047,2016-05-09 14:00:00,79.306,max_hold,1440,4.304440769340232,-0.5826540854886504,-0.5855580631874548,2016
CHFJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-03-01 14:00:00,long,rebreak,13390,13396,13405,113.507,112.354,4.686014460606596,6,0.7810024101010993,9,1.5,16,0.9557675628794434,0.618,0.8,113.456,2016-03-01 15:00:00,113.456,112.29248717232454,115.78302565535093,2016-03-09 10:00:00,112.29248717232454,SL,139,1.1635128276754614,-1.0,-1.0171893248826207,2016
SILVER,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-05-16 02:00:00,long,rebreak,14010,14016,14018,17.163,16.813,4.059143235462684,6,0.676523872577114,2,0.3333333333333333,13,1.1542857142857093,0.618,0.8,17.217,2016-05-16 03:00:00,17.21,16.791443726933416,18.068112546133165,2016-05-18 19:00:00,16.791443726933416,SL,62,0.41855627306658505,-1.0,-1.0836207751554408,2016
XAUUSD,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-05-16 12:00:00,long,rebreak,14142,14148,14151,1276.268,1262.879,4.104046470280209,6,0.6840077450467014,3,0.5,21,1.7709313615654487,0.618,0.8,1286.59,2016-05-16 13:00:00,1286.57,1262.0634025100007,1335.6431949799983,2016-05-18 18:00:00,1262.0634025100007,SL,51,24.506597489999194,-1.0,-1.0142818683884194,2016
GBPJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-08-23 20:00:00,long,rebreak,22184,22189,22190,132.11,131.33,3.954227475857395,5,0.7908454951714791,1,0.2,31,1.2051282051282004,0.618,0.8,132.27,2016-08-23 21:00:00,132.26,131.28068568988746,134.2486286202251,2016-08-29 05:00:00,134.2486286202251,TP,79,0.9793143101125281,2.030633678779401,2.0102112262598584,2016
GBPJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-09-27 20:00:00,long,rebreak,22801,22808,22811,131.16,129.79,4.803755697599881,7,0.6862508139428402,3,0.42857142857142855,7,0.6861313868613099,0.618,0.8,130.73,2016-09-27 21:00:00,130.74,129.718701619824,132.75259676035196,2016-10-06 23:00:00,129.718701619824,SL,169,1.021298380176006,-1.0,-1.019582915618191,2016
AUDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-10-03 17:00:00,long,rebreak,17075,17079,17083,77.568,76.494,7.050691053345094,4,1.7626727633362735,4,1.0,34,1.3677839851024178,0.618,0.8,77.963,2016-10-03 18:00:00,77.965,76.45591862641994,80.9771627471601,2016-11-08 16:00:00,80.9771627471601,TP,621,1.5090813735800594,1.9960240712627746,1.987740886393602,2016
SILVER,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-10-19 09:00:00,long,rebreak,16580,16582,16583,17.708,17.496,3.8910244549190773,2,1.9455122274595387,1,0.5,18,1.0566037735849079,0.618,0.8,17.72,2016-10-19 10:00:00,17.718,17.4823789085332,18.195242182933598,2016-10-20 14:00:00,17.4823789085332,SL,27,0.23562109146680044,-1.0,-1.148543578090214,2016
USDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-10-25 10:00:00,long,rebreak,17434,17444,17446,104.202,103.523,6.3175721728960825,10,0.6317572172896083,2,0.2,45,1.5301914580265072,0.618,0.8,104.562,2016-10-25 11:00:00,104.561,103.49613050087052,106.69373899825895,2016-11-02 08:00:00,103.49613050087052,SL,141,1.064869499129486,-1.0,-1.0093908220755368,2016
SILVER,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-10-26 02:00:00,long,rebreak,16673,16683,16691,17.872,17.503,6.388538909954053,10,0.6388538909954052,8,0.8,25,0.8726287262872612,0.618,0.8,17.825,2016-10-26 03:00:00,17.829,17.48856007855626,18.497879842887475,2016-11-02 08:00:00,18.497879842887475,TP,120,0.340439921443739,1.9647514899277547,1.8619433355504067,2016
CHFJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-10-27 13:00:00,long,rebreak,17488,17490,17492,105.175,104.597,4.141644170539775,2,2.0708220852698873,2,1.0,49,1.7802768166090057,0.618,0.8,105.626,2016-10-27 14:00:00,105.621,104.56211047447584,107.75377905104833,2016-11-10 10:00:00,107.75377905104833,TP,235,1.058889525524151,2.014165783718187,1.9952780720939645,2016
GBPJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-11-10 15:00:00,long,rebreak,23525,23535,23546,130.32,126.78,6.9964087564906485,10,0.6996408756490649,11,1.1,35,1.8163841807909664,0.618,0.8,133.21,2016-11-10 16:00:00,133.28,126.65350653302254,146.32298693395495,2016-12-13 09:00:00,146.32298693395495,TP,535,6.626493466977465,1.9683090308552336,1.9652908433176393,2016
CHFJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-11-14 05:00:00,long,rebreak,17797,17799,17802,108.381,107.474,3.747613239678316,2,1.873806619839158,3,1.5,19,1.1422271223814833,0.618,0.8,108.51,2016-11-14 06:00:00,108.51,107.41349482363889,110.70301035272225,2016-11-23 15:00:00,110.70301035272225,TP,177,1.09650517636112,2.0,1.9817602320251853,2016
USDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-11-22 15:00:00,long,rebreak,17952,17958,17964,111.364,110.269,4.157925323840712,6,0.692987553973452,6,1.0,15,0.9561643835616421,0.618,0.8,111.316,2016-11-22 16:00:00,111.314,110.20316187673446,113.5416762465311,2016-11-25 00:00:00,113.5416762465311,TP,56,1.1108381232655375,2.005401327046996,1.9963991153020537,2016
SILVER,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2016-12-07 13:00:00,long,rebreak,17339,17348,17357,16.972,16.488,6.262800094352019,9,0.6958666771502243,9,1.0,51,1.047520661157024,0.618,0.8,16.995,2016-12-07 14:00:00,17.007,16.468679568535308,18.047640862929388,2016-12-15 10:00:00,16.468679568535308,SL,134,0.5383204314646939,-1.0,-1.0650170380952662,2016
AUDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2017-01-13 00:00:00,long,rebreak,18840,18841,18842,86.093,85.284,4.007296655429282,1,4.007296655429282,1,1.0,30,0.9394313967861474,0.618,0.8,86.044,2017-01-13 01:00:00,86.045,85.23352956634095,87.6649408673181,2017-01-16 05:00:00,85.23352956634095,SL,28,0.8114704336590535,-1.0,-1.015404134866164,2017
SILVER,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2017-01-17 05:00:00,long,rebreak,17971,17975,17977,16.83,16.584,4.1648114306577355,4,1.0412028576644339,2,0.5,33,1.5203252032520358,0.618,0.8,16.958,2017-01-17 06:00:00,16.96,16.569233425084438,17.73553314983112,2017-02-06 20:00:00,17.73553314983112,TP,336,0.3907665749155633,1.9846455649352717,1.8950780270577985,2017
EURJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2017-02-01 01:00:00,long,rebreak,18814,18818,18821,122.18,121.02,4.75768138672712,4,1.18942034668178,3,0.75,9,0.8017241379310329,0.618,0.8,121.95,2017-02-01 02:00:00,121.91,120.95904593930794,123.93190812138413,2017-02-06 10:00:00,120.95904593930794,SL,78,0.9509540606920552,-1.0,-1.0131446938571267,2017
GBPJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2017-02-09 08:00:00,long,rebreak,25053,25059,25063,140.61,139.81,3.8259337168314875,6,0.6376556194719145,4,0.6666666666666666,18,0.8999999999999858,0.618,0.8,140.53,2017-02-09 09:00:00,140.53,139.75772517905364,142.07454964189273,2017-02-10 01:00:00,142.07454964189273,TP,16,0.7722748209463646,2.0,1.9741024833938348,2017
SILVER,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2017-02-23 13:00:00,long,rebreak,18591,18596,18598,18.08,17.87,3.5304290331775774,5,0.7060858066355156,2,0.4,37,1.490476190476204,0.618,0.8,18.183,2017-02-23 14:00:00,18.183,17.855129286127372,18.838741427745255,2017-03-02 17:00:00,17.855129286127372,SL,118,0.32787071387262756,-1.0,-1.1067493939504371,2017
AUDJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2017-03-31 00:00:00,long,rebreak,20169,20175,20177,85.492,84.889,3.7169490233192017,6,0.6194915038865336,2,0.3333333333333333,17,1.3847429519071244,0.618,0.8,85.724,2017-03-31 01:00:00,85.725,84.84844254304963,87.47511491390075,2017-04-03 00:00:00,84.84844254304963,SL,23,0.8765574569503656,-1.0,-1.0142603315970609,2017
GBPJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2017-04-27 06:00:00,long,rebreak,26363,26368,26374,143.45,142.46,3.9390594333961624,5,0.7878118866792324,6,1.2,10,0.9090909090909326,0.618,0.8,143.36,2017-04-27 07:00:00,143.35,142.3971677416437,145.28566451671264,2017-05-03 14:00:00,145.28566451671264,TP,102,0.9528322583562954,2.0314850801250266,2.010495026708402,2017
EURJPY,H1,VCTX_618_800_FAST_REBREAK_ONLY_RR2,V候補後トリガー,2017-05-03 12:00:00,long,rebreak,20351,20356,20362,122.55,122.09,3.734752300483018,5,0.7469504600966036,6,1.2,22,1.0,0.618,0.8,122.55,2017-05-03 13:00:00,122.55,122.05920813195962,123.53158373608075,2017-05-04 10:00:00,123.53158373608075,TP,21,0.49079186804037533,2.0,1.9745309553520143,2017
