symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,period,open,high,low,close,atr,body_ratio,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr50,atr_ratio_50,atr_pctile_252,close_location,range5_atr,macd,macd_signal,macd_hist,macd_hist_slope3,stoch_k14,stoch_d3,cci20,roc10,williams_r14,chop14,aroon_up25,aroon_down25,ichi_tenkan,ichi_kijun,ichi_cloud_top,ichi_cloud_bottom,kc_mid,kc_pos,bb_kc_width_ratio,month,year
AUDJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-01-15 00:00:00,long,v_candidate_only,1653,1659,1664,96.985,94.25,4.729292728227316,6,0.7882154547045527,5,0.8333333333333334,5,0.7868372943327245,0.618,0.8,96.402,2015-01-15 04:00:00,96.402,94.10542235609165,100.9951552878167,2015-01-23 08:00:00,94.10542235609165,SL,38,2.29657764390835,-1.0,-1.0054428815124734,Research_2015_2024,95.592,96.75,95.527,96.402,0.5783105756334016,0.6623058053965682,96.10825772351883,96.57239025088536,97.60529381266437,-1.3514944547503074,51.98809813297125,30.24490646781643,5.646660721751259,0.5321234853735521,97.601,98.087,False,False,0.41789496541697246,1.3838658598252498,93.25396825396825,0.7154538021259205,3.43759924815938,-0.3531067700340458,-0.33414236604531333,-0.018964403988732448,0.16998058586349624,78.68372943327245,56.40675380982598,-5.799319448454761,-0.2452426039176725,-21.31627056672755,44.875580266550216,12.0,80.0,95.5,95.9495,95.952,95.72475,96.10825772351883,0.6269829261549659,1.4116651804378149,2015-01,2015
GBPJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-01-22 00:00:00,long,v_candidate_only,3231,3237,3240,180.24,177.04,3.8584327859538896,6,0.643072130992315,3,0.5,3,0.637500000000003,0.618,0.8,179.08,2015-01-22 04:00:00,179.07,176.8326619318309,183.57467613633824,2015-01-23 04:00:00,176.8326619318309,SL,6,2.2373380681690946,-1.0,-1.0089391944313308,Research_2015_2024,178.43,179.19,178.41,179.08,0.8293522726764065,0.8333333333333394,178.48751565094503,178.89726115969694,181.7686113765037,0.4290380192200715,55.13214393262317,16.854839998542015,4.0758030687583995,0.6939190455633312,180.24,180.88,False,False,0.8338857467779341,0.9945634349561141,70.63492063492063,0.8589743589743781,2.5923845280627624,0.0782160992006311,0.06081116732347461,0.0174049318771565,0.03467074280150337,63.7500000000003,49.47916666666671,52.371059988203356,-0.3616535914983454,-36.2499999999997,48.17399530512087,64.0,4.0,178.58999999999997,178.05,178.32,178.155,178.48751565094503,0.6785985185592422,1.0189507671895999,2015-01,2015
GBPJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-01-26 12:00:00,long,v_candidate_only,3240,3252,3256,179.19,175.73,4.063283487615331,12,0.33860695730127766,4,0.3333333333333333,4,0.6907514450867079,0.618,0.8,178.12,2015-01-26 16:00:00,178.14,175.517117979182,183.32576404163603,2015-02-03 04:00:00,175.517117979182,SL,28,2.622882020817997,-1.0,-1.007625200005658,Research_2015_2024,177.46,178.25,177.32,178.12,0.8515280832720387,0.7096774193548299,177.48316712841108,178.1350684270428,181.1120981902524,-0.9166873352778275,54.13933324741426,18.30391218801122,4.007060458561584,0.6614829699470165,179.19,180.24,False,False,0.8650487066161797,0.9843701016593276,73.80952380952381,0.8602150537634468,2.959385661500189,-0.2971567330806124,-0.3636448235956037,0.06648809051499127,0.2637728438418994,74.9216300940444,61.14651064001333,29.385510251095116,0.2589215355172758,-25.078369905955597,51.62838189503034,4.0,84.0,176.99,177.985,177.985,177.4875,177.48316712841108,0.6869676655706576,1.001765114640396,2015-01,2015
SILVER,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-01-27 12:00:00,long,v_candidate_only,1687,1701,1704,18.463,17.523,4.508623624479775,14,0.3220445446056982,3,0.21428571428571427,3,0.6212765957446796,0.618,0.8,18.107,2015-01-27 16:00:00,18.108,17.470877662991416,19.379244674017166,2015-01-29 08:00:00,17.470877662991416,SL,10,0.6371223370085843,-1.0,-1.054934504673517,Research_2015_2024,17.877,18.187,17.823,18.107,0.2084893480343378,0.6318681318681317,18.033444026095953,17.809004180276254,16.973661736079126,-0.5098726399182502,54.5364736555989,30.310344326289332,3.6542560080801016,0.4602952433979884,18.463,18.467,False,False,0.20447777507815992,1.0196186258122404,67.85714285714286,0.7802197802197756,3.184814985802737,0.004422160827399324,0.05154666583332264,-0.047124505005923314,0.030204651319591852,62.26012793176976,46.624022743425705,-30.994048671261705,-1.388737610282098,-37.73987206823024,42.52059148112186,32.0,88.0,17.927999999999997,17.994999999999997,17.961499999999997,17.5905,18.033444026095953,0.5882011174642021,0.9135640020200254,2015-01,2015
XAUUSD,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-01-30 16:00:00,long,v_candidate_only,1705,1718,1724,1297.527,1252.05,5.20670956067825,13,0.400516120052173,6,0.46153846153846156,6,0.6638080788090692,0.618,0.8,1282.238,2015-01-30 20:00:00,1282.299,1249.8664232386107,1346.9811535227789,2015-02-06 12:00:00,1249.8664232386107,SL,29,32.43257676138933,-1.0,-1.0107916186424264,Research_2015_2024,1273.708,1282.712,1270.701,1282.238,8.73430704555682,0.7101823328615432,1274.8382613526092,1276.5412229690003,1244.221900595756,-1.381636526706683,55.10446663687193,28.940268212393445,5.969541350465109,0.5802764765487177,1297.527,1307.474,False,False,8.135528367344211,1.0736004659041065,80.55555555555556,0.9605361751727638,2.939099789611701,-4.614288577837215,-4.824595128220956,0.21030655038374135,3.01075210686329,73.61131431358231,50.93391855644984,7.0806368447343955,0.08039287922023686,-26.38868568641768,43.88546073583925,24.0,76.0,1267.3809999999999,1274.7885,1279.762,1271.08475,1274.8382613526092,0.7118009651136302,1.4923853376162772,2015-01,2015
GBPJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-02-23 04:00:00,long,v_candidate_only,3355,3367,3372,184.17,181.64,4.238866200616424,12,0.3532388500513686,5,0.4166666666666667,5,0.6798418972332121,0.618,0.8,183.36,2015-02-23 08:00:00,183.37,181.49078557093685,187.09842885812634,2015-03-06 20:00:00,181.49078557093685,SL,58,1.879214429063154,-1.0,-1.0106427450165718,Research_2015_2024,182.96,183.42,182.83,183.36,0.5968577162525404,0.6779661016949536,183.12656179488505,182.63817480285385,181.3364692081314,-0.03338124477542754,54.022392408245175,15.150129609462956,2.680906502180347,0.5396845302980153,184.17,184.17,False,False,0.6703381491379572,0.8903830358157128,13.492063492063492,0.8983050847458027,2.010529423217256,0.0905037190757696,0.13748825958106295,-0.046984540505293354,0.03346876628367543,73.19148936170258,65.24822695035472,-8.2862267020782,0.010908694229305738,-26.80851063829742,46.749198673362635,32.0,80.0,182.635,182.90499999999997,182.76999999999998,182.64,183.12656179488505,0.5977779958097216,0.6702266255450867,2015-02,2015
AUDJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-03-12 04:00:00,long,v_candidate_only,1898,1909,1913,93.593,91.798,4.132030609828337,11,0.3756391463480306,4,0.36363636363636365,4,0.6568245125348194,0.618,0.8,92.977,2015-03-12 08:00:00,92.981,91.68939722272806,95.55220555454389,2015-03-30 12:00:00,91.68939722272806,SL,76,1.2916027772719332,-1.0,-1.0096778980503516,Research_2015_2024,92.25,93.056,92.238,92.977,0.434411109087736,0.8887530562347259,92.67646374373734,92.98491591173409,93.42524149056939,-1.2581537649874024,53.09160341876986,18.136606331957573,4.693016282612068,0.6166921007206835,93.593,94.196,False,False,0.3352285367322456,1.2958655409300959,45.23809523809524,0.9034229828850933,2.8958743772501525,-0.2605230463992143,-0.27719731675171855,0.01667427035250424,0.10921708682429121,74.10433689503498,43.33678444411124,0.6402725529184999,0.4678855463347231,-25.89566310496502,54.33782884662551,8.0,84.0,92.42699999999999,92.997,92.997,92.71199999999999,92.67646374373734,0.6729561295599625,1.173254070653017,2015-03,2015
USDJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-03-30 12:00:00,long,v_candidate_only,1951,1976,1990,121.201,118.328,8.605658214669536,25,0.34422632858678137,14,0.56,14,0.6226940480334171,0.618,0.8,120.117,2015-03-30 16:00:00,120.117,118.24453747080315,123.86192505839371,2015-05-08 20:00:00,119.758,max_hold,180,1.8724625291968522,-0.19172613304790312,-0.19706669385703193,Research_2015_2024,119.892,120.143,119.822,120.117,0.3338501167874137,0.7009345794392834,119.4723180990773,119.77452528521351,119.81276841682208,0.13943840275314853,63.81077675787358,26.704709410194102,4.131469515459587,1.0950518452793592,119.925,121.407,True,False,0.345433028074399,0.9664684313727795,40.07936507936508,0.9190031152648087,3.10019361370796,-0.016372037605734135,-0.15601854921149527,0.13964651160576114,0.09017755682090192,98.26666666666692,97.93542074112145,150.50382442230259,0.6856721347203276,-1.7333333333330831,43.22831400888825,100.0,44.0,119.5365,119.2355,119.8275,119.386,119.4723180990773,0.9827629739404992,1.0328673788648968,2015-03,2015
SILVER,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-04-05 20:00:00,long,v_candidate_only,1963,1980,1998,17.393,16.433,5.564275309038809,17,0.32731031229640056,18,1.0588235294117647,18,0.6739583333333311,0.618,0.8,17.08,2015-04-06 00:00:00,17.082,16.38986769854645,18.460264602907095,2015-04-08 16:00:00,16.38986769854645,SL,16,0.692132301453551,-1.0,-1.0505683666641428,Research_2015_2024,16.967,17.125,16.96,17.08,0.17252920581419512,0.6848484848484856,16.803710944681253,16.73364473452148,16.52241162931798,0.5344867849111664,61.70314005438112,19.433552714594175,3.7457834579816227,1.0264159246682958,17.082,17.393,False,False,0.16034332860353095,1.0759986543674374,71.42857142857143,0.7272727272727155,3.118312621107165,0.02232064836734793,6.726840099848489e-05,0.022253379966349445,0.00886686097249618,92.65905383360494,56.90974309073362,117.6775579938966,3.2086530908211897,-7.340946166395064,51.35278859673567,100.0,28.0,16.856,16.779,16.913,16.817500000000003,16.803710944681253,0.900351137673894,0.9364458644954057,2015-04,2015
XAUUSD,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-04-15 16:00:00,long,v_candidate_only,2027,2040,2047,1210.739,1183.97,4.502989174904397,13,0.3463837826849536,7,0.5384615384615384,7,0.6985318838955533,0.618,0.8,1202.669,2015-04-15 20:00:00,1202.719,1182.4838205445183,1243.0393589109638,2015-04-24 12:00:00,1182.4838205445183,SL,41,20.235179455481784,-1.0,-1.0172966096381872,Research_2015_2024,1196.328,1204.538,1196.082,1202.669,5.944717821927329,0.7498817407758035,1197.0852835061532,1198.8195128845339,1197.2205018263387,-0.7901084994206142,55.789235460047074,13.760609121188255,4.023242373611635,0.6852737580135906,1210.739,1224.188,False,False,5.623189038452611,1.0571790813497524,40.476190476190474,0.7789735099337824,2.6304023956061036,-1.8255607293585854,-2.2807421026824115,0.45518137332382613,1.2201829261971078,81.54107796964963,55.72417000988426,43.383401443336076,0.17141272235552396,-18.458922030350358,50.92110385287763,20.0,72.0,1194.254,1197.3545,1204.0790000000002,1195.80425,1197.0852835061532,0.7348183993381081,1.0058105934029087,2015-04,2015
