symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,period,open,high,low,close,atr,body_ratio,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr50,atr_ratio_50,atr_pctile_252,close_location,range5_atr,macd,macd_signal,macd_hist,macd_hist_slope3,stoch_k14,stoch_d3,cci20,roc10,williams_r14,chop14,aroon_up25,aroon_down25,ichi_tenkan,ichi_kijun,ichi_cloud_top,ichi_cloud_bottom,kc_mid,kc_pos,bb_kc_width_ratio,month,year
AUDJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-04-16 00:00:00,long,v_candidate_only,2042,2057,2067,93.053,90.467,6.027641310065461,15,0.40184275400436414,10,0.6666666666666666,10,0.7412993039443165,0.618,0.8,92.384,2015-04-16 04:00:00,92.384,90.35974411552651,96.43251176894698,2015-05-13 12:00:00,96.43251176894698,TP,120,2.02425588447349,2.0,1.9938248913608865,Research_2015_2024,91.441,92.472,91.416,92.384,0.4290235378939484,0.8929924242424244,91.35406629796609,91.56576888877781,92.30187542860001,-0.5278960331212605,66.56301927909723,29.847546967017845,4.12869040545941,1.1742485083913747,92.423,93.053,False,False,0.36541852873053715,1.1740607116567814,89.68253968253968,0.9166666666666723,4.650094514145609,-0.09936487639259894,-0.22987842466535258,0.13051354827275363,0.18462217116938084,95.61097256857884,93.53959493038549,78.72852184288939,1.6169126867149108,-4.38902743142115,41.47114725728167,4.0,60.0,91.4745,91.75999999999999,91.75999999999999,91.61725,91.35406629796609,1.100161536060354,1.0321726013648524,2015-04,2015
EURJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-05-06 00:00:00,long,v_candidate_only,2093,2104,2108,135.24,133.09,3.81863664813172,11,0.34714878619379275,4,0.36363636363636365,4,0.7255813953488364,0.618,0.8,134.65,2015-05-06 04:00:00,134.64,132.94924295775485,138.05151408449032,2015-06-02 12:00:00,138.05151408449032,TP,116,1.6907570422451386,2.017743531004444,2.0103503930859463,Research_2015_2024,134.12,134.75,134.07,134.65,0.5630281689806491,0.7794117647058763,133.76312368747458,132.39187314568142,130.67083526813855,0.7317595148420784,66.76370768664923,46.66688636132035,2.98029275177435,0.7926122084181082,135.24,135.24,False,False,0.5706210907229041,0.9866935837709122,70.23809523809523,0.8529411764705981,2.948342714371454,0.5372413587583935,0.6588887092813125,-0.12164735052291897,0.0998014438832584,93.97590361445816,66.48235636456333,19.95447884513416,0.5826548143721633,-6.024096385541839,53.26460584168735,40.0,8.0,133.92000000000002,133.265,133.5925,132.03,133.76312368747458,0.8937974871359895,0.7450731879435875,2015-05,2015
USDJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-05-15 08:00:00,long,v_candidate_only,2180,2192,2199,120.276,118.886,5.2856182664148905,12,0.44046818886790756,7,0.5833333333333334,7,0.7338129496402949,0.618,0.8,119.906,2015-05-15 12:00:00,119.906,118.82025556245557,122.07748887508887,2015-05-26 04:00:00,122.07748887508887,TP,42,1.0857444375444345,2.0,1.9907897294665333,Research_2015_2024,119.457,119.924,119.451,119.906,0.2629777501777109,0.9492600422832976,119.4977570249552,119.61128115556642,119.63429822622322,-0.9430532469283835,61.282147477789586,26.18638978364361,5.349301732261608,0.7797588382278945,120.276,120.505,False,False,0.26888032239985515,0.9780475857457265,12.3015873015873,0.9619450317124731,3.156160547571528,-0.0953754711171797,-0.1377975396400214,0.042422068522841694,0.08809371799613211,93.92265193370272,62.67345181309631,49.45616295573569,0.6370282088512536,-6.077348066297272,46.25451744404162,24.0,72.0,119.405,119.58099999999999,119.6955,119.493,119.4977570249552,0.8880964974878326,1.337325433065402,2015-05,2015
GBPJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-05-26 12:00:00,long,v_candidate_only,3757,3769,3775,189.98,187.77,4.210978711715562,12,0.3509148926429635,6,0.5,6,0.7511312217194624,0.618,0.8,189.43,2015-05-26 16:00:00,189.44,187.638795347157,193.01240930568605,2015-06-16 04:00:00,193.01240930568605,TP,87,1.801204652843012,1.9833444800663707,1.9722408001106178,Research_2015_2024,188.84,189.63,188.83,189.43,0.5248186113720866,0.73750000000002,188.47549404312002,187.90499482075282,184.26853199600288,0.03300360069672672,64.13259000210289,17.266676721956227,5.219861663997905,0.7644661959676209,189.98,189.98,False,False,0.5620915061490911,0.933688920097081,19.444444444444446,0.7500000000000089,3.372593809835537,0.16228495434000934,0.11885303060301122,0.04343192373699811,0.16969903761729938,89.24731182795752,69.78961782931987,52.99294929326981,0.7284909071572976,-10.752688172042484,50.16579418961023,28.0,4.0,188.7,188.61,188.655,187.96499999999997,188.47549404312002,0.9546837403424624,1.3049654159994764,2015-05,2015
GBPJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-06-26 12:00:00,long,v_candidate_only,3899,3906,3913,195.8,193.46,4.461236847691833,7,0.6373195496702619,7,1.0,7,0.6623931623931542,0.618,0.8,195.01,2015-06-26 16:00:00,195.0,193.32887044557998,198.37225910884,2015-06-28 20:00:00,193.32887044557998,SL,1,1.6711295544200198,-1.0,-1.0119679530214059,Research_2015_2024,194.38,195.22,194.34,195.01,0.5245182176800766,0.7159090909090895,194.61165492780975,194.24378300913386,190.7087901662149,-0.5012218803814168,57.152054653362654,18.18902710966424,3.0823086473931918,0.7068994902189492,195.8,195.8,False,False,0.5118311360464548,1.0247876315841604,22.22222222222222,0.7613636363636261,2.497530030118078,-0.039847175333733276,-0.02427594385044092,-0.015571231483292355,0.07494580717261594,68.88888888888813,48.176638176637624,35.112692763935286,0.2725215960510008,-31.111111111111867,47.34960857254894,44.0,72.0,194.34,194.63,194.485,193.92000000000002,194.61165492780975,0.689862362623027,0.7705771618482979,2015-06,2015
USDJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-07-01 20:00:00,long,v_candidate_only,2386,2398,2407,123.99,121.942,5.583944674649479,12,0.4653287228874566,9,0.75,9,0.677734375000002,0.618,0.8,123.33,2015-07-02 00:00:00,123.329,121.8503085471236,126.28938290575279,2015-07-08 04:00:00,121.8503085471236,SL,26,1.4786914528763901,-1.0,-1.006762736053244,Research_2015_2024,123.15,123.332,123.118,123.33,0.36676581150556636,0.8411214953270736,122.87845186987981,123.10350761176852,122.82783882778678,-0.3777545723051275,57.894375317236204,21.026918469667255,4.557889586160418,0.8641550427067404,123.977,124.375,False,False,0.345556477584958,1.0613773298907234,64.28571428571429,0.9906542056074984,2.3202816983040515,-0.07992777806576612,-0.20017673785611365,0.12024895979034753,0.08244554558522774,99.85611510791401,92.13310832815273,61.505328695996475,0.8892124702436943,-0.14388489208599553,47.67206154623532,16.0,64.0,122.655,122.966,123.1585,122.81049999999999,122.87845186987981,0.8077905000650087,1.1394723965401046,2015-07,2015
AUDJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-07-10 00:00:00,long,v_candidate_only,2424,2439,2445,92.416,89.162,5.119135936368448,15,0.34127572909122983,6,0.4,6,0.6567301782421655,0.618,0.8,91.299,2015-07-10 04:00:00,91.297,89.00308646261558,95.89082707476885,2015-08-20 04:00:00,90.524,max_hold,180,2.2939135373844124,-0.3369786992413818,-0.34242790201048073,Research_2015_2024,90.785,91.449,90.636,91.299,0.6356541495376663,0.632226322263233,90.8293459642284,91.97013954042225,93.96847197086525,-1.1032922967652532,52.37972840585685,37.38138409263423,4.112279367636135,0.7564664193449676,92.282,94.986,False,False,0.49985985465027466,1.271664734873337,98.4126984126984,0.8154981549815609,2.2811146612582314,-0.46539380829550225,-0.6638141123319694,0.19842030403646715,0.12078656002524635,93.44118933100167,68.8270523446226,32.254450799878775,1.2633096716947678,-6.558810668998339,55.06514757978287,16.0,76.0,90.3055,90.789,92.07400000000001,90.54724999999999,90.8293459642284,0.6847128804685727,1.0280698419090337,2015-07,2015
GBPJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-07-10 08:00:00,long,v_candidate_only,3949,3961,3972,191.62,184.97,6.652908748125732,12,0.5544090623438109,11,0.9166666666666666,11,0.7353383458646633,0.618,0.8,189.86,2015-07-10 12:00:00,189.87,184.72010930362327,200.1397813927535,2015-08-21 12:00:00,191.58,max_hold,180,5.14989069637673,0.332045882294764,0.3281623047240686,Research_2015_2024,188.67,190.34,188.54,189.86,0.999562785506934,0.6611111111111214,188.0550044615826,189.67290526368225,190.4865524940765,-0.9645648817593567,58.84017131892009,36.15664653265787,6.42519897322422,0.8506482907533353,191.51,193.42,False,False,0.7388754203807107,1.3528163989971438,100.0,0.7333333333333407,4.291876470595385,-0.6411483180620507,-1.0998725851790085,0.4587242671169578,0.38193728699855245,91.06145251396669,77.92473897970707,60.03330632474598,2.433234421365005,-8.938547486033322,39.57500678804115,8.0,56.0,187.78,188.29500000000002,188.95499999999998,188.03750000000002,188.0550044615826,0.9514462634535742,1.606299743306055,2015-07,2015
EURJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-08-07 04:00:00,long,v_candidate_only,2483,2500,2511,137.3,134.98,6.436784176486633,17,0.37863436332274314,11,0.6470588235294118,11,0.6637931034482785,0.618,0.8,136.52,2015-08-07 08:00:00,136.51,134.8898928930818,139.78021421383644,2015-09-01 08:00:00,134.8898928930818,SL,102,1.6201071069181978,-1.0,-1.0077155392668862,Research_2015_2024,136.18,136.56,136.13,136.52,0.3604284276727667,0.7906976744186001,136.00198301925715,135.9489199065648,136.0504422804636,0.8794760649628209,62.48026883381736,18.45015135314274,4.616862049434652,0.907740561418564,136.46,137.3,True,False,0.39289239393983894,0.9173718637270356,1.5873015873015872,0.9069767441860664,2.136346472368417,0.10515476924868494,0.011853447893593534,0.09330132135509141,0.005295486710493236,97.46835443038027,88.12008210742397,97.87515454728707,0.6413564319941001,-2.5316455696197293,44.10444681132354,100.0,56.0,136.175,135.76999999999998,136.14,135.9725,136.00198301925715,0.8593064121548403,1.154215512358663,2015-08,2015
SILVER,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-08-19 20:00:00,long,v_candidate_only,2583,2596,2604,15.609,14.719,6.278213028533976,13,0.48293946373338276,8,0.6153846153846154,8,0.6595505617977521,0.618,0.8,15.306,2015-08-20 00:00:00,15.304,14.683559979250663,16.550880041498672,2015-08-24 12:00:00,14.683559979250663,SL,16,0.6204400207493368,-1.0,-1.056411576992936,Research_2015_2024,15.251,15.311,15.247,15.306,0.14176008299734683,0.8593749999999948,15.13890451307512,15.125513829332052,15.141320317954493,-1.0080653783956959,58.317380616847714,22.298903363976088,5.03443940383778,0.7342077728128727,15.401,15.609,False,False,0.13859694685159238,1.0228225528599955,64.28571428571429,0.9218749999999879,3.6046818624503985,-0.030268279164188172,-0.051141900547314906,0.020873621383126734,0.06279661189360079,93.02694136291593,81.595490718235,58.29348813214446,0.7702942919217692,-6.973058637084068,44.22057341516416,16.0,68.0,15.027999999999999,15.164,15.164,15.096,15.13890451307512,0.7946800738823049,1.258609850959445,2015-08,2015
AUDJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-09-08 12:00:00,long,v_candidate_only,2686,2697,2709,85.144,82.115,5.196404353976333,11,0.4724003958160302,12,1.0909090909090908,12,0.6480686695278974,0.618,0.8,84.078,2015-09-08 16:00:00,84.078,81.96927423494853,88.29545153010295,2015-10-09 08:00:00,88.29545153010295,TP,140,2.1087257650514744,2.0,1.9940722495987127,Research_2015_2024,83.756,84.195,83.676,84.078,0.5829030602058891,0.6204238921002084,83.39964342558063,84.4309544757917,88.04204273060103,-0.5217896903579032,55.80420265516976,28.738082696210032,4.797425181193103,0.8347120155552172,84.853,87.318,False,False,0.6817758444072962,0.8549775780229315,74.20634920634922,0.7745664739884544,2.8786947857287033,-0.28092632507360804,-0.5215482579144051,0.24062193284079703,0.16609206253707964,94.37500000000047,91.66934907010027,61.72159395595399,1.749927388905026,-5.624999999999535,49.20965127073502,8.0,52.0,83.34,83.62950000000001,84.7165,83.48475,83.39964342558063,0.7909388458947902,1.1993562952982757,2015-09,2015
EURJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-09-08 20:00:00,long,v_candidate_only,2618,2633,2647,135.77,132.21,7.545460810917117,15,0.5030307207278077,14,0.9333333333333333,14,0.6573033707865173,0.618,0.8,134.55,2015-09-09 00:00:00,134.58,132.09204829071376,139.4659034185725,2015-10-21 00:00:00,136.21,max_hold,180,2.48795170928625,0.6551574107793331,0.6501331975064899,Research_2015_2024,134.27,134.56,134.19,134.55,0.4718068371449537,0.7567567567567506,133.80419011098542,134.5588503625387,135.98571430655227,0.06436301258243324,58.72696185762318,29.880371734404246,5.014932817512885,1.0211151833711904,135.04,136.59,False,False,0.5311829862644534,0.8882190306262203,63.888888888888886,0.9729729729729979,2.797755132137791,-0.13061797517676155,-0.38653624770642026,0.2559182725296587,0.052355741463937844,99.5575221238942,91.21952333184713,67.3115171280699,1.0970020287023985,-0.44247787610579403,35.71324857901322,8.0,44.0,133.765,133.775,134.4,133.76999999999998,133.80419011098542,0.8951881523844151,1.2537332043782212,2015-09,2015
XAUUSD,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-09-14 00:00:00,long,v_candidate_only,2702,2708,2712,1114.988,1098.728,3.6793411404198193,6,0.6132235234033032,4,0.6666666666666666,4,0.6469864698646979,0.618,0.8,1109.248,2015-09-14 04:00:00,1109.298,1097.6231826305684,1132.4976347388633,2015-09-17 16:00:00,1132.4976347388633,TP,21,11.674817369431594,1.9871518332789846,1.9571727775965764,Research_2015_2024,1104.768,1109.708,1104.698,1109.248,4.419269477726302,0.8942115768463127,1110.555919687031,1117.519272509779,1124.6096716166462,-1.1495745109137532,44.83729356537792,35.22665583670208,5.01703492774393,0.4601292269933177,1125.342,1147.861,False,False,4.718390092507232,0.9366053656191056,9.920634920634921,0.9081836327345235,2.484573537626673,-3.784553865196358,-4.114195084290046,0.3296412190936877,0.42535219749616004,64.69864698646978,51.33866338663367,-23.726153062549937,-0.20961192107076254,-35.30135301353021,49.02699899185937,12.0,84.0,1105.7984999999999,1112.7045,1120.563,1109.2514999999999,1110.555919687031,0.4260104133939383,1.2542587319359826,2015-09,2015
USDJPY,H4,REC1.20_V_CANDIDATE_ONLY,V候補のみ,2015-09-21 08:00:00,long,v_candidate_only,2751,2757,2764,120.989,119.054,4.5647554631135385,6,0.7607925771855899,7,1.1666666666666667,7,0.7297157622738968,0.618,0.8,120.466,2015-09-21 12:00:00,120.466,118.94802499128178,123.50195001743641,2015-10-02 12:00:00,118.94802499128178,SL,55,1.51797500871821,-1.0,-1.0065877237389007,Research_2015_2024,120.123,120.575,120.041,120.466,0.4239000348728808,0.6423220973782499,120.11754834599519,120.21860278580684,121.21249504298069,-0.7199796248746992,54.94944129432702,17.67177236407378,4.547090441496801,0.6300121744657275,120.989,121.325,False,False,0.43298612386104,0.9790152882795956,59.92063492063492,0.7958801498127198,2.0028306915676524,-0.07897505569344787,-0.10336414400719339,0.02438908831374552,0.06866032024286528,72.97157622738968,54.93540051679565,26.094824789337657,0.3114279052726099,-27.02842377261032,46.70998894123131,48.0,72.0,119.81450000000001,120.0215,120.18950000000001,119.918,120.11754834599519,0.7055034355619361,1.1367726103742002,2015-09,2015
