case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,oos_positive,oos_avg_retention
A V candidate only,61.8-80%回復候補で即エントリー,379,44.06332453825858,73.26899256224367,0.19332188011146087,1.353816828712781,12.688137450776509,11,335,43.582089552238806,63.04874492203673,0.1882052087224977,1.34136037596074,12.688137450776509,11,44,47.72727272727273,10.220247640206923,0.23227835545924824,1.4566031145284823,7.897599464722097,6,True,1.2341760200788858
B V + stagnation,V候補後の高値停滞のみ,13,61.53846153846154,9.410889962668161,0.7239146125129354,2.8183826358059316,2.1064552456633523,3,13,61.53846153846154,9.410889962668161,0.7239146125129354,2.8183826358059316,2.1064552456633523,3,0,0.0,0.0,0.0,,0.0,0,False,0.0
C V + rebreak,V候補後の再ブレイクのみ,39,53.84615384615385,19.199713682853428,0.4923003508423956,2.1639963533393303,3.0454992946056976,3,33,48.484848484848484,13.498040801334689,0.40903153943438453,1.8714695300132729,3.0454992946056976,3,6,83.33333333333334,5.701672881518739,0.9502788135864565,6.668658376685248,1.0058240420642175,1,True,2.323240928805924
D V + stagnation+rebreak,高値停滞と再ブレイクが同時に成立,8,75.0,8.822750466365033,1.1028438082956291,5.383170031039391,1.0058690547755362,1,8,75.0,8.822750466365033,1.1028438082956291,5.383170031039391,1.0058690547755362,1,0,0.0,0.0,0.0,,0.0,0,False,0.0
T5 either broad,V候補後にどちらかのT5トリガー,303,45.54455445544555,47.85221035952918,0.15792808699514582,1.3095814728968929,13.183826954134476,10,266,43.609022556390975,36.38719157577585,0.1367939532923904,1.2593498613370964,13.183826954134476,10,37,59.45945945945946,11.46501878375334,0.3098653725338741,1.8034864880143566,2.0235387466777137,2,True,2.265197876630935
T5 either practical,T5 + BB<=0.95 + recovery<=16 + MACD>0,46,60.86956521739131,32.54124850207354,0.707418445697251,2.962501157860805,5.452122576790395,6,41,56.09756097560976,25.833751578490585,0.6300915019144046,2.557984703059123,5.452122576790395,6,5,100.0,6.707496923582957,1.3414993847165912,inf,0.0,0,True,2.1290548763802066
