case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,oos_positive,oos_avg_retention
BB<=0.85,lower BB fixed at 0.60,11,54.54545454545454,3.515166131355595,0.3195605573959632,1.675893746564885,2.1081518218310435,3,8,37.5,0.7547747915911014,0.09434684894888767,1.1451275822074747,2.1081518218310435,3,3,100.0,2.7603913397644932,0.9201304465881645,inf,0.0,0,True,9.752635693075922
BB<=0.90,lower BB fixed at 0.60,17,64.70588235294117,12.456063406472168,0.7327096121454216,3.0074930247856906,2.1522328484954576,2,14,57.14285714285714,9.695672066707676,0.692548004764834,2.5626119913946193,2.1522328484954576,2,3,100.0,2.7603913397644932,0.9201304465881645,inf,0.0,0,True,1.3286161251747592
BB<=0.95,lower BB fixed at 0.60,23,69.56521739130434,22.35120539601785,0.9717915389572979,4.589465232124472,2.1522328484954576,2,19,63.1578947368421,17.632965304922262,0.9280508055222243,3.831745079509313,2.1522328484954576,2,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0,True,1.271008026451899
BB<=1.00,lower BB fixed at 0.60,26,69.23076923076923,25.253608410543894,0.9712926311747652,4.482325507032784,2.1522328484954576,2,22,63.63636363636363,20.53536831944831,0.9334258327021959,3.8317076804465913,2.1522328484954576,2,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0,True,1.2636890703561974
