case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,oos_positive,oos_avg_retention
BB幅<=2ATR,"BB<=0.95, recovery<=16, MACD>0",0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,False,
BB幅<=4ATR,"BB<=0.95, recovery<=16, MACD>0",23,69.56521739130434,22.35120539601785,0.9717915389572979,4.589465232124472,2.1522328484954576,2,19,63.1578947368421,17.632965304922262,0.9280508055222243,3.831745079509313,2.1522328484954576,2,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0,True,1.271008026451899
BB幅<=5ATR,"BB<=0.95, recovery<=16, MACD>0",35,62.857142857142854,28.948689334436903,0.8271054095553401,3.507577170052063,4.4462535220148585,5,30,56.666666666666664,22.241192410853948,0.7413730803617983,2.926564124540438,4.4462535220148585,5,5,100.0,6.707496923582957,1.3414993847165912,inf,0.0,0,True,1.8094794918395536
BB幅<=7ATR,"BB<=0.95, recovery<=16, MACD>0",45,62.22222222222222,33.5466731372556,0.7454816252723467,3.153728287404184,5.452122576790395,6,40,57.49999999999999,26.839176213672648,0.6709794053418162,2.7231006122576478,5.452122576790395,6,5,100.0,6.707496923582957,1.3414993847165912,inf,0.0,0,True,1.9993152905090923
