case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,oos_positive,oos_avg_retention
T5 all 2015-2024,,34,61.76470588235294,29.195924829505795,0.8587036714560528,3.554542520110223,4.35387395705122,5,34,61.76470588235294,29.195924829505795,0.8587036714560528,3.554542520110223,4.35387395705122,5,0,0.0,0.0,0.0,,0.0,0,False,0.0
T5 overlaps TrendBreak,同通貨で保有期間が重なる,14,71.42857142857143,16.40114019247662,1.17151001374833,7.9358147642248325,1.0086437763522804,2,14,71.42857142857143,16.40114019247662,1.17151001374833,7.9358147642248325,1.0086437763522804,2,0,0.0,0.0,0.0,,0.0,0,False,0.0
T5 independent from TrendBreak,同通貨の保有期間重複なし,20,55.00000000000001,12.79478463702918,0.639739231851459,2.4115548090944463,3.019919659295775,3,20,55.00000000000001,12.79478463702918,0.639739231851459,2.4115548090944463,3.019919659295775,3,0,0.0,0.0,0.0,,0.0,0,False,0.0
