case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,oos_positive,oos_avg_retention,pf_change_vs_full,dd_change_vs_full,avg_r_change_vs_full,fragility_flag
LOO remove BB<=0.95,BB上限だけ外す,28,64.28571428571429,23.22800290555528,0.8295715323412599,3.503680320295314,2.1522328484954576,3,24,58.333333333333336,18.50976281445969,0.7712401172691538,2.9951146502058217,2.1522328484954576,3,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0,True,1.529432917663235,-1.0857849118291583,0.0,-0.14222000661603795,外しても致命傷ではない
LOO remove recovery<=16,回復本数上限だけ外す,31,64.51612903225806,24.50613508232698,0.7905204865266768,3.3895899146367516,2.1522328484954576,2,25,60.0,19.403270314196533,0.7761308125678613,3.0979571165385145,2.1522328484954576,2,6,83.33333333333334,5.102864768130448,0.8504774613550747,6.0687871643139415,1.0067230291412557,1,True,1.0957913892649545,-1.1998753174877206,0.0,-0.18127105243062103,外すと悪化が大きい
LOO remove MACD>0,MACD slope3プラスだけ外す,28,64.28571428571429,21.196454468891186,0.7570162310318281,3.282574680055091,3.1631773331567565,3,22,59.09090909090909,16.74973552709961,0.761351614868164,3.0215994430029327,3.1631773331567565,3,6,83.33333333333334,4.4467189417915804,0.7411198236319301,5.443092182913923,1.0008162691045674,1,True,0.9734264814822291,-1.3068905520693814,1.010944484661299,-0.21477530792546973,外すと悪化が大きい
LOO remove BB幅<=4ATR,BB幅上限だけ外す,46,60.86956521739131,32.54124850207354,0.707418445697251,2.962501157860805,5.452122576790395,6,41,56.09756097560976,25.833751578490585,0.6300915019144046,2.557984703059123,5.452122576790395,6,5,100.0,6.707496923582957,1.3414993847165912,inf,0.0,0,True,2.1290548763802066,-1.6269640742636673,3.2998897282949375,-0.2643730932600469,外すと悪化が大きい
LOO remove weak rebreak guard,弱い単独rebreak除外だけ外す,26,69.23076923076923,25.290530909917905,0.9727127273045348,4.488490536650301,2.1522328484954576,2,22,63.63636363636363,20.57229081882232,0.9351041281282874,3.837672411635129,2.1522328484954576,2,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0,True,1.2614210410287836,-0.10097469547417148,0.0,0.0009211883472369786,外しても致命傷ではない
