label,symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,worst_year_r,worst_2y_r,oos_trades,oos_r,h4
h4_neutral,CHFJPY,31,70.96774193548387,6.156318807051716,0.19859092925973276,1.6721733174683313,2.1651461878644236,-1.430892843328746,-1.307637351549078,4,1.0258972410681104,neutral
h4_not_oppose,CHFJPY,36,52.77777777777778,-3.5058233595019797,-0.09738398220838833,0.7926263198886585,6.973377904229204,-3.2295646467812693,-4.292216796111029,3,0.370218199658748,not_oppose
h4_any,CHFJPY,96,57.291666666666664,-4.612326097543953,-0.04804506351608284,0.8916082389937297,5.739140024407524,-4.6161946597312715,-3.6386648370212495,9,-0.7325076354170277,any
