entry_id,date_time_jst,symbol,timeframe,side,quantity,entry_price,alert_name,entry_reason,status,unrealized_pnl_jpy,image_alert_path,image_position_path,markdown_path,note
E-2026-06-03-001,2026-06-03 23:01,XAUUSD,H1,buy,50.0,4446.71,投げ切りクライマックス反転(買い候補),アラート鳴ったため買い,open,-6636,trade_practice_diary/images/2026-06-03_xauusd_01_tradingview_alert.png,trade_practice_diary/images/2026-06-03_xauusd_02_position_summary.png,trade_practice_diary/2026-06-03_xauusd_h1_alert_buy.md,TradingView webhook 400 Bad Request（手動約定）。アラート時刻 22:52 / 23:00
