prox_yen,prox_half,ext_atr,swing_len,big_mult,fwd_bars,strict_f1,wick_atr,sweep_lb,revenge_bars,stop_count,stop_long,stop_short,adverse_rate,sweep_down_n,sweep_down_up_edge,sweep_up_n,sweep_up_dn_edge,avg_fwd_up_after_sweep_dn,avg_fwd_dn_after_sweep_up,revenge_after_stop_n,revenge_fwd_up_rate,chain_stop_sweep_up,chain_n,score_edge,symbol
0.35,0.1,0.6,72,0.95,72,True,0.4,20,72,2039,1132,907,0.506620892594409,67,0.5970149253731343,79,0.43037974683544306,185.073134328358,127.74556962025332,1118,0.5304114490161002,0.21428571428571427,14,0.4056503198294243,GBPJPY
0.35,0.1,0.6,72,0.95,72,True,0.4,32,72,2039,1132,907,0.506620892594409,49,0.6326530612244898,58,0.4482758620689655,197.96938775510205,136.00172413793103,1118,0.5304114490161002,0.1,10,0.3663265306122449,GBPJPY
0.35,0.1,0.6,72,0.95,72,True,0.55,12,72,2039,1132,907,0.506620892594409,52,0.6346153846153846,41,0.5121951219512195,186.85192307692296,154.8365853658537,1118,0.5304114490161002,0.3333333333333333,9,0.4839743589743589,GBPJPY
0.35,0.1,0.6,72,0.95,72,True,0.55,20,72,2039,1132,907,0.506620892594409,39,0.6153846153846154,35,0.4857142857142857,186.2615384615383,154.1657142857143,1118,0.5304114490161002,0.16666666666666666,6,0.391025641025641,GBPJPY
0.35,0.1,0.6,72,0.95,72,True,0.55,32,72,2039,1132,907,0.506620892594409,32,0.6875,28,0.5,200.65,167.5357142857142,1118,0.5304114490161002,0.0,5,0.34375,GBPJPY
0.35,0.1,0.6,72,0.95,72,False,0.25,12,72,1567,853,714,0.5028717294192725,148,0.6351351351351351,154,0.44155844155844154,179.5574324324324,123.46883116883124,843,0.5302491103202847,0.28125,32,0.45819256756756754,GBPJPY
0.35,0.1,0.6,72,0.95,72,False,0.25,20,72,1567,853,714,0.5028717294192725,116,0.6379310344827587,128,0.4453125,180.84913793103433,125.86640625000013,843,0.5302491103202847,0.2916666666666667,24,0.4647988505747127,GBPJPY
0.35,0.1,0.6,72,0.95,72,False,0.25,32,72,1567,853,714,0.5028717294192725,86,0.6976744186046512,99,0.4444444444444444,195.58023255813947,129.08181818181822,843,0.5302491103202847,0.29411764705882354,17,0.49589603283173733,GBPJPY
0.35,0.1,0.6,72,0.95,72,False,0.4,12,72,1567,853,714,0.5028717294192725,90,0.5777777777777777,94,0.43617021276595747,174.95999999999992,127.39042553191501,843,0.5302491103202847,0.25,16,0.41388888888888886,GBPJPY
0.35,0.1,0.6,72,0.95,72,False,0.4,20,72,1567,853,714,0.5028717294192725,67,0.5970149253731343,79,0.43037974683544306,185.073134328358,127.74556962025332,843,0.5302491103202847,0.25,12,0.42350746268656714,GBPJPY
0.35,0.1,0.6,72,0.95,72,False,0.4,32,72,1567,853,714,0.5028717294192725,49,0.6326530612244898,58,0.4482758620689655,197.96938775510205,136.00172413793103,843,0.5302491103202847,0.1111111111111111,9,0.3718820861678005,GBPJPY
0.35,0.1,0.6,72,0.95,72,False,0.55,12,72,1567,853,714,0.5028717294192725,52,0.6346153846153846,41,0.5121951219512195,186.85192307692296,154.8365853658537,843,0.5302491103202847,0.14285714285714285,7,0.3887362637362637,GBPJPY
0.35,0.1,0.6,72,0.95,72,False,0.55,20,72,1567,853,714,0.5028717294192725,39,0.6153846153846154,35,0.4857142857142857,186.2615384615383,154.1657142857143,843,0.5302491103202847,0.16666666666666666,6,0.391025641025641,GBPJPY
0.35,0.1,0.6,72,0.95,72,False,0.55,32,72,1567,853,714,0.5028717294192725,32,0.6875,28,0.5,200.65,167.5357142857142,843,0.5302491103202847,0.0,5,0.34375,GBPJPY
0.35,0.1,0.6,72,1.05,12,True,0.25,12,72,1828,1024,804,0.5103938730853391,148,0.5608108108108109,154,0.4805194805194805,70.98040540540528,54.304545454545526,1010,0.5079207920792079,0.03125,32,0.29603040540540543,GBPJPY
0.35,0.1,0.6,72,1.05,12,True,0.25,20,72,1828,1024,804,0.5103938730853391,116,0.5172413793103449,128,0.4765625,73.2413793103447,56.12968750000012,1010,0.5079207920792079,0.045454545454545456,22,0.28134796238244514,GBPJPY
0.35,0.1,0.6,72,1.05,12,True,0.25,32,72,1828,1024,804,0.5103938730853391,86,0.5581395348837209,99,0.494949494949495,79.46162790697669,58.76868686868697,1010,0.5079207920792079,0.058823529411764705,17,0.3084815321477428,GBPJPY
0.35,0.1,0.6,72,1.05,12,True,0.4,12,72,1828,1024,804,0.5103938730853391,90,0.5777777777777777,94,0.4787234042553192,78.3744444444443,49.17553191489364,1010,0.5079207920792079,0.0,16,0.28888888888888886,GBPJPY
0.35,0.1,0.6,72,1.05,12,True,0.4,20,72,1828,1024,804,0.5103938730853391,67,0.5373134328358209,79,0.4810126582278481,84.47611940298489,51.088607594936775,1010,0.5079207920792079,0.0,10,0.26865671641791045,GBPJPY
0.35,0.1,0.6,72,1.05,12,True,0.4,32,72,1828,1024,804,0.5103938730853391,49,0.5510204081632653,58,0.5,93.06734693877547,53.1,1010,0.5079207920792079,0.0,8,0.2755102040816326,GBPJPY
0.35,0.1,0.6,72,1.05,12,True,0.55,12,72,1828,1024,804,0.5103938730853391,52,0.6153846153846154,41,0.5365853658536586,88.80576923076902,50.785365853658476,1010,0.5079207920792079,0.0,7,0.3076923076923077,GBPJPY
0.35,0.1,0.6,72,1.05,12,True,0.55,20,72,1828,1024,804,0.5103938730853391,39,0.5641025641025641,35,0.5428571428571428,92.679487179487,50.76285714285712,1010,0.5079207920792079,0.0,4,0.28205128205128205,GBPJPY
0.35,0.1,0.6,72,1.05,12,True,0.55,32,72,1828,1024,804,0.5103938730853391,32,0.59375,28,0.5357142857142857,100.39374999999993,52.83214285714288,1010,0.5079207920792079,0.0,4,0.296875,GBPJPY
0.35,0.1,0.6,72,1.05,12,False,0.25,12,72,1318,724,594,0.5106221547799696,148,0.5608108108108109,154,0.4805194805194805,70.98040540540528,54.304545454545526,710,0.5126760563380282,0.037037037037037035,27,0.298923923923924,GBPJPY
0.35,0.1,0.6,72,1.05,12,False,0.25,20,72,1318,724,594,0.5106221547799696,116,0.5172413793103449,128,0.4765625,73.2413793103447,56.12968750000012,710,0.5126760563380282,0.05263157894736842,19,0.28493647912885667,GBPJPY
0.35,0.1,0.6,72,1.05,12,False,0.25,32,72,1318,724,594,0.5106221547799696,86,0.5581395348837209,99,0.494949494949495,79.46162790697669,58.76868686868697,710,0.5126760563380282,0.06666666666666667,15,0.3124031007751938,GBPJPY
0.35,0.1,0.6,72,1.05,12,False,0.4,12,72,1318,724,594,0.5106221547799696,90,0.5777777777777777,94,0.4787234042553192,78.3744444444443,49.17553191489364,710,0.5126760563380282,0.0,12,0.28888888888888886,GBPJPY
0.35,0.1,0.6,72,1.05,12,False,0.4,20,72,1318,724,594,0.5106221547799696,67,0.5373134328358209,79,0.4810126582278481,84.47611940298489,51.088607594936775,710,0.5126760563380282,0.0,8,0.26865671641791045,GBPJPY
0.35,0.1,0.6,72,1.05,12,False,0.4,32,72,1318,724,594,0.5106221547799696,49,0.5510204081632653,58,0.5,93.06734693877547,53.1,710,0.5126760563380282,0.0,7,0.2755102040816326,GBPJPY
0.35,0.1,0.6,72,1.05,12,False,0.55,12,72,1318,724,594,0.5106221547799696,52,0.6153846153846154,41,0.5365853658536586,88.80576923076902,50.785365853658476,710,0.5126760563380282,0.0,5,0.3076923076923077,GBPJPY
0.35,0.1,0.6,72,1.05,12,False,0.55,20,72,1318,724,594,0.5106221547799696,39,0.5641025641025641,35,0.5428571428571428,92.679487179487,50.76285714285712,710,0.5126760563380282,0.0,4,0.28205128205128205,GBPJPY
0.35,0.1,0.6,72,1.05,12,False,0.55,32,72,1318,724,594,0.5106221547799696,32,0.59375,28,0.5357142857142857,100.39374999999993,52.83214285714288,710,0.5126760563380282,0.0,4,0.296875,GBPJPY
0.35,0.1,0.6,72,1.05,24,True,0.25,12,72,1828,1024,804,0.5142231947483589,148,0.5675675675675675,154,0.461038961038961,102.09256756756747,71.16428571428581,1010,0.49504950495049505,0.15625,32,0.36190878378378377,GBPJPY
0.35,0.1,0.6,72,1.05,24,True,0.25,20,72,1828,1024,804,0.5142231947483589,116,0.5258620689655172,128,0.453125,102.76810344827575,73.16562500000012,1010,0.49504950495049505,0.045454545454545456,22,0.2856583072100313,GBPJPY
0.35,0.1,0.6,72,1.05,24,True,0.25,32,72,1828,1024,804,0.5142231947483589,86,0.5930232558139535,99,0.46464646464646464,110.853488372093,75.59696969696977,1010,0.49504950495049505,0.058823529411764705,17,0.32592339261285913,GBPJPY
0.35,0.1,0.6,72,1.05,24,True,0.4,12,72,1828,1024,804,0.5142231947483589,90,0.5666666666666667,94,0.5,108.10444444444433,69.61595744680864,1010,0.49504950495049505,0.1875,16,0.3770833333333333,GBPJPY
0.35,0.1,0.6,72,1.05,24,True,0.4,20,72,1828,1024,804,0.5142231947483589,67,0.5223880597014925,79,0.4936708860759494,116.31194029850725,71.92658227848116,1010,0.49504950495049505,0.0,10,0.26119402985074625,GBPJPY
0.35,0.1,0.6,72,1.05,24,True,0.4,32,72,1828,1024,804,0.5142231947483589,49,0.5714285714285714,58,0.5172413793103449,127.51020408163258,73.79655172413796,1010,0.49504950495049505,0.0,8,0.2857142857142857,GBPJPY
0.35,0.1,0.6,72,1.05,24,True,0.55,12,72,1828,1024,804,0.5142231947483589,52,0.5769230769230769,41,0.5853658536585366,122.33846153846133,76.89024390243904,1010,0.49504950495049505,0.2857142857142857,7,0.4313186813186813,GBPJPY
0.35,0.1,0.6,72,1.05,24,True,0.55,20,72,1828,1024,804,0.5142231947483589,39,0.5128205128205128,35,0.5714285714285714,126.22307692307662,77.0685714285714,1010,0.49504950495049505,0.0,4,0.2564102564102564,GBPJPY
0.35,0.1,0.6,72,1.05,24,True,0.55,32,72,1828,1024,804,0.5142231947483589,32,0.5625,28,0.5357142857142857,137.57499999999982,78.54285714285712,1010,0.49504950495049505,0.0,4,0.28125,GBPJPY
0.35,0.1,0.6,72,1.05,24,False,0.25,12,72,1318,724,594,0.5151745068285281,148,0.5675675675675675,154,0.461038961038961,102.09256756756747,71.16428571428581,710,0.4971830985915493,0.1111111111111111,27,0.33933933933933935,GBPJPY
0.35,0.1,0.6,72,1.05,24,False,0.25,20,72,1318,724,594,0.5151745068285281,116,0.5258620689655172,128,0.453125,102.76810344827575,73.16562500000012,710,0.4971830985915493,0.05263157894736842,19,0.28924682395644286,GBPJPY
0.35,0.1,0.6,72,1.05,24,False,0.25,32,72,1318,724,594,0.5151745068285281,86,0.5930232558139535,99,0.46464646464646464,110.853488372093,75.59696969696977,710,0.4971830985915493,0.06666666666666667,15,0.3298449612403101,GBPJPY
0.35,0.1,0.6,72,1.05,24,False,0.4,12,72,1318,724,594,0.5151745068285281,90,0.5666666666666667,94,0.5,108.10444444444433,69.61595744680864,710,0.4971830985915493,0.08333333333333333,12,0.325,GBPJPY
0.35,0.1,0.6,72,1.05,24,False,0.4,20,72,1318,724,594,0.5151745068285281,67,0.5223880597014925,79,0.4936708860759494,116.31194029850725,71.92658227848116,710,0.4971830985915493,0.0,8,0.26119402985074625,GBPJPY
0.35,0.1,0.6,72,1.05,24,False,0.4,32,72,1318,724,594,0.5151745068285281,49,0.5714285714285714,58,0.5172413793103449,127.51020408163258,73.79655172413796,710,0.4971830985915493,0.0,7,0.2857142857142857,GBPJPY
0.35,0.1,0.6,72,1.05,24,False,0.55,12,72,1318,724,594,0.5151745068285281,52,0.5769230769230769,41,0.5853658536585366,122.33846153846133,76.89024390243904,710,0.4971830985915493,0.0,5,0.28846153846153844,GBPJPY
0.35,0.1,0.6,72,1.05,24,False,0.55,20,72,1318,724,594,0.5151745068285281,39,0.5128205128205128,35,0.5714285714285714,126.22307692307662,77.0685714285714,710,0.4971830985915493,0.0,4,0.2564102564102564,GBPJPY
0.35,0.1,0.6,72,1.05,24,False,0.55,32,72,1318,724,594,0.5151745068285281,32,0.5625,28,0.5357142857142857,137.57499999999982,78.54285714285712,710,0.4971830985915493,0.0,4,0.28125,GBPJPY
0.35,0.1,0.6,72,1.05,48,True,0.25,12,72,1828,1024,804,0.5076586433260394,148,0.6148648648648649,154,0.4090909090909091,145.35405405405407,103.22077922077925,1010,0.5188118811881188,0.28125,32,0.44805743243243246,GBPJPY
0.35,0.1,0.6,72,1.05,48,True,0.25,20,72,1828,1024,804,0.5076586433260394,116,0.5948275862068966,128,0.421875,148.45086206896548,106.67968750000006,1010,0.5188118811881188,0.18181818181818182,22,0.3883228840125392,GBPJPY
0.35,0.1,0.6,72,1.05,48,True,0.25,32,72,1828,1024,804,0.5076586433260394,86,0.627906976744186,99,0.41414141414141414,157.7302325581396,109.88787878787879,1010,0.5188118811881188,0.23529411764705882,17,0.43160054719562246,GBPJPY
0.35,0.1,0.6,72,1.05,48,True,0.4,12,72,1828,1024,804,0.5076586433260394,90,0.5888888888888889,94,0.43617021276595747,144.53,106.69042553191498,1010,0.5188118811881188,0.25,16,0.41944444444444445,GBPJPY
0.35,0.1,0.6,72,1.05,48,True,0.4,20,72,1828,1024,804,0.5076586433260394,67,0.5671641791044776,79,0.45569620253164556,155.5283582089551,108.53037974683555,1010,0.5188118811881188,0.1,10,0.3335820895522388,GBPJPY
0.35,0.1,0.6,72,1.05,48,True,0.4,32,72,1828,1024,804,0.5076586433260394,49,0.5714285714285714,58,0.46551724137931033,165.3163265306123,114.62413793103448,1010,0.5188118811881188,0.125,8,0.3482142857142857,GBPJPY
0.35,0.1,0.6,72,1.05,48,True,0.55,12,72,1828,1024,804,0.5076586433260394,52,0.6153846153846154,41,0.5609756097560976,155.1826923076923,132.51951219512202,1010,0.5188118811881188,0.2857142857142857,7,0.45054945054945056,GBPJPY
0.35,0.1,0.6,72,1.05,48,True,0.55,20,72,1828,1024,804,0.5076586433260394,39,0.5897435897435898,35,0.5714285714285714,159.83589743589735,131.86571428571435,1010,0.5188118811881188,0.0,4,0.2948717948717949,GBPJPY
0.35,0.1,0.6,72,1.05,48,True,0.55,32,72,1828,1024,804,0.5076586433260394,32,0.625,28,0.6071428571428571,175.05312500000008,141.41071428571428,1010,0.5188118811881188,0.0,4,0.3125,GBPJPY
0.35,0.1,0.6,72,1.05,48,False,0.25,12,72,1318,724,594,0.5144157814871017,148,0.6148648648648649,154,0.4090909090909091,145.35405405405407,103.22077922077925,710,0.5154929577464789,0.25925925925925924,27,0.4370620620620621,GBPJPY
0.35,0.1,0.6,72,1.05,48,False,0.25,20,72,1318,724,594,0.5144157814871017,116,0.5948275862068966,128,0.421875,148.45086206896548,106.67968750000006,710,0.5154929577464789,0.21052631578947367,19,0.4026769509981851,GBPJPY
0.35,0.1,0.6,72,1.05,48,False,0.25,32,72,1318,724,594,0.5144157814871017,86,0.627906976744186,99,0.41414141414141414,157.7302325581396,109.88787878787879,710,0.5154929577464789,0.26666666666666666,15,0.44728682170542633,GBPJPY
0.35,0.1,0.6,72,1.05,48,False,0.4,12,72,1318,724,594,0.5144157814871017,90,0.5888888888888889,94,0.43617021276595747,144.53,106.69042553191498,710,0.5154929577464789,0.16666666666666666,12,0.37777777777777777,GBPJPY
0.35,0.1,0.6,72,1.05,48,False,0.4,20,72,1318,724,594,0.5144157814871017,67,0.5671641791044776,79,0.45569620253164556,155.5283582089551,108.53037974683555,710,0.5154929577464789,0.125,8,0.3460820895522388,GBPJPY
0.35,0.1,0.6,72,1.05,48,False,0.4,32,72,1318,724,594,0.5144157814871017,49,0.5714285714285714,58,0.46551724137931033,165.3163265306123,114.62413793103448,710,0.5154929577464789,0.14285714285714285,7,0.3571428571428571,GBPJPY
0.35,0.1,0.6,72,1.05,48,False,0.55,12,72,1318,724,594,0.5144157814871017,52,0.6153846153846154,41,0.5609756097560976,155.1826923076923,132.51951219512202,710,0.5154929577464789,0.0,5,0.3076923076923077,GBPJPY
0.35,0.1,0.6,72,1.05,48,False,0.55,20,72,1318,724,594,0.5144157814871017,39,0.5897435897435898,35,0.5714285714285714,159.83589743589735,131.86571428571435,710,0.5154929577464789,0.0,4,0.2948717948717949,GBPJPY
0.35,0.1,0.6,72,1.05,48,False,0.55,32,72,1318,724,594,0.5144157814871017,32,0.625,28,0.6071428571428571,175.05312500000008,141.41071428571428,710,0.5154929577464789,0.0,4,0.3125,GBPJPY
0.35,0.1,0.6,72,1.05,72,True,0.25,12,72,1828,1024,804,0.5120350109409191,148,0.6351351351351351,154,0.44155844155844154,179.5574324324324,123.46883116883124,1010,0.5287128712871287,0.28125,32,0.45819256756756754,GBPJPY
0.35,0.1,0.6,72,1.05,72,True,0.25,20,72,1828,1024,804,0.5120350109409191,116,0.6379310344827587,128,0.4453125,180.84913793103433,125.86640625000013,1010,0.5287128712871287,0.22727272727272727,22,0.432601880877743,GBPJPY
0.35,0.1,0.6,72,1.05,72,True,0.25,32,72,1828,1024,804,0.5120350109409191,86,0.6976744186046512,99,0.4444444444444444,195.58023255813947,129.08181818181822,1010,0.5287128712871287,0.29411764705882354,17,0.49589603283173733,GBPJPY
0.35,0.1,0.6,72,1.05,72,True,0.4,12,72,1828,1024,804,0.5120350109409191,90,0.5777777777777777,94,0.43617021276595747,174.95999999999992,127.39042553191501,1010,0.5287128712871287,0.25,16,0.41388888888888886,GBPJPY
0.35,0.1,0.6,72,1.05,72,True,0.4,20,72,1828,1024,804,0.5120350109409191,67,0.5970149253731343,79,0.43037974683544306,185.073134328358,127.74556962025332,1010,0.5287128712871287,0.1,10,0.3485074626865671,GBPJPY
0.35,0.1,0.6,72,1.05,72,True,0.4,32,72,1828,1024,804,0.5120350109409191,49,0.6326530612244898,58,0.4482758620689655,197.96938775510205,136.00172413793103,1010,0.5287128712871287,0.125,8,0.3788265306122449,GBPJPY
0.35,0.1,0.6,72,1.05,72,True,0.55,12,72,1828,1024,804,0.5120350109409191,52,0.6346153846153846,41,0.5121951219512195,186.85192307692296,154.8365853658537,1010,0.5287128712871287,0.2857142857142857,7,0.46016483516483514,GBPJPY
0.35,0.1,0.6,72,1.05,72,True,0.55,20,72,1828,1024,804,0.5120350109409191,39,0.6153846153846154,35,0.4857142857142857,186.2615384615383,154.1657142857143,1010,0.5287128712871287,0.0,4,0.3076923076923077,GBPJPY
0.35,0.1,0.6,72,1.05,72,True,0.55,32,72,1828,1024,804,0.5120350109409191,32,0.6875,28,0.5,200.65,167.5357142857142,1010,0.5287128712871287,0.0,4,0.34375,GBPJPY
0.35,0.1,0.6,72,1.05,72,False,0.25,12,72,1318,724,594,0.5091047040971168,148,0.6351351351351351,154,0.44155844155844154,179.5574324324324,123.46883116883124,710,0.532394366197183,0.25925925925925924,27,0.4471971971971972,GBPJPY
0.35,0.1,0.6,72,1.05,72,False,0.25,20,72,1318,724,594,0.5091047040971168,116,0.6379310344827587,128,0.4453125,180.84913793103433,125.86640625000013,710,0.532394366197183,0.2631578947368421,19,0.45054446460980035,GBPJPY
0.35,0.1,0.6,72,1.05,72,False,0.25,32,72,1318,724,594,0.5091047040971168,86,0.6976744186046512,99,0.4444444444444444,195.58023255813947,129.08181818181822,710,0.532394366197183,0.3333333333333333,15,0.5155038759689923,GBPJPY
0.35,0.1,0.6,72,1.05,72,False,0.4,12,72,1318,724,594,0.5091047040971168,90,0.5777777777777777,94,0.43617021276595747,174.95999999999992,127.39042553191501,710,0.532394366197183,0.16666666666666666,12,0.3722222222222222,GBPJPY
0.35,0.1,0.6,72,1.05,72,False,0.4,20,72,1318,724,594,0.5091047040971168,67,0.5970149253731343,79,0.43037974683544306,185.073134328358,127.74556962025332,710,0.532394366197183,0.125,8,0.36100746268656714,GBPJPY
0.35,0.1,0.6,72,1.05,72,False,0.4,32,72,1318,724,594,0.5091047040971168,49,0.6326530612244898,58,0.4482758620689655,197.96938775510205,136.00172413793103,710,0.532394366197183,0.14285714285714285,7,0.3877551020408163,GBPJPY
0.35,0.1,0.6,72,1.05,72,False,0.55,12,72,1318,724,594,0.5091047040971168,52,0.6346153846153846,41,0.5121951219512195,186.85192307692296,154.8365853658537,710,0.532394366197183,0.0,5,0.3173076923076923,GBPJPY
0.35,0.1,0.6,72,1.05,72,False,0.55,20,72,1318,724,594,0.5091047040971168,39,0.6153846153846154,35,0.4857142857142857,186.2615384615383,154.1657142857143,710,0.532394366197183,0.0,4,0.3076923076923077,GBPJPY
0.35,0.1,0.6,72,1.05,72,False,0.55,32,72,1318,724,594,0.5091047040971168,32,0.6875,28,0.5,200.65,167.5357142857142,710,0.532394366197183,0.0,4,0.34375,GBPJPY
0.35,0.1,0.6,72,1.2,12,True,0.25,12,72,1589,899,690,0.5097545626179988,148,0.5608108108108109,154,0.4805194805194805,70.98040540540528,54.304545454545526,883,0.5084937712344281,0.0,23,0.28040540540540543,GBPJPY
0.35,0.1,0.6,72,1.2,12,True,0.25,20,72,1589,899,690,0.5097545626179988,116,0.5172413793103449,128,0.4765625,73.2413793103447,56.12968750000012,883,0.5084937712344281,0.0,15,0.25862068965517243,GBPJPY
0.35,0.1,0.6,72,1.2,12,True,0.25,32,72,1589,899,690,0.5097545626179988,86,0.5581395348837209,99,0.494949494949495,79.46162790697669,58.76868686868697,883,0.5084937712344281,0.0,11,0.27906976744186046,GBPJPY
0.35,0.1,0.6,72,1.2,12,True,0.4,12,72,1589,899,690,0.5097545626179988,90,0.5777777777777777,94,0.4787234042553192,78.3744444444443,49.17553191489364,883,0.5084937712344281,0.0,11,0.28888888888888886,GBPJPY
0.35,0.1,0.6,72,1.2,12,True,0.4,20,72,1589,899,690,0.5097545626179988,67,0.5373134328358209,79,0.4810126582278481,84.47611940298489,51.088607594936775,883,0.5084937712344281,0.0,6,0.26865671641791045,GBPJPY
0.35,0.1,0.6,72,1.2,12,True,0.4,32,72,1589,899,690,0.5097545626179988,49,0.5510204081632653,58,0.5,93.06734693877547,53.1,883,0.5084937712344281,0.0,5,0.2755102040816326,GBPJPY
0.35,0.1,0.6,72,1.2,12,True,0.55,12,72,1589,899,690,0.5097545626179988,52,0.6153846153846154,41,0.5365853658536586,88.80576923076902,50.785365853658476,883,0.5084937712344281,0.0,5,0.3076923076923077,GBPJPY
0.35,0.1,0.6,72,1.2,12,True,0.55,20,72,1589,899,690,0.5097545626179988,39,0.5641025641025641,35,0.5428571428571428,92.679487179487,50.76285714285712,883,0.5084937712344281,0.0,2,0.28205128205128205,GBPJPY
0.35,0.1,0.6,72,1.2,12,True,0.55,32,72,1589,899,690,0.5097545626179988,32,0.59375,28,0.5357142857142857,100.39374999999993,52.83214285714288,883,0.5084937712344281,0.0,2,0.296875,GBPJPY
0.35,0.1,0.6,72,1.2,12,False,0.25,12,72,1036,572,464,0.5077220077220077,148,0.5608108108108109,154,0.4805194805194805,70.98040540540528,54.304545454545526,550,0.5218181818181818,0.0,18,0.28040540540540543,GBPJPY
0.35,0.1,0.6,72,1.2,12,False,0.25,20,72,1036,572,464,0.5077220077220077,116,0.5172413793103449,128,0.4765625,73.2413793103447,56.12968750000012,550,0.5218181818181818,0.0,12,0.25862068965517243,GBPJPY
0.35,0.1,0.6,72,1.2,12,False,0.25,32,72,1036,572,464,0.5077220077220077,86,0.5581395348837209,99,0.494949494949495,79.46162790697669,58.76868686868697,550,0.5218181818181818,0.0,9,0.27906976744186046,GBPJPY
0.35,0.1,0.6,72,1.2,12,False,0.4,12,72,1036,572,464,0.5077220077220077,90,0.5777777777777777,94,0.4787234042553192,78.3744444444443,49.17553191489364,550,0.5218181818181818,0.0,8,0.28888888888888886,GBPJPY
0.35,0.1,0.6,72,1.2,12,False,0.4,20,72,1036,572,464,0.5077220077220077,67,0.5373134328358209,79,0.4810126582278481,84.47611940298489,51.088607594936775,550,0.5218181818181818,0.0,5,0.26865671641791045,GBPJPY
0.35,0.1,0.6,72,1.2,12,False,0.4,32,72,1036,572,464,0.5077220077220077,49,0.5510204081632653,58,0.5,93.06734693877547,53.1,550,0.5218181818181818,0.0,5,0.2755102040816326,GBPJPY
0.35,0.1,0.6,72,1.2,12,False,0.55,12,72,1036,572,464,0.5077220077220077,52,0.6153846153846154,41,0.5365853658536586,88.80576923076902,50.785365853658476,550,0.5218181818181818,0.0,4,0.3076923076923077,GBPJPY
0.35,0.1,0.6,72,1.2,12,False,0.55,20,72,1036,572,464,0.5077220077220077,39,0.5641025641025641,35,0.5428571428571428,92.679487179487,50.76285714285712,550,0.5218181818181818,0.0,3,0.28205128205128205,GBPJPY
0.35,0.1,0.6,72,1.2,12,False,0.55,32,72,1036,572,464,0.5077220077220077,32,0.59375,28,0.5357142857142857,100.39374999999993,52.83214285714288,550,0.5218181818181818,0.0,3,0.296875,GBPJPY
0.35,0.1,0.6,72,1.2,24,True,0.25,12,72,1589,899,690,0.5116425424795469,148,0.5675675675675675,154,0.461038961038961,102.09256756756747,71.16428571428581,883,0.5039637599093998,0.13043478260869565,23,0.3490011750881316,GBPJPY
0.35,0.1,0.6,72,1.2,24,True,0.25,20,72,1589,899,690,0.5116425424795469,116,0.5258620689655172,128,0.453125,102.76810344827575,73.16562500000012,883,0.5039637599093998,0.0,15,0.2629310344827586,GBPJPY
0.35,0.1,0.6,72,1.2,24,True,0.25,32,72,1589,899,690,0.5116425424795469,86,0.5930232558139535,99,0.46464646464646464,110.853488372093,75.59696969696977,883,0.5039637599093998,0.0,11,0.29651162790697677,GBPJPY
0.35,0.1,0.6,72,1.2,24,True,0.4,12,72,1589,899,690,0.5116425424795469,90,0.5666666666666667,94,0.5,108.10444444444433,69.61595744680864,883,0.5039637599093998,0.18181818181818182,11,0.37424242424242427,GBPJPY
0.35,0.1,0.6,72,1.2,24,True,0.4,20,72,1589,899,690,0.5116425424795469,67,0.5223880597014925,79,0.4936708860759494,116.31194029850725,71.92658227848116,883,0.5039637599093998,0.0,6,0.26119402985074625,GBPJPY
0.35,0.1,0.6,72,1.2,24,True,0.4,32,72,1589,899,690,0.5116425424795469,49,0.5714285714285714,58,0.5172413793103449,127.51020408163258,73.79655172413796,883,0.5039637599093998,0.0,5,0.2857142857142857,GBPJPY
0.35,0.1,0.6,72,1.2,24,True,0.55,12,72,1589,899,690,0.5116425424795469,52,0.5769230769230769,41,0.5853658536585366,122.33846153846133,76.89024390243904,883,0.5039637599093998,0.4,5,0.48846153846153845,GBPJPY
0.35,0.1,0.6,72,1.2,24,True,0.55,20,72,1589,899,690,0.5116425424795469,39,0.5128205128205128,35,0.5714285714285714,126.22307692307662,77.0685714285714,883,0.5039637599093998,0.0,2,0.2564102564102564,GBPJPY
0.35,0.1,0.6,72,1.2,24,True,0.55,32,72,1589,899,690,0.5116425424795469,32,0.5625,28,0.5357142857142857,137.57499999999982,78.54285714285712,883,0.5039637599093998,0.0,2,0.28125,GBPJPY
0.35,0.1,0.6,72,1.2,24,False,0.25,12,72,1036,572,464,0.5077220077220077,148,0.5675675675675675,154,0.461038961038961,102.09256756756747,71.16428571428581,550,0.5218181818181818,0.05555555555555555,18,0.31156156156156156,GBPJPY
0.35,0.1,0.6,72,1.2,24,False,0.25,20,72,1036,572,464,0.5077220077220077,116,0.5258620689655172,128,0.453125,102.76810344827575,73.16562500000012,550,0.5218181818181818,0.0,12,0.2629310344827586,GBPJPY
0.35,0.1,0.6,72,1.2,24,False,0.25,32,72,1036,572,464,0.5077220077220077,86,0.5930232558139535,99,0.46464646464646464,110.853488372093,75.59696969696977,550,0.5218181818181818,0.0,9,0.29651162790697677,GBPJPY
0.35,0.1,0.6,72,1.2,24,False,0.4,12,72,1036,572,464,0.5077220077220077,90,0.5666666666666667,94,0.5,108.10444444444433,69.61595744680864,550,0.5218181818181818,0.0,8,0.2833333333333333,GBPJPY
0.35,0.1,0.6,72,1.2,24,False,0.4,20,72,1036,572,464,0.5077220077220077,67,0.5223880597014925,79,0.4936708860759494,116.31194029850725,71.92658227848116,550,0.5218181818181818,0.0,5,0.26119402985074625,GBPJPY
