direction,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_hold_bars,tp_rate
long,72,52.77777777777778,19.044250234445045,0.2645034754784034,1.5398890106077932,7.4425152283276805,5,16.34722222222222,51.388888888888886
short,75,44.0,5.851077654078863,0.07801436872105151,1.1375178955495993,11.304094073470553,8,16.053333333333335,44.0
