exit_reason,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_hold_bars,tp_rate
TP,70,100.0,102.68583093273944,1.4669404418962777,inf,0.0,0,16.742857142857144,100.0
time_exit,3,33.33333333333333,-1.0096053992089917,-0.3365351330696639,0.030378898559288395,0.6755205091495993,2,72.0,0.0
SL_first_same_bar,1,0.0,-1.0246485578834406,-1.0246485578834406,0.0,0.0,1,30.0,0.0
SL,73,0.0,-75.7562490871231,-1.0377568368099055,0.0,74.72534834787929,73,13.191780821917808,0.0
