strategy,excluded_symbols,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,research_trades,research_total_r,oos_trades,oos_total_r
SHELF6_PRECALM_BREAK_RR15,"AUDJPY,SILVER,USDJPY",31,51.61290322580645,8.361699616444715,0.269732245691765,1.5429163960331864,5.199997211959595,27,7.424010593317348,4,0.9376890231273696
SHELF6_EMA_UP_RR15,"CHFJPY,USDJPY,XAUUSD",62,51.61290322580645,16.48112875045724,0.26582465726543936,1.5410479389904226,4.782331237361197,52,19.27541972409615,10,-2.794290973638914
SHELF6_OVERHEAD_ROOM_RR15,"CHFJPY,XAUUSD",91,51.64835164835166,24.337190279869258,0.2674416514271347,1.5410131959030957,8.997017765768328,77,21.162881030952455,14,3.1743092489168006
SHELF6_DON55_BREAK_RR15,"CHFJPY,GBPJPY,USDJPY",21,52.38095238095239,5.548935569750249,0.26423502713096425,1.5396667407394176,3.8072652508801976,20,4.055419293692671,1,1.4935162760575778
SHELF6_BREAK_RR15,"CHFJPY,EURJPY,SILVER",82,51.21951219512195,21.713916977611373,0.2648038655806265,1.5361905647691747,9.372660667757794,72,16.825761852589753,10,4.888155125021621
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,"AUDJPY,CHFJPY,XAUUSD",29,51.724137931034484,7.7600387481617705,0.26758754304006105,1.533172616997619,6.099243974959322,25,4.30627498304559,4,3.45376376511618
SHELF6_BREAK_RR15,"SILVER,XAUUSD",115,51.30434782608696,30.310944812596723,0.263573433153015,1.532498867098736,12.485275830239914,101,24.520555874006025,14,5.790388938590695
SHELF6_PRECALM_BREAK_RR15,"AUDJPY,CHFJPY,XAUUSD",31,51.61290322580645,8.238766425514628,0.2657666588875686,1.529187124902743,7.11350590905956,27,4.785002660398448,4,3.45376376511618
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,"AUDJPY,CHFJPY,GBPJPY",29,51.724137931034484,7.670472015152477,0.26449903500525784,1.5269279097887607,3.6031385152153605,24,5.22667932303921,5,2.443792692113267
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,"GBPJPY,SILVER,XAUUSD",39,51.28205128205128,10.244657545116826,0.26268352679786733,1.5262445966987988,7.251633296757147,33,3.833365018356022,6,6.411292526760803
SHELF6_PRECALM_BREAK_RR15,"AUDJPY,CHFJPY,GBPJPY",31,51.61290322580645,8.149199692505336,0.262877409435656,1.5233498206724607,4.617400449315596,26,5.705407000392069,5,2.443792692113267
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,"SILVER,XAUUSD",43,51.162790697674424,11.213346691674117,0.2607755044575376,1.521358199169026,7.529151123995076,37,4.802054164913314,6,6.411292526760803
SHELF6_EMA_UP_RR15,"CHFJPY,GBPJPY,SILVER",78,51.28205128205128,20.211339646058825,0.2591197390520362,1.5210237659819676,8.704940710700512,68,17.845445131460984,10,2.365894514597841
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,"AUDJPY,CHFJPY",33,51.515151515151516,8.639161161709767,0.26179276247605354,1.5205118173600198,4.6242187911435995,28,6.1953684695965014,5,2.443792692113267
SHELF6_BREAK_RR15,"SILVER,USDJPY,XAUUSD",88,51.13636363636363,22.73602829694249,0.258363957919801,1.5199752043847263,11.38794592679466,77,18.92031504105737,11,3.8157132558851132
SHELF6_BREAK_RR15,"AUDJPY,CHFJPY,XAUUSD",78,51.28205128205128,20.11422163787555,0.25787463638301983,1.5182629806642969,6.504382048820657,67,21.38898541541446,11,-1.2747637775389107
SHELF6_PRECALM_BREAK_RR15,"AUDJPY,CHFJPY",35,51.42857142857142,9.117888839062626,0.26051110968750363,1.5177177853676447,5.638480725243838,30,6.67409614694936,5,2.443792692113267
SHELF6_EMA_UP_RR15,"CHFJPY,XAUUSD",86,51.162790697674424,22.074659444297193,0.25668208656159525,1.5175673805856977,6.977742792375054,74,24.390937051282027,12,-2.31627760698483
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,"GBPJPY,SILVER",43,51.162790697674424,11.123779958664826,0.2586925571782518,1.517133539834581,7.251633296757147,36,5.7224585049069345,7,5.401321453757891
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,SILVER,47,51.06382978723404,12.092469105222118,0.25728657670685356,1.5134604117462995,7.251633296757147,40,6.691147651464227,7,5.401321453757891
SHELF6_EMA_UP_RR15,"GBPJPY,SILVER,XAUUSD",86,51.162790697674424,21.980864863949908,0.25559145190639426,1.5117350779680172,12.363788543815616,75,20.66409040992036,11,1.31677445402955
SHELF6_OVERHEAD_ROOM_RR15,"CHFJPY,GBPJPY,XAUUSD",74,51.35135135135135,18.758808032198566,0.25349740584052116,1.5046385645110236,7.998137263903706,61,14.567526411941282,13,4.191281620257286
SHELF6_BREAK_RR15,"GBPJPY,SILVER,XAUUSD",98,51.02040816326531,24.728996335597348,0.25233669730201375,1.5035025768608685,12.124524634244537,85,17.921635025666163,13,6.80736130993118
V_CONTEXT_RECLAIM_RR15,"AUDJPY,EURJPY,SILVER",153,52.28758169934641,31.66475844651773,0.20695920553279562,1.5022268851357479,7.8297864320612485,136,27.394117186065543,17,4.270641260452191
SHELF6_OVERHEAD_ROOM_RR15,"CHFJPY,SILVER,USDJPY",71,50.70422535211267,17.774730266712787,0.25034831361567306,1.5015474566023228,6.310192137590903,60,13.919868023262296,11,3.854862243450493
SHELF6_DON55_BREAK_RR15,GBPJPY,39,51.28205128205128,9.701380021387603,0.2487533338817334,1.4986120659788473,4.848226998509654,37,9.218589824379263,2,0.4827901970083399
SHELF6_BREAK_RR2,"CHFJPY,XAUUSD",101,43.56435643564357,28.765785626553924,0.28480975867875175,1.493867275012778,10.530774636500599,87,25.081851905421267,14,3.683933721132663
SHELF6_BREAK_RR2,"CHFJPY,EURJPY,XAUUSD",78,43.58974358974359,22.160316141306684,0.28410661719623953,1.492082240535405,9.212988542512182,68,20.419126288352658,10,1.7411898529540268
SHELF6_OVERHEAD_ROOM_RR15,"CHFJPY,SILVER",93,50.53763440860215,22.93061313712668,0.24656573265727613,1.4920696703532763,11.384422257901951,79,17.101075210970613,14,5.829537926156073
SHELF6_BREAK_RR15,CHFJPY,116,50.86206896551724,28.671273622833315,0.24716615192097685,1.4917677076900417,9.57413263546325,99,26.015585586715694,17,2.655688036117613
SHELF6_PRECALM_BREAK_RR15,"GBPJPY,XAUUSD",47,51.06382978723404,11.720510142835057,0.24937255623053312,1.4914617754588195,8.486273533508538,41,5.309217616074252,6,6.411292526760803
SHELF6_PRECALM_BREAK_RR15,XAUUSD,51,50.98039215686274,12.689199289392349,0.24880782920377154,1.4901437060292597,9.402657511599827,45,6.277906762631546,6,6.411292526760803
SHELF6_DON55_BREAK_RR15,"EURJPY,SILVER,XAUUSD",28,50.0,6.803150075931574,0.2429696455689848,1.4874817902437396,4.931136567345727,27,7.813876154980813,1,-1.0107260790492378
SHELF6_PRECALM_BREAK_RR15,GBPJPY,51,50.98039215686274,12.599632556383055,0.24705161875260892,1.4866368801394734,8.486273533508538,44,7.198311102625163,7,5.401321453757891
SHELF6_PRECALM_BREAK_RR15,NONE,55,50.90909090909091,13.568321702940345,0.246696758235279,1.4857676852182213,8.48627353350854,48,8.167000249182456,7,5.401321453757891
SHELF6_OVERHEAD_ROOM_RR15,"AUDJPY,CHFJPY,XAUUSD",71,50.70422535211267,17.2709294918789,0.24325252805463238,1.483001992994793,8.331937793955836,60,18.545693269417807,11,-1.2747637775389107
V_CONTEXT_RECLAIM_RR15,"EURJPY,SILVER",190,52.63157894736842,38.349781551787295,0.2018409555357226,1.4823850137791188,9.782851419858927,169,32.15373541711854,21,6.196046134668764
V_CONTEXT_RECLAIM_RR15,"EURJPY,SILVER,USDJPY",149,53.691275167785236,30.280460303809775,0.20322456579738105,1.4801170888185788,5.963874495232592,134,26.31225745522328,15,3.968202848586494
SHELF6_EMA_UP_RR15,"CHFJPY,EURJPY,GBPJPY",65,50.76923076923077,15.627117439280282,0.24041719137354278,1.4748399857160326,7.859793040000811,56,14.87466496488131,9,0.7524524743989707
SHELF6_BREAK_RR2,"CHFJPY,USDJPY,XAUUSD",74,43.24324324324324,20.209950711126435,0.2731074420422491,1.470151954359411,8.575392403332232,63,19.503445986688238,11,0.7065047244381983
SHELF6_EMA_UP_RR15,"CHFJPY,GBPJPY,USDJPY",63,50.79365079365079,14.984337263976554,0.2378466232377231,1.4696103950425727,5.66050201528887,52,16.270306006071262,11,-1.2859687420947032
SHELF6_EMA_UP_RR15,"EURJPY,GBPJPY,XAUUSD",73,50.68493150684932,17.39664265717136,0.23831017338590904,1.4692626373215538,7.852211076374254,63,17.69331024334068,10,-0.2966675861693209
V_CONTEXT_RECLAIM_RR15,"AUDJPY,SILVER,XAUUSD",152,51.31578947368421,29.96511027443428,0.19713888338443605,1.4690322812997954,10.149718924618355,135,27.308914614933123,17,2.656195659501159
SHELF6_BREAK_RR15,"CHFJPY,USDJPY",89,50.56179775280899,21.096357107179077,0.2370377203053829,1.4677103091478967,5.984788056765092,75,20.41534475376704,14,0.6810123534120314
SHELF6_EMA_UP_RR15,"CHFJPY,GBPJPY",87,50.57471264367817,20.577867957816515,0.23652721790593695,1.466646703257026,8.383102859203394,74,21.385823333257136,13,-0.8079553754406197
SHELF6_DON55_BREAK_RR15,"AUDJPY,CHFJPY,XAUUSD",24,50.0,5.524887742144967,0.23020365592270697,1.4658608890037843,4.448648078851038,23,6.535613821194205,1,-1.0107260790492378
SHELF6_BREAK_RR2,"CHFJPY,SILVER",105,42.857142857142854,28.31356775565996,0.2696530262443806,1.4650561430403437,13.350630212316938,91,21.474634194603635,14,6.838933561056329
SHELF6_EMA_UP_RR15,"GBPJPY,USDJPY,XAUUSD",71,50.70422535211267,16.753862481867642,0.23596989411081187,1.464481498115555,9.991185908260464,59,19.088951284530637,12,-2.3350888026629946
SHELF6_DON20_BREAK_RR15,"SILVER,XAUUSD",50,50.0,11.681240775297551,0.23362481550595102,1.4642703957318954,6.61205410983523,46,10.740423864023189,4,0.9408169112743618
SHELF6_DON55_BREAK_RR15,"AUDJPY,EURJPY,USDJPY",22,50.0,5.112411983469887,0.23238236288499484,1.4640418186102713,6.579133606530593,21,3.6188957074123094,1,1.4935162760575778
SHELF6_EMA_UP_RR15,"GBPJPY,XAUUSD",95,50.526315789473685,22.34739317570759,0.2352357176390273,1.4630688552458946,11.015442650540548,81,24.204468611716504,14,-1.8570754360089108
SHELF6_BREAK_RR15,"AUDJPY,CHFJPY,SILVER",82,50.0,19.162596204945004,0.23369019762128054,1.4624069740555485,7.8465685640539515,71,17.782131305244636,11,1.3804648997003635
V_CONTEXT_RECLAIM_RR15,"EURJPY,GBPJPY,SILVER",151,51.65562913907284,29.861556602788603,0.19775865299860002,1.4611115257739233,8.712669900956001,133,21.74533800364581,18,8.116218599142803
SHELF6_DON55_BREAK_RR15,"AUDJPY,SILVER,USDJPY",28,50.0,6.466635670728055,0.23095127395457338,1.4597595362784057,7.902851265977231,27,4.973119394670477,1,1.4935162760575778
V_CONTEXT_RECLAIM_RR15,"AUDJPY,EURJPY",185,51.891891891891895,35.78407087791335,0.19342741015088297,1.4584125950834566,7.857937009205763,164,31.15111436597072,21,4.6329565119426395
SHELF6_BREAK_RR15,"EURJPY,SILVER,XAUUSD",92,50.0,21.391344624365317,0.2325146154822317,1.4575615073547192,10.79129574665589,82,16.542338486909077,10,4.849006137456243
SHELF6_BREAK_RR15,"CHFJPY,GBPJPY",99,50.505050505050505,23.089325145833936,0.2332255065235751,1.457265681591892,8.383102859203394,83,19.416664738375836,16,3.672660407458098
SHELF6_OVERHEAD_ROOM_RR15,"SILVER,XAUUSD",102,50.0,23.650659924622545,0.23186921494727986,1.4565341440782695,12.36556921187179,88,17.860270986031846,14,5.790388938590695
V_CONTEXT_RECLAIM_RR15,"SILVER,XAUUSD",189,51.85185185185185,36.65013337970384,0.19391604962806264,1.4561950126692418,11.62627334963517,168,32.068532845986105,21,4.581600533717731
SHELF6_BREAK_RR2,"CHFJPY,EURJPY,SILVER",82,42.68292682926829,21.708098270412723,0.2647329057367405,1.4553844937101992,10.174228494949055,72,16.81190857753503,10,4.896189692877694
SHELF6_OVERHEAD_ROOM_RR15,"SILVER,USDJPY,XAUUSD",80,50.0,18.494777054208647,0.23118471317760808,1.4550405555726609,10.794049471585202,69,14.679063798323535,11,3.8157132558851132
SHELF8_TIGHT_BREAK_RR15,"CHFJPY,USDJPY,XAUUSD",16,50.0,3.709187622163638,0.23182422638522737,1.4547399585471308,2.605447849311799,15,2.217053733287548,1,1.4921338888760896
SHELF6_PRECALM_BREAK_RR15,"AUDJPY,SILVER,XAUUSD",40,50.0,9.298591673499335,0.23246479183748336,1.4541824688366045,7.889417327825412,35,4.365529815614232,5,4.933061857885102
SHELF6_PRECALM_BREAK_RR15,"AUDJPY,SILVER",44,50.0,10.177714087047331,0.23131168379653025,1.4520168408768646,6.414392144009688,38,6.254623302165142,6,3.923090784882189
SHELF6_DON20_BREAK_RR15,XAUUSD,54,50.0,12.306206543169415,0.22789271376239656,1.4509038951184783,6.431933617642278,50,11.365389631895052,4,0.9408169112743618
SHELF8_TIGHT_BREAK_RR15,CHFJPY,24,50.0,5.520065007135421,0.23000270863064254,1.4504389387454177,4.693652698708015,21,3.5418670441681197,3,1.9781979629673005
SHELF8_TIGHT_BREAK_RR15,"CHFJPY,SILVER",24,50.0,5.520065007135421,0.23000270863064254,1.4504389387454177,4.693652698708015,21,3.5418670441681197,3,1.9781979629673005
SHELF6_PRECALM_BREAK_RR15,"AUDJPY,GBPJPY,SILVER",40,50.0,9.209024940490039,0.23022562351225098,1.4497525535728228,6.22425395423968,34,5.28593415560785,6,3.923090784882189
V_CONTEXT_RECLAIM_RR15,"AUDJPY,EURJPY,USDJPY",144,52.77777777777778,27.714749629935827,0.19246353909677658,1.4497002387516287,7.424401527727284,129,25.309636404075455,15,2.4051132258603705
SHELF6_DON55_BREAK_RR15,NONE,44,50.0,9.977973491488207,0.22677212480655015,1.4496521589569675,7.144921123255747,42,9.495183294479867,2,0.4827901970083399
V_CONTEXT_RECLAIM_RR15,EURJPY,222,52.25225225225225,42.469093983182916,0.1913022251494726,1.4493490442921166,9.338157373020456,197,35.91073259702372,25,6.558361386159211
SHELF6_DON55_BREAK_RR15,"CHFJPY,USDJPY",26,50.0,5.825529039850856,0.22405880922503293,1.4475733030564042,5.080650072451743,25,4.332012763793278,1,1.4935162760575778
SHELF6_OVERHEAD_ROOM_RR15,"CHFJPY,GBPJPY,SILVER",76,50.0,17.352230889455992,0.228318827492842,1.4473535282515622,9.712508503056561,63,10.505720591959436,13,6.8465102974965575
V_CONTEXT_RECLAIM_RR15,"SILVER,USDJPY,XAUUSD",148,52.702702702702695,28.58081213172631,0.19311359548463725,1.4472230274668165,8.254452504371528,133,26.227054884090855,15,2.353757247635463
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,"AUDJPY,SILVER,USDJPY",30,50.0,6.8854532142837925,0.22951510714279308,1.447065263717703,5.199997211959595,26,5.9477641911564225,4,0.9376890231273696
SHELF6_BREAK_RR2,"SILVER,XAUUSD",115,42.608695652173914,29.989133094289592,0.2607750703851269,1.4469076681563406,18.457427733919353,101,26.184979302036858,14,3.804153792252736
SHELF8_TIGHT_BREAK_RR15,"CHFJPY,GBPJPY,USDJPY",18,50.0,4.116596430486337,0.22869980169368537,1.446715663475928,4.693652698708015,16,3.6271379132223576,2,0.48945851726397893
SHELF6_OVERHEAD_ROOM_RR15,"CHFJPY,EURJPY,XAUUSD",70,50.0,15.838282363065485,0.22626117661522122,1.4419932430406022,11.132601765522454,60,13.605355915283141,10,2.2329264477823476
SHELF6_DON20_BREAK_RR15,"GBPJPY,SILVER,XAUUSD",44,50.0,9.902576956012643,0.2250585671821055,1.4415516753718927,4.242918976141986,40,8.96176004473828,4,0.9408169112743618
SHELF8_TIGHT_BREAK_RR15,"CHFJPY,EURJPY,USDJPY",16,50.0,3.6157203605063617,0.2259825225316476,1.4411946925534986,2.0882048493962158,14,3.126261843242382,2,0.48945851726397893
V_CONTEXT_RECLAIM_RR15,"EURJPY,USDJPY",181,53.03867403314917,34.3997727352054,0.19005399301218454,1.4405650356414834,6.459843662703589,162,30.06925463512845,19,4.330518100076944
SHELF6_DON20_EMA_RR15,"GBPJPY,SILVER,XAUUSD",38,50.0,8.515488936089506,0.22409181410761858,1.4393154847840173,6.162537392736395,35,9.063689904333392,3,-0.5482009682438864
SHELF6_BREAK_RR15,XAUUSD,126,50.0,28.348701269587256,0.22498969261577187,1.4391295120471572,11.856884909571496,109,25.73216222103502,17,2.6165390485522346
SHELF6_BREAK_RR2,"CHFJPY,GBPJPY,XAUUSD",84,42.857142857142854,21.67919558696718,0.2580856617496093,1.438587654511238,9.842589646392426,71,16.978289494494035,13,4.700906092473147
SHELF6_PRECALM_BREAK_RR15,"EURJPY,SILVER,USDJPY",28,50.0,6.298244423983011,0.2249373008565361,1.4372731020653564,5.81298311380572,25,4.3506867353413,3,1.9475576886417105
V_CONTEXT_RECLAIM_RR15,"CHFJPY,EURJPY,XAUUSD",149,52.348993288590606,27.361881733641418,0.18363679015866724,1.4368420819836059,7.369284304812698,132,24.766490786326166,17,2.5953909473152503
SHELF6_BREAK_RR2,"EURJPY,SILVER,XAUUSD",92,42.391304347826086,23.383663609042348,0.2541702566200255,1.4339032348725145,15.291295746655866,82,21.522253684968252,10,1.8614099240741
SHELF6_BREAK_RR2,"CHFJPY,SILVER,USDJPY",78,42.30769230769231,19.757732840232467,0.2533042671824675,1.4330741508927638,12.32637347003685,67,15.896228275870607,11,3.8615045643618653
SHELF6_AFTER_DORMANT60_RR15,"AUDJPY,GBPJPY,SILVER",20,50.0,4.4143328011659815,0.22071664005829908,1.4325981857979757,4.114870119100728,18,3.938973787311526,2,0.47535901385445545
V_CONTEXT_RECLAIM_RR15,"AUDJPY,XAUUSD",184,51.08695652173913,34.0844227058299,0.18524142774907554,1.4319994866594863,10.82322938117548,163,31.0659117948383,21,3.0185109109916066
V_CONTEXT_RECLAIM_RR15,"AUDJPY,EURJPY,GBPJPY",146,50.68493150684932,27.295845928914666,0.18695784882818264,1.431074917726398,7.226320813207498,128,20.742716952497986,18,6.553128976416677
SHELF6_DON20_PRECALM_RR15,NONE,20,50.0,4.435191225468398,0.22175956127341992,1.4297379007494608,5.221300516422955,19,2.956960556592697,1,1.4782306688757012
V_CONTEXT_RECLAIM_RR15,"GBPJPY,SILVER,XAUUSD",150,50.66666666666667,28.161908430705147,0.18774605620470097,1.429308330719832,10.556091830732242,132,21.660135432513385,18,6.501772998191771
SHELF6_DON20_PRECALM_RR15,CHFJPY,16,50.0,3.5422045819255814,0.22138778637034884,1.4291401249232831,4.180338768793499,15,2.0639739130498804,1,1.4782306688757012
SHELF6_DON20_BREAK_RR15,"GBPJPY,XAUUSD",48,50.0,10.527542723884507,0.21932380674759389,1.4286694900657573,4.094196302589474,44,9.586725812610146,4,0.9408169112743618
SHELF6_DON20_PRECALM_RR15,"AUDJPY,XAUUSD",16,50.0,3.534133139043596,0.22088332119022475,1.4278454050707206,4.19392117390549,16,3.534133139043596,0,0.0
V_CONTEXT_RECLAIM_RR15,XAUUSD,221,51.58371040723983,40.76944581109946,0.18447713036696586,1.4275728926082076,11.947493790171876,196,35.82553002589129,25,4.943915785208179
SHELF6_AFTER_DORMANT60_RR15,"AUDJPY,GBPJPY",22,50.0,4.80452986026261,0.21838772092102773,1.426394454491722,4.114870119100728,19,5.3927432632832275,3,-0.588213403020617
V_CONTEXT_RECLAIM_RR15,"EURJPY,GBPJPY",183,51.36612021857923,33.98086903418424,0.1856878089299685,1.42597452476329,8.701506599731513,161,25.50233518355098,22,8.478533850633253
SHELF6_AFTER_DORMANT60_RR15,"AUDJPY,CHFJPY,GBPJPY",18,50.0,3.921116999423713,0.2178398333013174,1.4257280682009001,3.0813305835335196,15,4.5093304024443315,3,-0.588213403020617
SHELF6_EMA_UP_RR15,"SILVER,XAUUSD",99,49.494949494949495,21.573758447493493,0.21791675199488378,1.425000346260667,12.381736404187212,87,21.273956364804423,12,0.2998020826890657
SHELF6_EMA_UP_RR15,"CHFJPY,SILVER",91,49.45054945054945,19.804233229602406,0.21762893658903742,1.4249860084362684,9.365147284508673,80,18.455311086345056,11,1.3489221432573566
SHELF6_DON20_EMA_RR15,"GBPJPY,XAUUSD",42,50.0,9.14045470396137,0.2176298739038421,1.4248327659739308,5.42244588439777,39,9.688655672205261,3,-0.5482009682438864
SHELF6_DON20_PRECALM_RR15,GBPJPY,18,50.0,3.9502722810289246,0.21945957116827358,1.4247783318546634,4.200220240494714,17,2.472041612153223,1,1.4782306688757012
SHELF6_PRECALM_BREAK_RR15,"CHFJPY,EURJPY",32,50.0,7.054433646600922,0.2204510514562788,1.4246153297680297,5.8247107268041844,28,3.600772288973313,4,3.453661357627608
SHELF6_OVERHEAD_ROOM_RR15,"AUDJPY,CHFJPY,SILVER",73,49.31506849315068,15.86435234913632,0.21731989519364822,1.4244831100585271,9.335020334995525,62,14.48388744943596,11,1.3804648997003635
SHELF6_PRECALM_BREAK_RR15,"CHFJPY,EURJPY,XAUUSD",28,50.0,6.175311233052922,0.22054682975189005,1.423816247997763,7.713804213355098,25,1.7116788024224003,3,4.463632430630521
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,USDJPY,40,50.0,8.797161949817763,0.21992904874544408,1.4225964825108421,7.462016791228452,35,6.381242257814693,5,2.415919692003071
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,"USDJPY,XAUUSD",36,50.0,7.918039536269763,0.21994554267416008,1.4217566135975181,7.684991001283924,32,4.49214877126378,4,3.425890765005984
SHELF6_DON55_BREAK_RR15,"AUDJPY,GBPJPY",34,50.0,7.327267867193985,0.2155078784468819,1.4208813424575888,4.844156959166736,32,6.844477670185645,2,0.4827901970083399
SHELF6_EMA_UP_RR15,"EURJPY,SILVER,XAUUSD",77,49.35064935064935,16.623007928957257,0.21588321985658776,1.4200412168763243,9.735382566026807,69,14.7627979964286,8,1.8602099325286556
SHELF6_BREAK_RR2,"AUDJPY,CHFJPY,XAUUSD",78,42.30769230769231,19.288791487254745,0.247292198554548,1.4196291772624263,8.159335735349309,67,18.55944088376059,11,0.7293506034941548
SHELF6_EMA_UP_RR15,"CHFJPY,EURJPY,SILVER",69,49.275362318840585,14.853482711066174,0.21526786537777065,1.419439508872556,8.841837465306092,62,11.944152717969232,7,2.9093299930969474
SHELF6_PRECALM_BREAK_RR15,"CHFJPY,EURJPY,GBPJPY",28,50.0,6.085744500043628,0.217348017858701,1.417597333035645,4.321426129294894,24,2.63208314241602,4,3.453661357627608
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,"GBPJPY,USDJPY",36,50.0,7.828472803260469,0.21745757786834638,1.4169301161418648,7.462016791228454,31,5.412553111257401,5,2.415919692003071
V_CONTEXT_RECLAIM_RR15,"AUDJPY,USDJPY,XAUUSD",143,51.74825174825175,26.015101457852374,0.18192378641854806,1.416456385366689,8.239830643146579,128,25.22443383294303,15,0.7906676249093383
SHELF6_BREAK_RR15,"CHFJPY,GBPJPY,USDJPY",72,50.0,15.514408630179698,0.2154778976413847,1.4159641564618513,4.975523835445852,59,13.816423905427182,13,1.6979847247525153
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,"GBPJPY,USDJPY,XAUUSD",32,50.0,6.949350389712472,0.21716719967851475,1.415296032545146,7.462016791228454,28,3.5234596247064887,4,3.425890765005984
V_CONTEXT_RECLAIM_RR15,"USDJPY,XAUUSD",180,52.22222222222223,32.70012456312194,0.18166735868401077,1.4143482859201797,9.364095052142973,161,29.984052063996025,19,2.7160724991259113
SHELF6_EMA_UP_RR15,"SILVER,USDJPY,XAUUSD",75,49.333333333333336,15.980227753653532,0.2130697033820471,1.4142912927683524,11.339531801535532,65,16.15843903761855,10,-0.17821128396501806
SHELF6_BREAK_RR2,"SILVER,USDJPY,XAUUSD",88,42.04545454545455,21.4332981788621,0.2435602065779784,1.4134218031057235,15.453193645325257,77,20.60657338330383,11,0.8267247955582717
SHELF6_EMA_UP_RR15,"CHFJPY,SILVER,USDJPY",67,49.25373134328358,14.210702535762454,0.2121000378472008,1.4129765936995455,7.008847908563938,58,13.339793759159182,9,0.8709087766032726
SHELF6_OVERHEAD_ROOM_RR15,"GBPJPY,SILVER,XAUUSD",85,49.411764705882355,18.07227767695185,0.21261503149355115,1.4107980759513072,12.00125178654773,72,11.264916367020673,13,6.80736130993118
SHELF6_BREAK_RR15,"CHFJPY,EURJPY",93,49.46236559139785,19.7516734346019,0.2123835853183,1.4103720071428145,9.675688440083643,80,18.037368199618747,13,1.7143052349831602
V_CONTEXT_RECLAIM_RR15,"EURJPY,GBPJPY,USDJPY",142,52.112676056338024,25.911547786206704,0.18247568863525848,1.409082650754716,5.681582837824292,126,19.660857221655718,16,6.250690564550982
SHELF6_BREAK_RR15,SILVER,130,49.23076923076923,27.397075836656715,0.21074673720505166,1.407775166149871,12.140541996033855,113,22.125308110865202,17,5.271767725791509
SHELF6_BREAK_RR2,"CHFJPY,GBPJPY,SILVER",88,42.04545454545455,21.22697771607322,0.2412156558644684,1.407696631013844,13.350630212316934,75,13.371071783676403,13,7.855905932396814
SHELF6_BREAK_RR15,"USDJPY,XAUUSD",99,49.494949494949495,20.773784753933022,0.20983620963568708,1.404476229174975,11.274240270270987,85,20.13192138808637,14,0.6418633658466533
SHELF6_BREAK_RR15,"GBPJPY,XAUUSD",109,49.54128440366973,22.766752792587877,0.20886929167511814,1.4011872687245592,11.584769470191716,93,19.133241372695156,16,3.6335114198927196
V_CONTEXT_RECLAIM_RR15,"GBPJPY,XAUUSD",182,50.54945054945055,32.28122086210078,0.17736934539615815,1.4004594944778797,10.657240811082708,160,25.41713261241856,22,6.8640882496822195
V_CONTEXT_RECLAIM_RR15,"AUDJPY,GBPJPY,XAUUSD",145,49.6551724137931,25.596197756831213,0.17652550177124973,1.3989506569842578,9.71006804510567,127,20.657514381365562,18,4.938683375465646
SHELF6_DON20_BREAK_RR15,"CHFJPY,SILVER,XAUUSD",39,48.717948717948715,7.966603431752015,0.20427188286543627,1.3982081794241048,6.001559376125389,35,7.025786520477652,4,0.9408169112743618
SHELF6_DON20_EMA_RR15,"SILVER,XAUUSD",43,48.837209302325576,8.792082406190111,0.20446703270209562,1.39752245391554,8.531672526429638,40,9.340283374433998,3,-0.5482009682438864
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,"CHFJPY,EURJPY,USDJPY",18,50.0,3.7595202956392617,0.20886223864662565,1.3957836925460105,3.0731142662222313,16,3.2912606997664735,2,0.468259595872788
SHELF6_DON20_BREAK_RR15,"SILVER,USDJPY",47,48.93617021276596,9.600456467441777,0.20426503122216547,1.3954613200161958,8.206068738259425,42,7.158072572672708,5,2.4423838947690664
SHELF6_BREAK_RR15,"AUDJPY,SILVER,XAUUSD",92,48.91304347826087,18.840023851698948,0.20478286795324943,1.3950097419738912,11.184513529571202,81,17.498707939563964,11,1.3413159121349847
SHELF6_BREAK_RR2,"GBPJPY,SILVER,XAUUSD",98,41.83673469387755,22.902543054702843,0.23369941892553922,1.3929256274496153,17.76924274381119,85,18.081416891109626,13,4.82112616359322
SHELF6_EMA_UP_RR15,XAUUSD,108,49.074074074074076,21.940286759251176,0.2031508033263998,1.3913193492179,11.015442650540548,93,24.81433456660057,15,-2.8740478073493954
SHELF6_OVERHEAD_ROOM_RR15,"AUDJPY,SILVER,XAUUSD",82,48.78048780487805,16.584399136632182,0.20224876995892904,1.3895080980281622,9.604534016064656,71,15.2430832244972,11,1.3413159121349847
SHELF6_EMA_UP_RR15,CHFJPY,100,49.0,20.170761541360097,0.20170761541360097,1.3886057830928686,9.043309433011554,86,21.995689288141197,14,-1.8249277467811043
