strategy,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars,avg_mfe_24_atr,avg_mfe_48_atr,avg_mfe_72_atr,avg_mae_24_atr,avg_fwd_48_atr,hit_mfe3atr_48_pct,hit_mfe5atr_72_pct
V_CONTEXT_RECLAIM_RR15,221,51.58371040723983,40.76944581109946,0.18447713036696586,1.4275728926082076,11.947493790171876,6,65.01809954751131,3.1054591502435342,4.226722621503003,5.241307664768422,2.663906368267674,0.6518450947647277,56.56108597285068,42.081447963800905
SHELF6_BREAK_RR15,126,50.0,28.348701269587256,0.22498969261577187,1.4391295120471572,11.856884909571496,9,17.047619047619047,3.2122203648655874,4.436278818373016,5.546900963441997,2.468807297895731,0.5487805667953316,55.55555555555556,42.06349206349206
SHELF6_BREAK_RR2,126,41.269841269841265,27.030030141282857,0.21452404874034015,1.3566847293133195,17.843722077395668,13,22.285714285714285,3.2122203648655874,4.436278818373016,5.546900963441997,2.468807297895731,0.5487805667953316,55.55555555555556,42.06349206349206
SHELF6_EMA_UP_RR15,108,49.074074074074076,21.940286759251176,0.2031508033263998,1.3913193492179,11.015442650540548,8,16.63888888888889,3.301186460719591,4.625801647186928,5.895607323739836,2.404388731605082,0.9607327238017497,58.333333333333336,45.370370370370374
SHELF6_OVERHEAD_ROOM_RR15,113,48.67256637168141,21.68841638161308,0.19193288833285913,1.3648834380103385,11.68504997667101,9,18.04424778761062,3.1091655503519977,4.3929326581063854,5.458024168230218,2.4851831392408146,0.5367793497987702,53.98230088495575,41.5929203539823
SHELF6_DON55_BREAK_RR15,38,55.26315789473685,13.671063599629058,0.3597648315691857,1.8039995104949296,5.05671627385953,4,19.289473684210527,3.32987365086894,5.54094961272115,6.665745941771615,2.1427629912618102,2.2098642645133677,71.05263157894737,57.89473684210527
SHELF6_PRECALM_BREAK_RR15,51,50.98039215686274,12.689199289392349,0.24880782920377154,1.4901437060292597,9.402657511599827,8,13.92156862745098,3.5799918887929896,4.910601124457769,6.02478783526532,2.311055618553299,1.6313477190271437,58.82352941176471,54.90196078431373
SHELF6_DON20_BREAK_RR15,54,50.0,12.306206543169415,0.22789271376239656,1.4509038951184783,6.431933617642278,5,19.24074074074074,3.070769807707731,4.687008864634335,5.508492170155195,2.824194487116573,0.6333008990242596,59.25925925925925,46.2962962962963
SHELF6_DON20_EMA_RR15,47,48.93617021276596,9.41704817406198,0.2003627271077017,1.3883466790330499,8.156103601107741,5,17.74468085106383,3.208145383451921,5.037890683293543,5.980195651716084,2.5681157187929298,1.4951235291059697,63.829787234042556,51.06382978723404
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,47,48.93617021276596,9.255326329519521,0.19692183679828767,1.3720813396587128,9.487171486149672,8,14.48936170212766,3.5338819975597455,4.937137411989077,6.044131391541088,2.237386866739839,1.7554883212473205,57.446808510638306,55.319148936170215
SHELF6_DON20_PRECALM_RR15,19,52.63157894736842,5.468196817886845,0.2877998325203603,1.5887578826151911,5.221300516422955,5,17.105263157894736,3.57178210782171,5.228782949032869,5.591148591910954,2.4798552827386993,1.9091282847095499,63.1578947368421,57.89473684210527
SHELF6_AFTER_DORMANT60_RR15,26,46.15384615384615,3.2405640536760014,0.12463707898753852,1.2264643770632384,5.173310724427862,4,12.884615384615385,3.4334808725810837,5.063815575239302,6.022798745032788,2.4749855085088774,0.09676553085942793,65.38461538461539,38.46153846153847
SHELF6_PRECALM_AFTER_DORMANT60_RR15,3,66.66666666666666,1.9812163925247785,0.6604054641749262,2.9393596035485894,1.021582788926613,1,10.0,6.364731652939188,9.160023432142909,10.487696811723161,1.2605993259638841,5.852155792357521,100.0,100.0
SHELF8_TIGHT_BREAK_RR15,25,44.0,1.9595633206015342,0.07838253282406137,1.1365604261047484,5.744996475415686,4,15.08,2.9976555838290984,4.400314888589964,5.4231053631774015,1.8988758664490464,0.8506917629992239,52.0,44.0
SHELF6_DORMANT120_BREAK_RR15,1,0.0,-1.0100612856850202,-1.0100612856850202,0.0,0.0,1,5.0,0.2814640016167215,4.399178099342231,14.20663486678566,3.6819661248522713,3.4442854123760127,100.0,100.0
SHELF6_DORMANT_ANY_RR15,1,0.0,-1.0100612856850202,-1.0100612856850202,0.0,0.0,1,5.0,0.2814640016167215,4.399178099342231,14.20663486678566,3.6819661248522713,3.4442854123760127,100.0,100.0
SHELF6_AFTER_DORMANT120_RR15,35,37.142857142857146,-3.618889439391674,-0.1033968411254764,0.8403882880652188,11.356396723834287,7,13.428571428571429,3.0292660184106994,4.245551630135879,4.958484373234403,2.62390217220613,-0.7584163787614285,51.42857142857142,31.428571428571427
