strategy,symbol,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars,avg_mfe_24_atr,avg_mfe_48_atr,avg_mfe_72_atr,avg_mae_24_atr,avg_fwd_48_atr,hit_mfe3atr_48_pct,hit_mfe5atr_72_pct
SHELF6_AFTER_DORMANT60_RR15,XAUUSD,4,25.0,-1.6129834162169332,-0.4032458540542333,0.47612031844163,1.0330055924184478,2,7.0,2.3826417014719925,2.4107237022195545,4.595819679645266,2.568823229751215,-0.8073079116833346,25.0,25.0
SHELF6_DON55_BREAK_RR15,USDJPY,9,33.33333333333333,-1.6196192516531214,-0.1799576946281246,0.7335164199205133,2.033370588859568,3,6.888888888888889,3.9950044515973775,6.581263350882227,8.581991107407662,3.349268898987561,0.4666655330433325,66.66666666666666,55.55555555555556
SHELF8_TIGHT_BREAK_RR15,XAUUSD,4,25.0,-1.6249440436673703,-0.4062360109168426,0.4742778990195646,1.0434991449221322,2,8.0,2.3637380114915922,3.413356381642716,5.719754121388431,3.3359113820176587,0.26713810541400324,50.0,25.0
SHELF6_BREAK_RR2,CHFJPY,25,32.0,-1.7357554852710728,-0.06943021941084292,0.9010136926348382,7.381598947531427,7,25.64,2.3261899974791547,3.2108201229310875,3.7397369844363304,2.41356178263064,0.15475949974591058,36.0,28.000000000000004
SHELF6_EMA_UP_RR15,XAUUSD,14,35.714285714285715,-1.903897902937098,-0.13599270735264984,0.7942769631041706,4.152860035466232,5,8.571428571428571,4.0104170728662085,7.113962093241942,9.367228899216682,2.907642388279736,2.798515083799145,42.857142857142854,28.57142857142857
SHELF6_PRECALM_BREAK_RR15,SILVER,4,25.0,-1.9580203621545968,-0.4895050905386492,0.41838434982495193,2.131879150347792,3,10.5,2.4009628111405066,2.4188814998419677,2.4188814998419677,4.099726291238349,-2.552389110319541,25.0,25.0
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,SILVER,4,25.0,-1.9580203621545968,-0.4895050905386492,0.41838434982495193,2.131879150347792,3,10.5,2.4009628111405066,2.4188814998419677,2.4188814998419677,4.099726291238349,-2.552389110319541,25.0,25.0
SHELF6_BREAK_RR15,SILVER,11,36.36363636363637,-1.9622435430094665,-0.1783857766372242,0.7429768402731929,3.537592157485725,3,13.636363636363637,2.6792852595992254,3.1670939789050205,3.8132277835249706,3.207400275852858,-1.0742302746120715,36.36363636363637,27.27272727272727
SHELF6_OVERHEAD_ROOM_RR15,SILVER,11,36.36363636363637,-1.9622435430094665,-0.1783857766372242,0.7429768402731929,3.537592157485725,3,13.636363636363637,2.6792852595992254,3.1670939789050205,3.8132277835249706,3.207400275852858,-1.0742302746120715,36.36363636363637,27.27272727272727
SHELF8_TIGHT_BREAK_RR15,GBPJPY,2,0.0,-2.03235285199007,-1.016176425995035,0.0,1.0129645838641699,2,24.5,6.434432251189477,8.67627756729284,12.224152035438118,4.032194232249014,5.855884661191644,50.0,50.0
SHELF6_PRECALM_OVERHEAD_ROOM_RR15,CHFJPY,12,33.33333333333333,-2.3744415163308172,-0.19787012636090143,0.7129213887222368,6.225253154099738,6,18.0,2.4388942908091233,2.9605863833790327,3.395178569515471,2.467883345790917,-0.5262017503527961,25.0,25.0
SHELF6_AFTER_DORMANT120_RR15,GBPJPY,5,20.0,-2.562186561005208,-0.5124373122010416,0.3699187769074362,3.0495057737225943,3,20.8,2.0115929652454696,2.0997719779802093,2.0997719779802093,2.3689894593070577,-2.029385187246742,20.0,20.0
SHELF6_DON20_EMA_RR15,USDJPY,10,30.0,-2.639233671445445,-0.2639233671445445,0.628138648753046,3.0529850086518913,4,9.5,3.893854311985303,6.297955256797165,8.253217538864225,3.224942224769505,0.7626421877909415,70.0,60.0
SHELF6_OVERHEAD_ROOM_RR15,CHFJPY,22,36.36363636363637,-2.64877389825618,-0.12039881355709908,0.8167551446014648,6.847544582433054,6,19.772727272727273,2.0921587985152814,3.0052804624463927,3.376002334904523,2.313028177269456,-0.1657647576938358,31.818181818181817,27.27272727272727
SHELF6_AFTER_DORMANT120_RR15,XAUUSD,10,30.0,-2.7455967896593028,-0.27455967896593025,0.6172992422568553,4.089802121127288,4,5.2,11.056630665753525,15.205381371063734,19.000333366051503,2.8483604617427147,11.20007214111763,50.0,50.0
SHELF6_AFTER_DORMANT120_RR15,SILVER,5,20.0,-2.835813709266924,-0.5671627418533849,0.3389069317910498,2.1807927914632286,3,11.4,2.1563308432310304,2.3313786731277535,2.421532061915762,4.05557417123188,-2.490973070537629,20.0,0.0
SHELF6_BREAK_RR15,XAUUSD,15,33.33333333333333,-2.9138689759400114,-0.1942579317293341,0.7161254623791935,4.152860035466232,5,8.266666666666667,7.95972589017517,11.149519347988216,13.814555463153358,2.898684777521115,7.001698038221531,46.666666666666664,33.33333333333333
SHELF6_BREAK_RR2,SILVER,11,27.27272727272727,-2.959102953006737,-0.26900935936424886,0.6589971751591248,5.535730135551249,5,15.272727272727273,2.6792852595992254,3.1670939789050205,3.8132277835249706,3.207400275852858,-1.0742302746120715,36.36363636363637,27.27272727272727
SHELF6_AFTER_DORMANT60_RR15,GBPJPY,3,0.0,-3.049505773722595,-1.0165019245741982,0.0,2.0251133230490304,3,20.0,1.0994100991827829,1.2463751204073494,1.2463751204073494,2.976765478673215,-3.7957286790584335,0.0,0.0
SHELF6_BREAK_RR15,CHFJPY,25,36.0,-3.236441329186066,-0.12945765316744265,0.8040746529658916,7.8810841180002615,7,18.4,2.3261899974791547,3.2108201229310875,3.7397369844363304,2.41356178263064,0.15475949974591058,36.0,28.000000000000004
V_CONTEXT_RECLAIM_RR15,EURJPY,39,38.46153846153847,-3.2781280901601093,-0.08405456641436178,0.8467362698147723,10.117403308096476,10,65.48717948717949,2.68673139184696,3.591274610110712,4.4030100032645745,3.0093872561033286,-0.3398242041285985,51.28205128205128,38.46153846153847
SHELF6_OVERHEAD_ROOM_RR15,XAUUSD,13,30.76923076923077,-3.3688206857520404,-0.25914005275015695,0.6358178237246408,4.152860035466232,5,8.76923076923077,7.991488172461997,10.508499833474243,12.883793241542834,3.0645504860820147,6.234098828197986,46.15384615384615,30.76923076923077
