symbol,timeframe,strategy,note,signal_time,period,pair_key,v_start_i,v_extreme_i,v_start,v_extreme,drop,drop_atr,drop_bars,recovery_bars_at_context,recovery_ratio_at_context,drop_speed,recovery_speed_at_context,speed_ratio_at_context,context_i,shelf_high,shelf_low,shelf_range_atr,shelf_hold_level,risk_atr,entry_close,body_ratio,close_location,ema20_gt_50,don20_break,don55_break,dormant120_break,dormant360_break,dormant1250_break,dormant_break_key,dormant_high_level,dormant_break_atr,recent_dormant_break_key,bars_since_dormant_break,recent_dormant_high_level,nearest_overhead_key,nearest_overhead_level,nearest_overhead_room_atr,pre_calm,mfe_12_atr,mae_12_atr,fwd_12_atr,mfe_24_atr,mae_24_atr,fwd_24_atr,mfe_48_atr,mae_48_atr,fwd_48_atr,mfe_72_atr,mae_72_atr,fwd_72_atr,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost
GBPJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2016-11-08 16:00:00,Research_2015_2024,6060-6071,6060,6071,128.95,126.48,2.4699999999999847,4.310575908564978,11,3,0.6882591093117463,0.3918705371422707,0.9889310451498678,2.52361673414307,6074,129.97,129.25,1.4808519519214987,127.715,2.1421997163441278,130.17,0.7065217391304197,0.836956521739122,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,True,8.370927006000752,6.972344606963706,8.20638790023167,10.67447448676754,6.972344606963706,10.30426149878715,15.158165118974262,6.972344606963706,12.46383726200597,22.253914055264822,6.972344606963706,22.109942337716856,2016-11-08 20:00:00,130.16,129.12844834875867,132.25310330248263,2016-11-09 00:00:00,129.12844834875867,SL,1,1.0315516512413296,-1.0,-1.0193882681259
CHFJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2016-11-14 12:00:00,Research_2015_2024,4555-4569,4555,4569,106.938,105.541,1.3970000000000056,3.7085926370505824,14,6,0.9520400858983485,0.2648994740750416,0.5884548087899366,2.2214268670961466,4575,108.562,107.757,1.5698708453229138,106.23949999999999,1.8920263997042293,108.599,0.557755775577576,0.9966996699670043,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,False,1.5659705450860957,0.6318486383659946,0.8912186041149915,2.3655320936356548,0.6318486383659946,1.5776714457965775,5.659335643636197,0.6318486383659946,5.201050365809008,6.415993889580648,0.6318486383659946,4.703762085613528,2016-11-14 16:00:00,108.6,107.62880474075331,110.53939051849339,2016-11-23 12:00:00,110.53939051849339,TP,42,0.9711952592466844,1.9969110228129627,1.9763178415658433
AUDJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2016-12-06 20:00:00,Research_2015_2024,4692-4700,4692,4700,84.85,83.772,1.0779999999999887,3.097265342096871,8,3,1.0871985157699529,0.3871581677621089,1.1224474276244778,2.8991960420532075,4703,85.175,84.566,1.7233980376936244,84.311,2.1064024839524005,85.222,0.6985645933014286,0.9665071770334694,True,False,False,False,False,False,NONE,,,NONE,,,NONE,,,False,0.26883877435286335,1.5705844185877786,-0.44146156630573635,3.9278759873871603,1.5705844185877786,2.7195164437169286,6.534197157692338,1.5705844185877786,2.3346525141170074,6.534197157692338,1.6866095738347961,-0.9961184060232238,2016-12-07 00:00:00,85.224,84.47765708868756,86.71068582262485,2016-12-14 16:00:00,86.71068582262485,TP,35,0.7463429113124391,1.9919607999096853,1.9752124663882917
EURJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2016-12-14 16:00:00,Research_2015_2024,4631-4650,4631,4650,123.16,120.9,2.259999999999991,4.879773937435798,19,10,0.8495575221238917,0.25683020723346306,0.4145648654812703,1.6141592920353942,4660,122.72,122.14,1.4553885638912603,122.03,2.081782158001086,122.87,0.7384615384615543,0.7692307692307794,True,False,False,False,False,False,NONE,,,NONE,,,NONE,,,False,3.0111487528784497,0.5269510317537537,0.6022297505756828,3.0111487528784497,2.986055846604485,-1.0288091572335072,3.0111487528784497,2.986055846604485,-1.1542736886034366,3.0111487528784497,3.2620778156183796,0.1756503439178941,2016-12-14 20:00:00,122.88,122.04037024915716,124.52925950168569,2016-12-19 12:00:00,122.04037024915716,SL,17,0.8396297508428319,-1.0,-1.0148875143924343
XAUUSD,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-01-17 04:00:00,Research_2015_2024,4834-4841,4834,4841,1206.929,1187.838,19.091000000000122,2.9994823467782,7,3,0.8135246975014326,0.4284974781111714,0.8133843229412073,1.8982242941700094,4844,1208.581,1201.151,1.4162159090031858,1197.3835,2.1078541675712015,1210.898,0.6648044692737552,0.7219273743016723,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,False,1.5058015721568698,2.5427079712116822,-2.159586305384434,1.629887246014365,2.868456691061828,1.0961854229713954,1.7217602026953218,5.234090021699605,-5.148316514424883,1.7217602026953218,5.784946546197511,-0.23806913463594231,2017-01-17 08:00:00,1210.898,1199.839406204032,1233.0151875919357,2017-01-19 00:00:00,1199.839406204032,SL,10,11.058593795967909,-1.0,-1.0316495936515682
GBPJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-01-18 20:00:00,Research_2015_2024,6385-6396,6385,6396,140.51,137.08,3.4299999999999784,4.284382350903388,11,3,0.7900874635568503,0.38948930462758063,1.128345594844331,2.8969873663751184,6399,139.94,139.12,1.0989013951225886,138.79500000000002,2.045765694468648,140.46,0.8,0.8363636363636552,False,False,False,False,False,False,NONE,,,NONE,,,NONE,,,False,2.0905928980381154,0.1206111287329726,1.4071298352179376,2.5596361764440947,0.1206111287329726,2.4524262842369953,5.749130469604799,0.1206111287329726,3.3771116045230802,5.749130469604799,0.1206111287329726,0.21441978441416082,2017-01-19 00:00:00,140.44,138.9334500502867,143.51309989942663,2017-01-25 16:00:00,143.51309989942663,TP,29,1.5065499497133032,2.0398260940577835,2.0265507293718743
XAUUSD,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-02-08 08:00:00,Research_2015_2024,4881-4903,4881,4903,1219.931,1180.548,39.38300000000004,6.899017980270025,22,13,0.8094863265876159,0.3135917263759102,0.4295892863008227,1.3698999373021192,4916,1235.709,1227.691,1.5755383623338026,1200.2395000000001,2.0715565750604132,1236.961,0.7524369266055203,0.8011754587156011,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,True,1.5222868162883558,3.020600611847747,-2.0125547402123583,1.5222868162883558,3.470782501110236,-2.004891233585893,1.5222868162883558,4.0007434593559426,-0.5566849813534271,2.773992898611393,4.0007434593559426,2.5957672445035564,2017-02-08 12:00:00,1237.023,1226.4187364690563,1258.0455270618875,2017-02-09 20:00:00,1226.4187364690563,SL,8,10.604263530943626,-1.0,-1.0330055924184478
EURJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-03-03 08:00:00,Research_2015_2024,4979-4994,4979,4994,119.77,118.24,1.5300000000000011,4.367996769595496,15,4,0.7647058823529417,0.29119978463969975,0.8350582059520808,2.8676470588235317,4998,120.46,120.0,1.5869046101415334,119.005,2.1128880206009653,120.54,0.8979591836735031,0.9387755102041077,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,True,1.9663817995232078,0.6554605998411183,0.24148548415195223,1.9663817995232078,1.8283900942935347,0.137991705229673,8.003518903322602,1.8283900942935347,4.65722005150237,8.003518903322602,1.8283900942935347,0.8624481576856278,2017-03-03 12:00:00,120.56,119.92753187604028,121.76493624791947,2017-03-09 12:00:00,121.76493624791947,TP,25,0.6324681239597254,1.9051335589462706,1.8853697170600912
EURJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-05-03 12:00:00,Research_2015_2024,5255-5267,5255,5267,121.96,120.68,1.279999999999987,3.0060987626314994,12,8,0.8750000000000014,0.25050823021929164,0.3287920521628208,1.3125000000000022,5275,122.54,122.09,1.4225735777880457,121.32,1.9887010395187215,122.64,0.7142857142856969,0.7428571428571393,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,False,3.951593271633435,0.1896764770384121,3.7303040484219396,5.247715864729191,0.1896764770384121,4.109657002498763,5.87997078819055,0.1896764770384121,5.405779595594519,9.989627790689314,0.1896764770384121,4.805137418306245,2017-05-03 16:00:00,122.65,122.01091797446784,123.89816405106431,2017-05-05 16:00:00,123.89816405106431,TP,12,0.6390820255321614,1.9530576689666175,1.9334983643694026
EURJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-05-25 00:00:00,Research_2015_2024,5343-5355,5343,5355,125.8,122.59,3.2099999999999937,6.296282050179112,12,7,0.6635514018691587,0.5246901708482593,0.5968438258514244,1.137516688918558,5362,125.36,124.9,1.1989262884685041,124.195,1.6313715932354798,125.43,0.7307692307692623,0.8461538461538798,True,True,False,False,False,False,NONE,,,NONE,,,NONE,,,False,0.8861629088680087,3.336142715738495,-2.893061261304509,0.8861629088680087,5.9164405974425085,-4.22230562460654,0.8861629088680087,5.9164405974425085,-2.8669976463377886,0.8861629088680087,7.323875805644664,-5.369104683141641,2017-05-25 04:00:00,125.41,124.80408084207838,126.68183831584327,2017-05-26 04:00:00,124.80408084207838,SL,6,0.605919157921619,-1.0,-1.02062981478068
CHFJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-06-02 00:00:00,Research_2015_2024,5464-5482,5464,5482,115.164,113.034,2.1299999999999955,6.063381658762507,18,10,0.6544600938967109,0.3368545365979171,0.39682413297253055,1.1780281690140797,5492,114.88,114.398,1.519331844410775,114.099,1.8828089116281883,114.916,0.74230769230771,0.75,True,True,False,False,False,False,NONE,,,NONE,,,NONE,,,False,0.37510474996863513,1.8660673275750583,-1.6706346007006507,0.37510474996863513,5.730591894478817,-3.114315066966488,0.37510474996863513,5.730591894478817,-4.4066927769424495,0.37510474996863513,7.63133277037029,-2.1213907288142235,2017-06-02 04:00:00,114.915,114.31868882091605,116.11062235816789,2017-06-06 00:00:00,114.31868882091605,SL,12,0.5963111790839548,-1.0,-1.0335395355672083
XAUUSD,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-06-06 00:00:00,Research_2015_2024,5444-5452,5444,5452,1274.072,1259.029,15.042999999999893,3.0340233001370103,8,3,1.1575483613640987,0.3792529125171263,1.1706762331380303,3.086795630304263,5455,1283.381,1277.749,1.371012123506294,1266.5504999999998,1.9058282074022581,1284.551,0.7562684365781487,0.9076327433628358,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,False,2.801178356744822,0.4705551198042662,-0.13705252584052965,2.801178356744822,4.849906700393395,-4.089423413135999,2.801178356744822,8.047636681639565,-7.478247946397891,2.801178356744822,10.609277408851293,-9.345862472594606,2017-06-06 04:00:00,1284.551,1276.7220214810945,1300.2089570378107,2017-06-08 12:00:00,1276.7220214810945,SL,14,7.828978518905387,-1.0,-1.044705704474084
EURJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-06-20 00:00:00,Research_2015_2024,5455-5463,5455,5463,123.84,122.78,1.0600000000000023,2.945143320483086,8,3,0.783018867924525,0.36814291506038577,0.7687009295600475,2.0880503144654,5466,124.52,124.12,1.3280871648648278,123.31,1.7773002395945785,124.58,0.7500000000000444,0.8750000000000222,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,False,0.1660108956080976,3.087802658310766,-1.5605024187162022,0.3320217912162423,3.087802658310766,-0.0664043582432296,14.044521768445867,3.087802658310766,11.753571409053997,14.741767529999942,3.087802658310766,12.683232424459401,2017-06-20 04:00:00,124.58,124.04470373734078,125.65059252531843,2017-06-20 12:00:00,124.04470373734078,SL,2,0.5352962626592159,-1.0,-1.023351554778081
EURJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-07-10 00:00:00,Research_2015_2024,5542-5547,5542,5547,128.81,127.43,1.3799999999999955,3.186289356065039,5,3,0.6884057971014433,0.6372578712130078,0.7311533546525993,1.1473429951690723,5550,130.11,129.51,1.6739703883264372,128.12,2.063467920686899,130.16,0.5384615384615777,0.7435897435897492,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,False,1.6181713753821962,0.8648847006352994,-0.13949753236048357,1.6181713753821962,4.6313180743696245,-2.148261998352208,1.6181713753821962,4.6313180743696245,-3.347940776652716,1.6181713753821962,4.6313180743696245,0.39059309060952846,2017-07-10 04:00:00,130.17,129.4203926801537,131.6392146396926,2017-07-12 12:00:00,129.4203926801537,SL,14,0.7496073198462909,-1.0,-1.0166753974635037
SILVER,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-07-18 12:00:00,Research_2015_2024,5599-5614,5599,5614,16.095,15.177,0.9179999999999993,5.188172818577603,15,9,0.7200435729847496,0.3458781879051735,0.41507894372788623,1.2000726216412494,5623,16.215,16.084,1.1376132346842434,15.636,2.0041822397421374,16.286,0.7590361445783189,0.7590361445783189,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,False,1.0681406707340375,1.3460309265347994,0.5992008640703175,2.2318061168996004,1.3460309265347994,1.979968072580189,4.550452938736943,1.3460309265347994,2.518380443194115,5.167021943794827,1.3460309265347994,1.3460309265347685,2017-07-18 16:00:00,16.286,16.055211657001255,16.747576685997494,2017-07-27 08:00:00,16.747576685997494,TP,41,0.2307883429987463,2.0,1.8483458932750765
XAUUSD,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-08-01 12:00:00,Research_2015_2024,5679-5689,5679,5689,1258.791,1243.731,15.059999999999945,3.2796936149376195,10,3,1.1501328021248323,0.32796936149376194,1.257361069153042,3.833776007082775,5692,1270.699,1264.728,1.3410320999343834,1251.261,1.8093344280429577,1271.671,0.4966296069333801,0.7907730018384074,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,False,0.506901599322054,3.204911751141118,-0.7004989314512694,0.506901599322054,3.9323615872971236,-3.3625745436639676,3.8802565048679263,4.532917580468202,3.586042461840917,4.5681783474569135,4.532917580468202,3.755159388863325,2017-08-01 16:00:00,1271.661,1263.6148648259255,1287.7832703481492,2017-08-02 12:00:00,1263.6148648259255,SL,5,8.046135174074607,-1.0,-1.0434991449221322
XAUUSD,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2017-10-11 16:00:00,Research_2015_2024,6006-6013,6006,6013,1278.962,1260.581,18.381000000000085,4.247360696921731,7,3,0.8710081061966115,0.6067658138459614,1.2331618656532388,2.032352247792094,6016,1291.969,1286.669,1.1525887401112784,1269.7714999999998,1.5487282935744466,1292.641,0.49916229196917944,0.905059756506209,True,False,False,False,False,False,NONE,,,NONE,,,NONE,,,True,2.420653823807281,0.6545834165537675,2.4067357710965354,2.9077856686845065,2.4189140672184744,-1.826526948716008,2.9077856686845065,4.060156939222233,-3.7687477105903406,2.9077856686845065,6.065878816589471,-5.69748535890108,2017-10-11 20:00:00,1292.652,1285.519413895357,1306.8841722092861,2017-10-17 12:00:00,1285.519413895357,SL,23,7.132586104642996,-1.0,-1.0490705607847204
AUDJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2018-03-13 04:00:00,Research_2015_2024,6697-6709,6697,6709,83.176,81.487,1.6890000000000072,4.635057059537502,12,4,0.7400828892835967,0.3862547549614585,0.8575816051542116,2.22024866785079,6713,84.012,83.633,1.2274257198823253,82.3315,1.7688988459757435,84.102,0.6401384083045029,0.660899653979244,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,False,1.3666851023491582,2.7236544338285813,-2.147185362221595,1.3666851023491582,8.624365942075471,-8.48186796931865,1.3666851023491582,11.67187940489668,-10.70030231791861,1.3666851023491582,11.67187940489668,-7.406655993062927,2018-03-13 08:00:00,84.101,83.55580591936017,85.19438816127968,2018-03-13 16:00:00,83.55580591936017,SL,2,0.5451940806398312,-1.0,-1.0229276150344824
CHFJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2018-04-02 08:00:00,Research_2015_2024,6784-6798,6784,6798,111.867,110.382,1.4849999999999994,4.346159917750255,14,5,0.7595959595959599,0.31043999412501816,0.6602651026562006,2.126868686868688,6803,111.502,111.238,1.0145965611537882,111.12450000000001,1.3914211312980327,111.535,0.6736842105261489,0.9157894736841192,False,False,False,False,False,False,NONE,,,NONE,,,NONE,,,True,0.3651010352636752,3.5549311328305535,-2.9361809572784177,0.38431687922495866,3.5549311328305535,-0.8608698094637939,2.8477880750566995,3.5549311328305535,-0.6302796819288842,2.8477880750566995,3.6241081710910428,-2.117586004529349,2018-04-02 12:00:00,111.535,111.17294951340565,112.25910097318868,2018-04-02 12:00:00,111.17294951340565,SL,0,0.3620504865943417,-1.0,-1.0552409145700699
EURJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2018-06-04 00:00:00,Research_2015_2024,6989-6998,6989,6998,128.51,124.61,3.8999999999999915,5.373660271625832,9,5,0.6564102564102584,0.5970733635139813,0.7054651433519062,1.1815384615384652,7003,128.12,127.18,1.6979817530862096,126.56,2.038299931441829,128.17,0.8157894736841583,0.894736842105212,False,True,False,False,False,False,NONE,,,NONE,,,NONE,,,False,1.3908999466770233,0.7044817911740427,1.1560726829523424,3.7572362195950486,0.7044817911740427,2.2579544588912417,3.883681669292946,0.7044817911740427,3.4501544131858624,3.883681669292946,2.7817998933539956,-1.3728363110058586,2018-06-04 04:00:00,128.18,127.04160039731119,130.4267992053776,2018-06-19 04:00:00,127.04160039731119,SL,68,1.1383996026888212,-1.0,-1.0109803270929334
AUDJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2018-08-21 00:00:00,Research_2015_2024,7423-7435,7423,7435,80.844,79.704,1.1400000000000006,3.0072460297672845,12,5,0.7131578947368439,0.25060383581394036,0.4289282495089137,1.711578947368425,7440,80.953,80.592,1.1836822100759747,80.274,1.5910693183409201,81.001,0.7641723356009101,0.9274376417233644,False,True,False,False,False,False,NONE,,,NONE,,,NONE,,,False,1.5935444711825628,0.9016969744346149,-0.6721741082148752,2.4460579742843795,1.4099261782068455,2.331296541174533,2.606723980638202,1.6722380253150861,-1.2623757642084514,2.606723980638202,4.846211375324876,-2.537867120772285,2018-08-21 04:00:00,81.001,80.5157548733674,81.97149025326522,2018-08-30 16:00:00,80.5157548733674,SL,46,0.48524512663260566,-1.0,-1.025760176277778
SILVER,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2018-08-27 12:00:00,Research_2015_2024,7406-7415,7406,7415,14.869,14.466,0.40300000000000047,3.963620209890017,9,4,0.9578163771712173,0.4404022455433353,0.949105087479869,2.1550868486352384,7419,14.858,14.742,1.2519141715057285,14.6675,1.6422148976227475,14.871,0.5255474452554797,0.7153284671532878,False,True,False,False,False,False,NONE,,,NONE,,,NONE,,,True,1.2627065350531859,2.341942889799522,-1.6728163498568096,1.2627065350531859,4.05792869384618,-3.842081422896901,1.2627065350531859,9.410941013387918,-6.809981398449287,1.2627065350531859,10.123237007520498,-7.75970939062606,2018-08-27 16:00:00,14.868,14.718835472702478,15.175329054595045,2018-08-28 16:00:00,14.718835472702478,SL,6,0.14916452729752194,-1.0,-1.234640236751393
CHFJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2018-11-06 16:00:00,Research_2015_2024,7769-7777,7769,7777,112.766,111.842,0.9240000000000066,2.9755475686358843,8,3,0.7608225108225086,0.37194344607948554,0.7546211907471214,2.028860028860023,7780,112.985,112.553,1.5829822064331194,112.304,1.9978761862698833,113.03,0.5585106382978864,0.7606382978723344,True,False,False,False,False,False,NONE,,,NONE,,,NONE,,,True,2.6053248814211574,0.30047347436927674,0.6375900553688642,2.6053248814211574,1.3081589067051382,-1.0406642283032712,2.6053248814211574,3.0780209569532846,-1.8065051568785093,3.0230562970076886,3.0780209569532846,2.1656076018563875,2018-11-06 20:00:00,113.028,112.48477434366534,114.12045131266933,2018-11-13 00:00:00,112.48477434366534,SL,26,0.5432256563346698,-1.0,-1.0368171123119572
USDJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2018-11-12 00:00:00,Research_2015_2024,7776-7784,7776,7784,113.383,112.56,0.8229999999999933,3.061313741291182,8,5,0.7509113001215068,0.38266421766139774,0.45975501631055904,1.2014580801944108,7789,113.985,113.638,1.7261444148927148,112.97149999999999,2.0507616086201006,114.0,0.8041237113402259,0.8453608247422643,True,False,False,False,False,False,NONE,,,NONE,,,NONE,,,True,1.0197683142738025,2.0843069447840183,-0.34323909114583234,1.0197683142738025,4.486980582804774,-2.8752491982939796,1.0197683142738025,8.436717370772593,-4.820270714786912,1.0197683142738025,8.436717370772593,-1.0794620692556864,2018-11-12 04:00:00,114.0,113.58774348655214,114.82451302689572,2018-11-13 00:00:00,113.58774348655214,SL,5,0.41225651344785774,-1.0,-1.0242567422800846
CHFJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2018-11-27 12:00:00,Research_2015_2024,7834-7849,7834,7849,113.282,112.19,1.0919999999999987,3.8492390716766676,15,9,0.9587912087912072,0.25661593811177785,0.41006850916213516,1.5979853479853452,7858,113.803,113.462,1.5426955463239544,112.73599999999999,2.199858593740836,113.893,0.7297297297297284,0.9020270270270367,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,True,2.3253534041364228,1.2079170406700785,-0.6921771806087336,2.3253534041364228,1.7010367314305703,-0.8867106365967662,2.3253534041364228,4.664278909853473,-1.2033930068099337,3.3523090903990322,4.664278909853473,1.8367577472362044,2018-11-27 16:00:00,113.895,113.40673958247748,114.86552083504503,2018-12-04 08:00:00,113.40673958247748,SL,29,0.48826041752251115,-1.0,-1.0409617476294566
AUDJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2018-12-13 04:00:00,Research_2015_2024,7941-7946,7941,7946,81.686,80.721,0.9650000000000034,2.9604924124162086,5,3,0.6569948186528478,0.5920984824832417,0.648342725206173,1.094991364421413,7949,82.051,81.623,1.4953126697573895,81.2035,2.0108354802750235,82.127,0.5920398009950013,0.825870646766122,False,True,False,False,False,False,NONE,,,NONE,,,NONE,,,False,0.2794976952817509,3.057006042144215,-2.291881101310377,0.2794976952817509,5.114807823656145,-4.590749645002831,0.2794976952817509,15.67283326292448,-15.452728827890137,0.2794976952817509,17.3603005981881,-17.30440105913173,2018-12-13 08:00:00,82.128,81.55144305932528,83.27811388134943,2018-12-14 00:00:00,81.55144305932528,SL,4,0.5765569406747204,-1.0,-1.0216804258489376
EURJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2019-01-29 08:00:00,Research_2015_2024,8035-8041,8035,8041,124.89,123.78,1.1099999999999994,3.371760623366022,6,5,0.882882882882887,0.561960103894337,0.5953739479096786,1.059459459459464,8046,125.01,124.59,1.4172667695064163,124.33500000000001,2.1059445791155134,125.14,0.5882352941176495,0.7647058823529486,True,False,False,False,False,False,NONE,,,NONE,,,NONE,,,True,1.0123334067902836,1.923433472901582,-1.788455685329522,1.889689026008555,2.5983224107617393,1.6197334508644825,2.6658113045477934,2.9020224327988386,-2.530833516975733,2.6658113045477934,3.273211348621944,-0.23621112825109336,2019-01-29 12:00:00,125.15,124.51591373603111,126.38817252793778,2019-01-31 16:00:00,124.51591373603111,SL,13,0.6340862639688964,-1.0,-1.0197134060620525
CHFJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2019-02-22 08:00:00,Research_2015_2024,8233-8239,8233,8239,110.222,109.528,0.6939999999999884,3.0791800665222286,6,4,0.7608069164265135,0.5131966777537048,0.5856653728831909,1.1412103746397702,8243,110.745,110.458,1.4114612739805634,109.875,1.9663762530285884,110.807,0.6229508196721795,0.8469945355191656,True,False,False,False,False,False,NONE,,,NONE,,,NONE,,,False,1.6524424670991535,1.5540827964385089,-0.3098329625811044,1.6524424670991535,2.1442408204025174,1.1803160479279469,6.673703654326072,2.1442408204025174,1.6573604506322104,6.673703654326072,4.539298800989668,-3.0196418892824166,2019-02-22 12:00:00,110.805,110.40716615756828,111.60666768486344,2019-02-27 04:00:00,110.40716615756828,SL,17,0.39783384243172293,-1.0,-1.0502722440045875
CHFJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2019-04-03 00:00:00,Research_2015_2024,8413-8419,8413,8419,111.372,110.482,0.8900000000000006,3.099381670428681,6,3,0.7910112359550644,0.5165636117381135,0.8172152419407543,1.5820224719101288,8422,111.638,111.324,1.4232678325064274,110.92699999999999,1.9225663382001914,111.693,0.4871794871794984,0.6897435897435914,True,False,False,False,False,False,NONE,,,NONE,,,NONE,,,True,1.151305826295004,0.9428016215328913,-0.22210230507261947,1.151305826295004,1.2646233288830542,-0.7297647166672978,1.241959828365457,5.140081917395708,-0.08612130196690779,1.241959828365457,6.885171457252234,-6.880638757148753,2019-04-03 04:00:00,111.692,111.26884523699115,112.54130952601768,2019-04-09 12:00:00,111.26884523699115,SL,27,0.4231547630088386,-1.0,-1.0472640313860593
AUDJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2019-04-05 00:00:00,Research_2015_2024,8437-8443,8437,8443,79.402,78.491,0.9110000000000014,3.4164844574794833,6,4,0.9099890230515831,0.5694140762465806,0.7772408384331683,1.3649835345773746,8447,79.464,79.149,1.3684090447713835,78.9465,1.9789739676793698,79.547,0.632727272727232,0.6836363636363582,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,True,0.3866298570941338,2.5978051072167996,-0.7993246483743903,0.3866298570941338,2.5978051072167996,-0.05647402406989151,4.070473888732674,2.5978051072167996,3.3927855998935437,5.095694633386816,2.5978051072167996,1.3597207333760297,2019-04-05 04:00:00,79.548,79.09145141808958,80.45809716382084,2019-04-08 00:00:00,79.09145141808958,SL,6,0.45654858191042536,-1.0,-1.0273793425174653
AUDJPY,H4,SHELF6_BREAK_RR2,棚ブレイク、TPを2Rへ伸ばす。,2019-04-12 00:00:00,Research_2015_2024,8456-8462,8456,8462,79.636,78.949,0.6869999999999976,3.3560660204461725,6,3,0.6608442503639146,0.5593443367410287,0.7392789778178522,1.3216885007278292,8465,79.634,79.425,1.1446626033333824,79.29249999999999,1.7232738770175844,79.694,0.6027874564460163,0.818815331010474,True,True,True,False,False,False,NONE,,,NONE,,,NONE,,,False,4.326715103508848,0.18073620052632763,3.3408812824562295,5.619252780000135,0.18073620052632763,3.5599554649123326,5.619252780000135,2.398862297894816,-1.577334113684236,5.619252780000135,8.647953352456422,-4.5622198496492405,2019-04-12 04:00:00,79.694,79.3793533615514,80.32329327689722,2019-04-12 08:00:00,80.32329327689722,TP,1,0.3146466384486075,2.0,1.960272895138429
