label,trades,win_rate,total_r,avg_r,pf,max_dd_r,worst_year_r,worst_2y_r,oos_trades,oos_r
base,30,73.33333333333333,7.216259685843516,0.2405419895281172,1.8910188394090541,1.8612320082077685,-1.3802256706269072,-1.188968910910083,4,1.0258972410681104
body_not_huge,30,73.33333333333333,7.216259685843516,0.2405419895281172,1.8910188394090541,1.8612320082077685,-1.3802256706269072,-1.188968910910083,4,1.0258972410681104
wick_ge_065,28,71.42857142857143,5.884933768891633,0.21017620603184403,1.7266349999908637,1.8612320082077685,-1.3802256706269072,-1.188968910910083,4,1.0258972410681104
signal_bear,10,80.0,4.164348469573175,0.41643484695731753,3.9213259266453613,1.0991332864700043,-0.3263661525313845,-0.3263661525313845,0,0.0
close_lower_25,16,68.75,3.2283465735603416,0.20177166084752135,1.69681635312122,1.7600142780959638,-1.3802256706269072,-1.3802256706269072,1,0.7596608375469719
wick065_close075,14,64.28571428571429,1.8970206566084595,0.1355014754720328,1.409458831514398,1.7600142780959638,-1.3802256706269072,-1.3802256706269072,1,0.7596608375469719
high_update_small,4,75.0,0.8450925351805469,0.21127313379513674,1.7688717515731518,1.0991332864700043,-0.3666013727339945,-0.3666013727339945,0,0.0
wick_ge_075,10,60.0,0.795911897607699,0.0795911897607699,1.2252244135475803,1.3802256706269072,-1.3802256706269072,-1.6653322977468283,1,0.7596608375469719
bear_engulf,0,,0.0,,,0.0,,,0,0.0
