label,trades,win_rate,total_r,avg_r,pf,max_dd_r,worst_year_r,worst_2y_r,oos_trades,oos_r
base,30,73.33333333333333,7.216259685843516,0.2405419895281172,1.8910188394090541,1.8612320082077685,-1.3802256706269072,-1.188968910910083,4,1.0258972410681104
not_quiet_combo,28,71.42857142857143,5.74397238699738,0.20514187096419215,1.7092299657536245,1.8612320082077685,-1.3802256706269072,-1.188968910910083,3,0.26623640352113853
pre_bb_compressed,7,85.71428571428571,3.1181713989005493,0.44545305698579274,3.7670296652881996,1.126902048798879,-1.1269020487988792,-1.1269020487988792,2,-0.36724121125190734
quiet_combo_2of3,2,100.0,1.4722872988461364,0.7361436494230682,inf,0.0,0.7126264612991644,0.7126264612991644,1,0.7596608375469719
pre_atr_low,4,75.0,1.1051942851765095,0.2762985712941274,1.999990025476694,0.0,-1.105205309072623,-1.105205309072623,1,0.7596608375469719
pre_range6_quiet,0,,0.0,,,0.0,,,0,0.0
pre_body6_quiet,0,,0.0,,,0.0,,,0,0.0
