group,trades,avg_mae_r,median_mae_r,p75_mae_r,avg_mfe_r,median_mfe_r,p75_mfe_r,avg_r
all,30,0.6678135288221405,0.6417800536226779,0.9506436983785373,1.0166519154936395,0.9228221080798041,1.2598113979291872,0.2405419895281172
winner,22,0.4666048442483943,0.41477438327690563,0.7467102667053052,1.183982993210959,1.1348822041217508,1.319013168473874,0.6961429694781445
loser,8,1.2211374113999431,1.188462471942943,1.2737746333645144,0.5564914517710118,0.6741509691374699,0.7391379904878738,-1.0123607053344574
