label,trades,win_rate,total_r,avg_r,pf,max_dd_r,worst_year_r,worst_2y_r,oos_trades,oos_r,feature,bucket
<=0.25R,7,100.0,4.966635854103612,0.7095194077290874,inf,0.0,0.6752537799472551,0.691609905335161,1,0.691609905335161,mae_r,<=0.25R
0.25-0.50R,5,100.0,3.4459660239442482,0.6891932047888496,inf,0.0,0.6376314496614759,0.6376314496614759,2,1.4611893845318287,mae_r,0.25-0.50R
0.50-0.80R,6,83.33333333333334,3.217076255086203,0.5361793758477005,10.857260718164815,0.32636615253138457,-0.3263661525313845,0.345896944766301,0,0.0,mae_r,0.50-0.80R
0.80-1.20R,8,62.5,-0.004389153038605098,-0.0005486441298256373,0.9986950599576699,1.5715183823938135,-1.1827286289979306,-1.1269020487988792,1,-1.1269020487988792,mae_r,0.80-1.20R
>1.20R,4,0.0,-4.409029294251943,-1.1022573235629858,0.0,3.3605987130707438,-2.1475638676512037,-2.1475638676512037,0,0.0,mae_r,>1.20R
