monthly_corr,usd_monthly_dd,chf_monthly_dd,combined_monthly_dd,usd_total_r,chf_total_r,combined_total_r
-0.14737625727399908,3.128434542842495,2.9900020042818127,3.128434542842495,41.47021784041191,7.216259685843514,48.68647752625543
