signal_i,signal_time,entry_hour,atr,rsi14,bb_z,range_atr,body_ratio,ema20_dist_atr,ema100_slope_atr,h4_slope_atr,family,direction,lookback,move_6_atr,move_12_atr,trigger_atr,wick_ratio,close_location,h4_align,h4_oppose,h4_neutral,h4_context,stop_anchor,range_width_atr,pre_atr_ratio_96,pre_atr_ratio_240,pre_bb_width_atr,pre_bb_width_ratio_96,pre_range_6_atr,pre_range_12_atr,pre_body_mean_6_atr,pre_body_mean_12_atr,high_bb_excess_atr,close_bb_excess_atr,signal_body_atr,body_vs_avg20,signal_bear,signal_bull,bear_engulf,higher_high_atr,quiet_atr,quiet_bb,quiet_range6,quiet_body6,quiet_combo,entry_i,entry_time,entry,stop,target,risk,risk_atr,exit_i,exit_time,exit,exit_reason,bars_held,r_after_cost,sample,year,USDJPY_ret6_atr,USDJPY_ret12_atr,USDJPY_bb_z,USDJPY_rsi14,USDJPY_high_bb_excess_atr,USDJPY_preheat_bb12,USDJPY_preheat_ret12,CHFJPY_ret6_atr,CHFJPY_ret12_atr,CHFJPY_bb_z,CHFJPY_rsi14,CHFJPY_high_bb_excess_atr,CHFJPY_preheat_bb12,CHFJPY_preheat_ret12,GBPJPY_ret6_atr,GBPJPY_ret12_atr,GBPJPY_bb_z,GBPJPY_rsi14,GBPJPY_high_bb_excess_atr,GBPJPY_preheat_bb12,GBPJPY_preheat_ret12,AUDJPY_ret6_atr,AUDJPY_ret12_atr,AUDJPY_bb_z,AUDJPY_rsi14,AUDJPY_high_bb_excess_atr,AUDJPY_preheat_bb12,AUDJPY_preheat_ret12,EURJPY_ret6_atr,EURJPY_ret12_atr,EURJPY_bb_z,EURJPY_rsi14,EURJPY_high_bb_excess_atr,EURJPY_preheat_bb12,EURJPY_preheat_ret12,other_mean_bb_z,other_cross_mean_bb_z,other_mean_ret6_atr,other_cross_mean_ret6_atr,chf_minus_other_bb,chf_minus_cross_bb,chf_minus_other_ret6,chf_bb_rank_all5,chf_bb_rank_cross4,chf_ret_rank_all5,chf_ret_rank_cross4,other_preheat_bb12_max,other_preheat_ret12_max,usd_up_6h,usd_down_6h,broad_yen_heat,cross_yen_heat,chf_highest_bb_all5,chf_highest_bb_cross4,chf_relative_bb_pos,chf_relative_cross_bb_pos,other_preheated
5059,2014-10-23 16:00:00,17,0.1712822834163681,76.23000520439643,1.6413712122170028,0.8991005778784463,0.32467532467540616,2.972002767984987,-0.27290893644428216,-0.3501334760693292,stretch_reversal,short,20,4.086820808538422,6.737416018647716,2.972002767984987,0.5649350649350074,0.8896103896104136,False,False,True,H4中立,113.511,999.0,1.0390165106776867,0.9880294309379047,9.05508739665263,2.5368006163573806,3.7481985129738473,7.741606274460013,0.6071848058400132,0.6315111201765505,-0.06426487004468953,-0.8641140854300822,0.29191577203852986,0.6281407035177257,True,False,False,0.42035871173540335,False,False,False,False,False,5060,2014-10-23 17:00:00,113.374,113.53669234251245,113.24384612599003,0.16269234251245734,0.9498492153854023,5067,2014-10-24 00:00:00,113.24384612599003,TP,7,0.6770685842298836,IS_2014_2024,2014,4.933016937390518,6.248488120694614,1.9866661492920528,81.56791809124896,0.3558524381731953,3.1121657946502874,4.4730609028051145,3.2869715931530297,5.937566803262324,1.6413712122170028,76.23000520439643,-0.06426487004468953,2.9281080041619356,4.675788772972819,5.095840394420145,4.72462023323718,2.189397917578909,74.7809037128558,0.6769957830251832,3.26419051516335,3.924797826058431,2.3305658872048824,4.425886860912603,1.3785194098220312,69.6053264072229,-0.45987395058496694,2.582031941385812,3.8943068298883787,3.468422623710575,6.233786607479799,1.694375242777874,76.61169637172699,-0.04134516662230433,2.9094847696626247,4.7750182925038205,1.8122396798677167,1.754097523392938,3.95696146068153,3.6316096351118676,-0.17086846765071395,-0.11272631117593512,-0.6699898675285003,4,3,4,3,3.26419051516335,4.7750182925038205,True,False,True,True,False,False,False,False,True
7566,2015-03-23 13:00:00,14,0.31974808921965436,69.69508184770402,2.3716337816485282,1.5105641481041099,0.21325051759835978,2.3263435802804655,1.5459392311454117,0.09450525576072898,stretch_reversal,short,20,4.3940841161206174,4.294005331981226,2.3263435802804655,0.7556935817805213,0.7556935817805213,False,True,True,H4逆,124.015,999.0,1.039604268295517,1.1492781877317024,3.572575951287853,1.0372574949977056,4.081337915685004,4.081337915685004,0.7281774033476227,0.49257526568611504,1.5361538450934589,0.3946302135034223,0.3221285864487268,0.6634460547504574,False,True,False,1.1915630236597543,False,False,False,False,False,7567,2015-03-23 14:00:00,123.65,124.06296221338295,123.31963022929365,0.41296221338294004,1.2915236315900271,7572,2015-03-23 19:00:00,124.06296221338295,SL,5,-1.0484305811811994,IS_2014_2024,2015,-1.9343855092848674,-1.5664317439317381,-2.1272327102595874,34.32791626117857,-1.4738304574004981,-0.08166199433424286,0.8447887525022015,3.2525604845305804,3.1524817003911894,2.3716337816485282,69.69508184770402,1.5361538450934589,2.5672218586897277,3.2129926006069103,-0.02982719384083749,-1.998421987337892,-1.0294205984284595,44.168494855018274,-3.0077519486058155,0.442681221346967,-0.42382683289379397,1.533577183816561,1.1640405130174063,1.3976335690454904,62.337966289208794,0.5247837943704756,1.825631846576696,1.7833490783485766,3.377534795989192,3.119926209854415,2.269226451797154,71.86122575331888,0.8604377158321869,2.3909703874552917,3.1272474195024094,0.12755167803864936,0.8791464741380617,0.7367248191700121,1.6270949286549719,2.244082103609879,1.4924873075104665,2.5158356653605685,1,1,2,2,2.3909703874552917,3.1272474195024094,False,True,True,True,True,True,True,True,True
8982,2015-06-12 13:00:00,14,0.3236118371507905,62.91528340526538,2.319284965329551,1.418365916528965,0.21132897603487524,1.417410896676353,-0.5557708349517398,0.18642090052731677,stretch_reversal,short,20,2.558620869032634,2.4844579452925553,1.417410896676353,0.6840958605664287,0.8954248366013039,False,True,True,H4逆,133.224,999.0,1.0588014338163412,1.098874837698438,2.37880138883968,0.6394897524909922,3.7235967961162713,3.7235967961162713,0.7411142170969776,0.5278958113442579,1.4807844283527625,0.21074435930395516,0.29974181678283357,0.7334593572779831,True,False,False,0.8590538666558555,False,True,False,False,False,8983,2015-06-12 14:00:00,132.831,133.27254177557262,132.47776657954188,0.44154177557263097,1.3644178762437844,8990,2015-06-14 21:00:00,132.47776657954188,TP,7,0.7547041727273974,IS_2014_2024,2015,-1.1668972138174123,-0.16983011093119865,-0.37130522916766573,48.454710032130336,-0.13802795117784797,1.940731838805262,1.9689371813858438,1.288580799983827,1.214417876243748,2.319284965329551,62.91528340526538,1.4807844283527625,3.2958855349749383,2.1041045604849535,-1.2064184472105968,-0.8970803838232709,-1.6115186519298224,48.2186890171088,-0.5272795367698518,2.8852256133159404,1.682917760504019,-0.77399593918486,-2.5694559069539693,-1.2558779031542116,40.277107544497674,-3.409540490007403,1.0116210093926172,-0.10102282367846423,-0.2496409178357564,-0.7489227535073578,-0.14653198386138055,48.472522638819356,-0.9028689713209356,0.3115150073738166,1.2742397827613159,-0.84630844202827,-1.0046428463151382,-0.8492381295121564,-0.743351768077071,3.165593407357821,3.3239278116446895,2.1378189294959835,1,1,1,1,2.8852256133159404,1.9689371813858438,False,True,False,False,True,True,True,True,True
9460,2015-07-10 11:00:00,12,0.4421003651635979,81.99251223762539,1.9858822482963951,1.264418770143158,0.07513416815742716,3.493259204197628,-0.18199111215754477,-0.4600166517154139,stretch_reversal,short,20,5.387916834491925,6.308522271787598,3.493259204197628,0.8550983899820793,0.8550983899820793,False,False,True,H4中立,131.194,999.0,1.3702261894171255,1.3405284626726963,7.77688653186787,2.4682913601280827,4.9219592912907775,5.722682448054035,0.7592544433715993,0.543240145431217,1.0515087760200603,-0.029693678592474803,0.09500105249734327,0.20270270270271082,False,True,False,1.0110826301501998,False,False,False,False,False,9461,2015-07-10 12:00:00,130.715,131.26031505477454,130.27874795618038,0.5453150547745338,1.233464384433932,9464,2015-07-10 15:00:00,130.27874795618038,TP,3,0.7633239540612781,IS_2014_2024,2015,1.9199552706137797,2.8400316350155688,1.4422711135034716,68.99194749679177,-0.3237730162754376,2.398394830212983,3.21302508325635,4.30671437987939,5.227319817175062,1.9858822482963951,81.99251223762539,1.0515087760200603,2.6656604494837803,4.631638306642525,4.058785196254861,5.801192982525858,1.9456612081081903,80.74572100498263,0.8568248444027925,2.4694307569941905,4.8909664037271625,0.34825273714270744,1.7760889594277944,1.041492983244414,61.58968062790522,0.08328659451366048,2.461171240721816,3.412105030256905,2.5672931087050075,4.64557800622804,1.7424658333273404,74.60479694076585,0.2554864861105139,2.3039423578403047,3.892248076080614,1.542972784545854,1.5765400082266483,2.223571578179089,2.3247770140341917,0.4429094637505411,0.40934224006974684,2.083142801700301,1,1,1,1,2.4694307569941905,4.8909664037271625,True,False,True,True,True,True,True,True,True
10139,2015-08-19 18:00:00,19,0.1983238817255218,79.69127056285458,1.7259662427615556,1.1597191321532694,0.08260869565220132,2.3796962900846896,0.6542876513264589,-0.09633147133776399,stretch_reversal,short,20,2.788368174264275,4.875862612140261,2.3796962900846896,0.6782608695652733,0.7608695652174746,False,False,True,H4中立,128.352,999.0,1.0868387881217587,1.029283721131947,6.386570730377616,2.9979960566397734,3.665720909023706,5.077552895992972,0.46808953377495305,0.4260707246389477,0.4193080027377244,-0.46308698911812063,0.09580288483008446,0.2735781137509709,True,False,False,0.25715511191233953,False,False,False,False,False,10140,2015-08-19 19:00:00,128.18,128.38174858225884,128.01860113419295,0.20174858225882986,1.0172682205668393,10142,2015-08-19 21:00:00,128.38174858225884,SL,2,-1.0991332864700043,IS_2014_2024,2015,-4.379909265535124,-3.5652043624069445,-2.803227103317384,19.354536787093608,-4.198033254912258,0.7296466374417994,1.1765599355938603,1.9059731824084303,3.9934676202844157,1.7259662427615556,79.69127056285458,0.4193080027377244,3.093504625534363,2.9338409167205457,-2.651627330724609,-2.606684494610546,-1.773039138934906,37.16910427455528,-3.2251480979944414,1.523010320215057,0.8917249239094264,-0.9502919931719788,-1.369835798668105,-0.5295584315588205,45.154807277400735,-0.8704724832785263,2.361417274271783,2.5258539971346927,2.36092852591401,1.2055805238710324,2.4963389986809315,63.60872131412559,0.9385773065530599,3.114473908334095,2.240423679787258,-0.6523714187825447,0.06458047606240165,-1.4052250158794255,-0.41366359932752594,2.3783376615441005,1.661385766699154,3.3111981982878556,2,2,2,2,3.114473908334095,2.5258539971346927,False,True,False,False,False,False,True,True,True
10145,2015-08-20 00:00:00,1,0.1949215492465557,75.2830772029141,1.2794821402834746,1.1132683935603769,0.23502304147458375,1.9671805706925554,1.1991315880890685,0.11668183654359338,stretch_reversal,short,20,1.7186401467406123,3.657881864555274,1.9671805706925554,0.7142857142856769,0.7142857142856769,False,True,True,H4逆,128.512,999.0,1.0720578712431084,1.009037643756192,7.308257725855148,3.251604595463388,2.0264562924255025,4.360728730535822,0.43607287305357,0.45616642700801663,-0.48074432366904085,-1.2759360333549827,0.26164372383208373,0.6185567010307732,False,True,False,0.7131074041700198,False,False,False,False,False,10146,2015-08-20 01:00:00,128.35,128.54123823238697,128.19700941409042,0.19123823238697923,0.9811035933491508,10150,2015-08-20 05:00:00,128.19700941409042,TP,4,0.6954184016953441,IS_2014_2024,2015,0.8466953796132055,-3.9084063505362168,-1.0482665793303894,33.02300313081652,-4.709649587562003,0.7296466374417994,1.1765599355938603,0.9234484370546704,2.8626901548693326,1.2794821402834746,75.2830772029141,-0.48074432366904085,2.275494309729058,2.868170004968947,1.2346162144090524,-1.8004819793467968,-0.2784367465454334,47.965731878829395,-3.1220935538566446,-0.43757613342575075,1.0319587664682839,0.286485808378455,-0.7907008311246106,-0.05214195392506864,49.37773192257575,-1.3153611313113092,0.13148171141943135,1.3731088661708801,1.3927267100248522,3.9103480704544746,1.9643184251276198,69.54713042475574,0.5954592024857989,3.114473908334095,3.0479779773049764,0.14636828633168208,0.5445799082190392,0.9401310281063913,0.9712762442707866,1.1331138539517926,0.7349022320644354,-0.016682591051720874,2,2,3,3,3.114473908334095,3.0479779773049764,True,False,True,True,False,False,True,True,True
11939,2015-12-02 19:00:00,20,0.21979173866301693,78.99028598684323,2.3420345012387664,1.2238858550203293,0.096654275092926,3.338057567332032,0.5780108209353685,-0.3718738390984527,stretch_reversal,short,20,4.595259158254876,5.045685550994731,3.338057567332032,0.7026022304832681,0.799256505576194,False,False,True,H4中立,121.085,999.0,1.3489342748963622,1.3765899578407241,5.427439350977473,1.9321197694775218,5.505211466820284,5.814595251732486,0.9342177034604052,0.6111846339197115,1.524081346020487,0.5458826143128062,0.11829380011347586,0.27777777777774193,True,False,False,0.691563754509591,False,False,False,False,False,11940,2015-12-02 20:00:00,120.87,121.11796876079944,120.67162499136046,0.24796876079943786,1.1281987317076632,11952,2015-12-03 08:00:00,120.67162499136046,TP,12,0.7193446790009476,IS_2014_2024,2015,-1.6945997757559104,0.7549401844599368,-0.14994586476771807,48.48559374078737,-1.456652676244869,2.4722916292248733,3.9745460007067606,3.6170604265471953,4.067486819287051,2.3420345012387664,78.99028598684323,1.524081346020487,3.3383795957281155,4.435051973657298,-4.388712475730211,-6.427912211928104,-2.400073796719778,21.51274788590915,-6.456241313062133,1.4838149758105723,1.8836643249712222,-1.6794406372583173,-0.4365333064353898,-1.0348227847330373,45.85934929051649,-1.184338208290806,2.6878887809475427,2.2372651822003147,1.4482242904931668,0.8689345742957684,1.1394549585326956,57.91210928788025,0.46733865556581244,2.6741452421466407,3.0772694277542634,-0.6113468719219595,-0.76514720764004,-1.578632149562818,-1.5399762741651202,2.9533813731607257,3.1071817088788065,5.195692576110013,1,1,1,1,2.6878887809475427,3.9745460007067606,False,True,False,False,True,True,True,True,True
13053,2016-02-09 15:00:00,16,0.3889093883758067,66.26551371608628,2.136623758999533,1.0285172123782265,0.18499999999999253,2.2826877177113003,-0.49491046001970873,-0.1308994674312339,stretch_reversal,short,20,3.3529661123529757,5.392001485892797,2.2826877177113003,0.7824999999999949,0.7824999999999949,False,False,True,H4中立,118.522,999.0,1.5188405995644976,1.651431274248423,4.498547752326771,2.5390400417681884,3.07269517197989,5.304577522840633,0.809957304747848,0.6312524390971331,0.9825342938218663,0.17771957513590944,0.1902756842899642,0.333183250787922,False,True,False,0.9308080772023047,False,False,False,False,False,13054,2016-02-09 16:00:00,118.209,118.58033640825637,117.91193087339491,0.3713364082563686,0.9548147186859445,13054,2016-02-09 16:00:00,118.58033640825637,SL,0,-1.0538595180955226,IS_2014_2024,2016,-1.2715193813230745,0.22187586519731195,-1.0544319913056637,39.584899898762224,-1.1533680520353387,0.13135926350324797,1.9532309243590487,2.548151393667019,4.58718676720684,2.136623758999533,66.26551371608628,0.9825342938218663,2.429227382518302,3.6895119039026096,-0.5139524235622785,1.2037306762380025,0.06682575920072323,46.514433413859265,-1.4075731674055767,0.8474947398271463,2.662508365631911,0.1905486754004045,0.9601433255613235,0.13711058133980342,47.41966327720998,-0.9609216193712394,-0.07234582039363363,1.5643872111572648,2.248035716173214,4.070767377935239,1.6236605863212958,58.53479158220364,0.13007262366507297,1.5451029112157344,2.7771103532345824,0.19329123388903968,0.6091989756206074,0.1632781466720663,0.6415439893371132,1.9433325251104936,1.5274247833789256,2.3848732469949523,1,1,1,1,1.5451029112157344,2.7771103532345824,False,True,False,True,True,True,True,True,True
14943,2016-05-30 08:00:00,9,0.18364712862773674,78.37624087842988,1.5016454228427978,1.094490295067079,0.16417910447755285,2.866078992571684,0.6106393511449871,-0.05527629872328115,stretch_reversal,short,20,3.076552321954813,7.242149713628164,2.866078992571684,0.7860696517413256,0.9502487562188784,False,False,True,H4中立,112.127,999.0,1.1881866332355053,1.1342923818505346,9.621197751273531,2.886388368278066,3.0384357445146377,6.605058347842805,0.4655667673046602,0.5740175054974779,-0.16892501548321404,-1.208963057064339,0.17969243650348563,0.37585421412285613,True,False,False,0.7133245206656333,False,False,False,False,False,14944,2016-05-30 09:00:00,111.937,112.15454706929415,111.76296234456467,0.2175470692941559,1.1845928162325712,14958,2016-05-30 23:00:00,111.76296234456467,TP,14,0.7080658725263523,IS_2014_2024,2016,0.8634601042137826,4.679740564812794,0.981704015113694,69.83467384455011,-1.5978423303837577,2.3896519947817794,4.235175988780772,2.036514280373688,6.202111672047039,1.5016454228427978,78.37624087842988,-0.16892501548321404,2.4741397346946346,4.324425314661157,0.0,2.682394820966161,0.7826725270904509,61.604662133439625,-1.3742386755680072,2.815998536452184,3.3970937148086167,1.5594667551910415,4.02484780800344,1.4726112875608597,67.70920448896216,-0.43137381832775423,2.191697444687255,3.0143123915873167,2.7231220283501094,5.553033155851181,1.496787383424394,72.88819703172068,-0.6252876810096124,2.0896081683592933,4.470081962516374,1.1834438032973496,1.250690399358568,1.2865122219387333,1.427529594513717,0.31820161954544823,0.2509550234842297,0.7500020584349549,1,1,2,2,2.815998536452184,4.470081962516374,True,False,True,True,True,True,True,True,True
19097,2017-01-26 12:00:00,13,0.20883666115905591,79.0443498029301,2.11053269608841,0.9098019425587749,0.21578947368419635,3.373710067607358,0.33865038044169543,0.031721873037058174,stretch_reversal,short,20,5.142775191095443,6.263268109825711,3.373710067607358,0.6684210526315624,0.6684210526315624,False,True,True,H4逆,114.681,999.0,1.0383969784481537,1.0258120747757098,6.752399373773599,2.1774488650112467,5.03742970300973,5.980750664504837,0.827600538976725,0.5287226201273657,0.8231239906792245,0.2149932185478479,0.19632568234161749,0.4297693920335061,False,True,False,0.8092448857496422,False,False,False,False,False,19098,2017-01-26 13:00:00,114.552,114.71232549917386,114.42373960066092,0.16032549917385097,0.7677076346846138,19098,2017-01-26 13:00:00,114.42373960066092,TP,0,0.6752537799472551,IS_2014_2024,2017,3.1920720697634737,4.939556779488008,2.0529658496936722,70.22864677684746,0.10116978847403207,2.501484050786298,3.739074173434945,4.534644418964066,5.655137337694335,2.11053269608841,79.0443498029301,0.8231239906792245,3.110688157827564,4.964675782687221,1.448793941576987,2.493273294806899,1.070406614363627,62.84967042650728,0.11722287793266004,2.901327552067993,3.352005493117864,1.547845125374387,2.915108319455146,1.6006960692182124,62.35457272804091,0.1250196700437839,3.0753560260560615,3.219909371664149,3.713992590202111,4.332991355235783,2.2884311417472336,72.33891472758768,0.6828004725782334,2.8129228307050904,3.66997804245872,1.7531249187556863,1.6531779417763577,2.47567593172924,2.2368772190511614,0.3574077773327238,0.4573547543120524,2.0589684872348264,2,2,1,1,3.0753560260560615,3.739074173434945,True,False,True,True,False,False,True,True,True
