entry_time,usdjpy_wavebox_r,chfjpy_base24_r,combined_r
2014-03,-1.04735186632548,0.0,-1.04735186632548
2014-05,1.44458513999244,0.0,1.44458513999244
2015-01,1.481316844661243,0.0,1.481316844661243
2015-02,1.465515632052793,0.0,1.465515632052793
2015-03,-1.0352625106207662,-1.0484305811811994,-2.0836930918019654
2015-04,1.4734509999567154,0.0,1.4734509999567154
2015-08,-1.041102634811275,-0.4037148847746602,-1.4448175195859352
2015-09,1.477575297521755,0.0,1.477575297521755
2015-10,-1.0262282735169317,0.0,-1.0262282735169317
2016-01,1.4743754110544438,0.0,1.4743754110544438
2016-02,0.4543727958409465,-1.0538595180955226,-0.5994867222545761
2016-04,1.4680696963859845,0.0,1.4680696963859845
2016-06,-0.22275619540036617,0.0,-0.22275619540036617
2016-10,1.474839294945449,0.0,1.474839294945449
2016-11,1.4858626103684522,0.0,1.4858626103684522
2017-07,1.4819887052147485,0.0,1.4819887052147485
2017-08,1.4730986758063866,-0.4839970202304309,0.9891016555759558
2017-10,-1.0341859150167585,0.0,-1.0341859150167585
2017-12,-1.0543359586120875,0.0,-1.0543359586120875
2018-01,1.4753133157389058,0.0,1.4753133157389058
2018-02,1.4820097029930648,0.0,1.4820097029930648
2018-03,-1.0296749727851746,0.0,-1.0296749727851746
2018-05,1.463995888705532,0.7088730693758553,2.1728689580813874
2018-06,-2.0868900912966604,0.6376314496614759,-1.4492586416351845
2018-11,2.8641746536835813,0.0,2.8641746536835813
2019-04,-1.0745149349504015,0.6151535322403845,-0.459361402710017
2019-05,1.4581948382833931,0.0,1.4581948382833931
2019-07,-1.0353763998145822,0.5740624582530656,-0.4613139415615166
2019-10,0.41368398957985386,0.0,0.41368398957985386
2020-03,1.4915726956617947,0.734253344535677,2.2258260401974717
2020-04,1.4573518755473271,-1.105205309072623,0.3521465664747041
2020-05,1.466483484013876,0.0,1.466483484013876
2020-06,1.449415518277299,0.0,1.449415518277299
2020-07,1.434961371930343,0.0,1.434961371930343
2020-08,0.4312029451430912,0.0,0.4312029451430912
2020-10,-1.074175979269881,0.0,-1.074175979269881
2021-01,1.4367208004138974,0.0,1.4367208004138974
2021-04,0.36450831390639005,0.654257332721999,1.0187656466283892
2021-05,1.4468887213632375,0.0,1.4468887213632375
2021-06,-1.0467405812389274,0.0,-1.0467405812389274
2021-09,-1.0521288942153253,0.0,-1.0521288942153253
2021-10,-1.0295650673882422,0.0,-1.0295650673882422
2021-11,1.4664389745720816,0.0,1.4664389745720816
2022-01,1.45252274740618,0.0,1.45252274740618
2022-06,1.4811060295755996,0.0,1.4811060295755996
2022-08,-1.0164690706931203,0.0,-1.0164690706931203
2023-06,2.955533811988154,0.0,2.955533811988154
2023-08,1.4789567839572342,0.0,1.4789567839572342
2023-10,1.4661865448858464,0.0,1.4661865448858464
2024-06,-1.0271345478370852,0.0,-1.0271345478370852
2024-07,1.4759040416211633,0.0,1.4759040416211633
2024-09,1.4841413797734913,0.0,1.4841413797734913
2024-11,-1.0128039166650942,0.0,-1.0128039166650942
2024-12,1.4822401187513574,0.0,1.4822401187513574
2025-04,1.480196256216128,0.0,1.480196256216128
2025-06,2.963923349768777,0.0,2.963923349768777
2025-07,1.4733966727211971,0.0,1.4733966727211971
2025-10,1.48509710731843,0.0,1.48509710731843
2026-05,1.479742613271487,0.0,1.479742613271487
2014-10,0.0,0.6770685842298836,0.6770685842298836
2015-06,0.0,0.7547041727273974,0.7547041727273974
2015-07,0.0,0.7633239540612781,0.7633239540612781
2015-12,0.0,0.7193446790009476,0.7193446790009476
2016-05,0.0,0.7080658725263523,0.7080658725263523
2017-01,0.0,0.6752537799472551,0.6752537799472551
2018-12,0.0,0.7074296745428146,0.7074296745428146
2019-08,0.0,0.7446497698609422,0.7446497698609422
2021-03,0.0,0.6517267880555996,0.6517267880555996
2021-08,0.0,-1.1827286289979306,-1.1827286289979306
2022-05,0.0,0.7126264612991644,0.7126264612991644
2022-09,0.0,0.7381122954029964,0.7381122954029964
2024-05,0.0,0.7261931937424199,0.7261931937424199
2025-03,0.0,0.7596608375469719,0.7596608375469719
2025-11,0.0,0.7015285469848568,0.7015285469848568
2026-04,0.0,-0.43529214346371825,-0.43529214346371825
